[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
176	H	(6)	3542.84	0.287	9.5%	0.282	9.5%	51.9	7.6%	1.537	5.6%	5.31%	51.9%	35.0%	13.2%	[1-0.78 0]
177	H	(6)	3562.56	0.275	9.1%	0.272	9.1%	49.0	7.2%	1.557	5.6%	5.25%	52.6%	34.9%	12.5%	[1-0.66 0]
178	H	(6)	3582.28	0.284	8.9%	0.283	8.9%	49.6	7.0%	1.593	5.5%	5.20%	53.1%	34.2%	12.7%	[1-0.74 0]
179	H	(6)	3603.16	0.292	8.7%	0.292	8.7%	50.2	6.7%	1.616	5.5%	5.16%	53.5%	33.7%	12.8%	[1-0.73 0]
180	H	(6)	3622.89	0.286	9.0%	0.288	9.0%	48.6	7.1%	1.632	5.4%	5.12%	53.9%	33.8%	12.4%	[1-0.69 0]
181	H	(6)	3642.60	0.289	9.0%	0.292	9.0%	48.8	7.1%	1.643	5.4%	5.08%	53.8%	33.7%	12.4%	[1-0.65 0]
182	H	(6)	3662.31	0.307	9.2%	0.313	9.2%	51.3	7.5%	1.663	5.4%	5.04%	53.5%	33.5%	13.1%	[1-0.67 0]
183	H	(6)	3683.18	0.317	9.1%	0.324	9.1%	52.9	7.4%	1.667	5.4%	5.00%	52.9%	33.6%	13.5%	[1-0.64 0]
184	H	(6)	3702.89	0.312	9.1%	0.321	9.1%	51.5	7.4%	1.683	5.3%	4.97%	52.8%	34.1%	13.1%	[1-0.62 0]
185	H	(6)	3722.59	0.317	8.6%	0.328	8.6%	51.8	6.9%	1.699	5.3%	4.91%	52.7%	34.1%	13.3%	[1-0.52 0]
186	H	(6)	3743.44	0.323	8.6%	0.335	8.6%	52.2	6.7%	1.717	5.3%	4.88%	53.0%	33.6%	13.4%	[1-0.54 0]
187	H	(6)	3763.14	0.318	8.6%	0.332	8.6%	50.7	6.8%	1.739	5.3%	4.84%	53.7%	33.2%	13.0%	[1-0.57 0]
188	H	(6)	3782.84	0.310	9.2%	0.326	9.2%	49.0	7.5%	1.760	5.3%	4.81%	54.2%	33.3%	12.5%	[1-0.59 0]
189	H	(6)	3802.54	0.317	9.5%	0.335	9.5%	49.6	7.9%	1.773	5.3%	4.78%	53.9%	33.5%	12.6%	[1-0.54 0]
190	H	(6)	3823.42	0.308	9.3%	0.327	9.3%	48.1	7.7%	1.778	5.3%	4.75%	53.8%	34.1%	12.1%	[1-0.42 2]
191	H	(6)	3843.11	0.298	9.3%	0.318	9.3%	46.5	7.8%	1.776	5.2%	4.72%	53.4%	35.0%	11.7%	[1-0.36 2]
192	H	(6)	3862.87	0.295	9.7%	0.316	9.7%	46.0	8.3%	1.780	5.1%	4.68%	52.4%	36.2%	11.4%	[1-0.34 2]
193	H	(6)	3882.58	0.298	10.1%	0.321	10.1%	46.1	8.8%	1.796	5.1%	4.64%	51.6%	36.9%	11.4%	[1-0.40 2]
194	H	(6)	3903.47	0.305	9.5%	0.331	9.5%	46.6	8.0%	1.819	5.0%	4.62%	51.3%	37.1%	11.5%	[1-0.48 0]
195	H	(6)	3923.18	0.321	9.5%	0.350	9.5%	48.7	8.1%	1.833	5.0%	4.59%	50.9%	37.0%	12.1%	[1-0.48 0]
196	H	(6)	3944.05	0.335	9.8%	0.367	9.8%	49.9	8.5%	1.868	4.9%	4.55%	50.9%	36.8%	12.3%	[1-0.58 0]
197	H	(6)	3963.75	0.346	9.3%	0.381	9.3%	50.9	7.9%	1.886	4.9%	4.53%	51.0%	36.4%	12.6%	[1-0.57 0]
198	H	(6)	3983.46	0.352	8.8%	0.389	8.8%	50.9	7.4%	1.921	4.9%	4.49%	51.6%	35.9%	12.6%	[1-0.63 0]
199	H	(6)	4003.17	0.344	8.6%	0.383	8.6%	49.4	7.1%	1.935	4.9%	4.47%	52.2%	35.6%	12.2%	[1-0.66 0]
200	H	(6)	4022.86	0.350	9.2%	0.391	9.2%	50.0	7.8%	1.943	4.9%	4.45%	52.5%	35.2%	12.4%	[1-0.64 0]
201	H	(6)	4043.74	0.369	8.3%	0.414	8.3%	52.3	6.7%	1.961	4.9%	4.43%	52.3%	34.7%	12.9%	[1-0.68 0]
202	H	(6)	4063.47	0.386	8.0%	0.436	8.0%	54.1	6.4%	1.983	4.9%	4.40%	52.4%	34.2%	13.4%	[1-0.71 0]
203	H	(6)	4083.17	0.399	7.9%	0.453	7.9%	55.5	6.3%	1.999	4.8%	4.38%	52.1%	34.2%	13.7%	[1-0.68 0]
204	H	(6)	4102.91	0.404	8.4%	0.460	8.4%	56.1	6.9%	2.000	4.8%	4.36%	52.1%	34.0%	13.9%	[1-0.62 0]
205	H	(6)	4123.79	0.410	8.0%	0.470	8.0%	56.2	6.4%	2.028	4.8%	4.33%	52.3%	33.9%	13.8%	[1-0.69 0]
206	H	(6)	4143.48	0.399	8.0%	0.459	8.0%	54.3	6.4%	2.038	4.7%	4.30%	52.7%	34.0%	13.3%	[1-0.65 0]
207	H	(6)	4163.18	0.382	7.9%	0.441	7.9%	51.9	6.4%	2.043	4.7%	4.28%	53.0%	34.3%	12.7%	[1-0.66 0]
208	H	(6)	4182.88	0.386	7.5%	0.448	7.5%	52.0	5.8%	2.062	4.7%	4.26%	53.3%	34.0%	12.8%	[1-0.71 0]
209	H	(6)	4203.75	0.399	7.1%	0.465	7.1%	53.0	5.4%	2.088	4.6%	4.23%	53.4%	33.5%	13.1%	[1-0.70 0]
210	H	(6)	4223.46	0.403	6.7%	0.473	6.7%	53.1	4.8%	2.108	4.6%	4.20%	53.8%	33.1%	13.0%	[1-0.74 0]
211	H	(6)	4243.18	0.422	7.1%	0.498	7.1%	55.2	5.4%	2.124	4.6%	4.19%	53.7%	32.7%	13.6%	[1-0.75 0]
212	H	(6)	4262.92	0.428	7.2%	0.507	7.2%	56.2	5.6%	2.117	4.6%	4.19%	53.5%	32.6%	13.8%	[1-0.74 0]
213	H	(6)	4283.82	0.436	7.1%	0.519	7.1%	57.2	5.4%	2.118	4.6%	4.18%	53.5%	32.4%	14.1%	[1-0.75 0]
214	H	(6)	4303.55	0.438	7.1%	0.523	7.1%	57.6	5.3%	2.112	4.6%	4.18%	53.5%	32.3%	14.2%	[1-0.76 0]
215	H	(6)	4323.27	0.444	7.3%	0.533	7.3%	58.5	5.6%	2.108	4.6%	4.18%	53.3%	32.2%	14.5%	[1-0.76 0]
216	H	(6)	4343.01	0.437	7.1%	0.527	7.1%	57.5	5.3%	2.112	4.6%	4.17%	53.9%	31.9%	14.2%	[1-0.78 0]
217	H	(6)	4363.88	0.438	7.2%	0.531	7.2%	57.7	5.6%	2.110	4.6%	4.17%	54.1%	31.5%	14.3%	[1-0.79 0]
218	H	(6)	4383.59	0.444	7.5%	0.541	7.5%	58.6	5.9%	2.104	4.6%	4.16%	54.2%	31.3%	14.6%	[1-0.79 0]
219	H	(6)	4403.29	0.456	7.6%	0.558	7.6%	60.2	6.0%	2.105	4.6%	4.16%	54.1%	30.9%	15.0%	[1-0.79 0]
220	H	(6)	4422.99	0.454	7.7%	0.558	7.7%	60.1	6.2%	2.100	4.6%	4.16%	54.1%	30.9%	14.9%	[1-0.80 0]
221	H	(6)	4443.86	0.459	8.0%	0.566	8.0%	61.0	6.5%	2.088	4.6%	4.15%	53.7%	31.1%	15.2%	[1-0.80 0]
222	H	(6)	4463.57	0.471	7.9%	0.585	7.9%	62.9	6.4%	2.083	4.6%	4.15%	53.7%	30.7%	15.7%	[1-0.80 0]
223	H	(6)	4483.30	0.463	7.9%	0.577	7.9%	61.9	6.4%	2.078	4.6%	4.15%	53.9%	30.6%	15.5%	[1-0.80 0]
224	H	(6)	4504.16	0.447	8.0%	0.559	8.0%	60.1	6.5%	2.066	4.6%	4.14%	53.9%	31.0%	15.1%	[1-0.81 0]
225	H	(6)	4523.88	0.443	7.9%	0.556	7.9%	59.8	6.4%	2.058	4.6%	4.14%	54.1%	31.0%	15.0%	[1-0.81 0]
226	H	(6)	4543.59	0.441	7.9%	0.556	7.9%	59.6	6.4%	2.054	4.6%	4.14%	54.1%	31.0%	14.9%	[1-0.80 0]
227	H	(6)	4563.33	0.436	7.7%	0.553	7.7%	59.1	6.2%	2.053	4.6%	4.13%	54.4%	31.0%	14.6%	[1-0.80 0]
228	H	(6)	4584.21	0.436	8.0%	0.555	8.0%	59.1	6.5%	2.048	4.6%	4.13%	54.3%	31.0%	14.7%	[1-0.80 0]
229	H	(6)	4603.94	0.442	7.9%	0.565	7.9%	60.0	6.4%	2.045	4.6%	4.13%	54.2%	30.9%	14.9%	[1-0.80 0]
230	H	(6)	4623.67	0.447	7.5%	0.575	7.5%	61.0	5.9%	2.038	4.6%	4.13%	54.1%	30.8%	15.1%	[1-0.79 0]
231	H	(6)	4643.37	0.447	7.2%	0.577	7.2%	61.1	5.5%	2.032	4.6%	4.12%	54.2%	30.6%	15.2%	[1-0.80 0]
232	H	(6)	4664.24	0.442	7.2%	0.573	7.2%	60.5	5.5%	2.028	4.6%	4.12%	54.4%	30.5%	15.1%	[1-0.79 0]
233	H	(6)	4683.96	0.452	7.0%	0.588	7.0%	62.0	5.3%	2.026	4.6%	4.11%	54.0%	30.7%	15.4%	[1-0.78 0]
234	H	(6)	4704.83	0.457	7.0%	0.597	7.0%	62.1	5.3%	2.043	4.5%	4.09%	54.1%	30.5%	15.3%	[1-0.81 0]
235	H	(6)	4723.38	0.463	7.4%	0.608	7.4%	62.5	5.9%	2.057	4.5%	4.07%	54.0%	30.5%	15.5%	[1-0.82 0]
236	H	(6)	4744.26	0.459	7.4%	0.605	7.4%	61.6	5.8%	2.070	4.5%	4.05%	54.4%	30.3%	15.3%	[1-0.83 0]
237	H	(6)	4763.97	0.457	7.3%	0.605	7.3%	61.5	5.8%	2.066	4.5%	4.04%	54.1%	30.7%	15.3%	[1-0.81 0]
238	H	(6)	4783.68	0.443	7.1%	0.589	7.1%	59.3	5.6%	2.074	4.5%	4.02%	54.1%	31.0%	14.8%	[1-0.83 0]
239	H	(6)	4803.41	0.443	7.2%	0.592	7.2%	59.2	5.6%	2.082	4.4%	4.00%	53.9%	31.3%	14.8%	[1-0.82 0]
240	H	(6)	4824.29	0.445	7.0%	0.596	7.0%	59.1	5.4%	2.090	4.4%	3.99%	53.8%	31.3%	14.8%	[1-0.81 0]
241	H	(6)	4844.01	0.458	6.9%	0.616	6.9%	60.9	5.3%	2.087	4.5%	3.98%	53.4%	31.4%	15.2%	[1-0.80 0]
242	H	(6)	4863.73	0.469	6.9%	0.634	6.9%	62.3	5.3%	2.093	4.5%	3.97%	53.3%	31.1%	15.6%	[1-0.78 0]
243	H	(6)	4883.44	0.477	7.0%	0.647	7.0%	63.3	5.4%	2.095	4.5%	3.95%	53.6%	30.5%	15.8%	[1-0.75 0]
244	H	(6)	4904.31	0.474	6.7%	0.646	6.7%	62.5	5.0%	2.109	4.4%	3.93%	54.0%	30.3%	15.6%	[1-0.76 0]
245	H	(6)	4924.01	0.461	6.8%	0.631	6.8%	60.9	5.2%	2.104	4.4%	3.92%	53.9%	30.9%	15.2%	[1-0.76 0]
246	H	(6)	4943.72	0.447	6.7%	0.614	6.7%	59.0	5.1%	2.105	4.4%	3.91%	54.0%	31.3%	14.7%	[1-0.74 0]
247	H	(6)	4963.46	0.442	6.9%	0.609	6.9%	58.0	5.3%	2.117	4.4%	3.89%	54.3%	31.3%	14.4%	[1-0.77 0]
248	H	(6)	4984.36	0.430	7.0%	0.596	7.0%	56.5	5.5%	2.115	4.3%	3.88%	54.0%	31.9%	14.1%	[1-0.79 0]
249	H	(6)	5004.08	0.440	7.1%	0.612	7.1%	57.6	5.7%	2.122	4.3%	3.86%	53.5%	32.2%	14.4%	[1-0.79 0]
250	H	(6)	5023.82	0.447	7.3%	0.624	7.3%	58.2	5.9%	2.134	4.3%	3.85%	53.5%	32.0%	14.5%	[1-0.80 0]
251	H	(6)	5043.54	0.453	7.6%	0.635	7.6%	58.8	6.3%	2.142	4.3%	3.84%	53.2%	32.1%	14.7%	[1-0.82 0]
252	H	(6)	5064.43	0.457	7.6%	0.642	7.6%	59.0	6.2%	2.150	4.3%	3.82%	53.1%	32.2%	14.7%	[1-0.82 0]
253	H	(6)	5084.14	0.468	7.0%	0.661	7.0%	60.1	5.5%	2.164	4.3%	3.81%	53.5%	31.6%	15.0%	[1-0.80 0]
254	H	(6)	5103.85	0.469	6.8%	0.664	6.8%	59.7	5.3%	2.181	4.3%	3.81%	54.3%	30.8%	14.9%	[1-0.82 0]
255	H	(6)	5123.57	0.455	6.8%	0.647	6.8%	57.9	5.3%	2.182	4.3%	3.80%	55.0%	30.6%	14.4%	[1-0.84 0]
256	H	(6)	5144.43	0.440	6.5%	0.629	6.5%	55.7	4.9%	2.193	4.3%	3.79%	56.2%	29.9%	13.8%	[1-0.79 0]
257	H	(6)	5164.15	0.432	6.6%	0.620	6.6%	54.8	5.1%	2.192	4.3%	3.78%	56.3%	30.1%	13.7%	[1-0.79 0]
258	H	(6)	5183.85	0.420	7.7%	0.605	7.7%	53.4	6.4%	2.187	4.3%	3.77%	56.3%	30.4%	13.3%	[1-0.77 0]
259	H	(6)	5203.56	0.407	8.1%	0.589	8.1%	52.0	6.9%	2.177	4.3%	3.75%	56.2%	30.8%	13.0%	[1-0.76 0]
260	H	(6)	5224.43	0.415	8.2%	0.602	8.2%	52.8	7.1%	2.180	4.2%	3.74%	55.6%	31.1%	13.3%	[1-0.73 0]
261	H	(6)	5244.12	0.420	8.6%	0.612	8.6%	53.7	7.5%	2.173	4.2%	3.73%	54.7%	31.7%	13.5%	[1-0.73 0]
262	H	(6)	5263.83	0.419	8.7%	0.612	8.7%	53.2	7.6%	2.185	4.2%	3.71%	54.9%	31.7%	13.4%	[1-0.72 0]
263	H	(6)	5284.70	0.425	7.9%	0.625	7.9%	53.9	6.7%	2.192	4.2%	3.70%	55.0%	31.4%	13.5%	[1-0.73 0]
264	H	(6)	5304.42	0.428	7.9%	0.631	7.9%	54.3	6.7%	2.190	4.2%	3.69%	54.6%	31.8%	13.6%	[1-0.72 0]
265	H	(6)	5324.15	0.439	7.9%	0.649	7.9%	55.5	6.7%	2.198	4.2%	3.68%	54.6%	31.5%	14.0%	[1-0.72 0]
266	H	(6)	5343.89	0.436	7.6%	0.648	7.6%	55.0	6.4%	2.204	4.2%	3.67%	54.5%	31.6%	13.8%	[1-0.73 0]
267	H	(6)	5364.75	0.440	7.9%	0.656	7.9%	55.4	6.7%	2.206	4.2%	3.66%	54.2%	31.9%	13.9%	[1-0.74 0]
268	H	(6)	5384.48	0.442	7.9%	0.661	7.9%	55.8	6.8%	2.201	4.2%	3.65%	53.7%	32.4%	13.9%	[1-0.75 0]
269	H	(6)	5404.18	0.441	7.7%	0.663	7.7%	55.4	6.5%	2.212	4.1%	3.64%	53.9%	32.3%	13.8%	[1-0.77 0]
270	H	(6)	5423.88	0.434	7.2%	0.654	7.2%	54.4	5.9%	2.216	4.1%	3.63%	54.2%	32.3%	13.5%	[1-0.74 0]
271	H	(6)	5444.74	0.444	7.5%	0.671	7.5%	55.5	6.2%	2.222	4.1%	3.62%	54.0%	32.2%	13.8%	[1-0.74 0]
272	H	(6)	5464.48	0.456	6.6%	0.693	6.6%	56.8	5.2%	2.232	4.2%	3.61%	54.0%	31.8%	14.1%	[1-0.72 0]
273	H	(6)	5484.21	0.458	6.7%	0.698	6.7%	56.9	5.2%	2.237	4.2%	3.60%	53.8%	32.1%	14.2%	[1-0.71 0]
274	H	(6)	5503.91	0.465	6.6%	0.711	6.6%	57.8	5.1%	2.232	4.2%	3.58%	52.9%	32.6%	14.5%	[1-0.70 0]
275	H	(6)	5524.79	0.460	6.9%	0.706	6.9%	57.3	5.5%	2.232	4.2%	3.58%	52.9%	32.8%	14.3%	[1-0.69 0]
276	H	(6)	5544.50	0.456	6.9%	0.702	6.9%	56.8	5.6%	2.231	4.2%	3.57%	52.6%	33.3%	14.1%	[1-0.73 0]
277	H	(6)	5564.21	0.440	7.2%	0.681	7.2%	55.0	5.9%	2.226	4.1%	3.56%	52.6%	33.9%	13.5%	[1-0.70 0]
278	H	(6)	5583.93	0.434	6.9%	0.674	6.9%	54.1	5.5%	2.231	4.1%	3.55%	52.8%	33.9%	13.3%	[1-0.69 0]
279	H	(6)	5604.79	0.428	6.8%	0.667	6.8%	53.1	5.4%	2.239	4.1%	3.54%	52.9%	34.1%	13.0%	[1-0.69 0]
280	H	(6)	5624.51	0.419	6.5%	0.655	6.5%	52.2	5.1%	2.232	4.0%	3.53%	52.3%	34.9%	12.8%	[1-0.70 0]
281	H	(6)	5644.22	0.402	6.6%	0.631	6.6%	50.3	5.2%	2.223	4.0%	3.52%	52.5%	35.2%	12.3%	[1-0.67 0]
282	H	(6)	5665.08	0.391	6.8%	0.616	6.8%	49.0	5.5%	2.218	4.0%	3.51%	52.6%	35.4%	12.0%	[1-0.67 0]
283	H	(6)	5684.80	0.374	7.2%	0.591	7.2%	46.9	5.9%	2.215	4.0%	3.51%	52.8%	35.7%	11.5%	[1-0.70 0]
284	H	(6)	5704.53	0.361	7.6%	0.573	7.6%	45.4	6.5%	2.210	4.0%	3.49%	52.8%	36.1%	11.1%	[1-0.66 0]
285	H	(6)	5724.25	0.370	7.4%	0.588	7.4%	46.4	6.3%	2.217	4.0%	3.49%	52.7%	36.1%	11.3%	[1-0.66 0]
286	H	(6)	5745.13	0.375	7.0%	0.598	7.0%	46.8	5.7%	2.224	4.0%	3.48%	52.8%	35.7%	11.4%	[1-0.65 0]
287	H	(6)	5764.86	0.376	6.7%	0.602	6.7%	46.9	5.4%	2.226	4.0%	3.47%	52.5%	36.0%	11.4%	[1-0.65 0]
288	H	(6)	5784.58	0.377	6.6%	0.607	6.6%	46.9	5.2%	2.234	4.0%	3.46%	52.9%	35.7%	11.4%	[1-0.67 0]
289	H	(6)	5805.47	0.376	6.2%	0.606	6.2%	46.6	4.8%	2.239	4.0%	3.45%	53.0%	35.6%	11.3%	[1-0.61 0]
290	H	(6)	5825.18	0.367	6.2%	0.594	6.2%	45.3	4.8%	2.250	4.0%	3.43%	53.5%	35.5%	11.1%	[1-0.62 0]
291	H	(6)	5844.91	0.369	6.2%	0.599	6.2%	45.5	4.8%	2.250	4.0%	3.42%	53.1%	35.8%	11.1%	[1-0.62 0]
292	H	(6)	5864.61	0.379	6.2%	0.617	6.2%	46.6	4.8%	2.255	4.0%	3.42%	53.0%	35.7%	11.4%	[1-0.60 0]
293	H	(6)	5884.32	0.386	6.1%	0.630	6.1%	47.4	4.6%	2.258	3.9%	3.41%	52.6%	35.9%	11.5%	[1-0.59 0]
294	H	(6)	5905.19	0.400	6.2%	0.656	6.2%	49.1	4.7%	2.263	4.0%	3.40%	52.4%	35.6%	12.0%	[1-0.58 0]
295	H	(6)	5924.90	0.407	6.5%	0.670	6.5%	49.9	5.1%	2.264	4.0%	3.40%	52.6%	35.2%	12.2%	[1-0.59 0]
296	H	(6)	5944.62	0.410	6.8%	0.677	6.8%	50.2	5.5%	2.267	4.0%	3.39%	53.0%	34.8%	12.2%	[1-0.58 0]
297	H	(6)	5964.34	0.406	6.9%	0.672	6.9%	49.8	5.6%	2.262	4.0%	3.39%	53.3%	34.5%	12.2%	[1-0.57 0]
298	H	(6)	5985.23	0.418	7.4%	0.695	7.4%	51.5	6.1%	2.255	4.1%	3.39%	52.9%	34.5%	12.7%	[1-0.57 0]
299	H	(6)	6004.94	0.414	7.6%	0.691	7.6%	51.2	6.4%	2.247	4.1%	3.39%	52.8%	34.6%	12.6%	[1-0.56 0]
300	H	(6)	6024.66	0.409	7.3%	0.684	7.3%	50.8	6.0%	2.237	4.1%	3.39%	52.6%	34.8%	12.5%	[1-0.56 0]
301	H	(6)	6044.39	0.407	7.2%	0.683	7.2%	50.7	5.9%	2.228	4.1%	3.39%	52.6%	34.9%	12.6%	[1-0.55 0]
302	H	(6)	6065.27	0.409	7.0%	0.689	7.0%	51.2	5.7%	2.216	4.1%	3.38%	52.3%	35.1%	12.6%	[1-0.54 0]
303	H	(6)	6085.01	0.401	7.1%	0.677	7.1%	50.4	5.9%	2.211	3.9%	3.38%	52.4%	35.2%	12.4%	[1-0.54 0]
304	H	(6)	6104.72	0.403	7.0%	0.684	7.0%	50.7	5.7%	2.209	3.9%	3.38%	52.4%	35.1%	12.5%	[1-0.54 0]
305	H	(6)	6124.42	0.406	7.0%	0.692	7.0%	51.2	5.8%	2.207	3.9%	3.38%	52.3%	35.1%	12.6%	[1-0.54 0]
306	H	(6)	6145.30	0.404	7.2%	0.690	7.2%	51.1	6.0%	2.199	3.9%	3.38%	52.2%	35.3%	12.6%	[1-0.55 0]
307	H	(6)	6165.01	0.395	7.3%	0.677	7.3%	49.9	6.1%	2.199	3.9%	3.37%	52.5%	35.2%	12.3%	[1-0.56 0]
308	H	(6)	6184.73	0.395	6.9%	0.678	6.9%	50.0	5.7%	2.191	3.9%	3.37%	52.4%	35.2%	12.4%	[1-0.56 0]
309	H	(6)	6204.45	0.391	6.9%	0.674	6.9%	49.7	5.7%	2.185	3.9%	3.37%	52.5%	35.3%	12.2%	[1-0.57 0]
310	H	(6)	6225.33	0.389	7.3%	0.673	7.3%	49.7	6.1%	2.177	3.9%	3.37%	52.4%	35.4%	12.2%	[1-0.57 0]
311	H	(6)	6245.04	0.388	6.9%	0.674	6.9%	49.7	5.6%	2.171	3.9%	3.37%	52.2%	35.5%	12.2%	[1-0.56 0]
312	H	(6)	6264.74	0.395	7.1%	0.687	7.1%	50.6	5.9%	2.166	4.0%	3.37%	52.0%	35.4%	12.5%	[1-0.57 0]
313	H	(6)	6284.45	0.379	7.0%	0.662	7.0%	48.7	5.8%	2.162	4.0%	3.37%	52.5%	35.4%	12.1%	[1-0.58 0]
314	H	(6)	6305.35	0.385	7.0%	0.673	7.0%	49.4	5.7%	2.161	4.0%	3.36%	52.5%	35.2%	12.3%	[1-0.58 0]
315	H	(6)	6325.05	0.382	6.6%	0.672	6.6%	49.2	5.2%	2.157	4.0%	3.36%	52.8%	35.0%	12.2%	[1-0.58 0]
316	H	(6)	6344.75	0.377	6.6%	0.664	6.6%	48.6	5.2%	2.150	4.0%	3.36%	53.0%	34.9%	12.1%	[1-0.59 0]
317	H	(6)	6364.46	0.371	6.4%	0.657	6.4%	48.0	5.0%	2.148	4.0%	3.36%	53.3%	34.8%	11.9%	[1-0.58 0]
318	H	(6)	6385.33	0.390	6.8%	0.692	6.8%	50.5	5.4%	2.147	4.0%	3.36%	52.9%	34.6%	12.5%	[1-0.59 0]
319	H	(6)	6405.05	0.379	6.5%	0.675	6.5%	49.2	5.2%	2.141	4.0%	3.36%	53.0%	34.7%	12.2%	[1-0.60 0]
320	H	(6)	6425.92	0.379	6.8%	0.677	6.8%	49.3	5.6%	2.136	3.9%	3.35%	52.8%	34.8%	12.4%	[1-0.61 0]
321	H	(6)	6445.64	0.385	7.0%	0.689	7.0%	50.0	5.8%	2.138	3.9%	3.35%	52.8%	34.6%	12.6%	[1-0.62 0]
322	H	(6)	6465.38	0.386	7.2%	0.693	7.2%	50.3	6.0%	2.131	3.9%	3.35%	52.7%	34.7%	12.6%	[1-0.62 0]
323	H	(6)	6485.11	0.374	7.6%	0.674	7.6%	48.9	6.5%	2.124	3.9%	3.35%	53.1%	34.6%	12.3%	[1-0.62 0]
324	H	(6)	6506.01	0.369	7.8%	0.667	7.8%	48.4	6.8%	2.119	3.9%	3.34%	53.1%	34.7%	12.2%	[1-0.61 0]
325	H	(6)	6525.72	0.369	7.7%	0.668	7.7%	48.2	6.6%	2.122	3.9%	3.34%	53.4%	34.6%	12.0%	[1-0.61 0]
326	H	(6)	6545.45	0.365	7.8%	0.664	7.8%	47.9	6.7%	2.120	4.0%	3.34%	53.5%	34.6%	11.9%	[1-0.62 0]
327	H	(6)	6565.15	0.371	7.2%	0.677	7.2%	48.4	6.0%	2.128	4.0%	3.33%	53.5%	34.5%	12.0%	[1-0.62 0]
328	H	(6)	6584.84	0.380	6.2%	0.695	6.2%	49.7	4.8%	2.124	4.0%	3.32%	53.0%	34.7%	12.4%	[1-0.59 0]
329	H	(6)	6605.72	0.383	6.4%	0.704	6.4%	50.1	5.0%	2.128	4.0%	3.32%	53.0%	34.5%	12.5%	[1-0.59 0]
330	H	(6)	6625.43	0.386	6.3%	0.711	6.3%	50.4	4.9%	2.128	3.9%	3.31%	52.7%	34.7%	12.6%	[1-0.61 0]
331	H	(6)	6645.14	0.391	6.4%	0.722	6.4%	51.2	5.0%	2.123	4.0%	3.31%	52.5%	34.6%	12.8%	[1-0.61 0]
332	H	(6)	6664.86	0.386	6.7%	0.714	6.7%	50.5	5.3%	2.119	4.0%	3.31%	52.6%	34.8%	12.7%	[1-0.61 0]
333	H	(6)	6685.72	0.379	7.2%	0.704	7.2%	49.6	6.0%	2.124	4.0%	3.30%	53.0%	34.7%	12.3%	[1-0.61 0]
334	H	(6)	6705.43	0.390	7.1%	0.725	7.1%	50.9	5.7%	2.125	4.2%	3.30%	52.9%	34.5%	12.6%	[1-0.62 0]
335	H	(6)	6725.16	0.391	7.3%	0.731	7.3%	51.2	5.9%	2.122	4.3%	3.30%	52.9%	34.4%	12.6%	[1-0.60 0]
336	H	(6)	6744.86	0.383	7.5%	0.717	7.5%	50.2	6.2%	2.119	4.2%	3.29%	53.1%	34.6%	12.3%	[1-0.59 0]
337	H	(6)	6765.75	0.379	7.6%	0.713	7.6%	49.8	6.4%	2.118	4.2%	3.29%	53.1%	34.7%	12.2%	[1-0.57 0]
338	H	(6)	6785.49	0.383	7.4%	0.723	7.4%	50.4	6.1%	2.114	4.3%	3.28%	52.8%	34.8%	12.4%	[1-0.59 0]
339	H	(6)	6805.21	0.381	7.6%	0.720	7.6%	50.2	6.3%	2.109	4.2%	3.28%	52.6%	35.0%	12.4%	[1-0.57 0]
340	H	(6)	6824.91	0.375	7.5%	0.712	7.5%	49.5	6.3%	2.106	4.2%	3.28%	52.6%	35.1%	12.3%	[1-0.55 0]
341	H	(6)	6845.80	0.382	6.9%	0.727	6.9%	50.4	5.5%	2.107	4.2%	3.27%	52.4%	35.2%	12.5%	[1-0.57 0]
342	H	(6)	6865.50	0.383	7.0%	0.730	7.0%	50.6	5.7%	2.100	4.1%	3.27%	52.2%	35.3%	12.5%	[1-0.57 0]
343	H	(6)	6885.20	0.378	7.5%	0.724	7.5%	50.0	6.2%	2.101	4.1%	3.26%	52.3%	35.3%	12.3%	[1-0.58 0]
344	H	(6)	6904.92	0.375	7.3%	0.720	7.3%	49.6	6.0%	2.102	4.1%	3.26%	52.5%	35.3%	12.1%	[1-0.58 0]
345	H	(6)	6925.84	0.383	7.3%	0.737	7.3%	50.6	6.0%	2.105	4.1%	3.25%	52.4%	35.2%	12.4%	[1-0.59 0]
346	H	(6)	6945.55	0.384	8.1%	0.740	8.1%	50.6	6.9%	2.108	4.2%	3.25%	52.5%	35.2%	12.3%	[1-0.60 0]
347	H	(6)	6965.27	0.394	8.3%	0.762	8.3%	51.8	7.1%	2.113	4.3%	3.24%	52.4%	35.0%	12.6%	[1-0.60 0]
348	H	(6)	6984.98	0.389	7.9%	0.754	7.9%	51.1	6.7%	2.111	4.2%	3.24%	52.6%	35.0%	12.5%	[1-0.59 0]
349	H	(6)	7005.87	0.384	8.4%	0.747	8.4%	50.6	7.3%	2.106	4.2%	3.24%	52.4%	35.2%	12.3%	[1-0.58 0]
350	H	(6)	7025.59	0.376	8.2%	0.734	8.2%	49.7	7.1%	2.105	4.1%	3.23%	52.6%	35.3%	12.1%	[1-0.61 0]
351	H	(10)	7045.30	0.379	7.5%	0.742	7.5%	50.2	6.2%	2.101	4.1%	3.23%	52.3%	35.4%	12.3%	[1-0.61 0]
