[#]	rt(s)	Dt(s)	Det1	Det2	Det3	Det4	Det5	Det6	REAR	RearL	FrontL	FRONT	FrontR	RearR	Det1_cps	Det2_cps	Det3_cps	Det4_cps	Det5_cps	Det6_cps	REAR_cps	RearL_cps	FrontL_cps	FRONT_cps	FrontR_cps	RearR_cps
0	1.21	1.21	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0000000001	0000000000	0000000001	0000000001	0000000000	0000000000	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.2936E-01	0.0000E+00	8.2936E-01	0.0000E+00	8.2936E-01	8.2936E-01	0.0000E+00	0.0000E+00	
1	2.74	1.53	0000000000	0000000001	0000000001	0000000000	0000000000	0000000003	0000000001	0000000001	0000000001	0000000000	0000000000	0000000000	0.0000E+00	6.5312E-01	6.5312E-01	0.0000E+00	0.0000E+00	1.9594E+00	6.5312E-01	6.5312E-01	6.5312E-01	0.0000E+00	0.0000E+00	0.0000E+00	
2	3.89	1.15	0000000001	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0000000000	0000000000	0000000001	0000000001	0000000000	8.6680E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.6680E-01	0.0000E+00	0.0000E+00	0.0000E+00	8.6680E-01	8.6680E-01	0.0000E+00	
3	5.04	1.15	0000000000	0000000000	0000000000	0000000001	0000000000	0000000001	0000000000	0000000000	0000000001	0000000000	0000000000	0000000000	0.0000E+00	0.0000E+00	0.0000E+00	8.6767E-01	0.0000E+00	8.6767E-01	0.0000E+00	0.0000E+00	8.6767E-01	0.0000E+00	0.0000E+00	0.0000E+00	
4	6.40	1.35	0000000000	0000000000	0000000001	0000000002	0000000001	0000000000	0000000000	0000000001	0000000002	0000000002	0000000001	0000000000	0.0000E+00	0.0000E+00	7.3839E-01	1.4768E+00	7.3839E-01	0.0000E+00	0.0000E+00	7.3839E-01	1.4768E+00	1.4768E+00	7.3839E-01	0.0000E+00	
5	7.55	1.15	0000000000	0000000000	0000000000	0000000001	0000000001	0000000000	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0.0000E+00	0.0000E+00	0.0000E+00	8.6665E-01	8.6665E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.6665E-01	0.0000E+00	
6	8.71	1.16	0000000000	0000000001	0000000000	0000000001	0000000001	0000000000	0000000000	0000000000	0000000003	0000000000	0000000000	0000000000	0.0000E+00	8.6227E-01	0.0000E+00	8.6227E-01	8.6227E-01	0.0000E+00	0.0000E+00	0.0000E+00	2.5868E+00	0.0000E+00	0.0000E+00	0.0000E+00	
7	9.88	1.17	0000000001	0000000002	0000000000	0000000000	0000000001	0000000000	0000000000	0000000000	0000000002	0000000002	0000000000	0000000000	8.5236E-01	1.7047E+00	0.0000E+00	0.0000E+00	8.5236E-01	0.0000E+00	0.0000E+00	0.0000E+00	1.7047E+00	1.7047E+00	0.0000E+00	0.0000E+00	
8	11.06	1.17	0000000001	0000000001	0000000002	0000000001	0000000000	0000000001	0000000000	0000000000	0000000003	0000000001	0000000000	0000000001	8.5243E-01	8.5243E-01	1.7049E+00	8.5243E-01	0.0000E+00	8.5243E-01	0.0000E+00	0.0000E+00	2.5573E+00	8.5243E-01	0.0000E+00	8.5243E-01	
9	12.22	1.17	0000000000	0000000000	0000000001	0000000001	0000000001	0000000000	0000000000	0000000000	0000000001	0000000001	0000000001	0000000000	0.0000E+00	0.0000E+00	8.5695E-01	8.5695E-01	8.5695E-01	0.0000E+00	0.0000E+00	0.0000E+00	8.5695E-01	8.5695E-01	8.5695E-01	0.0000E+00	
10	13.38	1.15	0000000001	0000000000	0000000002	0000000000	0000000000	0000000001	0000000000	0000000000	0000000003	0000000000	0000000002	0000000000	8.6736E-01	0.0000E+00	1.7347E+00	0.0000E+00	0.0000E+00	8.6736E-01	0.0000E+00	0.0000E+00	2.6021E+00	0.0000E+00	1.7347E+00	0.0000E+00	
11	14.53	1.15	0000000000	0000000000	0000000000	0000000001	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0000000001	0000000000	0.0000E+00	0.0000E+00	0.0000E+00	8.6929E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.6929E-01	0.0000E+00	8.6929E-01	0.0000E+00	
12	15.68	1.15	0000000000	0000000000	0000000003	0000000001	0000000001	0000000000	0000000000	0000000001	0000000002	0000000000	0000000001	0000000000	0.0000E+00	0.0000E+00	2.6033E+00	8.6776E-01	8.6776E-01	0.0000E+00	0.0000E+00	8.6776E-01	1.7355E+00	0.0000E+00	8.6776E-01	0.0000E+00	
13	16.83	1.15	0000000001	0000000002	0000000001	0000000000	0000000001	0000000002	0000000000	0000000000	0000000002	0000000003	0000000001	0000000001	8.6956E-01	1.7391E+00	8.6956E-01	0.0000E+00	8.6956E-01	1.7391E+00	0.0000E+00	0.0000E+00	1.7391E+00	2.6087E+00	8.6956E-01	8.6956E-01	
14	17.98	1.15	0000000002	0000000001	0000000002	0000000001	0000000000	0000000000	0000000000	0000000001	0000000001	0000000001	0000000000	0000000000	1.7423E+00	8.7114E-01	1.7423E+00	8.7114E-01	0.0000E+00	0.0000E+00	0.0000E+00	8.7114E-01	8.7114E-01	8.7114E-01	0.0000E+00	0.0000E+00	
15	19.13	1.15	0000000000	0000000000	0000000001	0000000002	0000000000	0000000000	0000000000	0000000000	0000000001	0000000004	0000000001	0000000000	0.0000E+00	0.0000E+00	8.6661E-01	1.7332E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.6661E-01	3.4664E+00	8.6661E-01	0.0000E+00	
16	20.29	1.16	0000000001	0000000000	0000000002	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000002	0000000001	8.6265E-01	0.0000E+00	1.7253E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.7253E+00	8.6265E-01	
17	21.44	1.15	0000000000	0000000001	0000000001	0000000000	0000000000	0000000000	0000000000	0000000000	0000000003	0000000000	0000000000	0000000000	0.0000E+00	8.7121E-01	8.7121E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	2.6136E+00	0.0000E+00	0.0000E+00	0.0000E+00	
18	22.59	1.15	0000000001	0000000001	0000000000	0000000002	0000000000	0000000000	0000000001	0000000000	0000000000	0000000002	0000000000	0000000000	8.6647E-01	8.6647E-01	0.0000E+00	1.7329E+00	0.0000E+00	0.0000E+00	8.6647E-01	0.0000E+00	0.0000E+00	1.7329E+00	0.0000E+00	0.0000E+00	
19	23.75	1.16	0000000000	0000000000	0000000001	0000000001	0000000001	0000000000	0000000000	0000000000	0000000001	0000000001	0000000001	0000000000	0.0000E+00	0.0000E+00	8.6240E-01	8.6240E-01	8.6240E-01	0.0000E+00	0.0000E+00	0.0000E+00	8.6240E-01	8.6240E-01	8.6240E-01	0.0000E+00	
20	24.91	1.16	0000000001	0000000000	0000000001	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000000	0000000002	0000000000	8.6232E-01	0.0000E+00	8.6232E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.7246E+00	0.0000E+00	
21	26.07	1.16	0000000001	0000000000	0000000001	0000000002	0000000001	0000000000	0000000000	0000000001	0000000001	0000000000	0000000002	0000000000	8.6217E-01	0.0000E+00	8.6217E-01	1.7243E+00	8.6217E-01	0.0000E+00	0.0000E+00	8.6217E-01	8.6217E-01	0.0000E+00	1.7243E+00	0.0000E+00	
22	27.23	1.16	0000000000	0000000000	0000000001	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0000000000	0000000001	0000000000	0.0000E+00	0.0000E+00	8.6247E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.6247E-01	0.0000E+00	0.0000E+00	8.6247E-01	0.0000E+00	
23	28.39	1.16	0000000001	0000000000	0000000001	0000000000	0000000002	0000000000	0000000001	0000000000	0000000002	0000000001	0000000001	0000000000	8.6278E-01	0.0000E+00	8.6278E-01	0.0000E+00	1.7256E+00	0.0000E+00	8.6278E-01	0.0000E+00	1.7256E+00	8.6278E-01	8.6278E-01	0.0000E+00	
24	29.55	1.16	0000000000	0000000001	0000000000	0000000002	0000000000	0000000001	0000000000	0000000000	0000000000	0000000002	0000000001	0000000000	0.0000E+00	8.6209E-01	0.0000E+00	1.7242E+00	0.0000E+00	8.6209E-01	0.0000E+00	0.0000E+00	0.0000E+00	1.7242E+00	8.6209E-01	0.0000E+00	
25	30.70	1.15	0000000002	0000000001	0000000001	0000000002	0000000000	0000000000	0000000000	0000000000	0000000002	0000000003	0000000000	0000000001	1.7333E+00	8.6667E-01	8.6667E-01	1.7333E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.7333E+00	2.6000E+00	0.0000E+00	8.6667E-01	
26	31.85	1.15	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.7144E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.7144E-01	0.0000E+00	
27	33.01	1.15	0000000001	0000000000	0000000001	0000000000	0000000000	0000000000	0000000000	0000000000	0000000001	0000000000	0000000001	0000000000	8.6659E-01	0.0000E+00	8.6659E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	8.6659E-01	0.0000E+00	8.6659E-01	0.0000E+00	
28	34.16	1.16	0000000000	0000000000	0000000000	0000000001	0000000001	0000000001	0000000000	0000000000	0000000001	0000000002	0000000000	0000000000	0.0000E+00	0.0000E+00	0.0000E+00	8.6269E-01	8.6269E-01	8.6269E-01	0.0000E+00	0.0000E+00	8.6269E-01	1.7254E+00	0.0000E+00	0.0000E+00	
29	35.32	1.16	0000000000	0000000001	0000000002	0000000002	0000000002	0000000001	0000000000	0000000001	0000000001	0000000002	0000000002	0000000001	0.0000E+00	8.6206E-01	1.7241E+00	1.7241E+00	1.7241E+00	8.6206E-01	0.0000E+00	8.6206E-01	8.6206E-01	1.7241E+00	1.7241E+00	8.6206E-01	
30	36.48	1.16	0000000000	0000000001	0000000000	0000000002	0000000000	0000000000	0000000002	0000000000	0000000002	0000000000	0000000000	0000000000	0.0000E+00	8.6256E-01	0.0000E+00	1.7251E+00	0.0000E+00	0.0000E+00	1.7251E+00	0.0000E+00	1.7251E+00	0.0000E+00	0.0000E+00	0.0000E+00	
31	37.64	1.16	0000000001	0000000000	0000000000	0000000002	0000000000	0000000000	0000000000	0000000000	0000000002	0000000001	0000000000	0000000000	8.6203E-01	0.0000E+00	0.0000E+00	1.7241E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.7241E+00	8.6203E-01	0.0000E+00	0.0000E+00	
