[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
58	L	(3)	1181.09	0.034	40.3%	0.011	40.3%	103.7	10.2%	0.092	39.0%	36.63%	39.5%	33.9%	26.5%	[1-0.43 0]
59	L	(3)	1200.78	0.036	38.2%	0.012	38.2%	104.3	10.2%	0.095	36.8%	35.60%	36.1%	37.0%	26.9%	[1-0.43 0]
60	L	(3)	1220.49	0.034	37.8%	0.011	37.8%	99.7	10.0%	0.094	36.5%	35.35%	33.4%	40.9%	25.7%	[1-0.43 0]
61	L	(3)	1241.39	0.031	38.0%	0.011	38.0%	94.6	9.9%	0.091	36.7%	35.35%	30.5%	45.0%	24.5%	[1-0.43 0]
62	L	(3)	1261.09	0.028	38.3%	0.010	38.3%	88.5	10.6%	0.088	36.9%	35.35%	28.3%	48.8%	23.0%	[1-0.43 0]
63	L	(3)	1280.81	0.030	36.7%	0.011	36.7%	89.6	10.4%	0.092	35.2%	34.37%	27.9%	48.8%	23.3%	[1-0.43 0]
64	L	(3)	1300.51	0.030	36.8%	0.011	36.8%	92.7	10.1%	0.091	35.4%	34.37%	30.0%	46.0%	24.0%	[1-0.43 0]
65	L	(3)	1321.38	0.032	36.5%	0.012	36.5%	96.3	10.0%	0.091	35.1%	34.15%	30.9%	44.2%	24.9%	[1-0.43 0]
66	L	(3)	1341.09	0.032	36.6%	0.012	36.6%	97.1	10.7%	0.091	35.0%	33.98%	30.5%	43.9%	25.5%	[1-0.43 0]
67	L	(3)	1360.79	0.031	36.8%	0.012	36.8%	94.6	11.4%	0.090	35.0%	33.80%	28.7%	45.5%	25.8%	[1-0.43 0]
68	L	(3)	1381.63	0.029	35.1%	0.011	35.1%	86.9	11.6%	0.093	33.2%	32.83%	26.9%	49.3%	23.8%	[1-0.43 0]
69	L	(3)	1401.33	0.028	34.6%	0.011	34.6%	83.5	11.7%	0.094	32.6%	32.45%	26.3%	50.9%	22.8%	[1-0.43 0]
70	L	(3)	1421.04	0.030	34.6%	0.012	34.6%	88.4	11.6%	0.096	32.6%	32.11%	26.8%	49.0%	24.2%	[1-0.43 0]
71	L	(3)	1440.77	0.033	34.9%	0.013	34.9%	96.6	10.9%	0.095	33.1%	32.11%	27.6%	46.4%	26.0%	[1-0.43 0]
72	L	(3)	1461.64	0.036	35.3%	0.015	35.3%	106.2	9.6%	0.095	33.9%	32.11%	31.0%	41.5%	27.5%	[1-0.43 0]
73	L	(3)	1481.35	0.039	35.0%	0.016	35.0%	112.7	9.7%	0.095	33.6%	31.60%	31.0%	39.7%	29.3%	[1-0.43 0]
74	L	(3)	1501.07	0.039	34.2%	0.016	34.2%	112.8	10.0%	0.096	32.8%	31.08%	27.1%	43.1%	29.9%	[1-0.43 0]
75	L	(3)	1520.79	0.038	33.5%	0.016	33.5%	108.9	9.9%	0.096	32.0%	30.45%	24.4%	46.4%	29.2%	[1-0.43 0]
76	L	(3)	1541.67	0.035	34.0%	0.015	34.0%	104.2	10.2%	0.094	32.4%	30.45%	21.9%	49.8%	28.3%	[1-0.43 0]
77	L	(3)	1561.39	0.035	32.9%	0.015	32.9%	102.5	10.1%	0.096	31.3%	29.95%	19.6%	52.4%	28.0%	[1-0.43 0]
78	L	(3)	1581.09	0.036	32.7%	0.016	32.7%	101.7	11.6%	0.098	30.6%	29.45%	19.1%	52.3%	28.6%	[1-0.43 0]
79	L	(3)	1600.81	0.038	31.9%	0.017	31.9%	105.5	11.0%	0.101	30.0%	29.14%	22.0%	48.7%	29.4%	[1-0.43 0]
80	L	(3)	1621.67	0.040	31.1%	0.018	31.1%	109.2	10.8%	0.103	29.1%	28.67%	21.6%	48.1%	30.3%	[1-0.43 0]
81	L	(3)	1641.38	0.041	31.1%	0.019	31.1%	112.4	10.0%	0.102	29.4%	28.67%	21.3%	47.7%	30.9%	[1-0.43 0]
82	L	(3)	1661.09	0.039	31.2%	0.018	31.2%	106.7	10.6%	0.100	29.3%	28.55%	19.5%	50.0%	30.5%	[1-0.43 0]
83	L	(3)	1681.94	0.040	30.3%	0.018	30.3%	109.1	9.1%	0.101	28.9%	28.26%	18.2%	50.8%	31.0%	[1-0.43 0]
84	L	(3)	1701.64	0.038	30.2%	0.018	30.2%	105.8	9.5%	0.100	28.7%	28.05%	16.9%	52.5%	30.6%	[1-0.43 0]
85	L	(3)	1721.34	0.039	29.7%	0.019	29.7%	107.7	9.2%	0.102	28.2%	27.80%	18.7%	50.6%	30.8%	[1-0.43 0]
86	L	(3)	1741.07	0.041	29.6%	0.020	29.6%	110.1	9.4%	0.102	28.1%	27.69%	20.0%	48.5%	31.5%	[1-0.43 0]
87	L	(3)	1761.94	0.043	29.6%	0.021	29.6%	118.7	8.9%	0.102	28.2%	27.69%	21.6%	45.7%	32.7%	[1-0.43 0]
88	L	(3)	1781.65	0.045	29.0%	0.022	29.0%	120.4	8.8%	0.104	27.6%	27.37%	22.5%	44.9%	32.6%	[1-0.43 0]
89	L	(3)	1801.35	0.047	28.6%	0.024	28.6%	125.7	8.3%	0.105	27.4%	27.23%	23.0%	43.6%	33.4%	[1-0.43 0]
90	L	(3)	1821.05	0.047	28.5%	0.024	28.5%	124.6	8.2%	0.104	27.3%	27.14%	21.5%	45.2%	33.3%	[1-0.43 0]
91	L	(3)	1841.93	0.046	28.6%	0.024	28.6%	124.8	7.9%	0.102	27.4%	27.14%	21.1%	45.7%	33.2%	[1-0.43 0]
92	L	(3)	1861.63	0.047	27.9%	0.024	27.9%	124.3	7.8%	0.105	26.7%	26.52%	20.9%	45.8%	33.2%	[1-0.43 0]
93	L	(3)	1881.34	0.045	28.0%	0.024	28.0%	121.9	8.1%	0.103	26.8%	26.44%	19.7%	47.1%	33.3%	[1-0.43 0]
94	L	(3)	1902.19	0.043	27.9%	0.023	27.9%	115.5	8.3%	0.103	26.7%	26.27%	18.0%	49.7%	32.3%	[1-0.43 0]
95	L	(3)	1921.88	0.040	28.3%	0.022	28.3%	111.0	8.6%	0.101	26.9%	26.27%	16.9%	51.3%	31.8%	[1-0.43 0]
96	L	(3)	1941.58	0.038	28.8%	0.020	28.8%	105.7	9.4%	0.099	27.2%	26.27%	15.3%	53.3%	31.4%	[1-0.43 0]
97	L	(3)	1961.28	0.036	28.8%	0.019	28.8%	100.4	10.0%	0.099	27.0%	26.14%	13.4%	55.3%	31.3%	[1-0.43 0]
98	L	(3)	1982.14	0.037	28.1%	0.020	28.1%	101.3	9.7%	0.101	26.4%	25.79%	13.6%	54.8%	31.6%	[1-0.43 0]
99	L	(3)	2001.86	0.038	28.1%	0.021	28.1%	104.1	9.7%	0.100	26.4%	25.71%	13.2%	54.2%	32.6%	[1-0.43 0]
100	L	(3)	2021.56	0.039	28.3%	0.022	28.3%	108.0	9.8%	0.099	26.6%	25.71%	13.0%	53.3%	33.7%	[1-0.43 0]
101	L	(3)	2041.28	0.039	27.9%	0.022	27.9%	109.2	9.3%	0.100	26.4%	25.56%	14.0%	52.3%	33.7%	[1-0.43 0]
102	L	(3)	2062.15	0.040	27.6%	0.023	27.6%	111.0	8.8%	0.100	26.2%	25.43%	15.4%	51.6%	32.9%	[1-0.43 0]
103	L	(3)	2081.87	0.038	27.6%	0.022	27.6%	106.9	8.9%	0.099	26.2%	25.43%	15.7%	52.8%	31.4%	[1-0.43 0]
104	L	(3)	2101.58	0.037	27.6%	0.021	27.6%	102.5	9.6%	0.099	25.9%	25.34%	16.4%	53.7%	29.9%	[1-0.43 0]
105	L	(3)	2122.44	0.035	27.6%	0.020	27.6%	97.8	9.6%	0.098	25.9%	25.34%	17.1%	54.5%	28.4%	[1-0.43 0]
106	L	(3)	2142.15	0.033	27.8%	0.020	27.8%	93.9	10.3%	0.097	25.8%	25.34%	17.3%	55.5%	27.2%	[1-0.43 0]
107	L	(3)	2161.85	0.032	27.6%	0.019	27.6%	90.9	10.3%	0.097	25.6%	25.22%	17.0%	56.6%	26.3%	[1-0.43 0]
108	L	(3)	2181.56	0.031	27.5%	0.019	27.5%	88.6	10.6%	0.097	25.4%	25.05%	16.9%	57.6%	25.4%	[1-0.43 0]
109	L	(3)	2202.40	0.030	26.9%	0.018	26.9%	85.7	9.4%	0.097	25.2%	24.94%	17.2%	58.8%	24.0%	[1-0.43 0]
110	L	(3)	2222.10	0.031	26.6%	0.019	26.6%	87.5	9.4%	0.098	24.9%	24.72%	17.9%	58.3%	23.8%	[1-0.43 0]
111	L	(3)	2241.80	0.032	26.4%	0.020	26.4%	90.2	8.9%	0.099	24.8%	24.64%	18.7%	57.6%	23.7%	[1-0.43 0]
112	L	(3)	2262.65	0.033	26.5%	0.021	26.5%	93.6	9.2%	0.099	24.8%	24.57%	19.7%	55.9%	24.4%	[1-0.43 0]
113	L	(3)	2282.35	0.035	26.3%	0.022	26.3%	98.4	8.7%	0.100	24.9%	24.51%	20.8%	53.7%	25.5%	[1-0.43 0]
114	L	(3)	2302.06	0.039	26.7%	0.025	26.7%	107.8	8.9%	0.100	25.2%	24.45%	21.7%	50.4%	27.9%	[1-0.43 0]
115	L	(3)	2321.75	0.039	27.0%	0.025	27.0%	110.2	8.7%	0.099	25.6%	24.45%	22.1%	49.4%	28.5%	[1-0.43 0]
116	L	(3)	2342.62	0.042	26.9%	0.027	26.9%	116.1	8.2%	0.101	25.7%	24.17%	23.7%	46.3%	30.0%	[1-0.43 0]
117	L	(3)	2362.32	0.043	26.6%	0.028	26.6%	118.2	7.7%	0.102	25.4%	24.06%	23.9%	45.5%	30.6%	[1-0.43 0]
118	L	(3)	2382.02	0.045	26.0%	0.030	26.0%	120.3	7.5%	0.104	24.9%	23.68%	24.3%	44.6%	31.1%	[1-0.43 0]
119	L	(3)	2402.89	0.044	25.8%	0.030	25.8%	119.6	7.4%	0.103	24.7%	23.68%	25.1%	43.8%	31.0%	[1-0.43 0]
120	L	(3)	2422.61	0.044	25.4%	0.029	25.4%	117.9	7.2%	0.103	24.3%	23.58%	24.3%	44.7%	31.0%	[1-0.43 0]
121	L	(3)	2442.32	0.041	25.2%	0.028	25.2%	111.6	7.8%	0.102	23.9%	23.48%	21.2%	48.5%	30.3%	[1-0.43 0]
122	L	(3)	2462.04	0.040	25.3%	0.027	25.3%	109.4	8.2%	0.101	23.9%	23.38%	20.2%	49.7%	30.1%	[1-0.43 0]
123	L	(3)	2482.92	0.039	24.9%	0.027	24.9%	107.4	8.3%	0.102	23.5%	23.15%	18.5%	51.6%	29.9%	[1-0.43 0]
124	L	(3)	2502.67	0.038	24.9%	0.027	24.9%	106.3	8.1%	0.100	23.6%	23.15%	16.9%	53.4%	29.7%	[1-0.43 0]
125	L	(3)	2522.38	0.039	24.9%	0.027	24.9%	108.6	8.2%	0.100	23.5%	23.10%	17.4%	52.5%	30.1%	[1-0.43 0]
126	L	(3)	2542.08	0.041	24.7%	0.029	24.7%	113.4	7.4%	0.100	23.6%	23.10%	18.7%	50.7%	30.5%	[1-0.43 0]
127	L	(3)	2562.94	0.040	24.6%	0.029	24.6%	113.2	7.1%	0.099	23.5%	23.03%	17.3%	51.8%	30.9%	[1-0.43 0]
128	L	(3)	2582.64	0.041	24.4%	0.029	24.4%	113.5	7.2%	0.100	23.3%	22.90%	16.4%	51.6%	32.0%	[1-0.43 0]
129	L	(3)	2602.35	0.042	24.3%	0.030	24.3%	115.8	7.3%	0.100	23.1%	22.77%	15.4%	51.6%	32.9%	[1-0.43 0]
130	L	(3)	2622.05	0.042	24.2%	0.031	24.2%	117.3	7.1%	0.100	23.1%	22.67%	16.1%	50.6%	33.3%	[1-0.43 0]
131	L	(3)	2642.90	0.043	24.1%	0.032	24.1%	119.6	7.1%	0.101	23.0%	22.60%	16.8%	49.3%	33.9%	[1-0.43 0]
132	L	(3)	2662.59	0.046	23.9%	0.034	23.9%	125.6	7.0%	0.102	22.9%	22.39%	18.9%	46.3%	34.8%	[1-0.43 0]
133	L	(3)	2682.30	0.048	23.5%	0.036	23.5%	127.6	6.9%	0.104	22.5%	22.19%	19.7%	46.0%	34.3%	[1-0.43 0]
134	L	(3)	2703.17	0.050	23.9%	0.037	23.9%	129.3	6.8%	0.106	22.9%	22.08%	23.5%	42.3%	34.2%	[1-0.43 0]
135	L	(3)	2722.88	0.051	24.0%	0.039	24.0%	131.6	6.8%	0.108	23.0%	21.91%	24.6%	40.5%	34.8%	[1-0.43 0]
136	L	(3)	2742.61	0.052	24.6%	0.039	24.6%	133.2	6.7%	0.108	23.7%	21.91%	26.0%	38.8%	35.2%	[1-0.43 0]
137	L	(3)	2762.32	0.052	24.8%	0.040	24.8%	133.7	6.6%	0.108	23.9%	21.91%	27.0%	37.8%	35.2%	[1-0.43 0]
138	L	(3)	2783.21	0.053	25.2%	0.041	25.2%	136.3	6.6%	0.108	24.3%	21.91%	29.5%	34.8%	35.7%	[1-0.43 0]
139	L	(3)	2802.90	0.053	25.1%	0.041	25.1%	136.3	6.6%	0.108	24.2%	21.91%	29.4%	34.9%	35.7%	[1-0.43 0]
140	L	(3)	2822.60	0.053	25.2%	0.042	25.2%	136.3	6.6%	0.108	24.3%	21.82%	29.5%	34.8%	35.7%	[1-0.43 0]
141	L	(3)	2842.31	0.053	25.3%	0.041	25.3%	135.2	6.7%	0.108	24.4%	21.75%	29.1%	35.6%	35.3%	[1-0.43 0]
142	L	(3)	2863.19	0.054	25.2%	0.043	25.2%	136.6	6.8%	0.109	24.3%	21.55%	29.4%	34.9%	35.7%	[1-0.43 0]
143	L	(3)	2882.89	0.054	25.4%	0.043	25.4%	137.1	6.8%	0.109	24.5%	21.51%	29.4%	34.8%	35.8%	[1-0.43 0]
144	L	(3)	2902.59	0.054	25.7%	0.043	25.7%	137.8	6.8%	0.108	24.8%	21.51%	29.0%	35.0%	35.9%	[1-0.43 0]
145	L	(3)	2923.43	0.053	25.8%	0.043	25.8%	138.1	6.8%	0.107	24.9%	21.51%	28.8%	35.2%	36.0%	[1-0.43 0]
146	L	(3)	2943.14	0.054	25.2%	0.044	25.2%	138.4	6.6%	0.108	24.3%	21.32%	28.8%	35.2%	36.0%	[1-0.43 0]
147	L	(3)	2962.84	0.053	24.6%	0.044	24.6%	138.0	6.8%	0.108	23.7%	21.16%	25.3%	38.5%	36.3%	[1-0.43 0]
148	L	(3)	2983.71	0.053	24.1%	0.044	24.1%	137.7	6.6%	0.106	23.2%	21.16%	24.2%	39.7%	36.1%	[1-0.43 0]
149	L	(3)	3003.41	0.053	23.7%	0.044	23.7%	138.1	7.2%	0.106	22.6%	21.00%	23.2%	40.2%	36.5%	[1-0.43 0]
150	L	(3)	3023.15	0.053	22.8%	0.045	22.8%	138.3	7.0%	0.107	21.8%	20.91%	22.1%	41.3%	36.6%	[1-0.43 0]
151	L	(3)	3042.88	0.053	22.5%	0.045	22.5%	138.9	6.9%	0.106	21.4%	20.74%	20.6%	42.4%	37.0%	[1-0.43 0]
152	L	(3)	3063.73	0.053	22.4%	0.045	22.4%	139.1	6.7%	0.106	21.4%	20.74%	22.1%	41.0%	36.8%	[1-0.43 0]
153	L	(3)	3083.42	0.052	22.6%	0.045	22.6%	137.9	7.3%	0.106	21.4%	20.55%	20.4%	42.8%	36.9%	[1-0.43 0]
154	L	(3)	3103.12	0.052	22.3%	0.045	22.3%	136.9	6.7%	0.105	21.3%	20.52%	20.4%	43.2%	36.4%	[1-0.43 0]
155	L	(3)	3122.81	0.052	22.5%	0.045	22.5%	136.2	7.5%	0.106	21.2%	20.43%	20.2%	43.4%	36.4%	[1-0.43 0]
156	L	(3)	3143.67	0.052	22.8%	0.046	22.8%	136.0	7.5%	0.107	21.6%	20.37%	22.2%	41.6%	36.3%	[1-0.43 0]
157	L	(3)	3163.37	0.052	22.8%	0.046	22.8%	136.2	7.5%	0.106	21.5%	20.32%	21.9%	41.8%	36.3%	[1-0.43 0]
158	L	(3)	3183.06	0.053	22.6%	0.047	22.6%	136.9	7.3%	0.107	21.3%	20.27%	23.8%	39.9%	36.4%	[1-0.43 0]
159	L	(3)	3203.93	0.053	22.3%	0.047	22.3%	136.8	7.3%	0.107	21.0%	20.21%	23.6%	40.0%	36.4%	[1-0.43 0]
160	L	(3)	3223.62	0.053	22.1%	0.047	22.1%	137.1	7.0%	0.107	21.0%	20.14%	23.2%	40.4%	36.4%	[1-0.43 0]
161	L	(3)	3243.32	0.052	21.8%	0.047	21.8%	136.7	7.1%	0.105	20.6%	20.14%	20.9%	42.7%	36.4%	[1-0.43 0]
162	L	(3)	3263.02	0.051	22.1%	0.046	22.1%	134.4	7.8%	0.104	20.7%	20.14%	20.2%	43.6%	36.2%	[1-0.43 0]
163	L	(3)	3283.88	0.051	22.0%	0.046	22.0%	134.6	7.3%	0.105	20.8%	20.09%	21.1%	42.8%	36.1%	[1-0.43 0]
164	L	(3)	3303.58	0.051	22.0%	0.047	22.0%	134.6	7.4%	0.105	20.7%	19.96%	19.8%	44.1%	36.1%	[1-0.43 0]
165	L	(3)	3323.31	0.052	21.9%	0.048	21.9%	134.4	7.0%	0.107	20.7%	19.83%	21.6%	42.5%	35.8%	[1-0.43 0]
166	L	(3)	3343.03	0.052	22.1%	0.048	22.1%	133.7	6.8%	0.108	21.0%	19.83%	23.4%	41.1%	35.5%	[1-0.43 0]
167	L	(3)	3363.90	0.051	21.9%	0.047	21.9%	131.5	6.4%	0.107	21.0%	19.78%	22.9%	42.2%	34.9%	[1-0.43 0]
168	L	(3)	3383.61	0.048	22.1%	0.046	22.1%	128.2	7.3%	0.105	20.8%	19.78%	19.9%	45.1%	34.9%	[1-0.43 0]
169	L	(3)	3403.31	0.047	22.3%	0.044	22.3%	124.9	7.6%	0.104	20.9%	19.78%	18.8%	46.4%	34.7%	[1-0.43 0]
170	L	(3)	3424.18	0.044	21.7%	0.042	21.7%	119.3	7.8%	0.104	20.2%	19.53%	15.4%	50.8%	33.8%	[1-0.43 0]
171	L	(3)	3443.89	0.041	21.7%	0.039	21.7%	111.2	8.4%	0.102	20.0%	19.48%	12.0%	54.7%	33.2%	[1-0.43 0]
172	L	(3)	3463.59	0.040	21.6%	0.038	21.6%	108.0	8.4%	0.102	19.9%	19.44%	11.9%	54.6%	33.5%	[1-0.43 0]
173	L	(3)	3483.30	0.040	21.1%	0.039	21.1%	107.9	7.5%	0.103	19.7%	19.28%	13.6%	53.5%	32.8%	[1-0.43 0]
174	L	(3)	3504.16	0.040	20.8%	0.039	20.8%	108.4	6.8%	0.104	19.7%	19.28%	15.8%	51.8%	32.4%	[1-0.43 0]
