[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
36	L	(3)	740.86	0.120	25.2%	0.025	25.2%	78.8	12.5%	0.424	21.9%	20.38%	37.8%	44.4%	17.9%	[1-0.43 0]
37	L	(3)	760.56	0.122	26.2%	0.026	26.2%	81.1	14.2%	0.417	22.0%	20.25%	36.0%	45.6%	18.4%	[1-0.43 0]
38	L	(3)	780.26	0.127	25.9%	0.028	25.9%	86.2	14.1%	0.410	21.8%	20.17%	34.9%	45.6%	19.5%	[1-0.43 0]
39	L	(3)	799.96	0.128	26.2%	0.028	26.2%	88.8	14.1%	0.399	22.1%	20.17%	33.3%	46.6%	20.1%	[1-0.43 0]
40	L	(3)	820.81	0.130	24.4%	0.030	24.4%	88.9	12.3%	0.406	21.1%	19.68%	31.6%	48.3%	20.1%	[1-0.43 0]
41	L	(3)	840.50	0.127	23.1%	0.030	23.1%	86.8	10.6%	0.408	20.5%	19.37%	30.1%	50.4%	19.5%	[1-0.43 0]
42	L	(3)	860.19	0.116	21.8%	0.028	21.8%	79.5	8.4%	0.407	20.2%	19.17%	31.9%	50.1%	18.0%	[1-0.43 0]
43	L	(3)	881.04	0.111	21.8%	0.027	21.8%	74.4	7.2%	0.414	20.5%	18.81%	35.1%	47.8%	17.1%	[1-0.43 0]
44	L	(3)	900.73	0.102	22.0%	0.025	22.0%	68.3	6.2%	0.414	21.1%	18.71%	38.4%	45.7%	15.9%	[1-0.43 0]
45	L	(3)	920.42	0.096	22.7%	0.025	22.7%	64.4	6.7%	0.415	21.7%	18.61%	41.8%	42.9%	15.3%	[1-0.43 0]
46	L	(3)	940.11	0.093	22.8%	0.024	22.8%	61.9	7.1%	0.419	21.7%	18.44%	43.8%	41.3%	14.9%	[1-0.43 0]
47	L	(3)	960.99	0.089	23.3%	0.024	23.3%	59.1	7.9%	0.417	21.9%	18.34%	44.6%	41.2%	14.3%	[1-0.43 0]
48	L	(3)	980.71	0.079	23.2%	0.021	23.2%	53.7	8.3%	0.406	21.7%	18.31%	43.5%	43.5%	12.9%	[1-0.43 0]
49	L	(3)	1001.55	0.076	22.9%	0.021	22.9%	52.0	8.9%	0.407	21.1%	18.03%	42.2%	45.4%	12.4%	[1-0.43 0]
50	L	(3)	1021.26	0.076	22.3%	0.022	22.3%	50.6	9.3%	0.417	20.3%	17.84%	41.6%	46.3%	12.0%	[1-1.00 1]
51	L	(3)	1040.96	0.072	22.8%	0.021	22.8%	48.9	9.6%	0.409	20.7%	17.82%	41.5%	46.9%	11.6%	[1-1.00 1]
52	L	(3)	1060.68	0.074	22.3%	0.022	22.3%	50.5	8.9%	0.408	20.5%	17.69%	41.8%	46.1%	12.1%	[1-1.00 1]
53	L	(3)	1080.40	0.075	22.2%	0.023	22.2%	52.2	8.3%	0.401	20.6%	17.64%	41.4%	46.3%	12.2%	[1-1.00 1]
54	L	(3)	1102.44	0.076	22.2%	0.023	22.2%	52.4	7.8%	0.405	20.8%	17.41%	42.7%	45.0%	12.4%	[1-1.00 1]
55	L	(3)	1121.00	0.076	21.9%	0.024	21.9%	52.1	7.3%	0.405	20.6%	17.29%	42.8%	44.9%	12.3%	[1-1.00 1]
56	L	(3)	1141.85	0.077	21.5%	0.024	21.5%	51.6	6.9%	0.413	20.3%	16.94%	42.6%	45.1%	12.3%	[1-1.00 1]
57	L	(3)	1161.54	0.075	22.4%	0.024	22.4%	50.7	8.0%	0.411	20.9%	16.86%	42.5%	45.4%	12.2%	[1-1.00 1]
58	L	(3)	1181.22	0.073	22.9%	0.024	22.9%	49.4	8.3%	0.411	21.3%	16.78%	43.5%	44.5%	12.1%	[1-1.00 1]
59	L	(3)	1200.92	0.074	22.4%	0.025	22.4%	50.6	8.6%	0.407	20.7%	16.66%	42.9%	44.9%	12.2%	[1-1.00 1]
60	L	(3)	1220.61	0.075	22.3%	0.025	22.3%	51.1	8.3%	0.406	20.7%	16.60%	43.7%	43.9%	12.4%	[1-1.00 1]
61	L	(3)	1241.48	0.078	22.5%	0.027	22.5%	52.3	9.1%	0.416	20.6%	16.38%	46.4%	41.1%	12.5%	[1-1.00 1]
62	L	(3)	1261.18	0.080	21.9%	0.028	21.9%	52.3	8.3%	0.424	20.3%	16.24%	48.9%	38.7%	12.4%	[1-1.00 1]
63	L	(3)	1280.91	0.081	21.5%	0.029	21.5%	52.4	8.1%	0.429	19.9%	16.12%	51.0%	36.5%	12.5%	[1-1.00 1]
64	L	(3)	1300.63	0.082	21.5%	0.030	21.5%	52.4	8.1%	0.435	20.0%	15.99%	53.2%	34.2%	12.6%	[1-1.00 1]
65	L	(3)	1321.50	0.086	21.7%	0.031	21.7%	54.3	8.9%	0.439	19.7%	15.91%	54.8%	32.3%	13.0%	[1-1.00 1]
66	L	(3)	1341.21	0.079	21.1%	0.030	21.1%	51.5	8.5%	0.429	19.3%	15.84%	52.2%	35.7%	12.1%	[1-1.00 1]
67	L	(3)	1360.92	0.074	20.6%	0.028	20.6%	49.0	7.9%	0.418	19.0%	15.81%	49.7%	39.1%	11.2%	[1-1.00 1]
68	L	(3)	1380.62	0.072	20.1%	0.028	20.1%	48.4	8.1%	0.413	18.4%	15.68%	46.9%	42.2%	10.9%	[1-1.00 1]
69	L	(3)	1401.49	0.066	19.6%	0.026	19.6%	45.3	7.6%	0.405	18.0%	15.61%	44.9%	45.2%	9.9%	[1-1.00 1]
70	L	(3)	1421.20	0.058	19.2%	0.023	19.2%	40.9	6.4%	0.394	18.1%	15.60%	42.7%	48.8%	8.6%	[1-1.00 1]
71	L	(3)	1440.91	0.056	19.1%	0.022	19.1%	39.7	5.8%	0.391	18.2%	15.60%	43.7%	48.1%	8.2%	[1-1.00 1]
72	L	(3)	1461.82	0.064	18.9%	0.026	18.9%	44.3	6.1%	0.403	17.9%	15.45%	47.7%	42.8%	9.5%	[1-1.00 1]
73	L	(3)	1481.52	0.067	18.9%	0.028	18.9%	45.0	5.6%	0.414	18.0%	15.40%	52.2%	37.9%	9.9%	[1-1.00 1]
74	L	(3)	1501.23	0.072	18.9%	0.030	18.9%	47.4	6.2%	0.424	17.9%	15.34%	56.4%	33.0%	10.7%	[1-1.00 1]
75	L	(3)	1520.94	0.078	18.6%	0.033	18.6%	49.5	7.0%	0.435	17.2%	15.20%	60.0%	28.4%	11.6%	[1-1.00 1]
76	L	(3)	1540.67	0.084	18.2%	0.036	18.2%	51.9	7.7%	0.448	16.5%	15.03%	63.5%	24.1%	12.4%	[1-1.00 1]
77	L	(3)	1561.54	0.080	17.7%	0.035	17.7%	49.3	7.5%	0.449	16.0%	14.92%	63.6%	24.6%	11.8%	[1-1.00 1]
78	L	(3)	1581.27	0.078	17.5%	0.034	17.5%	49.0	7.6%	0.443	15.8%	14.89%	62.8%	25.4%	11.8%	[1-1.00 1]
79	L	(3)	1600.98	0.076	17.0%	0.034	17.0%	48.6	6.8%	0.435	15.6%	14.89%	62.3%	25.8%	11.9%	[1-1.00 1]
80	L	(3)	1620.70	0.076	16.9%	0.034	16.9%	49.0	6.6%	0.433	15.5%	14.84%	62.0%	26.1%	11.9%	[1-1.00 1]
81	L	(3)	1641.58	0.080	16.5%	0.037	16.5%	51.1	6.5%	0.436	15.2%	14.65%	60.4%	27.1%	12.5%	[1-1.00 1]
82	L	(3)	1661.28	0.086	16.9%	0.039	16.9%	54.6	6.9%	0.435	15.4%	14.56%	59.6%	26.9%	13.5%	[1-1.00 1]
83	L	(3)	1680.98	0.083	17.1%	0.039	17.1%	53.7	7.5%	0.429	15.4%	14.51%	57.9%	29.0%	13.1%	[1-1.00 1]
84	L	(3)	1701.85	0.085	17.1%	0.040	17.1%	55.3	7.6%	0.425	15.3%	14.42%	56.5%	30.0%	13.4%	[1-1.00 1]
85	L	(3)	1721.55	0.082	17.2%	0.039	17.2%	54.2	8.3%	0.421	15.0%	14.27%	53.2%	33.7%	13.1%	[1-1.00 1]
86	L	(3)	1741.23	0.077	17.0%	0.037	17.0%	51.3	7.9%	0.415	15.0%	14.22%	51.7%	35.9%	12.4%	[1-1.00 1]
87	L	(3)	1760.94	0.068	16.8%	0.033	16.8%	46.7	8.5%	0.407	14.6%	14.19%	49.5%	39.5%	11.0%	[1-1.00 1]
88	L	(3)	1781.82	0.066	16.5%	0.033	16.5%	45.7	7.8%	0.404	14.5%	14.15%	49.0%	40.2%	10.8%	[1-1.00 1]
89	L	(3)	1801.53	0.060	16.5%	0.030	16.5%	41.7	8.0%	0.400	14.4%	14.06%	47.5%	42.9%	9.6%	[1-1.00 1]
90	L	(3)	1821.24	0.058	15.9%	0.029	15.9%	40.2	6.6%	0.401	14.4%	14.02%	48.7%	42.1%	9.2%	[1-1.00 1]
91	L	(3)	1840.92	0.057	15.8%	0.029	15.8%	39.8	6.4%	0.397	14.5%	14.02%	48.9%	42.0%	9.0%	[1-1.00 1]
92	L	(3)	1861.84	0.057	15.5%	0.029	15.5%	40.0	5.5%	0.394	14.4%	13.97%	48.8%	42.1%	9.1%	[1-1.00 1]
93	L	(3)	1881.52	0.059	15.4%	0.031	15.4%	41.4	5.9%	0.398	14.2%	13.80%	48.4%	42.0%	9.5%	[1-1.00 1]
94	L	(3)	1901.23	0.062	15.2%	0.033	15.2%	43.3	6.0%	0.400	14.0%	13.69%	48.4%	41.6%	10.0%	[1-1.00 1]
95	L	(3)	1922.10	0.068	15.1%	0.036	15.1%	47.8	5.8%	0.396	13.9%	13.61%	47.0%	41.8%	11.2%	[1-0.96 2]
96	L	(3)	1941.81	0.069	15.3%	0.037	15.3%	48.8	6.2%	0.392	14.0%	13.58%	46.8%	41.7%	11.5%	[1-0.86 2]
97	L	(3)	1961.53	0.071	15.2%	0.039	15.2%	50.4	6.2%	0.391	14.0%	13.49%	46.7%	41.4%	12.0%	[1-0.80 2]
98	L	(3)	1981.24	0.071	15.2%	0.039	15.2%	51.3	5.9%	0.385	14.0%	13.47%	45.7%	42.1%	12.2%	[1-0.73 2]
99	L	(3)	2002.12	0.073	14.8%	0.041	14.8%	52.9	5.6%	0.385	13.7%	13.35%	44.2%	43.1%	12.7%	[1-0.79 2]
100	L	(3)	2021.84	0.075	14.6%	0.042	14.6%	54.0	5.6%	0.388	13.6%	13.28%	44.3%	42.8%	12.9%	[1-0.89 2]
101	L	(3)	2041.54	0.076	14.8%	0.043	14.8%	54.6	6.0%	0.385	13.6%	13.22%	44.0%	43.0%	13.0%	[1-0.78 2]
102	L	(3)	2061.24	0.077	14.7%	0.044	14.7%	55.3	5.7%	0.387	13.5%	13.17%	44.5%	42.4%	13.1%	[1-0.88 2]
103	L	(3)	2082.09	0.080	14.4%	0.046	14.4%	57.2	5.4%	0.389	13.4%	13.07%	44.3%	42.1%	13.7%	[1-0.92 2]
104	L	(3)	2101.78	0.082	14.8%	0.048	14.8%	58.5	6.3%	0.388	13.4%	13.05%	45.0%	40.9%	14.1%	[1-0.92 2]
105	L	(3)	2121.47	0.080	14.9%	0.047	14.9%	57.6	6.3%	0.386	13.5%	13.05%	45.6%	40.4%	14.0%	[1-0.92 2]
106	L	(3)	2142.34	0.082	14.5%	0.049	14.5%	59.0	5.7%	0.384	13.4%	12.95%	44.2%	41.3%	14.5%	[1-0.82 2]
107	L	(3)	2162.04	0.081	14.6%	0.049	14.6%	59.2	5.9%	0.379	13.3%	12.90%	42.4%	43.1%	14.5%	[1-0.82 2]
108	L	(3)	2181.72	0.081	14.9%	0.049	14.9%	60.0	6.7%	0.376	13.3%	12.89%	42.7%	42.6%	14.8%	[1-0.82 2]
109	L	(3)	2201.43	0.080	14.7%	0.049	14.7%	59.5	6.4%	0.374	13.3%	12.86%	42.4%	43.1%	14.5%	[1-0.82 2]
110	L	(3)	2222.30	0.079	15.0%	0.049	15.0%	58.5	7.1%	0.375	13.2%	12.81%	42.6%	43.3%	14.1%	[1-0.86 2]
111	L	(3)	2242.02	0.080	14.8%	0.050	14.8%	57.9	7.0%	0.382	13.0%	12.70%	44.3%	41.8%	13.8%	[1-0.89 2]
112	L	(3)	2261.74	0.080	14.6%	0.050	14.6%	57.4	6.7%	0.386	13.0%	12.68%	46.4%	40.0%	13.6%	[1-0.97 2]
113	L	(3)	2281.45	0.079	14.3%	0.050	14.3%	56.3	6.2%	0.391	12.9%	12.58%	47.4%	39.4%	13.2%	[1-0.99 2]
114	L	(3)	2302.33	0.078	14.1%	0.050	14.1%	54.3	5.8%	0.397	12.8%	12.50%	49.0%	38.3%	12.8%	[1-0.99 2]
115	L	(3)	2322.05	0.078	13.8%	0.050	13.8%	54.6	5.2%	0.396	12.8%	12.45%	49.1%	38.0%	12.9%	[1-0.95 2]
116	L	(3)	2341.75	0.077	13.9%	0.050	13.9%	54.3	5.4%	0.396	12.8%	12.39%	49.7%	37.4%	12.9%	[1-0.91 2]
117	L	(3)	2362.60	0.077	14.2%	0.051	14.2%	54.0	5.8%	0.397	13.0%	12.32%	50.5%	36.6%	12.9%	[1-0.87 2]
118	L	(3)	2382.30	0.077	14.3%	0.051	14.3%	53.4	5.8%	0.398	13.0%	12.28%	51.3%	36.0%	12.8%	[1-0.82 2]
119	L	(3)	2401.99	0.081	14.3%	0.054	14.3%	55.9	5.7%	0.402	13.2%	12.22%	52.0%	34.6%	13.4%	[1-0.90 2]
120	L	(3)	2421.68	0.080	14.3%	0.054	14.3%	54.7	5.8%	0.408	13.0%	12.15%	52.8%	34.2%	13.0%	[1-0.96 2]
121	L	(3)	2442.54	0.083	14.5%	0.056	14.5%	55.4	6.7%	0.414	12.9%	12.07%	53.6%	33.3%	13.2%	[1-0.99 2]
122	L	(3)	2462.24	0.082	14.3%	0.056	14.3%	55.1	6.6%	0.414	12.7%	12.03%	53.6%	33.5%	13.0%	[1-0.99 2]
123	L	(3)	2481.96	0.079	14.2%	0.055	14.2%	53.3	6.5%	0.413	12.6%	12.00%	53.9%	33.7%	12.5%	[1-0.95 2]
124	L	(3)	2502.83	0.074	14.1%	0.051	14.1%	49.6	6.9%	0.412	12.3%	11.95%	53.6%	35.0%	11.5%	[1-0.95 2]
125	L	(3)	2522.52	0.072	14.1%	0.050	14.1%	48.7	6.9%	0.410	12.3%	11.91%	53.5%	35.3%	11.2%	[1-0.91 2]
126	L	(3)	2542.23	0.068	13.5%	0.048	13.5%	45.9	5.9%	0.411	12.2%	11.85%	53.3%	36.2%	10.5%	[1-0.97 2]
127	L	(3)	2561.94	0.066	13.6%	0.047	13.6%	44.3	6.2%	0.415	12.1%	11.78%	53.8%	36.1%	10.2%	[1-1.00 2]
128	L	(3)	2582.80	0.066	13.8%	0.048	13.8%	44.2	6.9%	0.417	12.0%	11.69%	53.8%	36.0%	10.2%	[1-0.99 2]
129	L	(3)	2602.50	0.066	13.7%	0.048	13.7%	44.2	6.6%	0.415	12.0%	11.68%	53.7%	36.0%	10.2%	[1-0.99 2]
130	L	(3)	2622.20	0.065	13.8%	0.047	13.8%	43.2	6.9%	0.416	12.0%	11.65%	54.0%	36.0%	9.9%	[1-1.00 1]
131	L	(3)	2641.90	0.067	13.7%	0.049	13.7%	44.8	6.6%	0.417	11.9%	11.61%	54.2%	35.6%	10.3%	[1-0.99 2]
132	L	(3)	2662.82	0.066	13.7%	0.048	13.7%	44.0	6.7%	0.414	11.9%	11.58%	53.6%	36.5%	10.0%	[1-0.98 1]
133	L	(3)	2682.54	0.063	13.3%	0.047	13.3%	42.5	6.0%	0.410	11.9%	11.58%	53.3%	37.3%	9.5%	[1-1.00 1]
134	L	(3)	2702.24	0.062	13.5%	0.047	13.5%	41.9	6.2%	0.411	12.0%	11.56%	54.1%	36.6%	9.4%	[1-1.00 1]
135	L	(3)	2721.94	0.061	13.0%	0.046	13.0%	41.3	5.2%	0.408	11.9%	11.48%	52.4%	38.6%	9.1%	[1-1.00 2]
136	L	(3)	2743.02	0.059	13.1%	0.045	13.1%	40.1	5.5%	0.407	11.9%	11.45%	52.8%	38.3%	8.8%	[1-1.00 1]
137	L	(3)	2762.71	0.058	12.8%	0.045	12.8%	39.5	4.7%	0.408	11.9%	11.42%	53.2%	38.1%	8.7%	[1-0.99 2]
138	L	(3)	2782.42	0.059	12.9%	0.045	12.9%	39.7	5.1%	0.410	11.8%	11.37%	53.5%	37.8%	8.6%	[1-0.98 2]
139	L	(3)	2802.09	0.057	12.6%	0.045	12.6%	39.0	4.8%	0.407	11.6%	11.30%	52.2%	39.3%	8.4%	[1-0.95 0]
140	L	(3)	2822.93	0.057	12.7%	0.045	12.7%	38.7	5.1%	0.411	11.6%	11.26%	53.7%	37.8%	8.5%	[1-0.98 0]
141	L	(3)	2842.64	0.054	12.6%	0.043	12.6%	36.9	5.0%	0.408	11.6%	11.24%	52.9%	39.1%	8.0%	[1-1.00 1]
142	L	(3)	2862.36	0.055	13.0%	0.043	13.0%	37.2	6.1%	0.407	11.5%	11.18%	52.5%	39.5%	8.0%	[1-1.00 1]
143	L	(3)	2883.23	0.052	13.1%	0.042	13.1%	35.7	6.2%	0.408	11.5%	11.14%	52.3%	40.0%	7.7%	[1-1.00 1]
144	L	(3)	2902.94	0.051	13.5%	0.041	13.5%	34.7	7.1%	0.411	11.4%	11.10%	52.7%	39.9%	7.4%	[1-1.00 1]
145	L	(3)	2922.65	0.049	14.0%	0.040	14.0%	33.8	8.0%	0.407	11.5%	11.09%	52.2%	40.6%	7.2%	[1-1.00 1]
146	L	(3)	2942.37	0.047	13.8%	0.039	13.8%	32.2	7.6%	0.407	11.5%	11.06%	52.3%	40.8%	6.8%	[1-1.00 1]
147	L	(3)	2963.24	0.044	13.6%	0.036	13.6%	30.1	7.5%	0.406	11.4%	11.01%	51.4%	42.3%	6.3%	[1-1.00 1]
148	L	(3)	2982.94	0.042	13.7%	0.035	13.7%	29.3	7.6%	0.401	11.4%	10.99%	50.1%	43.8%	6.2%	[1-1.00 1]
149	L	(3)	3002.62	0.042	13.3%	0.035	13.3%	29.4	6.8%	0.396	11.4%	10.96%	49.0%	44.7%	6.2%	[1-1.00 1]
150	L	(3)	3023.48	0.042	13.1%	0.035	13.1%	29.4	6.6%	0.393	11.4%	10.95%	48.2%	45.7%	6.1%	[1-1.00 1]
151	L	(3)	3043.19	0.041	13.5%	0.035	13.5%	29.0	7.3%	0.391	11.3%	10.91%	47.1%	47.1%	5.8%	[1-1.00 1]
152	L	(3)	3062.89	0.042	13.0%	0.035	13.0%	29.7	6.4%	0.390	11.3%	10.88%	46.5%	47.6%	5.8%	[1-1.00 1]
153	L	(3)	3082.60	0.043	12.5%	0.037	12.5%	30.6	5.4%	0.387	11.3%	10.87%	46.2%	47.8%	6.0%	[1-1.00 1]
154	L	(3)	3103.47	0.041	12.4%	0.035	12.4%	29.6	5.3%	0.385	11.3%	10.86%	45.9%	48.4%	5.6%	[1-1.00 1]
155	L	(3)	3123.16	0.041	12.2%	0.036	12.2%	29.8	4.8%	0.384	11.2%	10.82%	45.2%	49.2%	5.6%	[1-1.00 1]
156	L	(3)	3142.88	0.043	12.0%	0.037	12.0%	31.3	4.4%	0.380	11.2%	10.77%	44.0%	50.0%	6.0%	[1-1.00 1]
157	L	(3)	3162.60	0.043	12.3%	0.038	12.3%	31.5	5.0%	0.377	11.2%	10.75%	43.1%	50.9%	6.0%	[1-1.00 1]
158	L	(3)	3183.47	0.042	12.4%	0.037	12.4%	31.2	5.5%	0.377	11.1%	10.70%	42.8%	51.4%	5.9%	[1-1.00 1]
159	L	(3)	3203.19	0.046	12.2%	0.041	12.2%	33.5	5.2%	0.378	11.1%	10.66%	42.7%	50.9%	6.4%	[1-1.00 1]
160	L	(3)	3222.88	0.043	12.2%	0.039	12.2%	31.6	5.3%	0.380	11.0%	10.63%	43.4%	50.6%	6.1%	[1-1.00 1]
161	L	(3)	3242.60	0.043	12.3%	0.039	12.3%	31.3	5.6%	0.380	11.0%	10.58%	43.5%	50.5%	6.0%	[1-1.00 1]
162	L	(3)	3263.46	0.044	12.1%	0.040	12.1%	32.3	5.1%	0.380	11.0%	10.56%	43.6%	50.1%	6.3%	[1-1.00 1]
163	L	(3)	3283.18	0.045	12.0%	0.041	12.0%	32.2	5.1%	0.384	10.9%	10.49%	43.6%	50.1%	6.3%	[1-1.00 1]
164	L	(3)	3302.88	0.043	12.3%	0.039	12.3%	31.1	5.7%	0.382	10.9%	10.47%	42.9%	51.0%	6.0%	[1-1.00 1]
165	L	(3)	3323.74	0.045	12.4%	0.042	12.4%	33.1	6.0%	0.379	10.9%	10.47%	42.4%	51.1%	6.5%	[1-1.00 1]
166	L	(3)	3343.43	0.045	12.1%	0.042	12.1%	32.7	5.4%	0.379	10.8%	10.43%	42.4%	51.2%	6.4%	[1-1.00 1]
167	L	(3)	3363.14	0.043	12.2%	0.040	12.2%	30.8	5.8%	0.384	10.7%	10.37%	43.2%	50.9%	6.0%	[1-1.00 1]
168	L	(3)	3382.86	0.042	12.6%	0.040	12.6%	30.7	6.7%	0.383	10.7%	10.37%	43.5%	50.6%	5.9%	[1-1.00 1]
169	L	(3)	3403.70	0.042	12.7%	0.040	12.7%	30.4	6.9%	0.384	10.7%	10.36%	44.4%	49.8%	5.9%	[1-1.00 1]
170	L	(3)	3423.39	0.040	12.6%	0.038	12.6%	28.9	6.7%	0.383	10.7%	10.35%	44.8%	49.8%	5.4%	[1-1.00 1]
171	L	(3)	3443.10	0.041	12.8%	0.040	12.8%	29.7	7.1%	0.387	10.7%	10.31%	46.3%	48.0%	5.7%	[1-1.00 1]
172	L	(3)	3463.95	0.043	13.3%	0.041	13.3%	30.8	8.0%	0.388	10.6%	10.30%	47.1%	46.8%	6.2%	[1-1.00 1]
173	L	(3)	3483.65	0.044	12.9%	0.042	12.9%	31.2	7.3%	0.390	10.6%	10.26%	48.0%	45.6%	6.4%	[1-1.00 1]
174	L	(6)	3503.35	0.044	12.8%	0.043	12.8%	31.3	7.2%	0.392	10.5%	10.23%	48.9%	44.6%	6.5%	[1-1.00 1]
