[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	119.30	0.028	100.0%	0.001	100.0%	59.6	100.0%	0.130	100.0%	100.00%	26.4%	58.2%	15.4%	[1-0.43 0]
1	L	(3)	139.01	0.024	100.0%	0.001	100.0%	58.3	100.0%	0.114	100.0%	100.00%	28.0%	57.2%	14.8%	[1-0.43 0]
2	L	(3)	159.89	0.021	100.0%	0.001	100.0%	58.8	100.0%	0.099	100.0%	100.00%	28.0%	57.1%	15.0%	[1-0.43 0]
3	L	(3)	179.60	0.019	100.0%	0.001	100.0%	58.9	100.0%	0.088	100.0%	100.00%	28.3%	56.7%	15.0%	[1-0.43 0]
4	L	(3)	199.29	0.017	100.0%	0.001	100.0%	59.1	100.0%	0.080	100.0%	100.00%	28.4%	56.5%	15.1%	[1-0.43 0]
5	L	(3)	220.14	0.015	100.0%	0.001	100.0%	58.9	100.0%	0.073	100.0%	100.00%	29.2%	56.0%	14.9%	[1-0.43 0]
6	L	(3)	239.84	0.014	100.0%	0.001	100.0%	59.3	100.0%	0.067	100.0%	100.00%	29.1%	55.9%	15.0%	[1-0.43 0]
7	L	(3)	259.53	0.012	100.0%	0.001	100.0%	59.0	100.0%	0.055	100.0%	100.00%	29.5%	55.6%	14.9%	[1-0.43 0]
8	L	(3)	279.22	0.011	100.0%	0.001	100.0%	59.1	100.0%	0.051	100.0%	100.00%	29.0%	56.0%	15.0%	[1-0.43 0]
9	L	(3)	300.02	0.010	100.0%	0.001	100.0%	58.9	100.0%	0.047	100.0%	100.00%	28.6%	56.5%	15.0%	[1-0.43 0]
10	L	(3)	319.67	0.009	100.0%	0.001	100.0%	59.0	100.0%	0.044	100.0%	100.00%	28.5%	56.4%	15.1%	[1-0.43 0]
11	L	(3)	339.36	0.012	100.0%	0.001	100.0%	56.2	100.0%	0.060	100.0%	95.12%	29.1%	56.6%	14.3%	[1-0.43 0]
12	L	(3)	360.22	0.011	100.0%	0.001	100.0%	53.4	100.0%	0.057	100.0%	95.12%	29.6%	56.9%	13.5%	[1-0.43 0]
13	L	(3)	379.93	0.010	100.0%	0.001	100.0%	49.7	100.0%	0.056	100.0%	95.12%	30.6%	57.1%	12.3%	[1-0.43 0]
14	L	(3)	399.64	0.009	100.0%	0.001	100.0%	46.3	100.0%	0.054	100.0%	95.12%	31.4%	57.4%	11.2%	[1-0.43 0]
15	L	(3)	419.33	0.008	100.0%	0.001	100.0%	42.6	100.0%	0.052	100.0%	95.12%	31.8%	58.2%	10.0%	[1-0.43 0]
16	L	(3)	440.20	0.008	100.0%	0.001	100.0%	42.3	100.0%	0.049	100.0%	95.12%	31.2%	58.9%	9.9%	[1-0.43 0]
17	L	(3)	459.90	0.007	100.0%	0.001	100.0%	47.5	100.0%	0.041	100.0%	95.12%	29.1%	59.6%	11.3%	[1-0.43 0]
18	L	(3)	479.60	0.008	100.0%	0.001	100.0%	54.9	100.0%	0.039	100.0%	95.12%	27.4%	59.1%	13.5%	[1-0.43 0]
19	L	(3)	499.28	0.008	100.0%	0.001	100.0%	61.7	100.0%	0.037	100.0%	95.12%	26.2%	58.4%	15.4%	[1-0.43 0]
20	L	(3)	520.40	0.009	100.0%	0.001	100.0%	68.6	100.0%	0.035	100.0%	95.12%	24.9%	57.6%	17.5%	[1-0.43 0]
21	L	(3)	540.11	0.009	100.0%	0.001	100.0%	75.1	100.0%	0.034	100.0%	95.12%	23.8%	56.8%	19.4%	[1-0.43 0]
22	L	(3)	559.79	0.009	100.0%	0.001	100.0%	76.1	100.0%	0.033	100.0%	95.12%	24.2%	56.2%	19.6%	[1-0.43 0]
23	L	(3)	579.50	0.008	100.0%	0.001	100.0%	74.0	100.0%	0.032	100.0%	95.12%	23.6%	57.3%	19.1%	[1-0.43 0]
24	L	(3)	600.36	0.008	100.0%	0.001	100.0%	73.1	100.0%	0.031	100.0%	95.12%	23.2%	58.1%	18.7%	[1-0.43 0]
25	L	(3)	620.06	0.006	100.0%	0.001	100.0%	73.2	100.0%	0.024	100.0%	95.12%	22.3%	59.0%	18.6%	[1-0.43 0]
26	L	(3)	639.75	0.006	100.0%	0.001	100.0%	73.7	100.0%	0.024	100.0%	95.12%	22.1%	58.9%	19.0%	[1-0.43 0]
27	L	(3)	660.62	0.006	100.0%	0.001	100.0%	73.1	100.0%	0.023	100.0%	95.12%	22.0%	59.3%	18.7%	[1-0.43 0]
28	L	(3)	680.31	0.006	100.0%	0.001	100.0%	75.1	100.0%	0.022	100.0%	95.12%	22.8%	58.0%	19.2%	[1-0.43 0]
29	L	(3)	700.02	0.006	100.0%	0.001	100.0%	75.9	100.0%	0.022	100.0%	95.12%	22.8%	57.6%	19.6%	[1-0.43 0]
30	L	(3)	719.70	0.006	100.0%	0.001	100.0%	76.3	100.0%	0.021	100.0%	95.12%	23.6%	56.6%	19.8%	[1-0.43 0]
31	L	(3)	740.57	0.005	100.0%	0.001	100.0%	75.8	100.0%	0.020	100.0%	95.12%	23.8%	56.7%	19.5%	[1-0.43 0]
32	L	(3)	760.28	0.005	100.0%	0.001	100.0%	77.7	100.0%	0.019	100.0%	95.12%	23.8%	55.9%	20.3%	[1-0.43 0]
33	L	(3)	779.99	0.005	100.0%	0.001	100.0%	76.7	100.0%	0.019	100.0%	95.12%	23.6%	56.4%	20.0%	[1-0.43 0]
34	L	(3)	800.84	0.005	100.0%	0.001	100.0%	72.9	100.0%	0.020	100.0%	90.24%	25.3%	55.7%	19.0%	[1-0.43 0]
35	L	(3)	820.54	0.005	100.0%	0.001	100.0%	68.6	100.0%	0.019	100.0%	90.24%	26.6%	55.7%	17.7%	[1-0.43 0]
36	L	(3)	840.24	0.004	100.0%	0.001	100.0%	64.3	100.0%	0.019	100.0%	90.24%	28.4%	55.2%	16.4%	[1-0.43 0]
37	L	(3)	859.93	0.004	100.0%	0.001	100.0%	59.4	100.0%	0.019	100.0%	90.24%	30.1%	55.2%	14.7%	[1-0.43 0]
38	L	(3)	880.79	0.004	100.0%	0.001	100.0%	55.7	100.0%	0.018	100.0%	90.24%	31.6%	54.8%	13.6%	[1-0.43 0]
39	L	(3)	900.49	0.004	100.0%	0.001	100.0%	55.1	100.0%	0.018	100.0%	90.24%	31.4%	55.2%	13.4%	[1-0.43 0]
40	L	(3)	920.17	0.003	100.0%	0.001	100.0%	54.4	100.0%	0.017	100.0%	90.24%	32.0%	55.0%	13.1%	[1-0.43 0]
41	L	(3)	941.02	0.003	100.0%	0.001	100.0%	54.3	100.0%	0.017	100.0%	90.24%	31.7%	55.3%	13.0%	[1-0.43 0]
42	L	(3)	960.72	0.003	100.0%	0.001	100.0%	53.9	100.0%	0.017	100.0%	90.24%	31.8%	55.3%	13.0%	[1-0.43 0]
43	L	(3)	980.42	0.003	100.0%	0.001	100.0%	54.2	100.0%	0.016	100.0%	90.24%	31.6%	55.3%	13.1%	[1-0.43 0]
44	L	(3)	1000.11	0.003	100.0%	0.001	100.0%	54.5	100.0%	0.016	100.0%	90.24%	31.8%	54.9%	13.3%	[1-0.43 0]
45	L	(3)	1021.01	0.003	100.0%	0.001	100.0%	54.9	100.0%	0.016	100.0%	90.24%	31.2%	55.2%	13.5%	[1-0.43 0]
46	L	(3)	1040.74	0.003	100.0%	0.001	100.0%	55.5	100.0%	0.015	100.0%	90.24%	31.0%	55.2%	13.8%	[1-0.43 0]
47	L	(3)	1060.44	0.003	100.0%	0.001	100.0%	55.9	100.0%	0.015	100.0%	90.24%	31.1%	55.0%	13.9%	[1-0.43 0]
48	L	(3)	1080.15	0.003	100.0%	0.001	100.0%	55.1	100.0%	0.015	100.0%	90.24%	31.9%	54.5%	13.5%	[1-0.43 0]
49	L	(3)	1101.01	0.003	100.0%	0.001	100.0%	53.0	100.0%	0.015	100.0%	88.07%	35.4%	51.9%	12.8%	[1-0.43 0]
50	L	(3)	1120.71	0.003	100.0%	0.001	100.0%	49.6	100.0%	0.015	100.0%	88.07%	39.2%	49.1%	11.7%	[1-0.43 0]
51	L	(3)	1140.41	0.002	100.0%	0.001	100.0%	45.0	100.0%	0.015	100.0%	88.07%	43.4%	46.5%	10.1%	[1-0.43 0]
52	L	(3)	1161.27	0.003	100.0%	0.001	100.0%	46.7	100.0%	0.016	100.0%	85.91%	51.3%	38.6%	10.1%	[1-0.43 0]
53	L	(3)	1180.98	0.003	100.0%	0.001	100.0%	50.7	100.0%	0.016	100.0%	85.91%	59.5%	29.7%	10.9%	[1-0.43 0]
54	L	(3)	1200.69	0.003	100.0%	0.001	100.0%	53.8	100.0%	0.017	100.0%	85.91%	64.5%	24.1%	11.4%	[1-0.43 0]
55	L	(3)	1220.39	0.004	100.0%	0.001	100.0%	60.2	84.9%	0.018	100.0%	85.91%	69.3%	17.8%	12.9%	[1-0.43 0]
56	L	(3)	1241.25	0.004	100.0%	0.001	100.0%	64.1	32.7%	0.018	100.0%	85.91%	73.7%	12.5%	13.8%	[1-0.43 0]
57	L	(3)	1260.95	0.006	100.0%	0.002	100.0%	84.3	29.8%	0.020	99.4%	81.03%	71.9%	9.6%	18.6%	[1-0.43 0]
58	L	(3)	1280.66	0.007	100.0%	0.003	100.0%	101.7	33.7%	0.020	97.7%	81.03%	69.7%	8.0%	22.3%	[1-0.43 0]
59	L	(3)	1300.37	0.010	100.0%	0.003	100.0%	129.5	39.4%	0.021	94.8%	81.03%	66.4%	5.5%	28.2%	[1-0.43 0]
60	L	(3)	1321.26	0.011	100.0%	0.004	100.0%	144.6	37.6%	0.021	93.0%	81.03%	64.2%	3.9%	31.9%	[1-0.43 0]
61	L	(3)	1340.99	0.013	96.7%	0.005	96.7%	169.9	35.7%	0.022	89.9%	81.03%	61.4%	0.8%	37.8%	[1-0.43 0]
62	L	(3)	1360.70	0.013	96.7%	0.005	96.7%	166.3	35.1%	0.021	90.1%	81.03%	62.1%	0.8%	37.1%	[1-0.43 0]
63	L	(3)	1380.40	0.012	95.2%	0.005	95.2%	166.5	32.3%	0.021	89.5%	81.03%	61.9%	0.6%	37.5%	[1-0.43 0]
64	L	(3)	1401.27	0.012	93.5%	0.005	93.5%	160.7	27.1%	0.020	89.5%	81.03%	62.3%	0.9%	36.8%	[1-0.43 0]
65	L	(3)	1420.98	0.012	91.6%	0.005	91.6%	157.1	27.5%	0.021	87.4%	79.74%	63.9%	0.4%	35.7%	[1-0.43 0]
66	L	(3)	1440.66	0.011	92.9%	0.004	92.9%	144.8	27.2%	0.020	88.8%	79.74%	66.2%	0.8%	33.0%	[1-0.43 0]
67	L	(3)	1462.67	0.012	93.3%	0.005	93.3%	157.5	29.5%	0.021	88.5%	78.45%	64.1%	0.8%	35.1%	[1-0.43 0]
68	L	(3)	1481.24	0.011	95.4%	0.005	95.4%	152.5	30.4%	0.021	90.4%	78.45%	65.4%	0.8%	33.8%	[1-0.43 0]
69	L	(3)	1502.14	0.010	97.5%	0.004	97.5%	141.9	29.7%	0.020	92.9%	78.45%	67.6%	0.9%	31.5%	[1-0.43 0]
70	L	(3)	1521.84	0.010	98.0%	0.004	98.0%	146.0	30.1%	0.020	93.3%	78.45%	66.7%	0.9%	32.4%	[1-0.43 0]
71	L	(3)	1542.70	0.011	98.7%	0.005	98.7%	148.4	30.9%	0.020	93.8%	78.45%	66.6%	0.5%	32.9%	[1-0.43 0]
72	L	(3)	1561.24	0.010	87.3%	0.004	87.3%	129.3	28.7%	0.022	82.4%	73.57%	69.9%	0.9%	29.2%	[1-0.43 0]
73	L	(3)	1580.94	0.009	87.7%	0.004	87.7%	123.4	27.3%	0.021	83.4%	73.57%	70.9%	1.1%	28.0%	[1-0.43 0]
74	L	(3)	1601.82	0.009	89.1%	0.004	89.1%	119.5	27.8%	0.021	84.6%	73.57%	71.4%	1.6%	27.0%	[1-0.43 0]
75	L	(3)	1621.53	0.008	91.1%	0.004	91.1%	107.1	27.3%	0.020	86.9%	73.57%	72.6%	3.3%	24.2%	[1-0.43 0]
76	L	(3)	1641.25	0.007	91.8%	0.003	91.8%	102.6	25.7%	0.020	88.1%	73.57%	73.5%	3.3%	23.2%	[1-0.43 0]
77	L	(3)	1660.95	0.007	92.0%	0.003	92.0%	97.9	25.4%	0.020	88.4%	73.57%	74.0%	3.8%	22.2%	[1-0.43 0]
78	L	(3)	1681.83	0.007	92.2%	0.003	92.2%	101.0	26.8%	0.019	88.3%	73.57%	73.4%	3.7%	22.9%	[1-0.43 0]
79	L	(3)	1701.53	0.006	89.9%	0.003	89.9%	90.2	25.7%	0.019	86.2%	71.41%	71.9%	7.9%	20.2%	[1-0.43 0]
