[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
25	H	(6)	520.45	3.251	8.0%	0.470	8.0%	97.1	5.4%	9.301	5.9%	5.39%	34.7%	38.9%	26.5%	[1-0.25 2]
26	H	(6)	540.16	3.350	7.8%	0.503	7.8%	99.7	5.2%	9.331	5.8%	5.29%	34.7%	38.0%	27.3%	[1-0.19 2]
27	H	(6)	559.86	3.233	7.5%	0.503	7.5%	97.9	4.8%	9.170	5.8%	5.20%	33.9%	39.3%	26.8%	[1-0.00 2]
28	H	(6)	579.59	3.151	7.6%	0.507	7.6%	94.6	5.2%	9.258	5.6%	5.08%	33.5%	40.3%	26.2%	[1-0.07 2]
29	H	(6)	600.46	3.057	7.5%	0.510	7.5%	92.3	5.1%	9.196	5.5%	4.99%	32.7%	41.6%	25.6%	[1-0.00 2]
30	H	(6)	620.16	2.983	7.3%	0.514	7.3%	90.6	4.9%	9.146	5.4%	4.91%	32.0%	43.0%	25.1%	[1-0.03 2]
31	H	(6)	639.87	2.944	7.5%	0.523	7.5%	89.3	5.2%	9.162	5.3%	4.83%	31.9%	43.4%	24.7%	[1-0.17 2]
32	H	(6)	659.59	2.964	7.5%	0.543	7.5%	89.9	5.3%	9.154	5.3%	4.76%	31.9%	43.3%	24.8%	[1-0.15 2]
33	H	(6)	680.47	2.921	7.2%	0.552	7.2%	88.9	4.9%	9.126	5.2%	4.68%	31.7%	43.9%	24.4%	[1-0.10 2]
34	H	(6)	700.17	2.915	7.1%	0.567	7.1%	88.4	4.9%	9.157	5.1%	4.60%	31.8%	43.9%	24.2%	[1-0.12 2]
35	H	(6)	719.86	2.904	7.3%	0.581	7.3%	88.4	5.2%	9.128	5.1%	4.55%	31.9%	43.7%	24.4%	[1-0.07 2]
36	H	(6)	740.71	2.865	7.3%	0.590	7.3%	87.2	5.3%	9.124	5.0%	4.49%	31.9%	44.1%	24.0%	[1-0.13 2]
37	H	(6)	760.41	2.735	7.4%	0.578	7.4%	84.0	5.5%	9.049	5.0%	4.42%	31.6%	45.1%	23.2%	[1-0.00 2]
38	H	(6)	780.11	2.724	7.6%	0.590	7.6%	83.6	5.8%	9.051	4.9%	4.37%	31.4%	45.5%	23.2%	[1-0.00 2]
39	H	(6)	799.81	2.667	7.8%	0.593	7.8%	82.0	6.1%	9.032	4.8%	4.31%	31.3%	46.0%	22.7%	[1-0.00 2]
40	H	(6)	820.66	2.592	7.6%	0.591	7.6%	80.1	5.9%	8.989	4.8%	4.26%	31.2%	46.7%	22.1%	[1-0.00 2]
41	H	(6)	840.37	2.577	7.6%	0.602	7.6%	79.0	6.0%	9.065	4.7%	4.20%	31.5%	46.6%	21.9%	[1-0.14 2]
42	H	(6)	860.07	2.620	7.4%	0.626	7.4%	79.9	5.8%	9.113	4.7%	4.16%	32.1%	45.7%	22.2%	[1-0.23 2]
43	H	(6)	879.81	2.629	7.1%	0.642	7.1%	80.7	5.3%	9.049	4.7%	4.12%	32.3%	45.3%	22.3%	[1-0.10 2]
44	H	(6)	900.70	2.592	6.9%	0.648	6.9%	80.4	5.1%	8.959	4.7%	4.09%	32.9%	44.6%	22.4%	[1-0.00 2]
45	H	(6)	920.44	2.568	6.9%	0.656	6.9%	80.0	5.1%	8.916	4.6%	4.06%	33.1%	44.7%	22.3%	[1-0.00 2]
46	H	(6)	940.14	2.565	6.6%	0.670	6.6%	80.0	4.8%	8.900	4.6%	4.03%	32.7%	45.0%	22.2%	[1-0.13 2]
47	H	(6)	959.84	2.540	6.6%	0.677	6.6%	80.2	4.7%	8.804	4.6%	4.00%	32.4%	45.2%	22.4%	[1-0.10 2]
48	H	(6)	980.71	2.435	7.1%	0.663	7.1%	77.9	5.5%	8.688	4.6%	3.97%	32.2%	46.0%	21.7%	[1-0.00 2]
49	H	(6)	1000.42	2.408	7.4%	0.669	7.4%	77.2	5.8%	8.663	4.5%	3.94%	31.8%	46.8%	21.5%	[1-0.00 2]
50	H	(6)	1020.13	2.370	7.8%	0.672	7.8%	76.5	6.4%	8.606	4.5%	3.91%	31.9%	46.8%	21.3%	[1-0.00 2]
51	H	(6)	1041.01	2.350	8.0%	0.680	8.0%	76.0	6.7%	8.587	4.4%	3.88%	31.9%	46.9%	21.3%	[1-0.00 2]
52	H	(6)	1060.71	2.302	8.2%	0.678	8.2%	74.8	6.9%	8.545	4.4%	3.85%	31.9%	47.4%	20.7%	[1-0.00 2]
53	H	(6)	1080.43	2.285	8.3%	0.686	8.3%	74.5	7.0%	8.518	4.4%	3.82%	32.0%	47.3%	20.7%	[1-0.00 2]
54	H	(6)	1100.14	2.291	8.3%	0.700	8.3%	75.1	7.1%	8.475	4.4%	3.79%	32.0%	47.1%	20.9%	[1-0.00 2]
55	H	(6)	1121.01	2.240	8.0%	0.698	8.0%	73.4	6.8%	8.474	4.3%	3.76%	31.9%	47.5%	20.6%	[1-0.00 2]
56	H	(6)	1140.73	2.208	7.7%	0.700	7.7%	72.6	6.4%	8.441	4.3%	3.72%	31.9%	47.9%	20.2%	[1-0.00 2]
57	H	(6)	1160.47	2.201	7.5%	0.710	7.5%	72.5	6.1%	8.430	4.2%	3.69%	31.8%	47.9%	20.3%	[1-0.00 2]
58	H	(6)	1180.17	2.206	7.0%	0.723	7.0%	72.6	5.6%	8.438	4.2%	3.66%	32.0%	47.8%	20.2%	[1-0.00 2]
59	H	(6)	1201.03	2.180	6.5%	0.727	6.5%	71.7	5.0%	8.442	4.2%	3.63%	32.1%	47.9%	20.0%	[1-0.00 2]
60	H	(6)	1220.73	2.247	6.6%	0.762	6.6%	73.7	5.1%	8.465	4.2%	3.60%	31.9%	47.7%	20.3%	[1-0.00 2]
61	H	(6)	1240.45	2.288	6.7%	0.788	6.7%	74.4	5.3%	8.539	4.1%	3.56%	32.1%	47.4%	20.5%	[1-0.14 2]
62	H	(6)	1260.14	2.281	7.0%	0.798	7.0%	74.5	5.6%	8.507	4.1%	3.54%	32.1%	47.4%	20.5%	[1-0.07 2]
63	H	(6)	1281.02	2.233	7.3%	0.795	7.3%	73.3	6.1%	8.467	4.1%	3.52%	32.0%	47.6%	20.4%	[1-0.13 2]
64	H	(6)	1300.73	2.243	7.7%	0.810	7.7%	73.9	6.6%	8.430	4.1%	3.49%	31.5%	47.9%	20.5%	[1-0.04 2]
65	H	(6)	1320.46	2.239	7.5%	0.821	7.5%	73.6	6.3%	8.455	4.0%	3.46%	31.6%	48.0%	20.4%	[1-0.15 2]
66	H	(6)	1340.19	2.238	7.4%	0.833	7.4%	73.6	6.2%	8.449	4.0%	3.44%	31.3%	48.2%	20.5%	[1-0.16 2]
67	H	(6)	1361.06	2.245	7.6%	0.849	7.6%	73.6	6.5%	8.476	4.0%	3.41%	31.2%	48.4%	20.5%	[1-0.23 2]
68	H	(6)	1380.79	2.313	7.3%	0.887	7.3%	75.6	6.1%	8.500	4.0%	3.38%	31.3%	47.9%	20.8%	[1-0.22 2]
69	H	(6)	1400.51	2.341	7.2%	0.911	7.2%	75.6	6.0%	8.598	3.9%	3.35%	31.8%	47.4%	20.8%	[1-0.37 2]
70	H	(6)	1420.22	2.447	6.9%	0.965	6.9%	78.3	5.7%	8.681	3.9%	3.33%	32.1%	46.4%	21.5%	[1-0.48 0]
71	H	(6)	1441.11	2.486	7.1%	0.995	7.1%	79.0	6.0%	8.741	3.9%	3.31%	33.0%	45.4%	21.6%	[1-0.51 0]
72	H	(6)	1460.82	2.532	6.8%	1.027	6.8%	80.4	5.5%	8.750	3.9%	3.29%	33.7%	44.2%	22.1%	[1-0.49 0]
73	H	(6)	1480.51	2.632	6.5%	1.082	6.5%	82.9	5.3%	8.819	3.9%	3.26%	34.2%	43.0%	22.8%	[1-0.54 0]
74	H	(6)	1501.38	2.718	6.4%	1.134	6.4%	85.3	5.1%	8.851	3.8%	3.24%	34.6%	42.0%	23.4%	[1-0.56 0]
75	H	(6)	1521.08	2.647	6.8%	1.118	6.8%	83.3	5.7%	8.822	3.8%	3.23%	35.0%	42.0%	23.0%	[1-0.56 0]
76	H	(6)	1540.78	2.681	6.8%	1.147	6.8%	84.4	5.7%	8.821	3.8%	3.20%	34.8%	41.9%	23.3%	[1-0.49 0]
77	H	(10)	1560.50	2.701	6.9%	1.171	6.9%	84.8	5.7%	8.853	3.8%	3.18%	34.7%	42.1%	23.2%	[1-0.47 0]
78	H	(10)	1581.38	2.639	7.3%	1.159	7.3%	82.9	6.3%	8.842	3.8%	3.16%	34.6%	42.7%	22.7%	[1-0.47 0]
79	H	(10)	1601.12	2.618	7.7%	1.164	7.7%	82.3	6.8%	8.838	3.8%	3.14%	34.7%	42.8%	22.5%	[1-0.46 0]
80	H	(10)	1620.85	2.619	7.5%	1.179	7.5%	82.3	6.6%	8.845	3.7%	3.11%	34.5%	42.9%	22.6%	[1-0.45 0]
81	H	(10)	1640.58	2.638	7.1%	1.202	7.1%	82.9	6.1%	8.839	3.7%	3.10%	34.3%	42.8%	22.9%	[1-0.47 0]
82	H	(10)	1661.46	2.634	7.0%	1.216	7.0%	82.9	6.0%	8.823	3.7%	3.08%	34.3%	42.8%	22.9%	[1-0.49 0]
83	H	(10)	1681.20	2.678	6.7%	1.250	6.7%	84.3	5.6%	8.828	3.7%	3.06%	34.1%	42.6%	23.3%	[1-0.52 0]
84	H	(10)	1700.92	2.677	6.5%	1.265	6.5%	84.4	5.4%	8.809	3.7%	3.04%	33.9%	42.7%	23.4%	[1-0.48 0]
85	H	(10)	1720.63	2.679	6.6%	1.280	6.6%	84.7	5.5%	8.791	3.7%	3.03%	33.7%	43.0%	23.3%	[1-0.48 0]
86	H	(10)	1741.51	2.613	6.8%	1.264	6.8%	82.8	5.7%	8.770	3.6%	3.01%	33.7%	43.5%	22.7%	[1-0.51 0]
87	H	(10)	1761.21	2.590	7.1%	1.267	7.1%	81.8	6.1%	8.795	3.6%	2.99%	33.6%	44.0%	22.4%	[1-0.51 0]
88	H	(10)	1780.90	2.593	7.3%	1.283	7.3%	81.9	6.3%	8.795	3.6%	2.98%	33.4%	44.2%	22.4%	[1-0.51 0]
89	H	(10)	1800.61	2.551	7.1%	1.276	7.1%	81.1	6.1%	8.743	3.6%	2.96%	33.3%	44.5%	22.2%	[1-0.44 0]
90	H	(10)	1821.47	2.530	7.2%	1.280	7.2%	80.0	6.3%	8.784	3.6%	2.94%	33.3%	44.8%	21.8%	[1-0.52 0]
91	H	(10)	1841.18	2.500	7.3%	1.278	7.3%	79.4	6.3%	8.744	3.6%	2.93%	33.2%	45.2%	21.7%	[1-0.48 0]
92	H	(10)	1860.88	2.495	7.0%	1.290	7.0%	79.4	6.1%	8.724	3.6%	2.91%	32.9%	45.4%	21.7%	[1-0.47 0]
93	H	(10)	1880.59	2.460	7.0%	1.285	7.0%	78.3	6.1%	8.722	3.5%	2.90%	33.0%	45.7%	21.4%	[1-0.51 0]
94	H	(10)	1901.46	2.495	7.2%	1.318	7.2%	79.2	6.3%	8.754	3.5%	2.88%	33.0%	45.3%	21.7%	[1-0.54 0]
95	H	(10)	1921.18	2.522	7.4%	1.346	7.4%	79.8	6.5%	8.777	3.5%	2.87%	33.1%	45.1%	21.8%	[1-0.55 0]
96	H	(10)	1940.90	2.510	7.5%	1.353	7.5%	79.4	6.6%	8.782	3.5%	2.85%	33.2%	44.9%	21.9%	[1-0.54 0]
97	H	(10)	1961.77	2.501	7.5%	1.363	7.5%	79.0	6.6%	8.790	3.5%	2.84%	33.4%	44.7%	21.9%	[1-0.56 0]
98	H	(10)	1981.47	2.482	7.8%	1.366	7.8%	78.5	7.0%	8.780	3.5%	2.82%	33.5%	44.6%	21.9%	[1-0.55 0]
99	H	(10)	2001.20	2.401	7.7%	1.335	7.7%	76.3	6.9%	8.736	3.5%	2.81%	33.4%	45.4%	21.3%	[1-0.54 0]
100	H	(10)	2020.90	2.405	7.6%	1.350	7.6%	76.4	6.7%	8.737	3.5%	2.80%	33.5%	45.2%	21.3%	[1-0.57 0]
101	H	(10)	2041.77	2.438	7.6%	1.383	7.6%	77.9	6.8%	8.698	3.5%	2.78%	33.4%	45.2%	21.5%	[1-0.50 0]
102	H	(10)	2061.50	2.452	7.6%	1.404	7.6%	78.4	6.8%	8.689	3.5%	2.77%	33.2%	45.3%	21.5%	[1-0.51 0]
103	H	(10)	2081.20	2.456	7.2%	1.420	7.2%	78.7	6.3%	8.675	3.4%	2.76%	33.1%	45.3%	21.5%	[1-0.48 0]
104	H	(10)	2100.91	2.534	7.1%	1.479	7.1%	81.0	6.2%	8.690	3.4%	2.75%	33.1%	44.8%	22.1%	[1-0.49 0]
105	H	(10)	2121.79	2.523	6.7%	1.487	6.7%	80.8	5.8%	8.674	3.4%	2.74%	32.8%	45.1%	22.1%	[1-0.48 0]
106	H	(10)	2141.50	2.490	6.5%	1.481	6.5%	80.0	5.5%	8.649	3.4%	2.73%	32.6%	45.4%	22.0%	[1-0.48 0]
107	H	(10)	2161.21	2.457	6.6%	1.475	6.6%	79.1	5.6%	8.631	3.4%	2.72%	32.8%	45.4%	21.8%	[1-0.51 0]
108	H	(10)	2180.93	2.454	6.7%	1.487	6.7%	79.0	5.7%	8.633	3.4%	2.71%	32.8%	45.5%	21.8%	[1-0.52 0]
109	H	(10)	2201.82	2.405	7.2%	1.471	7.2%	77.8	6.3%	8.590	3.4%	2.69%	32.7%	45.8%	21.5%	[1-0.49 0]
110	H	(10)	2221.51	2.387	7.8%	1.473	7.8%	77.4	7.0%	8.568	3.4%	2.68%	32.5%	46.0%	21.5%	[1-0.48 0]
111	H	(10)	2241.22	2.347	8.0%	1.461	8.0%	76.2	7.2%	8.554	3.4%	2.67%	32.6%	46.3%	21.0%	[1-0.50 0]
112	H	(10)	2262.09	2.323	7.8%	1.460	7.8%	75.6	7.0%	8.533	3.4%	2.66%	32.5%	46.6%	20.9%	[1-0.49 0]
113	H	(10)	2281.79	2.275	8.0%	1.442	8.0%	74.5	7.2%	8.484	3.4%	2.65%	32.5%	46.9%	20.6%	[1-0.49 0]
114	H	(10)	2301.52	2.207	7.6%	1.411	7.6%	72.6	6.8%	8.441	3.3%	2.64%	32.5%	47.6%	20.0%	[1-0.46 0]
115	H	(10)	2321.24	2.201	7.0%	1.419	7.0%	72.3	6.2%	8.452	3.3%	2.63%	32.5%	47.7%	19.8%	[1-0.47 0]
116	H	(10)	2342.11	2.220	7.0%	1.444	7.0%	72.8	6.2%	8.466	3.3%	2.62%	32.7%	47.4%	19.9%	[1-0.49 0]
117	H	(10)	2361.84	2.244	7.2%	1.472	7.2%	73.8	6.4%	8.448	3.3%	2.61%	32.8%	47.0%	20.2%	[1-0.49 0]
118	H	(10)	2381.55	2.219	7.1%	1.468	7.1%	72.8	6.3%	8.470	3.3%	2.60%	33.0%	47.0%	20.1%	[1-0.50 0]
119	H	(10)	2401.28	2.242	7.1%	1.495	7.1%	73.5	6.3%	8.470	3.3%	2.59%	33.1%	46.5%	20.4%	[1-0.48 0]
120	H	(10)	2422.14	2.258	7.0%	1.519	7.0%	73.9	6.2%	8.482	3.3%	2.58%	33.4%	46.1%	20.5%	[1-0.50 0]
121	H	(10)	2441.85	2.276	7.1%	1.543	7.1%	74.3	6.2%	8.503	3.3%	2.57%	33.5%	45.8%	20.7%	[1-0.50 0]
122	H	(10)	2461.56	2.222	7.2%	1.519	7.2%	72.7	6.4%	8.491	3.3%	2.56%	33.5%	46.2%	20.3%	[1-0.49 0]
123	H	(10)	2481.28	2.254	7.1%	1.554	7.1%	73.7	6.3%	8.501	3.3%	2.55%	33.5%	46.0%	20.5%	[1-0.47 0]
124	H	(10)	2502.16	2.313	6.7%	1.607	6.7%	75.1	5.9%	8.549	3.3%	2.54%	33.5%	45.6%	20.9%	[1-0.49 0]
125	H	(10)	2521.85	2.326	6.9%	1.630	6.9%	75.6	6.0%	8.549	3.2%	2.53%	33.5%	45.5%	21.0%	[1-0.49 0]
126	H	(10)	2541.55	2.328	7.0%	1.644	7.0%	75.6	6.2%	8.549	3.2%	2.52%	33.6%	45.5%	20.9%	[1-0.52 0]
127	H	(10)	2561.28	2.394	6.9%	1.703	6.9%	77.4	6.1%	8.586	3.2%	2.51%	33.9%	44.9%	21.3%	[1-0.55 0]
128	H	(10)	2582.15	2.457	6.9%	1.763	6.9%	79.3	6.1%	8.612	3.2%	2.50%	34.1%	44.2%	21.7%	[1-0.55 0]
129	H	(10)	2601.84	2.494	7.0%	1.802	7.0%	80.2	6.2%	8.636	3.2%	2.49%	34.5%	43.5%	22.0%	[1-0.57 0]
130	H	(10)	2621.57	2.514	7.1%	1.831	7.1%	80.8	6.4%	8.644	3.2%	2.48%	35.0%	42.9%	22.1%	[1-0.56 0]
131	H	(10)	2641.31	2.498	7.0%	1.833	7.0%	80.2	6.2%	8.651	3.2%	2.47%	35.4%	42.5%	22.1%	[1-0.54 0]
132	H	(10)	2662.22	2.526	6.9%	1.868	6.9%	81.1	6.2%	8.654	3.2%	2.46%	35.6%	42.2%	22.3%	[1-0.50 0]
133	H	(10)	2681.92	2.492	7.1%	1.857	7.1%	80.1	6.3%	8.642	3.2%	2.46%	35.7%	42.2%	22.1%	[1-0.51 0]
134	H	(10)	2701.63	2.485	7.1%	1.865	7.1%	80.0	6.3%	8.631	3.2%	2.45%	35.6%	42.4%	22.0%	[1-0.51 0]
135	H	(10)	2721.34	2.459	7.0%	1.859	7.0%	79.1	6.3%	8.630	3.2%	2.44%	35.5%	42.6%	21.9%	[1-0.49 0]
136	H	(10)	2742.20	2.502	6.8%	1.906	6.8%	80.6	6.1%	8.628	3.2%	2.43%	35.3%	42.3%	22.3%	[1-0.48 0]
137	H	(10)	2761.90	2.447	6.7%	1.878	6.7%	79.1	5.9%	8.596	3.2%	2.43%	35.3%	42.7%	22.0%	[1-0.46 0]
138	H	(10)	2781.62	2.444	6.5%	1.888	6.5%	79.1	5.7%	8.585	3.2%	2.42%	35.4%	42.6%	22.0%	[1-0.52 0]
139	H	(10)	2802.50	2.408	6.6%	1.875	6.6%	78.0	5.8%	8.571	3.1%	2.41%	35.5%	42.6%	21.8%	[1-0.50 0]
140	H	(10)	2822.19	2.442	6.3%	1.914	6.3%	79.1	5.5%	8.573	3.1%	2.40%	35.4%	42.5%	22.1%	[1-0.51 0]
141	H	(10)	2841.90	2.445	6.6%	1.930	6.6%	79.4	5.8%	8.556	3.1%	2.39%	35.3%	42.6%	22.0%	[1-0.50 0]
142	H	(10)	2861.64	2.467	6.7%	1.961	6.7%	80.2	5.9%	8.550	3.1%	2.38%	35.3%	42.5%	22.2%	[1-0.48 0]
143	H	(10)	2882.52	2.489	6.7%	1.993	6.7%	80.7	5.9%	8.563	3.1%	2.37%	35.1%	42.6%	22.2%	[1-0.51 0]
144	H	(10)	2902.21	2.472	6.7%	1.993	6.7%	80.3	5.9%	8.548	3.1%	2.37%	35.2%	42.8%	22.0%	[1-0.52 0]
145	H	(10)	2921.93	2.459	7.1%	1.996	7.1%	79.8	6.4%	8.563	3.1%	2.36%	35.2%	42.9%	21.8%	[1-0.52 0]
146	H	(10)	2941.64	2.434	7.2%	1.989	7.2%	79.0	6.5%	8.560	3.1%	2.35%	35.6%	42.7%	21.7%	[1-0.53 0]
147	H	(10)	2962.53	2.401	7.1%	1.975	7.1%	77.8	6.4%	8.572	3.1%	2.34%	35.9%	42.6%	21.5%	[1-0.54 0]
148	H	(10)	2982.22	2.406	7.2%	1.993	7.2%	77.9	6.5%	8.576	3.1%	2.34%	36.1%	42.3%	21.6%	[1-0.54 0]
149	H	(10)	3001.93	2.455	7.1%	2.047	7.1%	79.4	6.4%	8.591	3.1%	2.33%	36.1%	41.9%	22.0%	[1-0.54 0]
150	H	(10)	3021.65	2.475	6.9%	2.078	6.9%	80.0	6.1%	8.590	3.1%	2.32%	36.0%	41.9%	22.1%	[1-0.54 0]
151	H	(10)	3042.53	2.470	6.9%	2.087	6.9%	79.8	6.2%	8.595	3.1%	2.31%	35.8%	42.2%	22.0%	[1-0.52 0]
152	H	(10)	3062.24	2.525	7.1%	2.148	7.1%	81.5	6.4%	8.610	3.1%	2.31%	35.6%	42.0%	22.4%	[1-0.54 0]
153	H	(10)	3081.95	2.523	7.3%	2.160	7.3%	81.5	6.6%	8.598	3.1%	2.30%	35.7%	41.9%	22.5%	[1-0.54 0]
154	H	(10)	3101.68	2.533	7.3%	2.183	7.3%	81.7	6.6%	8.615	3.1%	2.29%	35.6%	41.9%	22.5%	[1-0.53 0]
155	H	(10)	3122.57	2.507	7.4%	2.175	7.4%	80.8	6.7%	8.617	3.0%	2.28%	35.7%	42.0%	22.3%	[1-0.56 0]
156	H	(10)	3142.27	2.592	7.2%	2.263	7.2%	83.6	6.6%	8.615	3.0%	2.28%	35.7%	41.3%	23.0%	[1-0.57 0]
157	H	(10)	3161.99	2.607	6.8%	2.290	6.8%	84.1	6.1%	8.608	3.0%	2.27%	35.8%	41.2%	23.0%	[1-0.57 0]
158	H	(10)	3181.69	2.597	6.4%	2.296	6.4%	83.8	5.6%	8.610	3.0%	2.26%	35.8%	41.2%	23.0%	[1-0.57 0]
159	H	(10)	3201.72	2.548	6.4%	2.266	6.4%	82.2	5.6%	8.614	3.0%	2.26%	36.0%	41.5%	22.5%	[1-0.59 0]
160	H	(10)	3222.60	2.569	6.2%	2.300	6.2%	82.9	5.5%	8.608	3.0%	2.25%	36.1%	41.3%	22.6%	[1-0.56 0]
161	H	(10)	3242.31	2.543	6.2%	2.290	6.2%	82.0	5.4%	8.611	3.0%	2.25%	36.2%	41.2%	22.6%	[1-0.57 0]
162	H	(10)	3262.01	2.521	6.5%	2.285	6.5%	81.3	5.8%	8.614	3.0%	2.24%	36.2%	41.4%	22.4%	[1-0.56 0]
163	H	(10)	3281.74	2.549	6.8%	2.324	6.8%	82.1	6.1%	8.625	3.0%	2.23%	35.9%	41.4%	22.6%	[1-0.55 0]
164	H	(10)	3302.64	2.582	6.8%	2.369	6.8%	83.4	6.1%	8.600	3.0%	2.23%	35.9%	41.0%	23.0%	[1-0.52 0]
165	H	(10)	3322.33	2.578	6.9%	2.379	6.9%	83.1	6.3%	8.615	3.0%	2.22%	36.0%	41.1%	23.0%	[1-0.54 0]
166	H	(10)	3342.03	2.501	6.9%	2.322	6.9%	81.1	6.2%	8.569	3.0%	2.22%	36.0%	41.7%	22.3%	[1-0.52 0]
167	H	(10)	3362.90	2.509	6.7%	2.344	6.7%	81.6	6.0%	8.540	3.0%	2.21%	35.8%	41.8%	22.4%	[1-0.51 0]
168	H	(10)	3382.60	2.447	6.8%	2.299	6.8%	79.9	6.1%	8.511	3.0%	2.20%	35.8%	42.2%	22.0%	[1-0.52 0]
169	H	(10)	3402.31	2.440	6.8%	2.306	6.8%	79.7	6.1%	8.502	3.0%	2.20%	35.6%	42.4%	22.0%	[1-0.52 0]
170	H	(10)	3422.05	2.448	6.8%	2.327	6.8%	80.0	6.1%	8.501	3.0%	2.19%	35.4%	42.5%	22.0%	[1-0.54 0]
171	H	(10)	3442.94	2.472	6.7%	2.364	6.7%	80.7	6.0%	8.503	3.0%	2.18%	35.4%	42.4%	22.1%	[1-0.52 0]
172	H	(10)	3462.66	2.469	6.8%	2.375	6.8%	80.7	6.1%	8.495	3.0%	2.18%	35.4%	42.4%	22.2%	[1-0.52 0]
173	H	(10)	3482.40	2.480	6.8%	2.399	6.8%	81.1	6.1%	8.497	3.0%	2.17%	35.5%	42.2%	22.3%	[1-0.50 0]
174	H	(10)	3502.12	2.450	6.6%	2.384	6.6%	80.0	5.9%	8.508	3.0%	2.17%	35.3%	42.7%	22.0%	[1-0.50 0]
