[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
54	L	(3)	1380.42	0.004	100.0%	0.002	100.0%	72.6	100.0%	0.017	100.0%	78.31%	25.3%	56.1%	18.6%	[1-0.43 0]
55	L	(3)	1400.10	0.005	100.0%	0.002	100.0%	69.5	100.0%	0.020	100.0%	73.43%	26.7%	55.7%	17.5%	[1-0.43 0]
56	L	(3)	1420.97	0.005	100.0%	0.002	100.0%	67.0	100.0%	0.020	100.0%	73.43%	27.6%	55.5%	16.9%	[1-0.43 0]
57	L	(3)	1440.68	0.005	100.0%	0.002	100.0%	65.1	100.0%	0.020	100.0%	73.43%	28.4%	55.2%	16.4%	[1-0.43 0]
58	L	(3)	1460.39	0.004	100.0%	0.002	100.0%	62.4	100.0%	0.019	100.0%	73.43%	29.4%	55.0%	15.5%	[1-0.43 0]
59	L	(3)	1481.27	0.004	100.0%	0.002	100.0%	60.7	100.0%	0.019	100.0%	73.43%	30.5%	54.6%	15.0%	[1-0.43 0]
60	L	(3)	1500.99	0.004	100.0%	0.002	100.0%	60.3	100.0%	0.019	100.0%	73.43%	30.2%	55.0%	14.8%	[1-0.43 0]
61	L	(3)	1520.72	0.004	100.0%	0.002	100.0%	61.3	100.0%	0.019	100.0%	73.43%	29.8%	55.0%	15.2%	[1-0.43 0]
62	L	(3)	1540.43	0.004	100.0%	0.002	100.0%	61.1	100.0%	0.019	100.0%	73.43%	29.9%	55.0%	15.1%	[1-0.43 0]
63	L	(3)	1561.30	0.003	100.0%	0.001	100.0%	61.1	100.0%	0.014	100.0%	73.43%	29.5%	55.4%	15.1%	[1-0.43 0]
64	L	(3)	1581.01	0.003	100.0%	0.001	100.0%	60.7	100.0%	0.014	100.0%	73.43%	29.3%	55.7%	15.0%	[1-0.43 0]
65	L	(3)	1600.74	0.003	100.0%	0.001	100.0%	61.0	100.0%	0.014	100.0%	73.43%	29.0%	56.0%	15.0%	[1-0.43 0]
66	L	(3)	1620.45	0.003	100.0%	0.001	100.0%	58.8	100.0%	0.014	100.0%	73.43%	29.7%	56.0%	14.3%	[1-0.43 0]
67	L	(3)	1641.32	0.004	79.8%	0.002	79.8%	58.8	19.9%	0.017	77.2%	68.55%	29.3%	56.4%	14.3%	[1-0.43 0]
68	L	(3)	1661.02	0.003	79.9%	0.002	79.9%	58.5	19.2%	0.016	77.5%	68.55%	29.6%	56.3%	14.2%	[1-0.43 0]
69	L	(3)	1680.74	0.003	80.1%	0.002	80.1%	59.5	18.6%	0.016	77.9%	68.55%	29.5%	56.0%	14.5%	[1-0.43 0]
70	L	(3)	1700.45	0.003	80.2%	0.002	80.2%	58.8	18.0%	0.016	78.2%	68.55%	29.8%	55.9%	14.3%	[1-0.43 0]
71	L	(3)	1721.31	0.003	80.7%	0.002	80.7%	60.6	17.4%	0.016	78.8%	68.55%	29.2%	55.9%	14.8%	[1-0.43 0]
72	L	(3)	1741.02	0.004	76.9%	0.002	76.9%	61.3	17.3%	0.017	74.9%	66.39%	29.3%	55.7%	15.1%	[1-0.43 0]
73	L	(3)	1760.72	0.004	76.3%	0.002	76.3%	60.1	17.1%	0.017	74.4%	65.10%	30.1%	55.1%	14.7%	[1-0.43 0]
74	L	(3)	1781.57	0.004	77.3%	0.002	77.3%	58.5	17.1%	0.017	75.4%	65.10%	31.2%	54.5%	14.4%	[1-0.43 0]
75	L	(3)	1801.28	0.003	78.3%	0.002	78.3%	57.6	16.9%	0.017	76.5%	65.10%	31.6%	54.2%	14.2%	[1-0.43 0]
76	L	(3)	1820.99	0.003	79.4%	0.002	79.4%	56.2	16.8%	0.016	77.6%	65.10%	32.0%	54.2%	13.8%	[1-0.43 0]
77	L	(3)	1840.71	0.003	79.9%	0.002	79.9%	54.6	16.7%	0.016	78.2%	65.10%	32.6%	54.1%	13.3%	[1-0.43 0]
78	L	(3)	1861.59	0.004	77.3%	0.002	77.3%	61.1	17.1%	0.017	75.3%	62.93%	33.1%	51.9%	15.0%	[1-0.43 0]
79	L	(3)	1881.30	0.004	77.2%	0.002	77.2%	69.0	17.3%	0.017	75.3%	62.93%	33.3%	49.7%	17.0%	[1-0.43 0]
80	L	(3)	1901.01	0.005	77.1%	0.002	77.1%	75.2	17.5%	0.017	75.1%	62.93%	34.4%	46.9%	18.8%	[1-0.43 0]
81	L	(3)	1920.73	0.005	77.1%	0.003	77.1%	82.5	17.8%	0.017	75.0%	62.93%	35.0%	44.4%	20.6%	[1-0.43 0]
82	L	(3)	1941.59	0.006	76.9%	0.003	76.9%	89.2	18.1%	0.017	74.7%	62.93%	36.2%	41.7%	22.2%	[1-0.43 0]
83	L	(3)	1961.28	0.006	76.4%	0.003	76.4%	92.9	18.7%	0.017	74.1%	62.93%	37.3%	39.7%	22.9%	[1-0.43 0]
84	L	(3)	1980.98	0.006	76.4%	0.003	76.4%	92.0	18.9%	0.017	74.0%	62.93%	37.7%	39.6%	22.7%	[1-0.43 0]
85	L	(3)	2001.83	0.006	76.1%	0.003	76.1%	95.8	19.5%	0.017	73.6%	62.93%	38.2%	38.2%	23.6%	[1-0.43 0]
86	L	(3)	2021.52	0.006	75.8%	0.003	75.8%	95.4	19.5%	0.017	73.3%	62.93%	39.1%	37.5%	23.5%	[1-0.43 0]
87	L	(3)	2041.23	0.006	75.7%	0.003	75.7%	97.0	19.5%	0.017	73.2%	62.93%	38.9%	37.1%	23.9%	[1-0.43 0]
88	L	(3)	2060.94	0.006	76.1%	0.003	76.1%	94.6	19.0%	0.017	73.7%	62.93%	37.8%	38.8%	23.5%	[1-0.43 0]
89	L	(3)	2081.79	0.006	75.8%	0.003	75.8%	100.1	19.3%	0.016	73.3%	62.93%	38.0%	37.1%	24.9%	[1-0.43 0]
90	L	(3)	2101.52	0.006	76.0%	0.003	76.0%	96.8	18.8%	0.016	73.6%	62.93%	37.7%	38.3%	24.0%	[1-0.43 0]
91	L	(3)	2121.22	0.006	76.2%	0.003	76.2%	96.6	18.7%	0.016	73.8%	62.93%	37.0%	39.0%	24.0%	[1-0.43 0]
92	L	(3)	2140.96	0.005	76.1%	0.003	76.1%	94.9	18.6%	0.016	73.8%	62.93%	37.3%	39.2%	23.5%	[1-0.43 0]
93	L	(3)	2161.81	0.006	75.9%	0.003	75.9%	97.0	18.6%	0.016	73.5%	62.93%	37.8%	38.2%	23.9%	[1-0.43 0]
94	L	(3)	2181.53	0.005	76.1%	0.003	76.1%	92.2	18.1%	0.016	73.9%	62.93%	37.6%	39.8%	22.6%	[1-0.43 0]
95	L	(3)	2201.23	0.005	76.3%	0.003	76.3%	95.5	18.5%	0.015	74.0%	62.93%	36.5%	39.9%	23.6%	[1-0.43 0]
96	L	(3)	2222.10	0.005	76.3%	0.003	76.3%	96.0	18.5%	0.015	74.0%	62.93%	36.5%	39.8%	23.7%	[1-0.43 0]
97	L	(3)	2241.79	0.006	75.9%	0.003	75.9%	100.2	19.0%	0.015	73.5%	62.93%	37.2%	38.0%	24.8%	[1-0.43 0]
98	L	(3)	2261.50	0.005	76.3%	0.003	76.3%	98.2	18.9%	0.015	73.9%	62.93%	36.4%	39.2%	24.4%	[1-0.43 0]
99	L	(3)	2281.21	0.005	76.3%	0.003	76.3%	97.6	19.0%	0.015	73.9%	62.93%	36.5%	39.2%	24.3%	[1-0.43 0]
100	L	(3)	2302.07	0.005	76.2%	0.003	76.2%	96.2	18.7%	0.015	73.9%	62.93%	36.8%	39.4%	23.8%	[1-0.43 0]
101	L	(3)	2321.77	0.005	76.2%	0.003	76.2%	95.1	18.7%	0.015	73.9%	62.93%	36.8%	39.6%	23.5%	[1-0.43 0]
102	L	(3)	2341.48	0.006	73.7%	0.004	73.7%	103.5	18.2%	0.015	71.4%	61.64%	36.7%	37.7%	25.6%	[1-0.43 0]
103	L	(3)	2361.19	0.006	73.2%	0.004	73.2%	114.6	18.4%	0.015	70.8%	61.64%	37.9%	33.7%	28.3%	[1-0.43 0]
104	L	(3)	2382.13	0.007	72.7%	0.005	72.7%	128.9	18.5%	0.016	70.3%	61.64%	38.7%	29.4%	31.9%	[1-0.43 0]
105	L	(3)	2401.83	0.008	71.9%	0.005	71.9%	135.8	18.5%	0.016	69.4%	61.64%	41.2%	25.2%	33.6%	[1-0.43 0]
106	L	(3)	2421.52	0.009	71.1%	0.006	71.1%	145.3	18.5%	0.016	68.7%	61.64%	43.0%	21.0%	35.9%	[1-0.43 0]
107	L	(3)	2442.39	0.008	71.0%	0.006	71.0%	140.5	18.5%	0.016	68.6%	61.64%	43.9%	21.3%	34.8%	[1-0.43 0]
108	L	(3)	2462.10	0.008	70.8%	0.005	70.8%	137.5	18.1%	0.016	68.4%	61.64%	44.6%	21.5%	33.9%	[1-0.43 0]
109	L	(3)	2481.81	0.008	70.8%	0.005	70.8%	133.4	18.3%	0.016	68.4%	61.64%	44.9%	22.1%	33.0%	[1-0.43 0]
110	L	(3)	2501.50	0.008	70.8%	0.005	70.8%	132.6	18.2%	0.016	68.4%	61.64%	45.1%	22.2%	32.7%	[1-0.43 0]
111	L	(3)	2522.38	0.008	71.0%	0.005	71.0%	134.7	18.5%	0.016	68.5%	61.64%	44.5%	22.1%	33.3%	[1-0.43 0]
112	L	(3)	2542.09	0.007	70.9%	0.005	70.9%	131.6	18.8%	0.016	68.4%	61.64%	45.6%	21.8%	32.6%	[1-0.43 0]
113	L	(3)	2561.79	0.007	71.0%	0.005	71.0%	129.9	18.8%	0.015	68.4%	61.64%	45.8%	21.9%	32.3%	[1-0.43 0]
114	L	(3)	2581.49	0.007	70.7%	0.005	70.7%	127.6	18.3%	0.015	68.3%	61.64%	46.4%	22.0%	31.6%	[1-0.43 0]
115	L	(3)	2602.36	0.007	71.0%	0.005	71.0%	129.5	18.3%	0.015	68.5%	61.64%	45.3%	22.6%	32.1%	[1-0.43 0]
116	L	(3)	2622.07	0.007	71.0%	0.005	71.0%	131.3	18.3%	0.015	68.6%	61.64%	44.9%	22.6%	32.5%	[1-0.43 0]
117	L	(3)	2641.76	0.007	71.0%	0.005	71.0%	135.6	18.1%	0.015	68.7%	61.64%	43.6%	22.9%	33.5%	[1-0.43 0]
118	L	(3)	2662.63	0.007	71.2%	0.006	71.2%	139.4	18.5%	0.015	68.7%	61.64%	43.0%	22.7%	34.4%	[1-0.43 0]
119	L	(3)	2682.33	0.008	71.3%	0.006	71.3%	144.6	18.6%	0.015	68.8%	61.64%	42.0%	22.3%	35.7%	[1-0.43 0]
120	L	(3)	2702.01	0.008	71.2%	0.006	71.2%	144.8	18.6%	0.015	68.7%	61.64%	42.2%	22.0%	35.8%	[1-0.43 0]
121	L	(3)	2721.71	0.007	71.0%	0.006	71.0%	139.3	18.3%	0.015	68.6%	61.64%	43.1%	22.5%	34.4%	[1-0.43 0]
122	L	(3)	2742.57	0.007	71.2%	0.006	71.2%	139.2	18.3%	0.014	68.8%	61.64%	42.8%	22.6%	34.6%	[1-0.43 0]
123	L	(3)	2762.25	0.007	71.1%	0.006	71.1%	140.6	17.8%	0.014	68.9%	61.64%	42.4%	22.6%	35.0%	[1-0.43 0]
124	L	(3)	2781.95	0.007	71.0%	0.005	71.0%	134.8	17.8%	0.014	68.7%	61.64%	43.5%	22.9%	33.5%	[1-0.43 0]
125	L	(3)	2802.81	0.007	71.1%	0.005	71.1%	135.0	17.8%	0.014	68.8%	61.64%	43.2%	23.1%	33.6%	[1-0.43 0]
126	L	(3)	2822.52	0.007	70.9%	0.005	70.9%	132.1	17.9%	0.014	68.6%	61.64%	44.4%	22.8%	32.8%	[1-0.43 0]
127	L	(3)	2842.22	0.007	70.8%	0.005	70.8%	131.0	18.0%	0.014	68.5%	61.64%	45.0%	22.6%	32.4%	[1-0.43 0]
128	L	(3)	2861.93	0.007	70.9%	0.005	70.9%	130.9	18.9%	0.014	68.3%	61.64%	45.5%	22.1%	32.4%	[1-0.43 0]
129	L	(3)	2882.83	0.006	67.8%	0.005	67.8%	124.1	18.7%	0.014	65.1%	59.48%	44.3%	25.0%	30.7%	[1-0.43 0]
130	L	(3)	2902.52	0.006	69.0%	0.005	69.0%	116.8	18.6%	0.014	66.5%	59.48%	42.3%	28.8%	28.9%	[1-0.43 0]
131	L	(3)	2922.22	0.005	70.2%	0.004	70.2%	113.4	18.5%	0.013	67.7%	59.48%	39.7%	32.3%	28.1%	[1-0.43 0]
132	L	(3)	2941.92	0.005	71.5%	0.004	71.5%	108.5	18.4%	0.013	69.1%	59.48%	37.1%	36.0%	26.9%	[1-0.43 0]
133	L	(3)	2962.80	0.004	72.6%	0.004	72.6%	96.1	17.2%	0.013	70.6%	59.48%	35.4%	40.7%	23.9%	[1-0.43 0]
134	L	(3)	2982.50	0.004	72.7%	0.004	72.7%	94.7	17.2%	0.012	70.6%	59.48%	35.5%	40.9%	23.6%	[1-0.43 0]
135	L	(3)	3002.19	0.004	72.4%	0.004	72.4%	93.6	17.2%	0.012	70.3%	59.48%	36.4%	40.4%	23.2%	[1-0.43 0]
136	L	(3)	3023.04	0.004	72.3%	0.003	72.3%	93.4	17.3%	0.012	70.2%	59.48%	36.7%	40.1%	23.2%	[1-0.43 0]
137	L	(3)	3042.73	0.004	72.0%	0.003	72.0%	89.6	17.1%	0.012	70.0%	59.48%	38.0%	39.8%	22.3%	[1-0.43 0]
138	L	(3)	3062.43	0.004	71.8%	0.003	71.8%	89.7	17.2%	0.012	69.8%	59.48%	38.5%	39.2%	22.3%	[1-0.43 0]
139	L	(3)	3082.15	0.004	71.6%	0.003	71.6%	90.4	17.2%	0.012	69.5%	59.48%	39.1%	38.5%	22.3%	[1-0.43 0]
140	L	(3)	3103.02	0.004	71.7%	0.003	71.7%	90.3	17.3%	0.012	69.6%	59.48%	39.0%	38.6%	22.4%	[1-0.43 0]
141	L	(3)	3122.75	0.004	71.9%	0.003	71.9%	88.5	17.2%	0.012	69.8%	59.48%	38.9%	39.2%	22.0%	[1-0.43 0]
142	L	(3)	3142.45	0.004	72.2%	0.003	72.2%	91.1	17.3%	0.012	70.0%	59.48%	37.7%	39.7%	22.6%	[1-0.43 0]
143	L	(3)	3162.16	0.004	66.7%	0.004	66.7%	86.2	17.0%	0.013	64.5%	57.32%	35.5%	43.0%	21.4%	[1-0.43 0]
144	L	(3)	3183.04	0.004	67.7%	0.003	67.7%	82.2	16.8%	0.012	65.6%	57.32%	32.7%	46.7%	20.6%	[1-0.43 0]
145	L	(3)	3202.75	0.003	68.3%	0.003	68.3%	75.8	16.4%	0.012	66.3%	57.32%	31.7%	49.3%	18.9%	[1-0.43 0]
146	L	(3)	3222.46	0.003	69.1%	0.003	69.1%	72.5	16.1%	0.012	67.2%	57.32%	29.7%	52.2%	18.1%	[1-0.43 0]
147	L	(3)	3243.30	0.003	69.7%	0.003	69.7%	66.0	15.5%	0.012	67.9%	57.32%	28.8%	54.7%	16.6%	[1-0.43 0]
148	L	(3)	3263.01	0.003	69.6%	0.003	69.6%	67.0	15.6%	0.012	67.9%	57.32%	28.7%	54.4%	16.9%	[1-0.43 0]
149	L	(3)	3282.71	0.003	69.7%	0.003	69.7%	67.3	15.5%	0.012	67.9%	57.32%	28.4%	54.6%	17.0%	[1-0.43 0]
150	L	(3)	3302.40	0.003	69.8%	0.003	69.8%	67.8	15.4%	0.011	68.1%	57.32%	27.8%	55.0%	17.2%	[1-0.43 0]
151	L	(3)	3323.26	0.003	62.8%	0.003	62.8%	67.4	15.2%	0.013	61.0%	55.16%	28.7%	54.3%	17.0%	[1-0.43 0]
152	L	(3)	3342.98	0.003	63.0%	0.003	63.0%	68.0	14.9%	0.013	61.2%	55.16%	28.5%	54.3%	17.2%	[1-0.43 0]
153	L	(3)	3362.67	0.003	63.1%	0.003	63.1%	67.3	14.5%	0.013	61.4%	55.16%	28.6%	54.4%	17.0%	[1-0.43 0]
154	L	(3)	3382.37	0.003	63.2%	0.003	63.2%	67.4	14.3%	0.013	61.6%	55.16%	28.6%	54.4%	17.0%	[1-0.43 0]
155	L	(3)	3403.30	0.003	63.3%	0.003	63.3%	67.6	14.1%	0.012	61.8%	55.16%	28.8%	54.2%	17.0%	[1-0.43 0]
156	L	(3)	3423.01	0.003	63.5%	0.003	63.5%	67.7	14.1%	0.012	61.9%	55.16%	27.9%	54.9%	17.2%	[1-0.43 0]
157	L	(3)	3442.72	0.003	63.4%	0.003	63.4%	67.2	14.1%	0.012	61.8%	55.16%	28.4%	54.6%	17.0%	[1-0.43 0]
158	L	(3)	3462.43	0.003	63.3%	0.003	63.3%	66.5	14.2%	0.012	61.7%	55.16%	29.1%	54.2%	16.7%	[1-0.43 0]
159	L	(3)	3483.31	0.003	63.3%	0.003	63.3%	66.5	14.1%	0.012	61.7%	55.16%	29.0%	54.2%	16.8%	[1-0.43 0]
160	L	(3)	3503.03	0.003	63.3%	0.003	63.3%	66.9	14.0%	0.012	61.7%	55.16%	28.8%	54.2%	17.0%	[1-0.43 0]
161	L	(3)	3522.73	0.003	63.3%	0.003	63.3%	67.0	14.0%	0.012	61.7%	55.16%	29.0%	54.1%	17.0%	[1-0.43 0]
162	L	(3)	3543.58	0.003	60.6%	0.003	60.6%	66.4	13.9%	0.013	59.0%	53.87%	29.2%	54.0%	16.7%	[1-0.43 0]
163	L	(3)	3563.30	0.003	60.9%	0.003	60.9%	66.3	13.9%	0.012	59.3%	53.87%	29.1%	54.3%	16.6%	[1-0.43 0]
164	L	(3)	3583.02	0.003	61.1%	0.003	61.1%	66.1	13.9%	0.012	59.5%	53.87%	29.3%	54.2%	16.5%	[1-0.43 0]
165	L	(3)	3602.71	0.003	61.2%	0.003	61.2%	65.8	13.9%	0.012	59.6%	53.87%	29.5%	54.2%	16.3%	[1-0.43 0]
166	L	(3)	3623.61	0.003	61.4%	0.003	61.4%	64.9	13.8%	0.012	59.8%	53.87%	29.9%	54.1%	16.1%	[1-0.43 0]
167	L	(3)	3643.33	0.003	61.5%	0.003	61.5%	64.9	13.8%	0.012	59.9%	53.87%	29.6%	54.4%	16.0%	[1-0.43 0]
168	L	(3)	3663.02	0.003	61.6%	0.003	61.6%	66.1	13.7%	0.012	60.1%	53.87%	28.8%	54.7%	16.5%	[1-0.43 0]
169	L	(3)	3683.88	0.003	61.6%	0.003	61.6%	66.0	13.8%	0.012	60.1%	53.87%	28.9%	54.7%	16.4%	[1-0.43 0]
170	L	(3)	3703.59	0.003	61.7%	0.003	61.7%	65.8	13.7%	0.012	60.1%	53.87%	28.6%	55.0%	16.4%	[1-0.43 0]
171	L	(3)	3723.32	0.003	61.8%	0.003	61.8%	66.9	13.7%	0.012	60.3%	53.87%	28.0%	55.2%	16.8%	[1-0.43 0]
172	L	(3)	3742.99	0.003	61.8%	0.003	61.8%	67.4	13.6%	0.012	60.3%	53.87%	27.8%	55.1%	17.1%	[1-0.43 0]
173	L	(3)	3763.87	0.003	60.2%	0.003	60.2%	66.5	13.6%	0.012	58.6%	52.99%	28.5%	54.8%	16.8%	[1-0.43 0]
174	L	(3)	3783.59	0.003	60.3%	0.003	60.3%	65.1	13.6%	0.012	58.7%	52.99%	28.9%	54.8%	16.3%	[1-0.43 0]
