[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	140.05	0.036	100.0%	0.001	100.0%	116.7	100.0%	0.085	100.0%	100.00%	36.1%	34.3%	29.6%	[1-0.43 0]
1	L	(3)	159.75	0.031	100.0%	0.001	100.0%	116.8	100.0%	0.074	100.0%	100.00%	36.1%	34.3%	29.6%	[1-0.43 0]
2	L	(3)	179.46	0.057	100.0%	0.003	100.0%	119.2	100.0%	0.132	100.0%	95.12%	35.9%	33.8%	30.3%	[1-0.43 0]
3	L	(3)	199.17	0.051	100.0%	0.003	100.0%	119.5	100.0%	0.119	100.0%	95.12%	35.7%	33.8%	30.4%	[1-0.43 0]
4	L	(3)	220.05	0.046	100.0%	0.003	100.0%	119.2	100.0%	0.107	100.0%	95.12%	35.9%	33.7%	30.4%	[1-0.43 0]
5	L	(3)	239.75	0.043	100.0%	0.003	100.0%	119.7	100.0%	0.099	100.0%	95.12%	36.0%	33.4%	30.6%	[1-0.43 0]
6	L	(3)	259.45	0.031	100.0%	0.002	100.0%	121.4	100.0%	0.071	100.0%	95.12%	35.7%	33.1%	31.2%	[1-0.43 0]
7	L	(3)	279.15	0.028	100.0%	0.002	100.0%	120.7	100.0%	0.066	100.0%	95.12%	35.5%	33.4%	31.2%	[1-0.43 0]
8	L	(3)	300.02	0.027	100.0%	0.002	100.0%	121.4	100.0%	0.061	100.0%	95.12%	35.3%	33.2%	31.5%	[1-0.43 0]
9	L	(3)	319.71	0.026	100.0%	0.002	100.0%	123.0	100.0%	0.058	100.0%	95.12%	35.1%	32.9%	32.0%	[1-0.43 0]
10	L	(3)	339.41	0.024	100.0%	0.002	100.0%	124.2	100.0%	0.054	100.0%	95.12%	34.8%	32.9%	32.3%	[1-0.43 0]
11	L	(3)	360.26	0.019	100.0%	0.002	100.0%	122.5	100.0%	0.044	100.0%	95.12%	35.0%	33.2%	31.8%	[1-0.43 0]
12	L	(3)	379.96	0.018	100.0%	0.002	100.0%	122.3	100.0%	0.041	100.0%	95.12%	35.3%	33.0%	31.6%	[1-0.43 0]
13	L	(3)	399.67	0.017	100.0%	0.002	100.0%	121.1	100.0%	0.039	100.0%	95.12%	35.8%	33.1%	31.2%	[1-0.43 0]
14	L	(3)	419.37	0.016	100.0%	0.002	100.0%	119.8	100.0%	0.038	100.0%	95.12%	35.9%	33.3%	30.8%	[1-0.43 0]
15	L	(3)	440.22	0.015	100.0%	0.002	100.0%	117.9	100.0%	0.036	100.0%	95.12%	36.1%	33.7%	30.2%	[1-0.43 0]
16	L	(3)	459.93	0.015	100.0%	0.002	100.0%	118.1	100.0%	0.034	100.0%	95.12%	36.1%	33.6%	30.3%	[1-0.43 0]
17	L	(3)	479.63	0.014	100.0%	0.002	100.0%	117.2	100.0%	0.033	100.0%	95.12%	36.1%	33.9%	30.0%	[1-0.43 0]
18	L	(3)	499.35	0.013	100.0%	0.002	100.0%	117.6	100.0%	0.031	100.0%	95.12%	35.8%	34.0%	30.2%	[1-0.43 0]
19	L	(3)	520.21	0.013	100.0%	0.002	100.0%	117.1	100.0%	0.030	100.0%	95.12%	35.3%	34.8%	29.9%	[1-0.43 0]
20	L	(3)	539.92	0.012	100.0%	0.002	100.0%	115.6	100.0%	0.029	100.0%	95.12%	34.6%	35.7%	29.6%	[1-0.43 0]
21	L	(3)	559.61	0.012	100.0%	0.002	100.0%	116.9	100.0%	0.028	100.0%	95.12%	34.6%	35.4%	30.1%	[1-0.43 0]
22	L	(3)	580.46	0.011	100.0%	0.002	100.0%	117.1	100.0%	0.027	100.0%	95.12%	34.5%	35.3%	30.2%	[1-0.43 0]
23	L	(3)	600.17	0.011	100.0%	0.002	100.0%	117.1	100.0%	0.026	100.0%	95.12%	34.7%	35.2%	30.2%	[1-0.43 0]
24	L	(3)	619.86	0.011	100.0%	0.002	100.0%	117.6	100.0%	0.025	100.0%	95.12%	35.0%	34.6%	30.4%	[1-0.43 0]
25	L	(3)	639.57	0.011	100.0%	0.002	100.0%	119.3	100.0%	0.025	100.0%	95.12%	35.3%	33.9%	30.7%	[1-0.43 0]
26	L	(3)	660.42	0.010	100.0%	0.002	100.0%	118.4	100.0%	0.024	100.0%	95.12%	35.2%	34.4%	30.4%	[1-0.43 0]
27	L	(3)	680.13	0.008	100.0%	0.002	100.0%	105.4	100.0%	0.022	100.0%	95.12%	34.6%	38.5%	27.0%	[1-0.43 0]
28	L	(3)	699.82	0.007	100.0%	0.001	100.0%	90.9	100.0%	0.022	100.0%	95.12%	33.6%	43.2%	23.1%	[1-0.43 0]
29	L	(3)	720.64	0.006	100.0%	0.001	100.0%	76.6	100.0%	0.021	100.0%	95.12%	32.9%	47.8%	19.3%	[1-0.43 0]
30	L	(3)	740.33	0.005	100.0%	0.001	100.0%	62.6	100.0%	0.021	100.0%	95.12%	32.1%	52.3%	15.6%	[1-0.43 0]
31	L	(3)	760.04	0.003	100.0%	0.001	100.0%	47.6	100.0%	0.020	100.0%	95.12%	31.1%	57.3%	11.6%	[1-0.43 0]
32	L	(3)	779.75	0.003	100.0%	0.001	100.0%	47.2	100.0%	0.019	100.0%	95.12%	30.8%	57.7%	11.5%	[1-0.43 0]
33	L	(3)	800.63	0.003	100.0%	0.001	100.0%	47.1	100.0%	0.019	100.0%	95.12%	31.0%	57.6%	11.4%	[1-0.43 0]
34	L	(3)	820.33	0.003	100.0%	0.001	100.0%	46.2	100.0%	0.018	100.0%	95.12%	30.4%	58.5%	11.1%	[1-0.43 0]
35	L	(3)	840.04	0.003	100.0%	0.001	100.0%	46.9	100.0%	0.018	100.0%	95.12%	30.8%	57.8%	11.4%	[1-0.43 0]
36	L	(3)	859.72	0.003	100.0%	0.001	100.0%	47.4	100.0%	0.018	100.0%	95.12%	31.2%	57.3%	11.6%	[1-0.43 0]
37	L	(3)	880.61	0.003	100.0%	0.001	100.0%	47.9	100.0%	0.017	100.0%	95.12%	31.3%	57.0%	11.7%	[1-0.43 0]
38	L	(3)	900.32	0.003	100.0%	0.001	100.0%	48.4	100.0%	0.017	100.0%	95.12%	31.2%	56.9%	11.9%	[1-0.43 0]
39	L	(3)	920.00	0.003	100.0%	0.001	100.0%	49.2	100.0%	0.016	100.0%	95.12%	31.7%	56.1%	12.2%	[1-0.43 0]
40	L	(3)	940.86	0.003	100.0%	0.001	100.0%	49.2	100.0%	0.016	100.0%	95.12%	31.7%	56.1%	12.2%	[1-0.43 0]
41	L	(3)	960.56	0.003	100.0%	0.001	100.0%	49.2	100.0%	0.016	100.0%	95.12%	31.5%	56.3%	12.2%	[1-0.43 0]
42	L	(3)	980.25	0.003	100.0%	0.001	100.0%	52.2	100.0%	0.017	100.0%	90.24%	31.0%	56.0%	13.0%	[1-0.43 0]
43	L	(3)	999.96	0.003	100.0%	0.001	100.0%	54.6	100.0%	0.017	100.0%	90.24%	30.4%	56.0%	13.6%	[1-0.43 0]
44	L	(3)	1020.82	0.003	100.0%	0.001	100.0%	57.2	100.0%	0.016	100.0%	90.24%	29.7%	55.9%	14.4%	[1-0.43 0]
45	L	(3)	1040.53	0.003	100.0%	0.001	100.0%	59.8	100.0%	0.016	100.0%	90.24%	29.2%	55.8%	15.1%	[1-0.43 0]
46	L	(3)	1060.23	0.003	100.0%	0.001	100.0%	62.1	100.0%	0.015	100.0%	90.24%	28.4%	55.8%	15.7%	[1-0.43 0]
47	L	(3)	1079.94	0.003	100.0%	0.001	100.0%	61.3	100.0%	0.015	100.0%	90.24%	28.3%	56.2%	15.6%	[1-0.43 0]
48	L	(3)	1100.85	0.003	100.0%	0.001	100.0%	61.6	100.0%	0.015	100.0%	90.24%	28.2%	56.2%	15.6%	[1-0.43 0]
49	L	(3)	1120.57	0.003	100.0%	0.001	100.0%	61.0	100.0%	0.015	100.0%	90.24%	28.1%	56.4%	15.5%	[1-0.43 0]
50	L	(3)	1140.29	0.003	100.0%	0.001	100.0%	60.6	100.0%	0.014	100.0%	90.24%	27.8%	56.9%	15.4%	[1-0.43 0]
51	L	(3)	1159.99	0.003	100.0%	0.001	100.0%	60.8	100.0%	0.014	100.0%	90.24%	27.9%	56.7%	15.4%	[1-0.43 0]
52	L	(3)	1180.87	0.003	100.0%	0.001	100.0%	60.9	100.0%	0.014	100.0%	90.24%	27.8%	56.8%	15.4%	[1-0.43 0]
53	L	(3)	1200.58	0.003	100.0%	0.001	100.0%	59.7	100.0%	0.014	100.0%	90.24%	27.7%	57.3%	15.0%	[1-0.43 0]
54	L	(3)	1220.28	0.003	100.0%	0.001	100.0%	60.7	100.0%	0.013	100.0%	90.24%	28.0%	56.7%	15.3%	[1-0.43 0]
55	L	(3)	1241.14	0.003	100.0%	0.001	100.0%	60.9	100.0%	0.013	100.0%	90.24%	28.2%	56.3%	15.4%	[1-0.43 0]
