"Time","t2shut::e6:status"
"12/09/2022, 02:04:50 PM",2
"12/09/2022, 02:06:05 PM",3
"12/09/2022, 02:06:34 PM",1
"12/09/2022, 03:59:33 PM",3
"12/09/2022, 04:00:19 PM",2
"12/09/2022, 04:27:58 PM",3
"12/09/2022, 04:28:29 PM",1
"12/09/2022, 05:39:30 PM",3
"12/09/2022, 05:40:09 PM",2
"12/09/2022, 05:44:23 PM",3
"12/09/2022, 05:44:52 PM",1
"12/09/2022, 08:59:56 PM",4
"12/09/2022, 08:59:58 PM",3
"12/09/2022, 09:00:35 PM",2
"12/09/2022, 09:07:05 PM",3
"12/09/2022, 09:07:33 PM",1
"12/09/2022, 11:22:17 PM",3
"12/09/2022, 11:22:49 PM",2
"12/09/2022, 11:25:02 PM",3
"12/09/2022, 11:25:32 PM",1
"12/10/2022, 12:03:34 AM",4
"12/10/2022, 12:03:36 AM",3
"12/10/2022, 12:04:05 AM",2
"12/10/2022, 12:05:07 AM",3
"12/10/2022, 12:05:36 AM",1
"12/10/2022, 12:52:03 AM",3
"12/10/2022, 12:52:40 AM",2
"12/10/2022, 01:01:13 AM",3
"12/10/2022, 01:01:41 AM",1
"12/10/2022, 08:05:10 AM",3
"12/10/2022, 08:05:47 AM",2
"12/10/2022, 09:09:26 AM",3
"12/10/2022, 09:09:54 AM",1
"12/10/2022, 12:51:36 PM",3
"12/10/2022, 12:52:12 PM",2
"12/10/2022, 01:03:37 PM",3
"12/10/2022, 01:04:28 PM",2
"12/10/2022, 01:05:08 PM",3
"12/10/2022, 01:05:38 PM",1
"12/10/2022, 02:19:11 PM",4
"12/10/2022, 02:19:14 PM",3
"12/10/2022, 02:19:50 PM",2
"12/10/2022, 02:22:04 PM",3
"12/10/2022, 02:22:37 PM",1
"12/10/2022, 02:54:52 PM",3
"12/10/2022, 02:55:28 PM",2
"12/10/2022, 03:21:54 PM",3
"12/10/2022, 03:22:23 PM",1
"12/10/2022, 04:04:22 PM",3
"12/10/2022, 04:04:53 PM",2
"12/10/2022, 04:10:17 PM",3
"12/10/2022, 04:10:47 PM",1
"12/10/2022, 04:59:06 PM",3
"12/10/2022, 04:59:43 PM",2
"12/10/2022, 05:01:31 PM",3
"12/10/2022, 05:02:00 PM",1
"12/12/2022, 10:18:06 AM",3
"12/12/2022, 10:18:46 AM",2
"12/12/2022, 02:04:15 PM",3
"12/12/2022, 02:04:46 PM",1
"12/13/2022, 09:46:38 AM",3
"12/13/2022, 09:47:16 AM",2
"12/13/2022, 10:03:21 AM",3
"12/13/2022, 10:03:49 AM",1
"12/13/2022, 10:10:55 AM",3
"12/13/2022, 10:11:31 AM",2
"12/13/2022, 10:41:40 AM",3
"12/13/2022, 10:42:13 AM",1
"12/13/2022, 10:56:57 AM",3
"12/13/2022, 10:57:34 AM",2
"12/13/2022, 11:13:11 AM",3
"12/13/2022, 11:13:41 AM",1
"12/15/2022, 08:21:49 AM",1
"12/16/2022, 09:22:15 AM",3
"12/16/2022, 09:22:53 AM",2

