"Time","t2shut::e1:status"
"12/10/2022, 12:45:22 PM",3
"12/10/2022, 12:45:34 PM",2
"12/10/2022, 02:37:34 PM",3
"12/10/2022, 02:38:09 PM",1
"12/10/2022, 03:46:48 PM",3
"12/10/2022, 03:47:03 PM",2
"12/10/2022, 03:54:06 PM",3
"12/10/2022, 03:54:41 PM",1
"12/10/2022, 04:49:47 PM",3
"12/10/2022, 04:50:00 PM",2
"12/10/2022, 06:46:09 PM",3
"12/10/2022, 06:46:44 PM",1
"12/10/2022, 08:17:48 PM",3
"12/10/2022, 08:18:03 PM",2
"12/10/2022, 08:36:36 PM",3
"12/10/2022, 08:37:14 PM",1
"12/11/2022, 08:41:37 AM",3
"12/11/2022, 08:41:52 AM",2
"12/11/2022, 10:37:47 AM",3
"12/11/2022, 10:38:31 AM",1
"12/12/2022, 02:48:27 PM",3
"12/12/2022, 02:48:42 PM",2
"12/12/2022, 02:58:30 PM",3
"12/12/2022, 02:59:07 PM",1
"12/13/2022, 07:52:31 AM",3
"12/13/2022, 07:52:47 AM",2
"12/13/2022, 08:10:41 AM",3
"12/13/2022, 08:11:18 AM",1
"12/13/2022, 09:05:27 AM",3
"12/13/2022, 09:05:42 AM",2
"12/13/2022, 09:09:12 AM",3
"12/13/2022, 09:09:48 AM",1
"12/13/2022, 09:40:49 AM",3
"12/13/2022, 09:41:04 AM",2
"12/13/2022, 09:56:26 AM",3
"12/13/2022, 09:57:06 AM",1
"12/13/2022, 10:04:02 AM",4
"12/13/2022, 10:04:04 AM",1
"12/13/2022, 11:04:17 AM",3
"12/13/2022, 11:04:33 AM",2
"12/13/2022, 11:07:58 AM",3
"12/13/2022, 11:08:33 AM",1
"12/13/2022, 02:34:25 PM",3
"12/13/2022, 02:34:39 PM",2
"12/13/2022, 02:36:17 PM",3
"12/13/2022, 02:36:55 PM",1
"12/13/2022, 03:44:27 PM",3
"12/13/2022, 03:44:40 PM",2
"12/13/2022, 03:47:12 PM",3
"12/13/2022, 03:47:51 PM",1
"12/13/2022, 07:45:15 PM",3
"12/13/2022, 07:45:30 PM",2
"12/13/2022, 07:57:48 PM",3
"12/13/2022, 07:58:25 PM",1
"12/14/2022, 08:43:46 AM",3
"12/14/2022, 08:44:01 AM",2
"12/14/2022, 09:06:42 AM",3
"12/14/2022, 09:07:19 AM",1
"12/14/2022, 09:31:17 AM",3
"12/14/2022, 09:31:32 AM",2
"12/14/2022, 09:43:24 AM",3
"12/14/2022, 09:44:01 AM",1
"12/14/2022, 11:35:22 AM",3
"12/14/2022, 11:35:37 AM",2
"12/14/2022, 11:37:18 AM",3
"12/14/2022, 11:37:55 AM",1
"12/14/2022, 01:24:27 PM",3
"12/14/2022, 01:24:40 PM",2
"12/14/2022, 01:28:52 PM",3
"12/14/2022, 01:29:27 PM",1
"12/14/2022, 01:35:45 PM",3
"12/14/2022, 01:35:58 PM",2
"12/14/2022, 01:40:18 PM",3
"12/14/2022, 01:40:54 PM",1
"12/14/2022, 03:00:44 PM",3
"12/14/2022, 03:00:59 PM",2
"12/14/2022, 03:05:50 PM",3
"12/14/2022, 03:06:26 PM",1
"12/14/2022, 04:28:52 PM",3
"12/14/2022, 04:29:07 PM",2
"12/14/2022, 04:31:01 PM",3
"12/14/2022, 04:31:37 PM",1
"12/14/2022, 05:43:13 PM",3
"12/14/2022, 05:43:28 PM",2
"12/14/2022, 05:45:00 PM",3
"12/14/2022, 05:45:37 PM",1
"12/14/2022, 06:59:25 PM",3
"12/14/2022, 06:59:40 PM",2
"12/14/2022, 07:03:08 PM",3
"12/14/2022, 07:03:46 PM",1
"12/14/2022, 08:38:30 PM",4
"12/14/2022, 08:38:33 PM",3
"12/14/2022, 08:38:47 PM",2
"12/14/2022, 10:41:21 PM",3
"12/14/2022, 10:41:57 PM",1
"12/15/2022, 08:21:49 AM",1
"12/15/2022, 08:56:59 AM",3
"12/15/2022, 08:57:14 AM",2
"12/15/2022, 08:58:39 AM",3
"12/15/2022, 08:59:14 AM",1
"12/15/2022, 09:25:57 AM",3
"12/15/2022, 09:26:12 AM",2
"12/15/2022, 09:54:06 AM",3
"12/15/2022, 09:54:42 AM",1
"12/15/2022, 11:05:10 AM",3
"12/15/2022, 11:05:24 AM",2
"12/15/2022, 11:15:46 AM",3
"12/15/2022, 11:16:22 AM",1
"12/15/2022, 05:10:45 PM",3
"12/15/2022, 05:11:02 PM",2
"12/15/2022, 05:20:14 PM",3
"12/15/2022, 05:20:48 PM",1
"12/15/2022, 05:40:04 PM",3
"12/15/2022, 05:40:19 PM",2
"12/15/2022, 05:55:30 PM",3
"12/15/2022, 05:56:06 PM",1
"12/15/2022, 08:19:08 PM",3
"12/15/2022, 08:19:23 PM",2
"12/15/2022, 08:26:02 PM",3
"12/15/2022, 08:26:38 PM",1
"12/15/2022, 08:46:01 PM",3
"12/15/2022, 08:46:16 PM",2
"12/15/2022, 08:53:34 PM",3
"12/15/2022, 08:54:08 PM",1
"12/16/2022, 09:02:20 AM",3
"12/16/2022, 09:02:35 AM",2

