"Time","t2shut::chipir:status"
"12/02/2022, 09:13:47 PM",2
"12/02/2022, 10:12:47 PM",3
"12/02/2022, 10:13:51 PM",1
"12/03/2022, 06:57:21 AM",3
"12/03/2022, 06:58:20 AM",2
"12/04/2022, 05:57:49 PM",3
"12/04/2022, 05:58:52 PM",1
"12/04/2022, 09:07:26 PM",3
"12/04/2022, 09:08:24 PM",2
"12/05/2022, 01:21:51 AM",3
"12/05/2022, 01:22:56 AM",1
"12/05/2022, 04:41:19 AM",3
"12/05/2022, 04:42:16 AM",2
"12/05/2022, 09:25:20 AM",3
"12/05/2022, 09:26:23 AM",1
"12/05/2022, 06:30:44 PM",3
"12/05/2022, 06:31:44 PM",2
"12/06/2022, 05:03:43 AM",3
"12/06/2022, 05:04:48 AM",1
"12/06/2022, 01:40:24 PM",3
"12/06/2022, 01:41:23 PM",2
"12/06/2022, 11:11:11 PM",3
"12/06/2022, 11:12:14 PM",1
"12/07/2022, 05:43:47 AM",3
"12/07/2022, 05:44:47 AM",2
"12/07/2022, 03:21:13 PM",4
"12/07/2022, 03:21:16 PM",3
"12/07/2022, 03:22:14 PM",1
"12/07/2022, 10:39:13 PM",3
"12/07/2022, 10:40:12 PM",2
"12/09/2022, 12:31:13 PM",3
"12/09/2022, 12:32:19 PM",1
"12/09/2022, 02:55:54 PM",3
"12/09/2022, 02:56:45 PM",2
"12/09/2022, 03:56:29 PM",3
"12/09/2022, 03:57:38 PM",1
"12/09/2022, 04:57:44 PM",3
"12/09/2022, 04:58:41 PM",2
"12/09/2022, 05:19:02 PM",3
"12/09/2022, 05:20:08 PM",1
"12/09/2022, 06:19:30 PM",3
"12/09/2022, 06:20:29 PM",2
"12/09/2022, 07:38:10 PM",3
"12/09/2022, 07:39:16 PM",1
"12/09/2022, 09:01:42 PM",3
"12/09/2022, 09:02:41 PM",2
"12/09/2022, 09:15:57 PM",3
"12/09/2022, 09:17:01 PM",1
"12/09/2022, 09:25:10 PM",3
"12/09/2022, 09:26:06 PM",2
"12/09/2022, 09:27:11 PM",3
"12/09/2022, 09:28:13 PM",1
"12/09/2022, 09:31:25 PM",3
"12/09/2022, 09:32:19 PM",2
"12/09/2022, 09:39:04 PM",3
"12/09/2022, 09:40:07 PM",1
"12/09/2022, 09:44:27 PM",3
"12/09/2022, 09:45:22 PM",2
"12/09/2022, 09:54:25 PM",3
"12/09/2022, 09:55:30 PM",1
"12/10/2022, 08:19:46 AM",3
"12/10/2022, 08:20:47 AM",2
"12/10/2022, 10:51:28 AM",3
"12/10/2022, 10:52:32 AM",1
"12/10/2022, 02:07:32 PM",3
"12/10/2022, 02:08:33 PM",2
"12/10/2022, 02:53:51 PM",3
"12/10/2022, 02:54:54 PM",1
"12/10/2022, 03:04:36 PM",3
"12/10/2022, 03:05:35 PM",2
"12/10/2022, 03:08:39 PM",3
"12/10/2022, 03:09:42 PM",1
"12/10/2022, 03:16:34 PM",3
"12/10/2022, 03:17:32 PM",2
"12/10/2022, 03:24:36 PM",3
"12/10/2022, 03:25:40 PM",1
"12/10/2022, 05:13:12 PM",3
"12/10/2022, 05:14:11 PM",2
"12/10/2022, 05:34:55 PM",3
"12/10/2022, 05:36:00 PM",1
"12/10/2022, 06:11:26 PM",3
"12/10/2022, 06:12:26 PM",2
"12/10/2022, 06:14:48 PM",3
"12/10/2022, 06:15:50 PM",1
"12/10/2022, 10:28:07 PM",3
"12/10/2022, 10:29:08 PM",2
"12/10/2022, 11:07:13 PM",3
"12/10/2022, 11:08:16 PM",1
"12/10/2022, 11:09:22 PM",3
"12/10/2022, 11:10:17 PM",2
"12/10/2022, 11:14:08 PM",3
"12/10/2022, 11:15:11 PM",1
"12/11/2022, 09:07:30 AM",3
"12/11/2022, 09:08:31 AM",2
"12/11/2022, 09:30:03 AM",3
"12/11/2022, 09:31:07 AM",1
"12/11/2022, 09:33:52 AM",3
"12/11/2022, 09:34:50 AM",2
"12/11/2022, 10:17:22 AM",3
"12/11/2022, 10:18:25 AM",1
"12/11/2022, 01:45:38 PM",3
"12/11/2022, 01:46:36 PM",2
"12/11/2022, 02:30:21 PM",3
"12/11/2022, 02:31:25 PM",1
"12/11/2022, 03:48:38 PM",3
"12/11/2022, 03:49:38 PM",2
"12/11/2022, 04:14:49 PM",3
"12/11/2022, 04:15:52 PM",1
"12/11/2022, 09:37:24 PM",3
"12/11/2022, 09:38:26 PM",2
"12/11/2022, 10:05:34 PM",3
"12/11/2022, 10:06:40 PM",1
"12/12/2022, 08:35:48 AM",3
"12/12/2022, 08:36:50 AM",2
"12/12/2022, 11:08:38 AM",3
"12/12/2022, 11:09:42 AM",1
"12/13/2022, 09:46:29 AM",3
"12/13/2022, 09:47:29 AM",2
"12/13/2022, 10:51:06 AM",3
"12/13/2022, 10:52:11 AM",1
"12/13/2022, 11:03:13 AM",3
"12/13/2022, 11:04:10 AM",2
"12/13/2022, 12:00:48 PM",3
"12/13/2022, 12:01:51 PM",1
"12/13/2022, 12:13:46 PM",3
"12/13/2022, 12:14:42 PM",2
"12/13/2022, 12:50:48 PM",3
"12/13/2022, 12:51:51 PM",1
"12/13/2022, 05:52:14 PM",3
"12/13/2022, 05:53:12 PM",2
"12/13/2022, 06:21:06 PM",3
"12/13/2022, 06:22:10 PM",1
"12/13/2022, 07:16:02 PM",3
"12/13/2022, 07:17:01 PM",2
"12/13/2022, 07:35:57 PM",3
"12/13/2022, 07:37:01 PM",1
"12/13/2022, 09:51:46 PM",3
"12/13/2022, 09:52:44 PM",2
"12/13/2022, 10:18:21 PM",3
"12/13/2022, 10:19:22 PM",1
"12/14/2022, 09:14:41 AM",3
"12/14/2022, 09:15:42 AM",2
"12/14/2022, 10:28:29 AM",3
"12/14/2022, 10:29:34 AM",1
"12/14/2022, 10:43:33 AM",3
"12/14/2022, 10:44:31 AM",2
"12/14/2022, 10:53:07 AM",3
"12/14/2022, 10:54:12 AM",1
"12/14/2022, 12:28:56 PM",3
"12/14/2022, 12:29:54 PM",2
"12/14/2022, 12:34:16 PM",3
"12/14/2022, 12:35:20 PM",1
"12/14/2022, 02:45:06 PM",3
"12/14/2022, 02:46:07 PM",2
"12/14/2022, 03:22:10 PM",3
"12/14/2022, 03:23:12 PM",1
"12/14/2022, 06:55:45 PM",3
"12/14/2022, 06:56:45 PM",2
"12/14/2022, 07:43:12 PM",3
"12/14/2022, 07:44:16 PM",1
"12/15/2022, 08:21:46 AM",1
"12/15/2022, 11:08:35 AM",3
"12/15/2022, 11:09:34 AM",2
"12/15/2022, 11:26:09 AM",3
"12/15/2022, 11:27:12 AM",1
"12/15/2022, 04:53:08 PM",3
"12/15/2022, 04:54:08 PM",2
"12/15/2022, 05:24:50 PM",3
"12/15/2022, 05:25:54 PM",1
"12/15/2022, 10:46:04 PM",3
"12/15/2022, 10:47:03 PM",2
"12/15/2022, 11:40:16 PM",3
"12/15/2022, 11:41:20 PM",1
"12/16/2022, 08:10:54 AM",3
"12/16/2022, 08:11:54 AM",2

