"Time","t2shut::inter:status"
"12/05/2022, 12:51:08 PM",1
"12/05/2022, 01:01:38 PM",3
"12/05/2022, 01:01:58 PM",2
"12/05/2022, 01:04:38 PM",3
"12/05/2022, 01:05:20 PM",1
"12/05/2022, 04:19:40 PM",3
"12/05/2022, 04:20:02 PM",2
"12/05/2022, 05:40:56 PM",3
"12/05/2022, 05:41:36 PM",1
"12/05/2022, 06:52:04 PM",3
"12/05/2022, 06:52:24 PM",2
"12/05/2022, 06:55:18 PM",3
"12/05/2022, 06:56:00 PM",1
"12/05/2022, 07:18:26 PM",3
"12/05/2022, 07:18:45 PM",2
"12/05/2022, 07:36:46 PM",3
"12/05/2022, 07:37:20 PM",1
"12/06/2022, 08:39:32 AM",3
"12/06/2022, 08:39:54 AM",2
"12/06/2022, 08:47:51 AM",3
"12/06/2022, 08:48:32 AM",1
"12/06/2022, 08:59:28 AM",4
"12/06/2022, 08:59:30 AM",3
"12/06/2022, 08:59:49 AM",2
"12/06/2022, 09:03:46 AM",3
"12/06/2022, 09:04:27 AM",1
"12/06/2022, 09:23:37 AM",3
"12/06/2022, 09:23:58 AM",2
"12/06/2022, 09:25:34 AM",3
"12/06/2022, 09:26:13 AM",1
"12/06/2022, 11:34:30 AM",3
"12/06/2022, 11:34:50 AM",2
"12/06/2022, 11:41:22 AM",3
"12/06/2022, 11:42:03 AM",1
"12/06/2022, 05:28:32 PM",3
"12/06/2022, 05:28:53 PM",2
"12/06/2022, 05:30:02 PM",3
"12/06/2022, 05:30:41 PM",1
"12/06/2022, 05:37:19 PM",3
"12/06/2022, 05:37:37 PM",2
"12/06/2022, 05:40:00 PM",3
"12/06/2022, 05:40:40 PM",1
"12/06/2022, 05:53:14 PM",3
"12/06/2022, 05:53:35 PM",2
"12/06/2022, 05:55:32 PM",3
"12/06/2022, 05:56:15 PM",1
"12/06/2022, 06:33:02 PM",3
"12/06/2022, 06:33:24 PM",2
"12/06/2022, 07:16:56 PM",3
"12/06/2022, 07:17:35 PM",1
"12/07/2022, 09:45:56 AM",3
"12/07/2022, 09:46:18 AM",2
"12/07/2022, 12:24:36 PM",3
"12/07/2022, 12:25:19 PM",1
"12/07/2022, 12:26:04 PM",3
"12/07/2022, 12:26:25 PM",2
"12/07/2022, 12:28:47 PM",3
"12/07/2022, 12:29:29 PM",1
"12/07/2022, 12:43:05 PM",3
"12/07/2022, 12:43:25 PM",2
"12/07/2022, 12:44:30 PM",3
"12/07/2022, 12:45:10 PM",1
"12/07/2022, 10:47:57 PM",3
"12/07/2022, 10:48:18 PM",2
"12/07/2022, 11:40:21 PM",3
"12/07/2022, 11:40:59 PM",1
"12/08/2022, 09:37:04 AM",3
"12/08/2022, 09:37:25 AM",2
"12/08/2022, 11:12:03 AM",3
"12/08/2022, 11:12:44 AM",1
"12/08/2022, 11:17:40 AM",3
"12/08/2022, 11:18:02 AM",2
"12/08/2022, 11:19:02 AM",3
"12/08/2022, 11:19:43 AM",1
"12/08/2022, 11:46:23 AM",3
"12/08/2022, 11:46:45 AM",2
"12/08/2022, 11:48:05 AM",3
"12/08/2022, 11:48:46 AM",1
"12/08/2022, 02:37:04 PM",3
"12/08/2022, 02:37:23 PM",2
"12/08/2022, 03:04:55 PM",3
"12/08/2022, 03:05:31 PM",1
"12/08/2022, 03:17:37 PM",3
"12/08/2022, 03:17:59 PM",2
"12/08/2022, 03:19:21 PM",3
"12/08/2022, 03:19:59 PM",1
"12/08/2022, 04:11:00 PM",3
"12/08/2022, 04:11:22 PM",2
"12/08/2022, 04:12:07 PM",3
"12/08/2022, 04:12:46 PM",1
"12/08/2022, 06:40:40 PM",3
"12/08/2022, 06:40:59 PM",2
"12/08/2022, 07:06:56 PM",3
"12/08/2022, 07:07:33 PM",1
"12/08/2022, 10:27:24 PM",3
"12/08/2022, 10:27:45 PM",2
"12/08/2022, 10:43:36 PM",3
"12/08/2022, 10:44:19 PM",1
"12/09/2022, 02:32:53 AM",3
"12/09/2022, 02:33:13 AM",2
"12/09/2022, 03:06:27 AM",3
"12/09/2022, 03:07:02 AM",1
"12/09/2022, 06:23:05 AM",3
"12/09/2022, 06:23:27 AM",2
"12/09/2022, 06:40:04 AM",3
"12/09/2022, 06:40:41 AM",1
"12/09/2022, 10:05:41 AM",3
"12/09/2022, 10:06:04 AM",2
"12/09/2022, 10:21:12 AM",3
"12/09/2022, 10:21:41 AM",1
"12/09/2022, 01:53:36 PM",3
"12/09/2022, 01:54:08 PM",2
"12/09/2022, 02:09:00 PM",3
"12/09/2022, 02:09:42 PM",1
"12/09/2022, 05:10:39 PM",4
"12/09/2022, 05:10:41 PM",3
"12/09/2022, 05:11:07 PM",2
"12/09/2022, 05:44:30 PM",3
"12/09/2022, 05:45:11 PM",1
"12/09/2022, 08:51:11 PM",3
"12/09/2022, 08:51:28 PM",2
"12/09/2022, 09:11:31 PM",3
"12/09/2022, 09:12:11 PM",1
"12/09/2022, 11:58:07 PM",3
"12/09/2022, 11:58:25 PM",2
"12/10/2022, 12:49:33 AM",3
"12/10/2022, 12:50:10 AM",1
"12/10/2022, 03:48:07 AM",3
"12/10/2022, 03:48:28 AM",2
"12/10/2022, 04:03:11 AM",3
"12/10/2022, 04:03:54 AM",1
"12/10/2022, 08:34:35 AM",3
"12/10/2022, 08:34:57 AM",2
"12/10/2022, 12:36:15 PM",3
"12/10/2022, 12:36:57 PM",1
"12/10/2022, 12:54:18 PM",3
"12/10/2022, 12:54:39 PM",2
"12/10/2022, 01:12:04 PM",3
"12/10/2022, 01:12:44 PM",1
"12/10/2022, 01:24:43 PM",3
"12/10/2022, 01:25:03 PM",2
"12/10/2022, 01:37:45 PM",3
"12/10/2022, 01:38:27 PM",1
"12/10/2022, 01:48:22 PM",3
"12/10/2022, 01:48:42 PM",2
"12/10/2022, 03:17:48 PM",3
"12/10/2022, 03:18:21 PM",1
"12/10/2022, 03:31:58 PM",3
"12/10/2022, 03:32:18 PM",2
"12/10/2022, 04:36:36 PM",3
"12/10/2022, 04:37:17 PM",1
"12/10/2022, 04:42:33 PM",3
"12/10/2022, 04:42:54 PM",2
"12/10/2022, 04:43:34 PM",3
"12/10/2022, 04:44:14 PM",1
"12/10/2022, 05:04:42 PM",3
"12/10/2022, 05:05:02 PM",2
"12/10/2022, 05:18:43 PM",3
"12/10/2022, 05:19:23 PM",1
"12/10/2022, 05:37:25 PM",3
"12/10/2022, 05:37:45 PM",2
"12/10/2022, 06:01:36 PM",3
"12/10/2022, 06:02:14 PM",1
"12/10/2022, 06:09:14 PM",3
"12/10/2022, 06:09:34 PM",2
"12/10/2022, 06:11:59 PM",3
"12/10/2022, 06:12:41 PM",1
"12/10/2022, 06:16:54 PM",3
"12/10/2022, 06:17:15 PM",2
"12/10/2022, 06:46:13 PM",3
"12/10/2022, 06:46:53 PM",1
"12/10/2022, 06:50:27 PM",4
"12/10/2022, 06:50:29 PM",3
"12/10/2022, 06:50:47 PM",2
"12/10/2022, 06:52:28 PM",3
"12/10/2022, 06:53:07 PM",1
"12/10/2022, 07:56:48 PM",3
"12/10/2022, 07:57:08 PM",2
"12/10/2022, 08:45:46 PM",3
"12/10/2022, 08:46:26 PM",1
"12/10/2022, 09:23:15 PM",3
"12/10/2022, 09:23:34 PM",2
"12/10/2022, 11:18:42 PM",3
"12/10/2022, 11:19:25 PM",1
"12/10/2022, 11:23:38 PM",3
"12/10/2022, 11:23:59 PM",2
"12/10/2022, 11:24:30 PM",3
"12/10/2022, 11:25:13 PM",1
"12/11/2022, 12:25:57 AM",3
"12/11/2022, 12:26:19 AM",2
"12/11/2022, 12:57:17 AM",3
"12/11/2022, 12:57:54 AM",1
"12/11/2022, 03:22:56 AM",3
"12/11/2022, 03:23:17 AM",2
"12/11/2022, 03:23:57 AM",3
"12/11/2022, 03:24:39 AM",1
"12/11/2022, 04:22:38 AM",3
"12/11/2022, 04:22:59 AM",2
"12/11/2022, 04:35:04 AM",3
"12/11/2022, 04:35:39 AM",1
"12/11/2022, 06:22:38 AM",3
"12/11/2022, 06:22:59 AM",2
"12/11/2022, 06:47:12 AM",3
"12/11/2022, 06:47:52 AM",1
"12/11/2022, 07:47:49 AM",3
"12/11/2022, 07:48:11 AM",2
"12/11/2022, 08:12:27 AM",3
"12/11/2022, 08:13:06 AM",1
"12/11/2022, 09:33:09 AM",3
"12/11/2022, 09:33:31 AM",2
"12/11/2022, 09:37:41 AM",3
"12/11/2022, 09:38:21 AM",1
"12/11/2022, 11:03:19 AM",3
"12/11/2022, 11:03:43 AM",2
"12/11/2022, 11:08:24 AM",3
"12/11/2022, 11:09:04 AM",1
"12/11/2022, 12:05:19 PM",3
"12/11/2022, 12:05:37 PM",2
"12/11/2022, 12:20:16 PM",3
"12/11/2022, 12:20:57 PM",1
"12/11/2022, 12:25:48 PM",3
"12/11/2022, 12:26:08 PM",2
"12/11/2022, 12:31:58 PM",3
"12/11/2022, 12:32:39 PM",1
"12/11/2022, 12:42:57 PM",3
"12/11/2022, 12:43:17 PM",2
"12/11/2022, 12:51:23 PM",3
"12/11/2022, 12:51:59 PM",1
"12/11/2022, 01:56:42 PM",3
"12/11/2022, 01:57:01 PM",2
"12/11/2022, 04:33:27 PM",3
"12/11/2022, 04:34:06 PM",1
"12/11/2022, 04:39:47 PM",3
"12/11/2022, 04:40:07 PM",2
"12/11/2022, 04:52:19 PM",3
"12/11/2022, 04:52:58 PM",1
"12/11/2022, 06:33:44 PM",3
"12/11/2022, 06:34:06 PM",2
"12/11/2022, 07:02:11 PM",3
"12/11/2022, 07:02:52 PM",1
"12/11/2022, 08:20:52 PM",3
"12/11/2022, 08:21:13 PM",2
"12/11/2022, 08:42:00 PM",3
"12/11/2022, 08:42:41 PM",1
"12/11/2022, 10:07:10 PM",3
"12/11/2022, 10:07:34 PM",2
"12/11/2022, 10:26:36 PM",3
"12/11/2022, 10:27:17 PM",1
"12/11/2022, 11:05:03 PM",3
"12/11/2022, 11:05:23 PM",2
"12/11/2022, 11:17:19 PM",3
"12/11/2022, 11:17:58 PM",1
"12/12/2022, 08:30:44 AM",3
"12/12/2022, 08:31:06 AM",2
"12/12/2022, 09:59:56 AM",3
"12/12/2022, 10:00:36 AM",1
"12/12/2022, 10:08:51 AM",3
"12/12/2022, 10:09:12 AM",2
"12/13/2022, 09:40:13 AM",3
"12/13/2022, 09:40:47 AM",1
"12/13/2022, 01:14:19 PM",3
"12/13/2022, 01:14:41 PM",2
"12/13/2022, 04:31:32 PM",3
"12/13/2022, 04:32:12 PM",1
"12/13/2022, 08:47:51 PM",3
"12/13/2022, 08:48:11 PM",2
"12/13/2022, 09:35:26 PM",3
"12/13/2022, 09:36:07 PM",1
"12/13/2022, 11:12:05 PM",3
"12/13/2022, 11:12:24 PM",2
"12/13/2022, 11:25:16 PM",3
"12/13/2022, 11:25:53 PM",1
"12/14/2022, 01:09:34 PM",3
"12/14/2022, 01:09:56 PM",2
"12/14/2022, 01:20:53 PM",3
"12/14/2022, 01:21:33 PM",1
"12/14/2022, 05:23:10 PM",3
"12/14/2022, 05:23:29 PM",2
"12/14/2022, 05:36:49 PM",3
"12/14/2022, 05:37:29 PM",1
"12/15/2022, 08:21:49 AM",1
"12/15/2022, 03:40:14 PM",3
"12/15/2022, 03:40:36 PM",2
"12/15/2022, 03:46:51 PM",3
"12/15/2022, 03:47:31 PM",1
"12/15/2022, 06:57:28 PM",3
"12/15/2022, 06:57:50 PM",2
"12/15/2022, 07:04:21 PM",3
"12/15/2022, 07:04:58 PM",1
"12/16/2022, 05:39:00 AM",3
"12/16/2022, 05:39:19 AM",2
"12/16/2022, 05:46:36 AM",4
"12/16/2022, 05:46:38 AM",3
"12/16/2022, 05:47:15 AM",1
"12/16/2022, 09:28:11 AM",3
"12/16/2022, 09:28:32 AM",2

