[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
23	H	(6)	479.89	2.140	9.6%	0.285	9.6%	102.6	4.9%	5.792	8.2%	7.32%	36.2%	35.6%	28.3%	[1-0.43 0]
24	H	(6)	499.59	2.009	9.3%	0.279	9.3%	95.4	4.9%	5.847	7.9%	7.13%	36.4%	37.2%	26.4%	[1-0.43 0]
25	H	(6)	520.43	1.979	9.8%	0.286	9.8%	94.1	5.1%	5.842	8.3%	6.99%	36.8%	37.3%	25.9%	[1-0.43 0]
26	H	(6)	540.13	2.059	10.2%	0.309	10.2%	97.0	5.3%	5.898	8.7%	6.85%	36.5%	36.8%	26.7%	[1-0.47 2]
27	H	(6)	559.83	1.986	10.0%	0.309	10.0%	93.9	5.3%	5.876	8.5%	6.74%	36.7%	37.3%	25.9%	[1-0.58 0]
28	H	(6)	579.56	2.159	10.3%	0.348	10.3%	100.4	5.3%	5.971	8.8%	6.64%	37.9%	34.7%	27.3%	[1-0.65 2]
29	H	(6)	600.43	2.374	10.6%	0.396	10.6%	109.3	5.2%	6.035	9.2%	6.54%	38.5%	31.8%	29.7%	[1-0.68 2]
30	H	(6)	620.13	2.281	10.4%	0.393	10.4%	105.3	5.5%	6.018	8.8%	6.45%	39.1%	31.8%	29.1%	[1-0.70 2]
31	H	(6)	639.85	2.113	10.2%	0.376	10.2%	98.8	5.8%	5.938	8.4%	6.37%	39.9%	32.4%	27.7%	[1-0.67 2]
32	H	(6)	660.73	2.124	10.4%	0.390	10.4%	99.1	6.3%	5.956	8.3%	6.26%	39.8%	32.6%	27.5%	[1-0.70 2]
33	H	(6)	680.43	2.034	10.6%	0.384	10.6%	96.8	6.5%	5.837	8.4%	6.17%	38.8%	34.1%	27.0%	[1-0.43 0]
34	H	(6)	700.13	1.917	10.5%	0.373	10.5%	91.6	7.0%	5.811	7.8%	6.07%	38.4%	35.9%	25.7%	[1-0.43 0]
35	H	(6)	719.85	1.963	9.8%	0.393	9.8%	93.0	6.1%	5.865	7.6%	6.01%	38.5%	35.8%	25.7%	[1-0.73 2]
36	H	(6)	740.72	2.047	9.7%	0.421	9.7%	97.3	5.6%	5.842	7.9%	5.93%	38.0%	35.4%	26.6%	[1-0.67 0]
37	H	(6)	761.58	2.128	10.8%	0.450	10.8%	100.9	6.8%	5.856	8.4%	5.84%	37.9%	34.6%	27.6%	[1-0.59 0]
38	H	(6)	781.29	2.167	11.6%	0.470	11.6%	103.4	7.8%	5.820	8.5%	5.76%	38.0%	34.0%	28.1%	[1-0.43 0]
39	H	(6)	802.13	2.351	12.7%	0.524	12.7%	110.9	8.6%	5.886	9.3%	5.71%	38.4%	31.8%	29.9%	[1-0.60 0]
40	H	(6)	821.82	2.495	14.1%	0.570	14.1%	117.2	10.1%	5.911	9.9%	5.63%	37.8%	30.6%	31.6%	[1-0.51 0]
41	H	(6)	841.52	2.589	15.2%	0.605	15.2%	120.4	11.3%	5.972	10.1%	5.56%	37.8%	29.8%	32.3%	[1-0.56 0]
42	H	(6)	861.23	2.581	14.0%	0.617	14.0%	119.9	10.1%	5.980	9.7%	5.48%	38.0%	29.8%	32.2%	[1-0.49 0]
43	H	(6)	880.97	2.602	12.8%	0.637	12.8%	120.4	8.7%	6.002	9.3%	5.42%	38.0%	29.7%	32.3%	[1-0.54 0]
44	H	(6)	900.69	2.530	11.3%	0.633	11.3%	117.3	7.4%	5.991	8.6%	5.36%	37.8%	30.7%	31.6%	[1-0.60 2]
45	H	(6)	920.41	2.414	10.4%	0.617	10.4%	113.6	6.3%	5.903	8.2%	5.31%	37.4%	32.1%	30.5%	[1-0.43 0]
46	H	(6)	940.12	2.317	9.1%	0.605	9.1%	110.2	5.0%	5.841	7.7%	5.26%	36.8%	33.5%	29.7%	[1-0.43 0]
47	H	(6)	961.00	2.314	9.0%	0.618	9.0%	108.8	5.1%	5.909	7.4%	5.20%	37.2%	33.2%	29.6%	[1-0.70 0]
48	H	(6)	980.71	2.288	9.1%	0.623	9.1%	106.9	5.6%	5.948	7.2%	5.15%	37.8%	32.8%	29.3%	[1-0.75 0]
49	H	(6)	1000.41	2.277	9.0%	0.633	9.0%	107.1	5.6%	5.904	7.1%	5.10%	38.2%	32.4%	29.4%	[1-0.70 0]
50	H	(6)	1020.12	2.291	8.5%	0.649	8.5%	107.4	5.3%	5.924	6.7%	5.05%	39.0%	31.5%	29.5%	[1-0.77 0]
51	H	(6)	1040.99	2.298	8.4%	0.665	8.4%	107.3	5.2%	5.949	6.5%	5.01%	40.1%	30.4%	29.6%	[1-0.84 0]
52	H	(6)	1060.70	2.261	8.0%	0.666	8.0%	105.6	5.2%	5.947	6.2%	4.97%	40.1%	30.9%	29.0%	[1-0.86 0]
53	H	(6)	1080.42	2.261	7.7%	0.678	7.7%	105.3	5.0%	5.962	5.9%	4.93%	40.4%	30.8%	28.9%	[1-0.87 0]
54	H	(6)	1100.12	2.223	7.7%	0.679	7.7%	103.2	5.2%	5.985	5.7%	4.89%	41.1%	30.7%	28.2%	[1-0.92 0]
55	H	(6)	1121.02	2.152	7.8%	0.670	7.8%	99.8	5.5%	5.988	5.5%	4.85%	41.8%	30.8%	27.4%	[1-0.93 0]
56	H	(6)	1140.73	2.093	7.6%	0.663	7.6%	97.4	5.4%	5.970	5.3%	4.81%	42.0%	31.5%	26.5%	[1-0.93 0]
57	H	(6)	1160.47	2.095	7.4%	0.675	7.4%	96.7	5.2%	6.019	5.2%	4.76%	42.4%	31.2%	26.4%	[1-0.94 0]
58	H	(6)	1180.18	2.107	7.1%	0.691	7.1%	97.1	4.8%	6.027	5.2%	4.71%	42.2%	31.5%	26.3%	[1-0.91 0]
59	H	(6)	1201.08	2.082	7.2%	0.695	7.2%	95.8	4.9%	6.036	5.2%	4.66%	42.3%	31.7%	26.0%	[1-0.92 0]
60	H	(6)	1220.77	2.122	7.1%	0.720	7.1%	98.0	4.9%	6.016	5.2%	4.63%	42.2%	31.3%	26.5%	[1-0.92 0]
61	H	(6)	1240.49	2.137	7.0%	0.737	7.0%	98.0	4.8%	6.059	5.1%	4.58%	42.3%	31.2%	26.6%	[1-0.92 0]
62	H	(6)	1260.20	2.150	6.8%	0.753	6.8%	98.5	4.6%	6.062	5.1%	4.54%	42.2%	31.3%	26.5%	[1-0.88 0]
63	H	(6)	1281.10	2.094	7.0%	0.745	7.0%	96.4	4.9%	6.031	5.0%	4.51%	42.5%	31.5%	26.1%	[1-0.87 0]
64	H	(6)	1300.80	2.120	6.8%	0.766	6.8%	97.6	4.6%	6.033	5.0%	4.48%	41.9%	31.7%	26.4%	[1-0.86 0]
65	H	(6)	1320.51	2.081	6.8%	0.763	6.8%	95.9	4.6%	6.027	4.9%	4.45%	41.8%	32.1%	26.1%	[1-0.82 0]
66	H	(6)	1341.36	2.066	7.2%	0.770	7.2%	96.0	5.2%	5.976	4.9%	4.42%	41.3%	32.7%	26.0%	[1-0.79 0]
67	H	(6)	1361.08	2.036	7.3%	0.770	7.3%	94.9	5.4%	5.957	4.9%	4.38%	41.3%	32.9%	25.8%	[1-0.77 0]
68	H	(6)	1380.81	2.003	7.3%	0.768	7.3%	93.8	5.4%	5.929	4.9%	4.36%	41.1%	33.3%	25.7%	[1-0.77 0]
69	H	(6)	1400.53	1.972	7.5%	0.767	7.5%	92.6	5.8%	5.914	4.8%	4.32%	41.1%	33.4%	25.4%	[1-0.79 0]
70	H	(6)	1421.40	1.904	7.3%	0.752	7.3%	90.4	5.4%	5.851	4.8%	4.30%	40.9%	34.4%	24.7%	[1-0.77 0]
71	H	(6)	1441.12	1.927	7.3%	0.771	7.3%	91.4	5.4%	5.859	4.9%	4.28%	40.9%	33.9%	25.3%	[1-0.78 0]
72	H	(6)	1460.83	1.974	7.4%	0.801	7.4%	93.4	5.4%	5.874	5.0%	4.24%	40.5%	33.7%	25.9%	[1-0.80 0]
73	H	(6)	1481.72	2.014	7.7%	0.829	7.7%	95.4	5.7%	5.865	5.3%	4.22%	40.1%	33.6%	26.3%	[1-0.76 0]
74	H	(6)	1501.44	2.040	7.6%	0.851	7.6%	96.8	5.4%	5.852	5.4%	4.19%	39.2%	34.0%	26.8%	[1-0.77 0]
75	H	(6)	1521.13	2.081	7.9%	0.879	7.9%	98.9	5.7%	5.846	5.4%	4.16%	38.5%	34.1%	27.4%	[1-0.78 0]
76	H	(6)	1540.85	2.022	7.4%	0.865	7.4%	96.8	5.3%	5.800	5.3%	4.14%	38.0%	35.3%	26.8%	[1-0.76 0]
77	H	(6)	1560.56	1.994	7.2%	0.864	7.2%	96.0	5.2%	5.768	5.1%	4.12%	37.4%	36.3%	26.3%	[1-0.78 0]
78	H	(6)	1581.44	1.947	7.2%	0.855	7.2%	94.6	5.4%	5.716	4.8%	4.10%	37.1%	36.9%	26.0%	[1-0.79 0]
79	H	(6)	1601.17	1.921	7.1%	0.855	7.1%	93.7	5.4%	5.697	4.6%	4.07%	37.2%	37.1%	25.7%	[1-0.78 0]
80	H	(6)	1622.06	1.938	7.4%	0.873	7.4%	93.9	5.7%	5.731	4.8%	4.03%	37.5%	36.6%	26.0%	[1-0.78 0]
81	H	(6)	1640.62	1.950	7.7%	0.889	7.7%	94.7	6.0%	5.723	4.8%	4.00%	37.6%	36.3%	26.1%	[1-0.79 0]
82	H	(6)	1661.49	1.954	7.8%	0.902	7.8%	94.7	6.2%	5.735	4.7%	3.98%	37.7%	36.0%	26.3%	[1-0.86 0]
83	H	(6)	1681.23	1.990	7.6%	0.929	7.6%	96.1	5.9%	5.754	4.8%	3.96%	37.9%	35.5%	26.5%	[1-0.87 0]
84	H	(6)	1700.94	2.028	7.6%	0.958	7.6%	97.4	5.9%	5.785	4.8%	3.94%	38.2%	35.0%	26.9%	[1-0.88 0]
85	H	(6)	1720.66	2.016	7.0%	0.964	7.0%	96.4	5.3%	5.812	4.6%	3.91%	38.5%	35.1%	26.3%	[1-0.90 0]
86	H	(6)	1741.52	2.044	7.2%	0.989	7.2%	97.3	5.5%	5.834	4.7%	3.89%	38.8%	34.6%	26.6%	[1-0.89 0]
87	H	(6)	1761.24	2.062	7.3%	1.009	7.3%	97.9	5.4%	5.853	4.9%	3.87%	39.1%	34.1%	26.8%	[1-0.89 0]
88	H	(6)	1780.96	2.078	7.1%	1.028	7.1%	98.2	5.1%	5.877	5.0%	3.84%	39.3%	33.9%	26.8%	[1-0.88 0]
89	H	(6)	1801.81	2.071	7.4%	1.037	7.4%	97.9	5.3%	5.876	5.1%	3.82%	39.5%	33.8%	26.7%	[1-0.88 0]
90	H	(6)	1821.52	2.113	7.8%	1.069	7.8%	99.8	5.8%	5.880	5.3%	3.80%	39.4%	33.4%	27.2%	[1-0.87 0]
91	H	(6)	1842.40	2.118	7.7%	1.084	7.7%	100.4	5.5%	5.863	5.4%	3.78%	39.7%	33.0%	27.3%	[1-0.85 0]
92	H	(6)	1862.12	2.115	7.5%	1.094	7.5%	100.5	5.3%	5.844	5.4%	3.76%	39.3%	33.5%	27.2%	[1-0.85 0]
93	H	(6)	1881.84	2.102	7.9%	1.099	7.9%	99.8	5.6%	5.852	5.5%	3.75%	39.4%	33.5%	27.2%	[1-0.84 0]
94	H	(6)	1901.55	2.082	7.6%	1.100	7.6%	99.1	5.4%	5.833	5.5%	3.73%	39.4%	33.6%	27.0%	[1-0.83 0]
95	H	(6)	1921.25	2.085	7.6%	1.113	7.6%	99.5	5.3%	5.823	5.4%	3.71%	39.1%	34.0%	26.9%	[1-0.82 0]
96	H	(6)	1940.95	2.097	7.4%	1.131	7.4%	99.6	5.1%	5.852	5.4%	3.68%	38.8%	34.4%	26.9%	[1-0.82 0]
97	H	(6)	1961.83	2.099	7.9%	1.144	7.9%	99.5	5.8%	5.861	5.4%	3.66%	39.0%	34.1%	26.9%	[1-0.85 0]
98	H	(6)	1981.56	2.125	7.7%	1.170	7.7%	100.5	5.5%	5.874	5.4%	3.64%	38.7%	34.3%	27.0%	[1-0.83 0]
99	H	(6)	2002.45	2.087	9.1%	1.161	9.1%	100.9	7.0%	5.744	5.8%	3.62%	38.3%	34.5%	27.2%	[1-0.43 0]
100	H	(6)	2022.18	2.144	8.8%	1.205	8.8%	101.4	6.6%	5.876	5.8%	3.61%	38.6%	33.9%	27.5%	[1-0.88 0]
101	H	(6)	2041.88	2.162	9.0%	1.226	9.0%	101.8	6.9%	5.898	5.9%	3.59%	38.9%	33.6%	27.5%	[1-0.90 0]
102	H	(6)	2061.60	2.201	9.0%	1.261	9.0%	103.2	6.8%	5.922	5.9%	3.57%	39.0%	33.2%	27.8%	[1-0.90 0]
103	H	(6)	2082.47	2.200	8.9%	1.273	8.9%	102.9	6.8%	5.938	5.8%	3.55%	39.6%	32.6%	27.8%	[1-0.91 0]
104	H	(6)	2101.02	2.208	7.6%	1.289	7.6%	102.9	5.3%	5.962	5.5%	3.53%	39.9%	32.3%	27.8%	[1-0.88 0]
105	H	(6)	2121.89	2.186	7.6%	1.288	7.6%	101.5	5.4%	5.983	5.4%	3.51%	40.0%	32.4%	27.5%	[1-0.87 0]
106	H	(6)	2141.60	2.154	7.1%	1.281	7.1%	100.5	5.0%	5.953	5.1%	3.50%	39.9%	32.9%	27.2%	[1-0.88 0]
107	H	(6)	2161.31	2.098	7.0%	1.259	7.0%	98.0	5.0%	5.947	4.8%	3.48%	40.0%	33.3%	26.7%	[1-0.87 0]
108	H	(6)	2181.02	2.049	7.2%	1.241	7.2%	96.2	5.5%	5.913	4.7%	3.47%	40.0%	33.8%	26.3%	[1-0.88 0]
109	H	(6)	2201.90	2.046	7.4%	1.252	7.4%	96.1	5.8%	5.913	4.6%	3.45%	40.1%	33.7%	26.2%	[1-0.87 0]
110	H	(6)	2221.61	2.060	7.7%	1.271	7.7%	96.7	6.1%	5.916	4.6%	3.44%	40.1%	33.6%	26.3%	[1-0.85 0]
111	H	(6)	2241.31	2.071	8.0%	1.289	8.0%	96.8	6.4%	5.943	4.7%	3.42%	40.2%	33.4%	26.4%	[1-0.85 0]
112	H	(6)	2262.17	2.047	7.8%	1.287	7.8%	95.8	6.2%	5.934	4.8%	3.40%	40.4%	33.3%	26.4%	[1-0.83 0]
113	H	(6)	2281.86	2.053	8.0%	1.302	8.0%	96.2	6.2%	5.932	5.0%	3.39%	40.3%	33.1%	26.6%	[1-0.85 0]
114	H	(6)	2301.59	2.009	7.9%	1.284	7.9%	94.3	6.1%	5.919	5.0%	3.38%	40.7%	33.1%	26.3%	[1-0.87 0]
115	H	(6)	2321.29	1.940	7.9%	1.251	7.9%	91.3	6.3%	5.904	4.8%	3.36%	40.9%	33.4%	25.7%	[1-0.88 0]
116	H	(6)	2342.17	1.903	7.8%	1.238	7.8%	89.8	6.1%	5.886	4.8%	3.35%	41.4%	33.2%	25.4%	[1-0.90 0]
117	H	(6)	2361.89	1.893	7.9%	1.242	7.9%	89.3	6.4%	5.887	4.6%	3.33%	41.6%	33.3%	25.1%	[1-0.91 0]
118	H	(6)	2381.60	1.888	7.9%	1.249	7.9%	89.1	6.5%	5.885	4.5%	3.32%	41.9%	33.2%	24.9%	[1-0.91 0]
119	H	(6)	2401.33	1.914	8.1%	1.276	8.1%	89.9	6.7%	5.910	4.6%	3.31%	42.0%	33.0%	25.1%	[1-0.92 0]
120	H	(6)	2422.21	1.956	7.7%	1.316	7.7%	91.4	6.0%	5.944	4.7%	3.29%	42.0%	32.8%	25.2%	[1-0.93 0]
121	H	(6)	2441.93	1.956	8.0%	1.327	8.0%	91.3	6.4%	5.953	4.8%	3.28%	42.0%	32.7%	25.3%	[1-0.93 0]
122	H	(6)	2461.65	1.993	7.9%	1.363	7.9%	92.4	6.2%	5.991	4.9%	3.26%	42.0%	32.6%	25.4%	[1-0.92 0]
123	H	(6)	2481.37	1.976	7.9%	1.362	7.9%	91.4	6.3%	6.006	4.8%	3.24%	42.0%	32.9%	25.1%	[1-0.93 0]
124	H	(6)	2502.23	1.924	8.0%	1.338	8.0%	89.5	6.5%	5.975	4.6%	3.23%	41.9%	33.7%	24.5%	[1-0.93 0]
125	H	(6)	2521.94	1.912	8.3%	1.339	8.3%	88.9	7.0%	5.973	4.5%	3.22%	41.8%	33.8%	24.4%	[1-0.95 0]
126	H	(6)	2541.66	1.874	8.4%	1.323	8.4%	87.5	7.1%	5.952	4.5%	3.21%	41.8%	34.3%	23.8%	[1-0.95 0]
127	H	(6)	2561.36	1.879	8.3%	1.337	8.3%	87.7	7.1%	5.951	4.4%	3.19%	41.8%	34.4%	23.8%	[1-0.96 0]
128	H	(10)	2582.23	1.905	7.8%	1.366	7.8%	88.8	6.4%	5.957	4.4%	3.18%	41.8%	34.2%	24.0%	[1-0.98 0]
129	H	(10)	2601.94	1.917	7.7%	1.385	7.7%	89.1	6.3%	5.973	4.5%	3.17%	42.0%	33.9%	24.2%	[1-0.98 0]
130	H	(10)	2621.68	1.936	7.5%	1.410	7.5%	89.8	6.1%	5.988	4.5%	3.16%	42.1%	33.7%	24.2%	[1-0.97 0]
131	H	(10)	2641.38	1.945	7.3%	1.427	7.3%	90.2	5.9%	5.993	4.4%	3.14%	42.3%	33.5%	24.2%	[1-0.98 0]
132	H	(10)	2662.26	1.890	7.2%	1.397	7.2%	87.8	5.9%	5.979	4.2%	3.13%	42.4%	33.5%	24.0%	[1-0.97 0]
133	H	(10)	2681.98	1.858	7.8%	1.384	7.8%	86.5	6.5%	5.970	4.2%	3.12%	42.3%	33.9%	23.9%	[1-0.97 0]
134	H	(10)	2701.71	1.864	7.7%	1.399	7.7%	86.7	6.4%	5.974	4.3%	3.11%	42.1%	33.9%	24.0%	[1-0.98 0]
135	H	(10)	2721.42	1.846	7.9%	1.395	7.9%	85.9	6.6%	5.970	4.2%	3.10%	41.9%	34.1%	24.0%	[1-0.99 0]
136	H	(10)	2742.31	1.803	8.1%	1.373	8.1%	84.1	6.9%	5.954	4.2%	3.09%	41.8%	34.5%	23.8%	[1-0.99 0]
137	H	(10)	2762.03	1.767	8.1%	1.356	8.1%	82.7	6.9%	5.935	4.1%	3.08%	41.8%	34.8%	23.4%	[1-0.99 0]
138	H	(10)	2781.74	1.737	7.8%	1.342	7.8%	81.6	6.6%	5.913	4.1%	3.07%	42.0%	34.7%	23.2%	[1-0.98 0]
139	H	(10)	2801.45	1.711	7.8%	1.332	7.8%	80.7	6.7%	5.893	4.1%	3.06%	42.1%	34.9%	23.0%	[1-0.99 0]
140	H	(10)	2822.33	1.684	7.7%	1.320	7.7%	79.3	6.5%	5.901	4.0%	3.04%	42.4%	34.9%	22.7%	[1-1.00 1]
141	H	(10)	2842.05	1.709	7.5%	1.349	7.5%	80.7	6.4%	5.885	4.0%	3.04%	42.3%	34.8%	23.0%	[1-0.99 0]
142	H	(10)	2861.76	1.734	7.6%	1.378	7.6%	81.8	6.4%	5.887	4.1%	3.03%	42.1%	34.7%	23.2%	[1-1.00 1]
143	H	(10)	2882.62	1.723	7.6%	1.380	7.6%	81.5	6.4%	5.874	4.1%	3.02%	41.8%	35.0%	23.2%	[1-1.00 1]
144	H	(10)	2902.34	1.709	7.7%	1.378	7.7%	81.1	6.5%	5.855	4.0%	3.01%	41.7%	35.2%	23.1%	[1-1.00 1]
145	H	(10)	2922.05	1.723	7.8%	1.398	7.8%	81.8	6.6%	5.850	4.2%	3.00%	41.3%	35.5%	23.2%	[1-1.00 1]
146	H	(10)	2941.78	1.716	7.9%	1.402	7.9%	81.5	6.7%	5.851	4.2%	2.99%	41.2%	35.6%	23.2%	[1-1.00 1]
147	H	(10)	2962.65	1.745	7.9%	1.436	7.9%	83.1	6.5%	5.835	4.5%	2.98%	41.1%	35.5%	23.4%	[1-1.00 1]
148	H	(10)	2982.38	1.760	8.1%	1.458	8.1%	83.5	6.6%	5.855	4.6%	2.97%	41.2%	35.4%	23.4%	[1-1.00 1]
149	H	(10)	3002.08	1.777	8.2%	1.482	8.2%	84.3	6.7%	5.857	4.7%	2.96%	41.2%	35.1%	23.6%	[1-1.00 1]
150	H	(10)	3021.81	1.742	8.5%	1.462	8.5%	82.6	7.2%	5.858	4.6%	2.95%	41.3%	35.3%	23.4%	[1-1.00 1]
151	H	(10)	3042.69	1.699	8.5%	1.436	8.5%	80.7	7.3%	5.845	4.5%	2.94%	41.2%	35.9%	22.9%	[1-1.00 1]
152	H	(10)	3062.42	1.667	8.9%	1.418	8.9%	79.2	7.7%	5.844	4.4%	2.93%	41.2%	36.2%	22.6%	[1-1.00 1]
153	H	(10)	3082.12	1.642	8.7%	1.406	8.7%	78.3	7.6%	5.828	4.3%	2.92%	41.1%	36.5%	22.4%	[1-1.00 1]
154	H	(10)	3101.85	1.674	8.6%	1.442	8.6%	79.9	7.4%	5.818	4.4%	2.91%	40.6%	36.8%	22.5%	[1-1.00 1]
155	H	(10)	3122.73	1.697	8.6%	1.472	8.6%	80.9	7.4%	5.826	4.4%	2.90%	40.3%	37.0%	22.6%	[1-1.00 1]
156	H	(10)	3142.43	1.720	8.6%	1.501	8.6%	82.0	7.4%	5.822	4.5%	2.90%	40.1%	37.1%	22.8%	[1-1.00 1]
157	H	(10)	3162.15	1.718	8.2%	1.509	8.2%	82.0	6.9%	5.823	4.4%	2.89%	39.9%	37.3%	22.8%	[1-1.00 1]
158	H	(10)	3181.86	1.729	8.1%	1.528	8.1%	82.7	6.9%	5.809	4.3%	2.88%	39.5%	37.4%	23.1%	[1-1.00 1]
159	H	(10)	3202.73	1.659	7.8%	1.476	7.8%	79.7	6.7%	5.784	4.0%	2.87%	39.5%	37.9%	22.6%	[1-1.00 1]
160	H	(10)	3222.43	1.674	7.3%	1.499	7.3%	80.5	6.1%	5.777	4.0%	2.86%	39.6%	37.7%	22.7%	[1-1.00 1]
161	H	(10)	3242.13	1.692	7.3%	1.524	7.3%	81.1	6.1%	5.793	4.0%	2.85%	39.6%	37.4%	23.0%	[1-1.00 1]
162	H	(10)	3261.84	1.711	7.6%	1.550	7.6%	82.0	6.5%	5.795	4.0%	2.84%	39.8%	37.0%	23.2%	[1-1.00 1]
163	H	(10)	3282.71	1.724	7.7%	1.572	7.7%	82.5	6.5%	5.804	4.2%	2.83%	40.1%	36.8%	23.2%	[1-1.00 1]
164	H	(10)	3302.41	1.786	8.3%	1.638	8.3%	85.2	7.0%	5.820	4.4%	2.82%	39.9%	36.4%	23.6%	[1-1.00 1]
165	H	(10)	3322.11	1.753	8.6%	1.617	8.6%	83.7	7.5%	5.818	4.3%	2.81%	40.1%	36.5%	23.4%	[1-1.00 1]
166	H	(10)	3342.98	1.761	8.8%	1.635	8.8%	84.2	7.6%	5.811	4.3%	2.80%	40.0%	36.5%	23.5%	[1-1.00 1]
167	H	(10)	3362.69	1.723	8.8%	1.609	8.8%	82.4	7.7%	5.806	4.2%	2.80%	40.0%	36.8%	23.2%	[1-1.00 1]
168	H	(10)	3382.42	1.697	8.7%	1.594	8.7%	81.3	7.6%	5.797	4.2%	2.79%	40.1%	36.9%	23.0%	[1-1.00 1]
169	H	(10)	3402.15	1.686	8.5%	1.593	8.5%	80.7	7.3%	5.804	4.2%	2.78%	40.4%	36.8%	22.8%	[1-1.00 1]
170	H	(10)	3423.04	1.745	8.1%	1.660	8.1%	83.4	6.8%	5.814	4.4%	2.77%	40.2%	36.5%	23.3%	[1-1.00 1]
171	H	(10)	3442.75	1.742	8.0%	1.666	8.0%	83.1	6.7%	5.820	4.5%	2.77%	40.3%	36.5%	23.2%	[1-1.00 1]
172	H	(10)	3462.47	1.777	7.8%	1.710	7.8%	84.8	6.3%	5.823	4.6%	2.76%	40.0%	36.6%	23.4%	[1-1.00 1]
173	H	(10)	3482.20	1.826	7.7%	1.766	7.7%	86.8	6.1%	5.839	4.7%	2.75%	39.9%	36.4%	23.8%	[1-1.00 1]
174	H	(10)	3503.08	1.807	7.7%	1.758	7.7%	86.2	6.3%	5.825	4.5%	2.74%	39.8%	36.4%	23.8%	[1-1.00 1]
