[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	19.75	0.277	100.0%	0.002	100.0%	124.6	40.8%	0.617	100.0%	100.00%	34.5%	33.3%	32.2%	[1-0.43 0]
1	L	(3)	39.48	0.137	100.0%	0.002	100.0%	123.1	59.4%	0.310	100.0%	100.00%	35.5%	32.6%	31.9%	[1-0.43 0]
2	L	(3)	59.17	0.091	100.0%	0.001	100.0%	122.2	78.3%	0.207	100.0%	100.00%	36.1%	32.3%	31.6%	[1-0.43 0]
3	L	(3)	80.02	0.066	100.0%	0.001	100.0%	122.4	94.8%	0.150	100.0%	100.00%	36.1%	32.2%	31.7%	[1-0.43 0]
4	L	(3)	99.71	0.056	100.0%	0.002	100.0%	121.5	100.0%	0.127	100.0%	100.00%	36.0%	32.5%	31.4%	[1-0.43 0]
5	L	(3)	119.41	0.046	100.0%	0.002	100.0%	120.0	100.0%	0.106	100.0%	100.00%	36.6%	32.4%	30.9%	[1-0.43 0]
6	L	(3)	139.11	0.039	100.0%	0.002	100.0%	119.6	100.0%	0.091	100.0%	100.00%	36.5%	32.7%	30.8%	[1-0.43 0]
7	L	(3)	159.98	0.041	100.0%	0.002	100.0%	117.6	100.0%	0.096	100.0%	95.12%	37.0%	32.9%	30.1%	[1-0.43 0]
8	L	(3)	179.67	0.039	100.0%	0.002	100.0%	116.8	100.0%	0.092	100.0%	92.96%	36.6%	33.6%	29.8%	[1-0.43 0]
9	L	(3)	199.37	0.035	100.0%	0.002	100.0%	116.0	100.0%	0.083	100.0%	92.96%	36.7%	33.7%	29.6%	[1-0.43 0]
10	L	(3)	220.24	0.033	100.0%	0.002	100.0%	103.3	100.0%	0.090	100.0%	88.07%	40.0%	33.9%	26.1%	[1-0.43 0]
11	L	(3)	239.96	0.030	100.0%	0.002	100.0%	88.2	100.0%	0.094	100.0%	84.62%	43.5%	34.6%	21.9%	[1-0.43 0]
12	L	(3)	259.67	0.030	100.0%	0.002	100.0%	74.3	100.0%	0.113	100.0%	79.74%	47.2%	34.8%	18.1%	[1-0.43 0]
13	L	(3)	279.37	0.024	100.0%	0.002	100.0%	58.3	100.0%	0.114	100.0%	78.86%	51.9%	34.4%	13.6%	[1-0.43 0]
14	L	(3)	300.23	0.012	100.0%	0.001	100.0%	40.1	100.0%	0.082	100.0%	78.86%	48.2%	43.0%	8.7%	[1-0.43 0]
15	L	(3)	319.93	0.009	100.0%	0.001	100.0%	33.2	100.0%	0.076	100.0%	78.86%	41.0%	52.1%	6.9%	[1-0.43 0]
16	L	(3)	339.62	0.008	100.0%	0.001	100.0%	30.2	98.0%	0.072	100.0%	78.86%	33.7%	60.2%	6.1%	[1-0.43 0]
17	L	(3)	359.33	0.007	100.0%	0.001	100.0%	26.5	97.5%	0.071	100.0%	77.57%	24.3%	70.6%	5.1%	[1-0.43 0]
18	L	(3)	380.18	0.013	100.0%	0.001	100.0%	41.6	100.0%	0.088	100.0%	67.81%	19.8%	70.9%	9.3%	[1-0.43 0]
19	L	(3)	399.89	0.019	100.0%	0.002	100.0%	59.4	100.0%	0.090	100.0%	66.93%	23.1%	62.7%	14.3%	[1-0.43 0]
20	L	(3)	419.60	0.024	100.0%	0.003	100.0%	73.2	100.0%	0.089	100.0%	66.28%	24.1%	57.7%	18.3%	[1-0.43 0]
21	L	(3)	440.46	0.026	100.0%	0.003	100.0%	85.5	100.0%	0.085	100.0%	66.28%	24.8%	53.3%	21.9%	[1-0.43 0]
22	L	(3)	460.14	0.029	100.0%	0.004	100.0%	98.2	100.0%	0.082	100.0%	66.28%	27.0%	47.3%	25.7%	[1-0.43 0]
23	L	(3)	479.85	0.026	100.0%	0.004	100.0%	93.5	100.0%	0.078	100.0%	66.28%	24.2%	51.0%	24.8%	[1-0.43 0]
24	L	(3)	499.55	0.024	100.0%	0.003	100.0%	85.2	100.0%	0.078	100.0%	65.37%	17.9%	57.4%	24.8%	[1-0.43 0]
25	L	(3)	520.43	0.022	100.0%	0.003	100.0%	81.0	100.0%	0.076	100.0%	65.37%	13.9%	60.8%	25.3%	[1-0.43 0]
26	L	(3)	540.13	0.021	100.0%	0.003	100.0%	76.2	100.0%	0.075	100.0%	65.03%	10.1%	64.2%	25.7%	[1-0.43 0]
27	L	(3)	559.82	0.027	100.0%	0.004	100.0%	82.9	100.0%	0.089	100.0%	60.71%	6.8%	62.9%	30.3%	[1-0.43 0]
28	L	(3)	579.54	0.027	100.0%	0.004	100.0%	88.6	100.0%	0.086	100.0%	60.71%	3.5%	62.1%	34.3%	[1-0.43 0]
29	L	(3)	600.39	0.029	100.0%	0.005	100.0%	98.1	100.0%	0.082	100.0%	60.71%	4.4%	57.3%	38.3%	[1-0.43 0]
30	L	(3)	620.09	0.038	100.0%	0.006	100.0%	115.5	100.0%	0.091	100.0%	57.25%	9.6%	49.2%	41.3%	[1-0.43 0]
31	L	(3)	639.78	0.062	100.0%	0.011	100.0%	104.8	100.0%	0.165	100.0%	32.74%	12.7%	51.1%	36.2%	[1-0.43 0]
32	L	(3)	660.66	0.087	100.0%	0.016	100.0%	100.6	100.0%	0.240	100.0%	27.72%	18.4%	49.5%	32.1%	[1-0.43 0]
33	L	(3)	680.37	0.086	100.0%	0.016	100.0%	97.4	80.6%	0.245	83.7%	27.53%	23.7%	48.0%	28.3%	[1-0.43 0]
34	L	(3)	700.05	0.083	71.6%	0.016	71.6%	94.0	44.7%	0.245	55.9%	27.53%	29.5%	46.7%	23.7%	[1-0.43 0]
35	L	(3)	719.74	0.072	29.5%	0.014	29.5%	83.4	7.4%	0.241	28.6%	27.53%	31.3%	48.1%	20.6%	[1-0.43 0]
36	L	(3)	740.61	0.087	30.2%	0.018	30.2%	100.8	7.7%	0.241	29.2%	27.32%	35.1%	39.4%	25.5%	[1-0.43 0]
37	L	(3)	760.29	0.092	28.0%	0.019	28.0%	99.3	7.6%	0.257	27.0%	26.13%	35.6%	39.2%	25.2%	[1-0.43 0]
38	L	(3)	779.99	0.108	24.1%	0.023	24.1%	98.3	7.5%	0.305	22.9%	23.64%	37.5%	37.6%	24.8%	[1-0.43 0]
39	L	(3)	800.85	0.106	24.6%	0.024	24.6%	97.9	7.3%	0.301	23.5%	23.53%	38.8%	36.5%	24.7%	[1-0.43 0]
40	L	(3)	820.56	0.103	25.2%	0.024	25.2%	97.0	7.0%	0.296	24.2%	23.53%	39.8%	35.7%	24.5%	[1-0.43 0]
41	L	(3)	840.23	0.101	25.7%	0.024	25.7%	96.4	6.5%	0.291	24.8%	23.53%	41.0%	34.7%	24.4%	[1-0.43 0]
42	L	(3)	859.93	0.101	26.1%	0.024	26.1%	97.5	6.3%	0.286	25.3%	23.53%	42.1%	33.3%	24.7%	[1-0.43 0]
43	L	(3)	880.80	0.098	26.1%	0.024	26.1%	96.6	6.3%	0.282	25.3%	23.44%	42.2%	33.4%	24.4%	[1-0.43 0]
44	L	(3)	900.49	0.095	26.0%	0.024	26.0%	94.8	6.4%	0.278	25.2%	23.35%	42.3%	33.9%	23.8%	[1-0.43 0]
45	L	(3)	920.19	0.092	26.1%	0.023	26.1%	93.7	6.4%	0.272	25.3%	23.35%	42.5%	34.0%	23.5%	[1-0.43 0]
46	L	(3)	941.06	0.089	26.4%	0.023	26.4%	93.2	6.4%	0.266	25.6%	23.35%	42.6%	34.1%	23.3%	[1-0.43 0]
47	L	(3)	960.76	0.087	26.4%	0.023	26.4%	91.6	6.5%	0.263	25.6%	23.26%	43.2%	33.9%	22.9%	[1-0.43 0]
48	L	(3)	980.44	0.085	26.4%	0.023	26.4%	90.6	6.5%	0.261	25.6%	23.18%	43.8%	33.6%	22.6%	[1-0.43 0]
49	L	(3)	1000.12	0.083	26.5%	0.023	26.5%	90.3	6.5%	0.256	25.7%	23.18%	43.9%	33.5%	22.5%	[1-0.43 0]
50	L	(3)	1021.00	0.082	26.3%	0.023	26.3%	90.0	6.5%	0.254	25.5%	23.08%	44.3%	33.3%	22.4%	[1-0.43 0]
51	L	(3)	1040.69	0.081	26.4%	0.023	26.4%	89.9	6.5%	0.250	25.6%	23.08%	44.7%	33.0%	22.4%	[1-0.43 0]
52	L	(3)	1060.37	0.080	26.4%	0.023	26.4%	89.3	6.5%	0.248	25.5%	22.95%	44.5%	33.3%	22.2%	[1-0.43 0]
53	L	(3)	1081.25	0.079	26.9%	0.024	26.9%	90.0	6.6%	0.244	26.1%	22.90%	44.5%	33.1%	22.4%	[1-0.43 0]
