[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
14	H	(3)	279.35	1.663	17.1%	0.129	17.1%	167.3	5.1%	2.761	16.3%	14.47%	37.0%	17.7%	45.3%	[1-0.43 0]
15	H	(3)	300.22	1.663	16.0%	0.139	16.0%	164.4	5.0%	2.810	15.2%	13.75%	36.5%	19.0%	44.5%	[1-0.43 0]
16	H	(3)	319.91	1.572	15.3%	0.140	15.3%	156.8	4.8%	2.784	14.5%	13.26%	35.4%	22.2%	42.4%	[1-0.43 0]
17	H	(3)	339.61	1.566	14.8%	0.148	14.8%	152.4	5.0%	2.854	14.0%	12.76%	35.6%	23.0%	41.4%	[1-0.68 0]
18	H	(3)	359.31	1.533	15.1%	0.153	15.1%	149.7	5.0%	2.844	14.2%	12.43%	35.8%	23.4%	40.8%	[1-0.66 0]
19	H	(3)	380.20	1.474	14.9%	0.156	14.9%	145.8	5.0%	2.809	14.0%	12.09%	35.7%	24.5%	39.8%	[1-0.44 0]
20	H	(3)	399.92	1.410	14.7%	0.157	14.7%	140.6	5.3%	2.786	13.7%	11.87%	36.2%	25.4%	38.5%	[1-0.60 0]
21	H	(3)	419.64	1.448	14.3%	0.169	14.3%	142.9	5.2%	2.815	13.3%	11.50%	36.3%	24.7%	39.0%	[1-0.38 2]
22	H	(3)	439.37	1.338	13.8%	0.163	13.8%	137.3	4.9%	2.708	12.9%	11.29%	34.3%	28.0%	37.7%	[1-0.00 2]
23	H	(3)	460.25	1.292	12.7%	0.165	12.7%	133.8	4.4%	2.683	11.9%	11.02%	32.7%	30.7%	36.6%	[1-0.00 2]
24	H	(3)	479.95	1.263	12.5%	0.168	12.5%	130.5	5.0%	2.688	11.5%	10.73%	32.1%	31.8%	36.1%	[1-0.00 2]
25	H	(3)	499.66	1.307	12.1%	0.181	12.1%	134.9	4.8%	2.690	11.2%	10.51%	30.9%	32.1%	37.0%	[1-0.00 2]
26	H	(3)	519.36	1.304	11.7%	0.188	11.7%	133.8	4.6%	2.707	10.8%	10.25%	30.0%	33.1%	36.9%	[1-0.00 2]
27	H	(6)	540.23	1.331	11.7%	0.200	11.7%	136.0	5.0%	2.719	10.6%	10.04%	30.1%	32.4%	37.5%	[1-0.00 2]
28	H	(6)	559.94	1.417	11.3%	0.220	11.3%	139.5	5.2%	2.822	10.1%	9.74%	30.2%	31.1%	38.7%	[1-0.33 2]
29	H	(6)	579.64	1.466	11.0%	0.236	11.0%	143.0	4.8%	2.847	10.0%	9.56%	30.3%	30.4%	39.3%	[1-0.40 2]
30	H	(6)	600.50	1.441	11.0%	0.240	11.0%	141.6	4.8%	2.826	9.9%	9.36%	30.4%	30.4%	39.2%	[1-0.00 2]
31	H	(6)	620.21	1.444	10.8%	0.249	10.8%	141.7	4.7%	2.830	9.8%	9.21%	30.5%	30.5%	39.0%	[1-0.00 2]
32	H	(6)	639.92	1.426	10.6%	0.253	10.6%	139.6	4.6%	2.838	9.6%	9.02%	30.5%	31.2%	38.3%	[1-0.00 2]
33	H	(6)	659.63	1.351	10.6%	0.247	10.6%	133.5	4.8%	2.809	9.4%	8.89%	29.7%	33.5%	36.8%	[1-0.00 2]
34	H	(6)	680.50	1.230	10.5%	0.233	10.5%	124.0	5.0%	2.755	9.2%	8.76%	28.1%	37.5%	34.5%	[1-0.00 2]
35	H	(6)	700.21	1.166	10.3%	0.227	10.3%	117.8	5.0%	2.749	9.0%	8.59%	27.6%	39.6%	32.8%	[1-0.00 2]
36	H	(6)	719.91	1.116	10.4%	0.223	10.4%	112.5	5.5%	2.755	8.8%	8.44%	27.0%	41.5%	31.6%	[1-0.00 2]
37	H	(6)	739.62	1.080	10.4%	0.222	10.4%	109.1	5.7%	2.749	8.7%	8.34%	26.9%	42.4%	30.7%	[1-0.17 2]
38	H	(6)	760.49	1.037	10.4%	0.219	10.4%	106.7	5.6%	2.699	8.7%	8.27%	26.2%	43.7%	30.1%	[1-0.00 2]
39	H	(6)	780.20	1.045	10.2%	0.226	10.2%	107.3	5.6%	2.706	8.6%	8.15%	26.1%	43.7%	30.3%	[1-0.03 2]
40	H	(6)	799.90	1.002	10.1%	0.223	10.1%	103.4	5.6%	2.693	8.5%	8.04%	25.3%	45.4%	29.3%	[1-0.00 2]
41	H	(6)	820.75	0.958	10.1%	0.218	10.1%	100.4	5.6%	2.651	8.4%	7.97%	24.4%	47.0%	28.6%	[1-0.00 2]
42	H	(6)	840.45	0.909	9.9%	0.212	9.9%	95.2	5.4%	2.652	8.2%	7.84%	23.6%	49.1%	27.3%	[1-0.00 2]
43	H	(6)	860.16	0.903	9.6%	0.216	9.6%	93.7	5.2%	2.675	8.1%	7.74%	23.6%	49.6%	26.8%	[1-0.31 2]
44	H	(6)	879.87	0.900	9.3%	0.220	9.3%	93.0	4.7%	2.687	8.0%	7.64%	23.9%	49.5%	26.6%	[1-0.36 2]
45	H	(6)	900.76	0.882	9.5%	0.221	9.5%	92.3	5.0%	2.654	8.0%	7.57%	24.0%	49.5%	26.4%	[1-0.05 2]
46	H	(6)	920.47	0.906	9.3%	0.232	9.3%	92.1	5.2%	2.734	7.8%	7.46%	25.1%	48.6%	26.3%	[1-0.47 2]
47	H	(6)	940.18	0.957	9.6%	0.250	9.6%	96.3	5.7%	2.761	7.7%	7.39%	25.8%	46.9%	27.3%	[1-0.53 2]
48	H	(6)	959.88	0.919	9.6%	0.245	9.6%	92.2	5.9%	2.768	7.6%	7.28%	26.2%	47.4%	26.4%	[1-0.44 2]
49	H	(6)	980.72	0.888	9.9%	0.242	9.9%	89.8	6.4%	2.747	7.6%	7.20%	25.8%	48.5%	25.7%	[1-0.29 2]
50	H	(6)	1000.43	0.947	9.5%	0.263	9.5%	94.1	5.9%	2.797	7.5%	7.11%	26.0%	47.1%	26.9%	[1-0.49 2]
51	H	(6)	1020.14	0.970	9.5%	0.275	9.5%	95.7	6.0%	2.816	7.3%	7.01%	25.4%	47.2%	27.4%	[1-0.44 2]
52	H	(6)	1041.02	0.956	9.1%	0.276	9.1%	94.2	5.4%	2.818	7.3%	6.93%	25.3%	47.9%	26.8%	[1-0.53 2]
53	H	(6)	1060.75	1.003	8.7%	0.296	8.7%	97.5	4.9%	2.857	7.2%	6.84%	25.3%	47.1%	27.6%	[1-0.65 2]
54	H	(6)	1080.45	1.050	8.6%	0.315	8.6%	100.9	4.8%	2.890	7.1%	6.79%	25.9%	45.9%	28.2%	[1-0.68 2]
55	H	(6)	1100.17	1.051	8.7%	0.321	8.7%	100.8	5.1%	2.897	7.1%	6.73%	26.0%	45.8%	28.1%	[1-0.75 2]
56	H	(6)	1121.05	1.040	8.7%	0.324	8.7%	100.2	5.1%	2.883	7.1%	6.67%	26.2%	45.8%	28.0%	[1-0.57 2]
57	H	(6)	1140.78	1.018	8.7%	0.322	8.7%	98.2	5.1%	2.877	7.0%	6.58%	25.8%	46.5%	27.7%	[1-0.37 2]
58	H	(6)	1160.52	0.979	9.2%	0.316	9.2%	96.0	6.0%	2.833	7.0%	6.53%	24.6%	48.2%	27.3%	[1-0.19 2]
59	H	(6)	1180.23	0.910	9.0%	0.298	9.0%	90.6	5.8%	2.788	6.9%	6.48%	23.5%	50.4%	26.1%	[1-0.18 2]
60	H	(6)	1201.12	0.853	8.9%	0.285	8.9%	86.0	5.7%	2.754	6.9%	6.45%	22.6%	52.3%	25.0%	[1-0.22 2]
61	H	(6)	1220.84	0.816	8.9%	0.277	8.9%	83.4	5.7%	2.719	6.8%	6.40%	21.7%	53.9%	24.4%	[1-0.11 2]
62	H	(6)	1240.53	0.820	8.9%	0.282	8.9%	83.9	5.8%	2.714	6.8%	6.35%	21.4%	54.1%	24.6%	[1-0.25 2]
63	H	(6)	1260.24	0.846	8.4%	0.296	8.4%	85.9	5.1%	2.736	6.7%	6.31%	22.1%	52.8%	25.1%	[1-0.46 2]
64	H	(6)	1281.09	0.883	8.5%	0.314	8.5%	89.1	5.3%	2.754	6.6%	6.26%	22.9%	51.1%	26.0%	[1-0.55 2]
65	H	(6)	1300.80	0.919	8.4%	0.332	8.4%	92.3	5.1%	2.767	6.6%	6.22%	23.5%	49.5%	27.0%	[1-0.63 2]
66	H	(6)	1320.52	0.954	8.2%	0.350	8.2%	94.1	5.0%	2.814	6.5%	6.16%	25.0%	47.7%	27.3%	[1-0.73 2]
67	H	(6)	1340.22	0.961	8.1%	0.358	8.1%	94.2	4.8%	2.835	6.5%	6.12%	25.8%	47.0%	27.2%	[1-0.76 2]
68	H	(6)	1361.08	0.953	8.2%	0.360	8.2%	93.1	5.1%	2.845	6.5%	6.08%	26.3%	46.9%	26.8%	[1-0.77 2]
69	H	(6)	1380.80	0.960	8.2%	0.368	8.2%	93.4	5.0%	2.857	6.4%	6.03%	26.7%	46.5%	26.7%	[1-0.79 2]
70	H	(6)	1400.52	0.965	8.3%	0.376	8.3%	93.9	5.4%	2.857	6.4%	5.99%	27.0%	46.4%	26.6%	[1-0.84 2]
71	H	(6)	1420.24	0.973	8.3%	0.384	8.3%	95.0	5.4%	2.843	6.4%	5.96%	26.8%	46.2%	27.0%	[1-0.78 2]
72	H	(6)	1441.12	0.989	8.3%	0.396	8.3%	96.3	5.3%	2.854	6.3%	5.90%	26.6%	46.1%	27.3%	[1-0.75 2]
73	H	(6)	1460.83	1.006	8.2%	0.408	8.2%	97.6	5.4%	2.862	6.3%	5.86%	26.4%	46.0%	27.6%	[1-0.79 2]
74	H	(6)	1480.54	1.005	8.2%	0.413	8.2%	97.9	5.4%	2.854	6.2%	5.83%	26.4%	46.0%	27.6%	[1-0.76 2]
75	H	(6)	1501.42	1.013	8.0%	0.422	8.0%	98.3	5.2%	2.861	6.2%	5.79%	26.0%	46.3%	27.7%	[1-0.77 2]
76	H	(6)	1521.14	1.023	7.8%	0.432	7.8%	99.2	4.8%	2.864	6.1%	5.73%	25.6%	46.6%	27.8%	[1-0.71 2]
77	H	(6)	1540.84	1.038	7.7%	0.444	7.7%	100.4	4.8%	2.873	6.1%	5.68%	25.7%	46.1%	28.2%	[1-0.69 2]
78	H	(6)	1560.56	1.044	7.7%	0.453	7.7%	101.5	4.7%	2.856	6.1%	5.65%	25.4%	46.0%	28.5%	[1-0.61 2]
79	H	(6)	1581.44	1.034	7.6%	0.454	7.6%	101.0	4.7%	2.843	6.0%	5.61%	25.0%	46.4%	28.6%	[1-0.51 2]
80	H	(6)	1601.15	1.029	7.7%	0.458	7.7%	100.6	4.8%	2.842	6.0%	5.57%	24.7%	46.6%	28.6%	[1-0.50 2]
81	H	(6)	1620.88	1.028	8.0%	0.463	8.0%	100.3	5.3%	2.846	5.9%	5.54%	24.7%	46.6%	28.7%	[1-0.55 2]
82	H	(6)	1640.60	1.022	8.1%	0.466	8.1%	100.2	5.5%	2.835	5.9%	5.51%	24.1%	47.4%	28.5%	[1-0.49 2]
83	H	(6)	1661.50	1.011	8.0%	0.467	8.0%	98.6	5.5%	2.848	5.8%	5.46%	23.9%	48.0%	28.1%	[1-0.48 2]
84	H	(6)	1681.22	1.007	8.0%	0.470	8.0%	98.5	5.6%	2.839	5.8%	5.42%	23.4%	48.5%	28.1%	[1-0.39 2]
85	H	(6)	1700.93	1.003	7.7%	0.474	7.7%	97.9	5.2%	2.845	5.8%	5.37%	23.4%	48.6%	28.0%	[1-0.38 2]
86	H	(6)	1720.64	0.996	7.3%	0.476	7.3%	97.4	4.5%	2.840	5.7%	5.33%	22.9%	49.4%	27.7%	[1-0.29 2]
87	H	(6)	1741.52	0.974	7.3%	0.471	7.3%	95.7	4.5%	2.827	5.7%	5.30%	23.0%	49.6%	27.4%	[1-0.25 2]
88	H	(6)	1761.21	0.956	7.6%	0.468	7.6%	94.3	5.1%	2.816	5.7%	5.27%	22.8%	50.2%	27.0%	[1-0.25 2]
89	H	(6)	1780.91	0.972	7.3%	0.481	7.3%	95.0	4.7%	2.841	5.6%	5.25%	23.0%	49.9%	27.1%	[1-0.42 2]
90	H	(6)	1800.63	0.980	7.8%	0.490	7.8%	95.5	5.4%	2.848	5.6%	5.22%	23.1%	49.8%	27.1%	[1-0.46 2]
91	H	(6)	1821.54	0.980	8.0%	0.496	8.0%	95.5	5.8%	2.848	5.6%	5.19%	23.4%	49.3%	27.3%	[1-0.45 2]
92	H	(6)	1841.25	0.984	7.9%	0.503	7.9%	96.1	5.6%	2.842	5.6%	5.17%	23.7%	49.0%	27.3%	[1-0.45 2]
93	H	(6)	1860.97	1.004	7.5%	0.519	7.5%	97.4	5.1%	2.864	5.5%	5.13%	24.2%	48.2%	27.7%	[1-0.46 2]
94	H	(6)	1880.69	1.009	7.9%	0.527	7.9%	97.8	5.7%	2.865	5.5%	5.10%	24.5%	47.8%	27.7%	[1-0.50 2]
95	H	(6)	1901.59	1.009	7.7%	0.533	7.7%	97.5	5.4%	2.876	5.5%	5.07%	24.7%	47.5%	27.8%	[1-0.51 2]
96	H	(6)	1921.31	0.987	7.5%	0.527	7.5%	95.5	5.2%	2.873	5.5%	5.05%	24.8%	47.9%	27.3%	[1-0.50 2]
97	H	(6)	1941.01	0.962	7.5%	0.518	7.5%	93.2	5.1%	2.866	5.4%	5.02%	24.5%	48.8%	26.6%	[1-0.42 2]
98	H	(6)	1960.72	0.921	7.4%	0.502	7.4%	89.9	5.0%	2.846	5.4%	5.00%	24.2%	49.9%	25.9%	[1-0.38 2]
99	H	(6)	1981.58	0.878	7.0%	0.483	7.0%	86.2	4.4%	2.830	5.4%	4.97%	23.5%	51.3%	25.2%	[1-0.37 2]
100	H	(6)	2001.28	0.834	6.9%	0.463	6.9%	82.7	4.3%	2.799	5.4%	4.95%	22.8%	52.9%	24.3%	[1-0.27 2]
101	H	(6)	2020.99	0.801	7.2%	0.450	7.2%	80.3	4.7%	2.769	5.4%	4.92%	22.2%	54.1%	23.7%	[1-0.15 2]
102	H	(6)	2041.84	0.767	7.4%	0.435	7.4%	77.7	5.1%	2.742	5.4%	4.91%	21.7%	55.0%	23.2%	[1-0.08 2]
103	H	(6)	2061.55	0.748	7.2%	0.428	7.2%	76.1	4.8%	2.729	5.3%	4.89%	21.2%	56.1%	22.7%	[1-0.17 2]
104	H	(6)	2081.27	0.735	7.4%	0.425	7.4%	74.7	5.3%	2.731	5.3%	4.87%	21.1%	56.7%	22.2%	[1-0.33 2]
105	H	(6)	2100.98	0.720	7.2%	0.420	7.2%	73.7	4.8%	2.715	5.3%	4.84%	21.0%	57.0%	21.9%	[1-0.19 2]
106	H	(6)	2121.86	0.715	7.1%	0.421	7.1%	72.8	4.8%	2.729	5.2%	4.81%	20.7%	57.8%	21.5%	[1-0.19 2]
107	H	(6)	2141.60	0.705	6.9%	0.419	6.9%	72.1	4.5%	2.714	5.2%	4.80%	20.6%	58.2%	21.3%	[1-0.15 2]
108	H	(6)	2161.32	0.709	7.0%	0.425	7.0%	72.0	4.7%	2.735	5.2%	4.77%	20.8%	57.8%	21.4%	[1-0.33 2]
109	H	(6)	2181.03	0.715	6.8%	0.433	6.8%	72.5	4.4%	2.741	5.2%	4.75%	20.8%	57.5%	21.7%	[1-0.30 2]
110	H	(6)	2201.92	0.713	7.1%	0.436	7.1%	72.3	4.9%	2.741	5.1%	4.72%	20.7%	57.8%	21.5%	[1-0.27 2]
111	H	(6)	2221.65	0.708	6.8%	0.437	6.8%	71.9	4.5%	2.734	5.1%	4.70%	21.0%	57.6%	21.4%	[1-0.29 2]
112	H	(6)	2241.37	0.723	6.8%	0.450	6.8%	73.0	4.5%	2.749	5.1%	4.68%	21.4%	56.9%	21.7%	[1-0.35 2]
113	H	(6)	2261.07	0.725	6.9%	0.455	6.9%	73.4	4.6%	2.745	5.1%	4.67%	21.3%	57.0%	21.7%	[1-0.35 2]
114	H	(6)	2281.97	0.722	7.0%	0.458	7.0%	73.0	4.8%	2.748	5.1%	4.65%	21.5%	57.1%	21.4%	[1-0.40 2]
115	H	(6)	2301.68	0.720	6.9%	0.461	6.9%	73.0	4.6%	2.741	5.1%	4.63%	21.6%	57.0%	21.4%	[1-0.36 2]
116	H	(6)	2321.39	0.722	7.0%	0.466	7.0%	73.1	4.8%	2.744	5.1%	4.61%	21.6%	56.9%	21.5%	[1-0.29 2]
117	H	(6)	2341.11	0.717	7.1%	0.466	7.1%	72.8	5.0%	2.737	5.0%	4.60%	21.5%	57.0%	21.5%	[1-0.31 2]
118	H	(6)	2361.99	0.707	7.1%	0.464	7.1%	71.9	5.0%	2.731	5.0%	4.57%	21.6%	57.2%	21.2%	[1-0.32 2]
119	H	(6)	2381.70	0.701	7.3%	0.464	7.3%	71.4	5.2%	2.728	5.0%	4.56%	21.7%	57.2%	21.1%	[1-0.32 2]
120	H	(6)	2401.41	0.696	7.1%	0.464	7.1%	70.9	5.0%	2.727	5.0%	4.54%	21.8%	57.2%	21.0%	[1-0.30 2]
121	H	(6)	2422.26	0.696	7.2%	0.469	7.2%	71.0	5.2%	2.727	5.0%	4.52%	21.9%	57.1%	21.0%	[1-0.35 2]
122	H	(6)	2441.97	0.690	6.9%	0.468	6.9%	70.1	4.8%	2.732	4.9%	4.50%	22.1%	57.2%	20.7%	[1-0.40 2]
123	H	(6)	2461.67	0.692	6.8%	0.473	6.8%	70.3	4.7%	2.737	4.9%	4.48%	22.3%	56.9%	20.8%	[1-0.36 2]
124	H	(6)	2481.37	0.692	6.5%	0.477	6.5%	70.1	4.3%	2.743	4.9%	4.46%	22.0%	57.3%	20.7%	[1-0.30 2]
125	H	(6)	2502.26	0.671	6.8%	0.466	6.8%	68.4	4.7%	2.726	4.9%	4.43%	21.9%	57.7%	20.4%	[1-0.11 2]
126	H	(6)	2521.98	0.654	6.7%	0.458	6.7%	66.9	4.5%	2.717	4.9%	4.42%	21.7%	58.5%	19.8%	[1-0.08 2]
127	H	(6)	2541.70	0.644	6.8%	0.455	6.8%	66.2	4.7%	2.704	4.9%	4.40%	21.3%	59.1%	19.6%	[1-0.07 2]
128	H	(6)	2561.41	0.630	6.8%	0.449	6.8%	64.9	4.8%	2.698	4.8%	4.38%	20.7%	60.2%	19.1%	[1-0.04 2]
129	H	(6)	2582.31	0.611	6.8%	0.438	6.8%	63.2	4.7%	2.682	4.8%	4.36%	20.4%	60.9%	18.7%	[1-0.00 2]
130	H	(6)	2602.02	0.612	6.9%	0.443	6.9%	63.3	4.9%	2.686	4.8%	4.34%	20.2%	61.2%	18.7%	[1-0.00 2]
131	H	(6)	2621.73	0.620	6.7%	0.452	6.7%	64.1	4.7%	2.686	4.8%	4.33%	19.9%	61.1%	19.0%	[1-0.02 2]
132	H	(6)	2641.45	0.628	6.8%	0.460	6.8%	64.7	4.8%	2.693	4.8%	4.31%	20.0%	60.9%	19.2%	[1-0.08 2]
133	H	(6)	2662.33	0.643	6.6%	0.476	6.6%	65.8	4.6%	2.718	4.7%	4.29%	20.7%	59.7%	19.6%	[1-0.25 2]
134	H	(6)	2682.04	0.673	7.1%	0.501	7.1%	68.2	5.3%	2.741	4.7%	4.28%	21.3%	58.3%	20.4%	[1-0.39 2]
135	H	(6)	2701.72	0.707	7.1%	0.531	7.1%	71.3	5.3%	2.757	4.7%	4.26%	22.0%	56.8%	21.2%	[1-0.44 2]
136	H	(6)	2721.42	0.720	7.2%	0.544	7.2%	72.6	5.4%	2.757	4.7%	4.25%	22.7%	55.5%	21.7%	[1-0.42 2]
137	H	(6)	2742.34	0.753	7.3%	0.574	7.3%	75.6	5.6%	2.766	4.7%	4.24%	22.9%	54.5%	22.6%	[1-0.42 2]
138	H	(6)	2762.06	0.777	7.4%	0.596	7.4%	77.6	5.8%	2.783	4.7%	4.22%	22.7%	54.1%	23.1%	[1-0.46 2]
139	H	(6)	2781.75	0.780	7.1%	0.603	7.1%	78.1	5.4%	2.774	4.7%	4.20%	22.8%	54.1%	23.1%	[1-0.44 2]
140	H	(6)	2802.61	0.780	7.1%	0.607	7.1%	78.2	5.4%	2.771	4.7%	4.19%	22.8%	54.2%	23.1%	[1-0.45 2]
141	H	(6)	2822.30	0.783	7.4%	0.614	7.4%	78.5	5.7%	2.770	4.6%	4.17%	22.5%	54.5%	23.0%	[1-0.38 2]
142	H	(6)	2842.01	0.767	7.4%	0.606	7.4%	77.1	5.8%	2.764	4.6%	4.16%	22.5%	54.7%	22.7%	[1-0.39 2]
143	H	(6)	2861.71	0.766	7.4%	0.609	7.4%	76.9	5.8%	2.766	4.6%	4.14%	22.3%	55.2%	22.5%	[1-0.43 2]
144	H	(6)	2882.59	0.755	7.4%	0.604	7.4%	75.8	5.8%	2.767	4.6%	4.12%	22.0%	55.8%	22.2%	[1-0.38 2]
145	H	(6)	2902.31	0.746	7.1%	0.601	7.1%	74.9	5.4%	2.766	4.6%	4.11%	21.7%	56.4%	22.0%	[1-0.35 2]
146	H	(6)	2922.04	0.742	7.0%	0.602	7.0%	74.6	5.3%	2.763	4.6%	4.09%	21.4%	56.8%	21.7%	[1-0.28 2]
147	H	(6)	2941.77	0.738	6.6%	0.603	6.6%	74.2	4.7%	2.760	4.6%	4.08%	21.2%	57.4%	21.5%	[1-0.34 2]
148	H	(6)	2962.66	0.729	6.7%	0.600	6.7%	73.2	4.9%	2.765	4.5%	4.06%	21.3%	57.3%	21.4%	[1-0.35 2]
149	H	(6)	2982.40	0.726	6.8%	0.602	6.8%	73.0	5.1%	2.763	4.5%	4.04%	21.1%	57.6%	21.3%	[1-0.36 2]
150	H	(6)	3002.12	0.725	6.7%	0.605	6.7%	72.9	4.9%	2.764	4.5%	4.03%	21.1%	57.6%	21.3%	[1-0.36 2]
151	H	(6)	3021.82	0.718	6.6%	0.603	6.6%	72.3	4.8%	2.762	4.5%	4.01%	21.1%	57.6%	21.3%	[1-0.32 2]
152	H	(6)	3042.70	0.716	6.8%	0.605	6.8%	71.8	5.1%	2.770	4.5%	4.00%	21.2%	57.6%	21.2%	[1-0.38 2]
153	H	(6)	3062.41	0.710	6.9%	0.604	6.9%	71.4	5.3%	2.762	4.5%	3.98%	21.0%	57.8%	21.2%	[1-0.35 2]
154	H	(6)	3082.12	0.722	6.7%	0.618	6.7%	72.5	5.0%	2.768	4.4%	3.97%	21.0%	57.5%	21.4%	[1-0.36 2]
155	H	(6)	3102.98	0.722	7.2%	0.622	7.2%	72.7	5.7%	2.759	4.4%	3.96%	20.9%	57.8%	21.3%	[1-0.33 2]
156	H	(6)	3122.68	0.729	7.2%	0.632	7.2%	73.3	5.7%	2.760	4.4%	3.94%	20.9%	57.6%	21.4%	[1-0.35 2]
157	H	(6)	3142.40	0.733	7.1%	0.640	7.1%	73.8	5.6%	2.757	4.4%	3.93%	20.9%	57.2%	21.9%	[1-0.35 2]
158	H	(6)	3162.12	0.733	6.6%	0.644	6.6%	74.0	4.9%	2.755	4.4%	3.92%	20.8%	57.3%	21.9%	[1-0.33 2]
159	H	(6)	3183.00	0.721	6.6%	0.638	6.6%	72.5	4.9%	2.762	4.4%	3.91%	20.7%	57.5%	21.8%	[1-0.38 2]
160	H	(6)	3202.71	0.715	6.4%	0.636	6.4%	71.9	4.6%	2.765	4.4%	3.90%	21.0%	57.2%	21.9%	[1-0.43 2]
161	H	(6)	3222.43	0.705	6.1%	0.632	6.1%	71.2	4.3%	2.753	4.4%	3.89%	20.8%	57.4%	21.8%	[1-0.37 2]
162	H	(6)	3242.17	0.700	6.1%	0.630	6.1%	70.6	4.3%	2.755	4.4%	3.88%	20.7%	57.9%	21.4%	[1-0.43 2]
163	H	(6)	3263.06	0.696	6.3%	0.631	6.3%	70.3	4.5%	2.751	4.4%	3.87%	20.8%	57.9%	21.3%	[1-0.44 2]
164	H	(6)	3282.78	0.689	6.4%	0.629	6.4%	69.8	4.7%	2.745	4.4%	3.86%	20.7%	58.2%	21.2%	[1-0.45 2]
165	H	(6)	3302.47	0.685	6.5%	0.628	6.5%	69.5	4.8%	2.737	4.3%	3.85%	20.5%	58.5%	21.0%	[1-0.46 2]
166	H	(6)	3322.18	0.688	6.5%	0.635	6.5%	69.6	4.8%	2.746	4.3%	3.84%	20.7%	58.3%	21.0%	[1-0.53 2]
167	H	(6)	3343.05	0.693	6.5%	0.644	6.5%	70.0	4.8%	2.749	4.3%	3.83%	20.7%	58.2%	21.1%	[1-0.52 2]
168	H	(6)	3362.75	0.713	6.4%	0.666	6.4%	72.0	4.8%	2.749	4.3%	3.81%	20.8%	57.7%	21.4%	[1-0.53 2]
169	H	(6)	3382.47	0.726	6.3%	0.682	6.3%	73.3	4.6%	2.754	4.3%	3.81%	21.2%	57.1%	21.7%	[1-0.55 2]
170	H	(6)	3402.16	0.740	6.1%	0.699	6.1%	74.3	4.3%	2.766	4.3%	3.80%	21.6%	56.5%	21.9%	[1-0.56 2]
171	H	(6)	3423.02	0.749	6.1%	0.713	6.1%	75.2	4.3%	2.769	4.3%	3.79%	21.7%	56.2%	22.1%	[1-0.53 2]
172	H	(6)	3442.76	0.753	6.1%	0.720	6.1%	75.1	4.3%	2.785	4.3%	3.77%	22.0%	55.9%	22.1%	[1-0.53 2]
173	H	(6)	3462.48	0.743	6.1%	0.715	6.1%	73.9	4.3%	2.794	4.3%	3.76%	22.2%	55.9%	21.9%	[1-0.53 2]
174	H	(6)	3482.19	0.754	6.2%	0.729	6.2%	74.6	4.6%	2.808	4.2%	3.74%	22.1%	55.9%	22.0%	[1-0.56 2]
