[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
12	H	(6)	260.09	2.764	10.1%	0.200	10.1%	82.5	5.3%	9.311	8.6%	7.75%	36.4%	40.8%	22.8%	[1-0.23 2]
13	H	(6)	279.79	2.588	9.9%	0.201	9.9%	77.9	5.4%	9.233	8.3%	7.47%	36.4%	41.9%	21.7%	[1-0.00 2]
14	H	(6)	299.51	2.561	9.6%	0.213	9.6%	76.5	5.4%	9.300	7.9%	7.19%	36.0%	42.6%	21.3%	[1-0.00 2]
15	H	(6)	320.37	2.530	9.0%	0.225	9.0%	74.7	4.9%	9.411	7.6%	6.89%	34.9%	44.2%	20.9%	[1-0.00 2]
16	H	(6)	340.08	2.416	8.9%	0.228	8.9%	70.7	5.2%	9.488	7.3%	6.68%	34.9%	45.3%	19.7%	[1-0.35 0]
17	H	(6)	359.78	2.223	8.9%	0.222	8.9%	66.3	5.3%	9.313	7.1%	6.48%	34.1%	47.5%	18.4%	[1-0.06 2]
18	H	(6)	379.49	2.128	8.9%	0.224	8.9%	64.3	5.4%	9.199	7.0%	6.34%	33.8%	48.5%	17.7%	[1-0.04 2]
19	H	(6)	400.37	2.100	9.2%	0.234	9.2%	62.9	6.1%	9.278	6.9%	6.19%	34.7%	48.2%	17.2%	[1-0.48 2]
20	H	(6)	420.08	2.153	9.3%	0.251	9.3%	63.2	6.5%	9.469	6.7%	6.03%	36.6%	46.2%	17.1%	[1-0.65 0]
21	H	(6)	439.79	2.233	9.3%	0.273	9.3%	64.7	6.6%	9.584	6.6%	5.89%	37.8%	44.7%	17.5%	[1-0.62 0]
22	H	(6)	459.51	2.320	9.1%	0.296	9.1%	66.0	6.4%	9.761	6.4%	5.74%	39.2%	42.9%	17.8%	[1-0.55 0]
23	H	(6)	480.36	2.413	8.8%	0.322	8.8%	68.5	6.2%	9.786	6.3%	5.62%	40.4%	40.9%	18.7%	[1-0.46 0]
24	H	(6)	500.08	2.481	8.3%	0.345	8.3%	69.4	5.7%	9.931	6.1%	5.49%	40.7%	40.1%	19.1%	[1-0.50 0]
25	H	(6)	519.82	2.580	8.6%	0.373	8.6%	71.4	6.3%	10.040	5.9%	5.36%	40.6%	39.7%	19.7%	[1-0.54 0]
26	H	(6)	539.53	2.659	8.2%	0.399	8.2%	73.8	5.9%	10.009	5.8%	5.27%	39.8%	39.8%	20.3%	[1-0.61 0]
27	H	(6)	560.41	2.733	8.3%	0.425	8.3%	75.3	6.0%	10.085	5.7%	5.16%	40.0%	39.2%	20.8%	[1-0.68 0]
28	H	(6)	580.11	2.809	8.3%	0.453	8.3%	77.0	6.1%	10.136	5.6%	5.06%	40.0%	38.8%	21.1%	[1-0.65 0]
29	H	(6)	599.82	2.892	8.1%	0.482	8.1%	78.9	6.0%	10.180	5.5%	4.97%	39.9%	38.4%	21.6%	[1-0.67 0]
30	H	(6)	619.53	2.906	7.7%	0.500	7.7%	79.6	5.5%	10.142	5.4%	4.89%	39.8%	38.5%	21.7%	[1-0.65 0]
31	H	(6)	640.40	2.953	7.6%	0.525	7.6%	81.2	5.4%	10.097	5.4%	4.82%	39.9%	38.0%	22.1%	[1-0.55 0]
32	H	(6)	660.10	2.989	7.3%	0.548	7.3%	82.1	5.0%	10.112	5.3%	4.73%	39.7%	38.1%	22.2%	[1-0.53 0]
33	H	(6)	679.80	3.100	7.0%	0.585	7.0%	84.9	4.7%	10.144	5.2%	4.68%	40.3%	36.8%	22.9%	[1-0.58 0]
34	H	(6)	700.65	3.145	7.1%	0.612	7.1%	86.2	4.9%	10.139	5.2%	4.61%	40.6%	36.2%	23.2%	[1-0.53 0]
35	H	(6)	720.36	3.239	7.0%	0.648	7.0%	87.8	4.8%	10.243	5.1%	4.55%	41.2%	35.2%	23.6%	[1-0.64 0]
36	H	(6)	740.05	3.267	6.8%	0.672	6.8%	88.2	4.6%	10.288	5.0%	4.50%	42.2%	34.1%	23.7%	[1-0.65 0]
37	H	(6)	759.75	3.344	6.7%	0.706	6.7%	89.8	4.5%	10.341	5.0%	4.44%	42.8%	33.0%	24.2%	[1-0.70 0]
38	H	(6)	780.64	3.324	6.6%	0.721	6.6%	89.8	4.4%	10.284	4.9%	4.40%	42.9%	32.9%	24.2%	[1-0.70 0]
39	H	(6)	800.36	3.370	6.8%	0.749	6.8%	90.5	4.7%	10.343	4.9%	4.34%	43.4%	32.3%	24.3%	[1-0.69 0]
40	H	(6)	820.07	3.333	6.9%	0.759	6.9%	89.7	4.9%	10.324	4.8%	4.29%	43.4%	32.5%	24.1%	[1-0.67 0]
41	H	(6)	839.77	3.293	6.9%	0.768	6.9%	89.1	5.0%	10.262	4.8%	4.23%	43.2%	32.8%	23.9%	[1-0.65 0]
42	H	(6)	860.66	3.239	7.1%	0.774	7.1%	88.0	5.3%	10.217	4.8%	4.20%	43.3%	33.1%	23.6%	[1-0.65 0]
43	H	(6)	880.37	3.211	7.5%	0.785	7.5%	87.7	5.8%	10.167	4.7%	4.17%	43.5%	32.9%	23.6%	[1-0.68 0]
44	H	(6)	900.06	3.222	7.4%	0.806	7.4%	88.1	5.7%	10.157	4.7%	4.13%	43.7%	32.7%	23.6%	[1-0.70 0]
45	H	(6)	920.93	3.203	7.4%	0.819	7.4%	88.2	5.7%	10.091	4.7%	4.11%	44.4%	32.0%	23.6%	[1-0.70 0]
46	H	(6)	940.64	3.231	7.3%	0.844	7.3%	88.6	5.6%	10.135	4.7%	4.08%	45.0%	31.1%	23.9%	[1-0.71 0]
47	H	(6)	960.35	3.219	7.0%	0.859	7.0%	88.8	5.3%	10.068	4.6%	4.05%	45.4%	30.6%	24.0%	[1-0.72 0]
48	H	(6)	980.05	3.262	7.0%	0.888	7.0%	90.6	5.2%	10.002	4.6%	4.03%	45.5%	29.8%	24.6%	[1-0.69 0]
49	H	(6)	1000.93	3.247	6.8%	0.903	6.8%	90.8	5.1%	9.932	4.6%	4.00%	45.6%	29.6%	24.8%	[1-0.68 0]
50	H	(6)	1020.64	3.245	6.8%	0.920	6.8%	91.5	5.1%	9.848	4.5%	3.97%	45.5%	29.5%	25.0%	[1-0.66 0]
51	H	(6)	1040.35	3.237	6.9%	0.935	6.9%	91.8	5.2%	9.800	4.5%	3.94%	45.5%	29.5%	25.0%	[1-0.67 0]
52	H	(6)	1060.06	3.288	7.0%	0.968	7.0%	93.3	5.4%	9.791	4.5%	3.91%	45.4%	29.2%	25.4%	[1-0.66 0]
53	H	(6)	1080.94	3.231	6.8%	0.970	6.8%	92.5	5.1%	9.699	4.5%	3.88%	45.3%	29.8%	25.0%	[1-0.61 0]
54	H	(6)	1100.64	3.203	6.6%	0.979	6.6%	91.7	5.0%	9.700	4.4%	3.84%	45.3%	29.9%	24.8%	[1-0.61 0]
55	H	(6)	1120.35	3.234	6.4%	1.006	6.4%	92.3	4.7%	9.733	4.4%	3.81%	45.2%	30.0%	24.8%	[1-0.65 0]
56	H	(6)	1140.07	3.207	6.8%	1.016	6.8%	91.4	5.2%	9.750	4.3%	3.77%	45.3%	30.1%	24.5%	[1-0.63 0]
57	H	(6)	1160.96	3.178	6.9%	1.025	6.9%	90.4	5.4%	9.762	4.3%	3.73%	45.3%	30.3%	24.4%	[1-0.67 0]
58	H	(6)	1180.66	3.182	7.0%	1.044	7.0%	90.5	5.6%	9.769	4.2%	3.69%	45.2%	30.3%	24.5%	[1-0.66 0]
59	H	(6)	1200.37	3.242	6.9%	1.081	6.9%	91.4	5.5%	9.851	4.2%	3.66%	45.2%	30.1%	24.7%	[1-0.70 0]
60	H	(6)	1220.08	3.306	7.1%	1.120	7.1%	92.9	5.7%	9.890	4.2%	3.62%	44.9%	29.9%	25.2%	[1-0.69 0]
61	H	(6)	1240.99	3.299	6.8%	1.137	6.8%	93.1	5.3%	9.842	4.2%	3.60%	44.9%	29.9%	25.3%	[1-0.66 0]
62	H	(6)	1260.71	3.307	6.7%	1.158	6.7%	93.4	5.3%	9.832	4.1%	3.57%	44.7%	30.0%	25.3%	[1-0.66 0]
63	H	(6)	1280.44	3.316	6.9%	1.179	6.9%	93.2	5.5%	9.878	4.1%	3.54%	44.8%	29.8%	25.3%	[1-0.69 0]
64	H	(6)	1300.15	3.329	7.0%	1.202	7.0%	93.6	5.6%	9.877	4.1%	3.51%	44.8%	29.8%	25.3%	[1-0.73 0]
65	H	(6)	1321.04	3.289	7.1%	1.207	7.1%	92.9	5.8%	9.829	4.0%	3.48%	44.8%	30.2%	25.1%	[1-0.69 0]
66	H	(6)	1340.72	3.294	7.0%	1.227	7.0%	93.5	5.7%	9.783	4.0%	3.45%	44.4%	30.4%	25.2%	[1-0.66 0]
67	H	(6)	1360.44	3.337	6.8%	1.261	6.8%	94.8	5.5%	9.777	4.0%	3.43%	44.2%	30.4%	25.5%	[1-0.70 0]
68	H	(6)	1381.29	3.327	6.6%	1.277	6.6%	94.7	5.2%	9.761	4.0%	3.40%	44.2%	30.4%	25.4%	[1-0.65 0]
69	H	(6)	1401.00	3.339	6.5%	1.300	6.5%	95.1	5.2%	9.754	4.0%	3.37%	43.6%	30.8%	25.6%	[1-0.64 0]
70	H	(6)	1420.72	3.299	6.5%	1.302	6.5%	94.4	5.1%	9.709	3.9%	3.36%	43.6%	31.0%	25.5%	[1-0.66 0]
71	H	(6)	1440.42	3.333	6.5%	1.333	6.5%	95.1	5.2%	9.734	3.9%	3.34%	43.4%	30.9%	25.7%	[1-0.69 0]
72	H	(6)	1461.30	3.298	6.6%	1.339	6.6%	94.2	5.3%	9.723	3.9%	3.31%	43.4%	31.1%	25.5%	[1-0.70 0]
73	H	(6)	1481.01	3.303	6.8%	1.359	6.8%	94.5	5.6%	9.709	3.9%	3.29%	43.1%	31.4%	25.5%	[1-0.68 0]
74	H	(6)	1500.74	3.253	6.7%	1.356	6.7%	93.0	5.5%	9.712	3.9%	3.27%	43.2%	31.5%	25.3%	[1-0.69 0]
75	H	(6)	1520.48	3.324	6.3%	1.404	6.3%	94.7	5.0%	9.752	3.8%	3.25%	42.9%	31.4%	25.7%	[1-0.72 0]
76	H	(6)	1541.37	3.300	6.2%	1.413	6.2%	94.2	4.9%	9.734	3.8%	3.23%	43.0%	31.5%	25.5%	[1-0.73 0]
77	H	(6)	1561.10	3.330	5.9%	1.444	5.9%	94.7	4.5%	9.763	3.8%	3.21%	43.0%	31.2%	25.7%	[1-0.74 0]
78	H	(6)	1580.82	3.355	5.7%	1.473	5.7%	95.5	4.3%	9.755	3.8%	3.19%	42.9%	30.9%	26.2%	[1-0.74 0]
79	H	(10)	1600.53	3.383	5.7%	1.504	5.7%	96.2	4.3%	9.770	3.8%	3.17%	43.1%	30.7%	26.2%	[1-0.77 0]
80	H	(10)	1621.40	3.347	6.0%	1.507	6.0%	95.0	4.7%	9.781	3.8%	3.15%	43.4%	30.7%	25.9%	[1-0.78 0]
81	H	(10)	1641.11	3.342	5.9%	1.524	5.9%	94.9	4.6%	9.782	3.7%	3.13%	43.5%	30.7%	25.8%	[1-0.77 0]
82	H	(10)	1660.83	3.298	6.2%	1.521	6.2%	93.9	5.0%	9.751	3.7%	3.11%	43.4%	30.9%	25.6%	[1-0.80 0]
83	H	(10)	1680.53	3.209	6.2%	1.498	6.2%	91.8	5.0%	9.711	3.7%	3.10%	43.6%	31.5%	24.9%	[1-0.75 0]
84	H	(10)	1701.42	3.187	6.4%	1.506	6.4%	91.4	5.2%	9.684	3.7%	3.08%	43.2%	32.1%	24.8%	[1-0.75 0]
85	H	(10)	1721.14	3.174	6.4%	1.518	6.4%	91.2	5.2%	9.667	3.7%	3.06%	42.9%	32.4%	24.7%	[1-0.78 0]
86	H	(10)	1740.86	3.183	6.4%	1.539	6.4%	91.4	5.3%	9.672	3.7%	3.04%	42.8%	32.5%	24.8%	[1-0.80 0]
87	H	(10)	1760.55	3.141	6.4%	1.536	6.4%	90.0	5.3%	9.691	3.6%	3.03%	42.9%	32.8%	24.3%	[1-0.83 0]
88	H	(10)	1781.44	3.156	6.6%	1.562	6.6%	90.6	5.5%	9.676	3.6%	3.01%	42.9%	32.5%	24.5%	[1-0.81 0]
89	H	(10)	1801.16	3.082	6.6%	1.542	6.6%	88.7	5.5%	9.654	3.6%	3.00%	43.6%	32.3%	24.1%	[1-0.80 0]
90	H	(10)	1820.85	3.015	6.5%	1.525	6.5%	87.0	5.5%	9.622	3.6%	2.98%	43.7%	32.6%	23.8%	[1-0.80 0]
91	H	(10)	1840.55	2.986	6.9%	1.526	6.9%	86.2	5.8%	9.617	3.6%	2.97%	43.6%	32.8%	23.6%	[1-0.82 0]
92	H	(10)	1861.45	3.044	6.8%	1.574	6.8%	87.8	5.8%	9.629	3.6%	2.95%	43.3%	32.8%	24.0%	[1-0.84 0]
93	H	(10)	1881.19	3.040	6.6%	1.589	6.6%	87.8	5.6%	9.620	3.6%	2.93%	43.2%	32.9%	23.8%	[1-0.84 0]
94	H	(10)	1900.91	3.098	6.7%	1.636	6.7%	89.0	5.7%	9.668	3.5%	2.92%	43.0%	32.9%	24.1%	[1-0.86 0]
95	H	(10)	1920.64	3.162	6.5%	1.687	6.5%	90.8	5.5%	9.678	3.5%	2.90%	42.7%	32.7%	24.6%	[1-0.88 0]
96	H	(10)	1941.52	3.185	6.5%	1.718	6.5%	91.5	5.5%	9.669	3.5%	2.89%	42.6%	32.5%	24.8%	[1-0.87 0]
97	H	(10)	1961.24	3.174	6.4%	1.729	6.4%	91.4	5.4%	9.651	3.5%	2.87%	42.6%	32.6%	24.8%	[1-0.87 0]
98	H	(10)	1980.97	3.124	6.4%	1.719	6.4%	90.1	5.4%	9.636	3.5%	2.86%	42.5%	33.1%	24.4%	[1-0.87 0]
99	H	(10)	2000.70	3.054	6.3%	1.697	6.3%	88.3	5.2%	9.608	3.5%	2.85%	42.4%	33.7%	23.9%	[1-0.86 0]
100	H	(10)	2021.59	2.996	6.4%	1.682	6.4%	87.0	5.3%	9.564	3.5%	2.83%	42.4%	34.1%	23.5%	[1-0.84 0]
101	H	(10)	2041.30	2.946	6.3%	1.671	6.3%	85.8	5.3%	9.534	3.5%	2.82%	42.3%	34.7%	23.1%	[1-0.82 0]
102	H	(10)	2061.02	2.886	6.3%	1.652	6.3%	84.5	5.3%	9.486	3.5%	2.81%	42.3%	35.0%	22.7%	[1-0.82 0]
103	H	(10)	2080.73	2.906	6.5%	1.680	6.5%	84.8	5.5%	9.515	3.5%	2.80%	42.2%	34.9%	22.9%	[1-0.85 0]
104	H	(10)	2101.58	2.896	6.3%	1.691	6.3%	84.7	5.3%	9.499	3.5%	2.78%	42.1%	35.0%	22.9%	[1-0.85 0]
105	H	(10)	2121.27	2.930	6.6%	1.727	6.6%	85.6	5.6%	9.506	3.4%	2.77%	41.9%	34.9%	23.1%	[1-0.81 0]
106	H	(10)	2140.97	2.860	6.4%	1.701	6.4%	83.7	5.4%	9.486	3.4%	2.76%	42.0%	35.2%	22.8%	[1-0.81 0]
107	H	(10)	2160.70	2.856	6.6%	1.714	6.6%	83.6	5.7%	9.493	3.4%	2.75%	42.0%	35.2%	22.8%	[1-0.81 0]
108	H	(10)	2181.60	2.838	6.6%	1.720	6.6%	83.7	5.6%	9.424	3.4%	2.74%	41.9%	35.4%	22.8%	[1-0.81 0]
109	H	(10)	2201.32	2.832	6.9%	1.732	6.9%	83.4	6.0%	9.429	3.4%	2.72%	41.9%	35.4%	22.8%	[1-0.83 0]
110	H	(10)	2221.02	2.798	6.7%	1.726	6.7%	82.5	5.8%	9.417	3.4%	2.71%	42.0%	35.4%	22.6%	[1-0.83 0]
111	H	(10)	2240.76	2.850	6.7%	1.774	6.7%	84.1	5.8%	9.407	3.4%	2.70%	41.7%	35.3%	23.0%	[1-0.82 0]
112	H	(10)	2261.63	2.808	6.7%	1.764	6.7%	83.1	5.8%	9.386	3.4%	2.69%	41.7%	35.6%	22.6%	[1-0.78 0]
113	H	(10)	2281.35	2.798	6.7%	1.773	6.7%	83.0	5.8%	9.371	3.4%	2.68%	41.7%	35.6%	22.6%	[1-0.76 0]
114	H	(10)	2301.06	2.827	6.6%	1.807	6.6%	84.0	5.7%	9.350	3.4%	2.67%	41.3%	35.9%	22.8%	[1-0.75 0]
115	H	(10)	2320.78	2.821	7.0%	1.819	7.0%	84.0	6.2%	9.334	3.3%	2.66%	41.2%	36.0%	22.8%	[1-0.75 0]
116	H	(10)	2341.67	2.808	7.4%	1.826	7.4%	83.8	6.7%	9.310	3.3%	2.65%	41.2%	35.9%	22.8%	[1-0.74 0]
117	H	(10)	2361.37	2.881	7.2%	1.890	7.2%	85.9	6.4%	9.318	3.3%	2.64%	40.9%	35.7%	23.4%	[1-0.73 0]
118	H	(10)	2381.07	2.879	7.2%	1.904	7.2%	85.7	6.4%	9.334	3.3%	2.62%	41.3%	35.4%	23.3%	[1-0.72 0]
119	H	(10)	2401.94	2.918	7.2%	1.947	7.2%	86.7	6.3%	9.353	3.3%	2.61%	41.5%	35.0%	23.5%	[1-0.74 0]
120	H	(10)	2421.65	2.913	6.8%	1.960	6.8%	86.2	6.0%	9.389	3.3%	2.60%	41.8%	34.9%	23.4%	[1-0.75 0]
121	H	(10)	2441.35	2.914	6.7%	1.976	6.7%	86.5	5.9%	9.363	3.3%	2.60%	41.9%	34.8%	23.3%	[1-0.75 0]
122	H	(10)	2461.07	2.926	6.8%	2.001	6.8%	86.8	5.9%	9.366	3.3%	2.59%	42.0%	34.6%	23.4%	[1-0.77 0]
123	H	(10)	2481.95	2.941	6.9%	2.028	6.9%	87.3	6.0%	9.363	3.3%	2.58%	41.9%	34.6%	23.5%	[1-0.76 0]
124	H	(10)	2501.66	2.923	6.8%	2.031	6.8%	86.6	6.0%	9.371	3.3%	2.57%	42.2%	34.4%	23.4%	[1-0.76 0]
125	H	(10)	2521.36	2.898	7.1%	2.030	7.1%	86.0	6.3%	9.359	3.3%	2.55%	42.1%	34.5%	23.3%	[1-0.73 0]
126	H	(10)	2541.07	2.896	7.2%	2.044	7.2%	85.6	6.4%	9.394	3.3%	2.54%	42.3%	34.4%	23.3%	[1-0.75 0]
127	H	(10)	2561.96	2.859	7.5%	2.035	7.5%	84.8	6.7%	9.370	3.3%	2.54%	42.6%	34.3%	23.1%	[1-0.74 0]
128	H	(10)	2581.67	2.835	7.4%	2.033	7.4%	84.1	6.7%	9.364	3.2%	2.53%	42.8%	34.2%	23.0%	[1-0.78 0]
129	H	(10)	2601.39	2.798	7.6%	2.022	7.6%	83.4	6.9%	9.319	3.2%	2.52%	42.6%	34.6%	22.8%	[1-0.80 0]
130	H	(10)	2622.26	2.833	7.4%	2.064	7.4%	84.3	6.6%	9.331	3.2%	2.51%	42.8%	34.3%	22.9%	[1-0.80 0]
131	H	(10)	2641.98	2.868	7.2%	2.105	7.2%	85.5	6.4%	9.316	3.2%	2.50%	42.5%	34.3%	23.2%	[1-0.81 0]
132	H	(10)	2661.68	2.889	6.9%	2.136	6.9%	86.1	6.1%	9.315	3.2%	2.49%	42.5%	34.2%	23.4%	[1-0.80 0]
133	H	(10)	2681.41	2.880	6.8%	2.145	6.8%	85.8	6.0%	9.330	3.2%	2.48%	42.6%	34.1%	23.3%	[1-0.80 0]
134	H	(10)	2702.29	2.921	7.0%	2.193	7.0%	86.6	6.2%	9.373	3.2%	2.47%	42.6%	33.8%	23.6%	[1-0.81 0]
135	H	(10)	2722.00	2.899	7.2%	2.192	7.2%	86.0	6.4%	9.367	3.2%	2.46%	42.8%	33.9%	23.3%	[1-0.80 0]
136	H	(10)	2741.71	2.831	7.1%	2.156	7.1%	83.8	6.4%	9.381	3.2%	2.45%	43.2%	34.0%	22.8%	[1-0.79 0]
137	H	(10)	2762.60	2.789	7.3%	2.140	7.3%	82.7	6.6%	9.369	3.2%	2.45%	43.1%	34.3%	22.6%	[1-0.78 0]
138	H	(10)	2782.30	2.779	7.4%	2.148	7.4%	82.5	6.7%	9.361	3.2%	2.44%	43.1%	34.4%	22.6%	[1-0.77 0]
139	H	(10)	2802.02	2.755	7.1%	2.144	7.1%	81.8	6.4%	9.354	3.2%	2.43%	43.0%	34.7%	22.3%	[1-0.75 0]
140	H	(10)	2822.87	2.753	6.9%	2.159	6.9%	81.8	6.2%	9.354	3.2%	2.42%	42.8%	34.8%	22.5%	[1-0.74 0]
141	H	(10)	2842.61	2.744	6.9%	2.166	6.9%	81.8	6.2%	9.319	3.1%	2.41%	42.6%	35.0%	22.4%	[1-0.72 0]
142	H	(10)	2862.31	2.765	6.8%	2.198	6.8%	82.6	6.0%	9.297	3.1%	2.40%	42.3%	35.2%	22.6%	[1-0.72 0]
143	H	(10)	2882.03	2.779	6.8%	2.225	6.8%	83.4	6.0%	9.253	3.2%	2.39%	42.0%	35.2%	22.8%	[1-0.69 0]
144	H	(10)	2901.76	2.752	6.6%	2.218	6.6%	82.9	5.8%	9.216	3.2%	2.39%	41.7%	35.5%	22.7%	[1-0.69 0]
145	H	(10)	2921.49	2.744	6.5%	2.227	6.5%	82.7	5.7%	9.220	3.2%	2.38%	41.6%	35.7%	22.7%	[1-0.73 0]
146	H	(10)	2942.35	2.766	6.6%	2.260	6.6%	83.4	5.8%	9.214	3.1%	2.37%	41.3%	35.8%	22.9%	[1-0.74 0]
147	H	(10)	2962.06	2.751	6.6%	2.264	6.6%	82.9	5.7%	9.223	3.2%	2.36%	41.6%	35.6%	22.8%	[1-0.76 0]
148	H	(10)	2981.78	2.767	7.0%	2.292	7.0%	82.8	6.2%	9.284	3.2%	2.36%	41.8%	35.5%	22.7%	[1-0.78 0]
149	H	(10)	3001.52	2.801	7.0%	2.335	7.0%	83.8	6.2%	9.288	3.2%	2.35%	41.9%	35.1%	23.0%	[1-0.77 0]
150	H	(10)	3022.40	2.829	7.1%	2.375	7.1%	84.7	6.4%	9.280	3.2%	2.34%	41.7%	35.2%	23.1%	[1-0.77 0]
151	H	(10)	3042.12	2.873	6.9%	2.428	6.9%	85.9	6.1%	9.294	3.2%	2.33%	41.5%	35.1%	23.4%	[1-0.77 0]
152	H	(10)	3061.84	2.865	7.0%	2.436	7.0%	85.8	6.3%	9.271	3.1%	2.33%	41.2%	35.5%	23.3%	[1-0.76 0]
153	H	(10)	3081.56	2.831	6.7%	2.424	6.7%	85.2	5.9%	9.226	3.1%	2.32%	40.9%	36.0%	23.1%	[1-0.77 0]
154	H	(10)	3102.43	2.804	6.8%	2.416	6.8%	84.4	6.1%	9.228	3.1%	2.31%	40.8%	36.2%	23.0%	[1-0.79 0]
155	H	(10)	3122.14	2.805	6.8%	2.433	6.8%	84.2	6.1%	9.255	3.1%	2.30%	41.1%	36.0%	22.9%	[1-0.78 0]
156	H	(10)	3141.84	2.744	7.0%	2.395	7.0%	82.6	6.3%	9.231	3.1%	2.30%	41.4%	36.1%	22.5%	[1-0.77 0]
157	H	(10)	3161.56	2.745	6.8%	2.410	6.8%	82.6	6.0%	9.231	3.1%	2.29%	41.6%	35.8%	22.6%	[1-0.77 0]
158	H	(10)	3182.44	2.723	6.8%	2.407	6.8%	81.9	6.1%	9.240	3.1%	2.28%	41.8%	35.8%	22.3%	[1-0.77 0]
159	H	(10)	3202.16	2.725	6.9%	2.424	6.9%	82.0	6.2%	9.227	3.1%	2.28%	41.9%	35.7%	22.4%	[1-0.76 0]
160	H	(10)	3221.89	2.738	6.7%	2.450	6.7%	82.6	6.0%	9.202	3.0%	2.27%	41.6%	36.0%	22.4%	[1-0.75 0]
161	H	(10)	3241.59	2.748	6.7%	2.474	6.7%	82.9	6.0%	9.202	3.0%	2.26%	41.4%	36.2%	22.4%	[1-0.75 0]
162	H	(10)	3262.48	2.785	6.7%	2.524	6.7%	84.1	6.0%	9.196	3.0%	2.26%	41.2%	36.1%	22.6%	[1-0.74 0]
163	H	(10)	3282.18	2.846	6.8%	2.595	6.8%	85.9	6.1%	9.205	3.0%	2.25%	40.9%	36.0%	23.1%	[1-0.75 0]
164	H	(10)	3301.89	2.816	6.7%	2.583	6.7%	85.0	6.0%	9.206	3.0%	2.24%	40.9%	36.2%	22.8%	[1-0.74 0]
165	H	(10)	3322.78	2.799	6.6%	2.584	6.6%	84.6	5.8%	9.194	3.0%	2.23%	41.1%	36.2%	22.8%	[1-0.73 0]
166	H	(10)	3342.50	2.806	6.6%	2.605	6.6%	84.7	5.9%	9.206	3.0%	2.23%	41.0%	36.0%	23.0%	[1-0.73 0]
167	H	(10)	3362.21	2.761	6.6%	2.579	6.6%	83.3	5.9%	9.205	3.0%	2.22%	41.1%	36.2%	22.7%	[1-0.74 0]
168	H	(10)	3381.92	2.724	6.3%	2.559	6.3%	82.2	5.5%	9.210	3.0%	2.21%	41.1%	36.3%	22.6%	[1-0.76 0]
169	H	(10)	3402.78	2.750	6.2%	2.599	6.2%	82.9	5.4%	9.217	3.0%	2.21%	41.1%	36.1%	22.8%	[1-0.76 0]
170	H	(10)	3422.48	2.724	6.7%	2.590	6.7%	82.0	6.0%	9.228	3.0%	2.20%	41.4%	35.9%	22.7%	[1-0.76 0]
171	H	(10)	3442.20	2.712	6.7%	2.593	6.7%	81.6	6.0%	9.231	3.0%	2.20%	41.6%	35.8%	22.6%	[1-0.77 0]
172	H	(10)	3461.93	2.691	6.7%	2.588	6.7%	81.0	6.0%	9.226	3.0%	2.19%	41.8%	35.8%	22.4%	[1-0.78 0]
173	H	(10)	3482.81	2.698	6.9%	2.610	6.9%	81.1	6.2%	9.237	3.0%	2.18%	42.0%	35.6%	22.4%	[1-0.77 0]
174	H	(10)	3502.52	2.727	7.0%	2.653	7.0%	81.9	6.3%	9.253	3.0%	2.18%	42.0%	35.4%	22.6%	[1-0.77 0]
