[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
14	H	(3)	300.23	0.370	22.8%	0.031	22.8%	92.4	5.9%	1.111	22.0%	20.23%	17.2%	55.6%	27.2%	[1-0.32 0]
15	H	(3)	319.93	0.349	22.3%	0.031	22.3%	88.8	6.3%	1.092	21.4%	19.78%	17.9%	55.9%	26.3%	[1-0.32 0]
16	H	(3)	339.65	0.357	22.4%	0.034	22.4%	94.3	6.7%	1.052	21.4%	19.61%	19.3%	53.1%	27.6%	[1-0.32 0]
17	H	(3)	359.37	0.316	22.3%	0.032	22.3%	86.8	7.1%	1.011	21.1%	19.43%	19.3%	55.1%	25.6%	[1-0.32 0]
18	H	(3)	380.27	0.298	21.7%	0.031	21.7%	83.2	6.8%	0.995	20.5%	18.99%	19.8%	55.6%	24.6%	[1-0.32 0]
19	H	(3)	400.01	0.281	20.9%	0.031	20.9%	78.5	7.2%	0.996	19.6%	18.44%	18.9%	57.9%	23.2%	[1-0.32 0]
20	H	(3)	419.73	0.267	20.2%	0.031	20.2%	75.7	6.8%	0.980	19.0%	18.02%	18.1%	60.2%	21.8%	[1-0.32 0]
21	H	(3)	439.44	0.270	19.3%	0.033	19.3%	75.2	6.4%	0.999	18.2%	17.43%	18.3%	60.1%	21.6%	[1-0.32 0]
22	H	(3)	460.33	0.277	19.1%	0.035	19.1%	77.1	6.8%	0.999	17.9%	17.06%	18.7%	59.4%	21.9%	[1-0.32 0]
23	H	(3)	480.05	0.276	19.1%	0.037	19.1%	78.2	6.8%	0.981	17.9%	16.86%	19.1%	59.0%	21.9%	[1-0.32 0]
24	H	(3)	499.74	0.271	19.1%	0.038	19.1%	77.4	7.1%	0.971	17.8%	16.66%	20.7%	57.6%	21.7%	[1-0.32 0]
25	H	(3)	519.44	0.288	18.3%	0.042	18.3%	79.1	7.0%	1.013	16.9%	16.28%	22.7%	54.9%	22.4%	[1-0.88 0]
26	H	(3)	540.29	0.280	18.5%	0.042	18.5%	79.0	6.9%	0.985	17.1%	16.26%	23.9%	53.9%	22.2%	[1-0.87 0]
27	H	(3)	559.98	0.275	17.6%	0.043	17.6%	76.9	5.4%	0.994	16.7%	15.81%	25.5%	52.9%	21.6%	[1-0.32 2]
28	H	(3)	579.68	0.270	17.5%	0.043	17.5%	76.0	5.5%	0.986	16.6%	15.74%	27.1%	51.6%	21.3%	[1-0.65 0]
29	H	(3)	600.54	0.267	17.3%	0.045	17.3%	76.4	4.9%	0.971	16.6%	15.60%	28.5%	50.2%	21.3%	[1-0.50 0]
30	H	(3)	620.25	0.243	17.4%	0.042	17.4%	71.9	5.1%	0.940	16.7%	15.60%	29.3%	50.4%	20.3%	[1-0.50 0]
31	H	(3)	639.94	0.230	17.4%	0.041	17.4%	70.2	5.0%	0.910	16.7%	15.60%	29.5%	50.7%	19.8%	[1-0.50 0]
32	H	(3)	659.66	0.226	17.6%	0.041	17.6%	71.0	5.5%	0.883	16.7%	15.60%	30.1%	50.0%	19.9%	[1-0.50 0]
33	H	(3)	680.54	0.212	17.6%	0.040	17.6%	68.8	5.6%	0.857	16.7%	15.60%	30.7%	50.0%	19.3%	[1-0.50 0]
34	H	(3)	700.26	0.206	17.7%	0.040	17.7%	68.6	5.8%	0.833	16.7%	15.60%	30.7%	49.8%	19.4%	[1-0.50 0]
35	H	(3)	719.96	0.198	17.7%	0.040	17.7%	67.9	5.9%	0.808	16.6%	15.60%	30.9%	50.0%	19.1%	[1-0.50 0]
36	H	(3)	739.66	0.189	17.7%	0.039	17.7%	66.6	6.3%	0.788	16.6%	15.60%	31.3%	49.9%	18.8%	[1-0.50 0]
37	H	(3)	760.53	0.184	17.8%	0.039	17.8%	66.6	6.4%	0.767	16.6%	15.60%	31.3%	49.8%	18.9%	[1-0.50 0]
38	H	(3)	780.25	0.180	17.7%	0.039	17.7%	66.8	6.3%	0.748	16.6%	15.60%	31.1%	49.8%	19.0%	[1-0.50 0]
39	H	(3)	799.94	0.172	17.7%	0.038	17.7%	65.7	6.2%	0.729	16.5%	15.60%	31.4%	50.0%	18.6%	[1-0.50 0]
40	H	(3)	820.80	0.171	17.5%	0.039	17.5%	66.7	5.7%	0.712	16.5%	15.60%	31.2%	49.9%	18.8%	[1-0.50 0]
41	H	(3)	840.49	0.165	17.5%	0.039	17.5%	65.7	6.0%	0.697	16.5%	15.58%	31.0%	50.4%	18.5%	[1-0.50 0]
42	H	(3)	860.20	0.158	17.5%	0.038	17.5%	64.4	5.8%	0.679	16.5%	15.58%	31.0%	50.9%	18.1%	[1-0.50 0]
43	H	(3)	879.90	0.150	17.5%	0.037	17.5%	63.4	6.0%	0.658	16.5%	15.53%	30.6%	51.6%	17.9%	[1-0.30 2]
44	H	(3)	900.79	0.145	17.6%	0.036	17.6%	62.7	6.2%	0.641	16.5%	15.53%	30.1%	52.2%	17.7%	[1-0.30 2]
45	H	(3)	920.50	0.137	17.5%	0.035	17.5%	61.2	6.1%	0.624	16.4%	15.53%	29.8%	53.0%	17.2%	[1-0.30 2]
46	H	(3)	940.18	0.135	17.4%	0.035	17.4%	61.9	5.7%	0.606	16.4%	15.53%	29.3%	53.4%	17.4%	[1-0.30 2]
47	H	(3)	961.03	0.132	17.2%	0.035	17.2%	62.1	5.2%	0.592	16.4%	15.53%	29.0%	53.5%	17.5%	[1-0.30 2]
48	H	(3)	980.74	0.133	17.1%	0.036	17.1%	63.3	4.9%	0.581	16.3%	15.53%	28.9%	53.2%	17.9%	[1-0.30 2]
49	H	(3)	1000.46	0.131	17.0%	0.036	17.0%	63.7	4.7%	0.571	16.3%	15.53%	28.8%	53.1%	18.1%	[1-0.30 2]
50	H	(3)	1020.17	0.130	17.0%	0.037	17.0%	64.4	4.7%	0.562	16.3%	15.53%	28.7%	52.8%	18.5%	[1-0.30 2]
51	H	(3)	1041.04	0.127	17.0%	0.037	17.0%	63.9	4.9%	0.551	16.3%	15.53%	29.0%	52.8%	18.2%	[1-0.30 2]
52	H	(3)	1060.76	0.125	17.0%	0.037	17.0%	63.9	5.0%	0.543	16.3%	15.53%	29.1%	52.8%	18.1%	[1-0.30 2]
53	H	(3)	1080.48	0.121	17.1%	0.036	17.1%	63.4	5.4%	0.532	16.3%	15.53%	29.1%	53.0%	17.9%	[1-0.30 2]
54	H	(3)	1100.20	0.120	17.0%	0.037	17.0%	64.1	5.1%	0.521	16.3%	15.53%	28.9%	53.0%	18.1%	[1-0.30 2]
55	H	(3)	1121.09	0.118	17.0%	0.037	17.0%	64.3	5.1%	0.510	16.3%	15.53%	28.8%	53.2%	18.0%	[1-0.30 2]
56	H	(3)	1140.81	0.117	16.9%	0.037	16.9%	64.8	4.7%	0.501	16.2%	15.53%	28.7%	53.1%	18.2%	[1-0.30 2]
57	H	(3)	1160.53	0.117	16.9%	0.038	16.9%	65.8	4.8%	0.495	16.2%	15.50%	28.6%	52.8%	18.6%	[1-0.30 2]
58	H	(3)	1180.23	0.116	16.8%	0.038	16.8%	66.4	4.8%	0.487	16.2%	15.50%	28.6%	52.6%	18.8%	[1-0.30 2]
59	H	(3)	1201.12	0.112	17.0%	0.037	17.0%	65.4	5.1%	0.476	16.2%	15.45%	28.2%	53.4%	18.4%	[1-0.00 2]
60	H	(3)	1220.84	0.106	16.9%	0.036	16.9%	62.4	5.6%	0.472	16.0%	15.37%	28.0%	54.4%	17.6%	[1-0.00 2]
61	H	(3)	1240.54	0.104	16.8%	0.036	16.8%	61.1	5.6%	0.472	15.8%	15.34%	28.1%	54.4%	17.4%	[1-0.28 2]
62	H	(3)	1260.26	0.098	16.7%	0.034	16.7%	58.0	5.8%	0.468	15.7%	15.26%	28.1%	55.5%	16.4%	[1-0.28 2]
63	H	(3)	1281.12	0.093	16.6%	0.033	16.6%	55.6	5.7%	0.467	15.6%	15.16%	28.7%	55.7%	15.6%	[1-0.27 2]
64	H	(3)	1300.82	0.089	16.4%	0.032	16.4%	53.2	5.1%	0.463	15.6%	15.12%	29.2%	55.8%	15.0%	[1-0.27 2]
65	H	(3)	1320.54	0.081	16.3%	0.030	16.3%	49.7	4.5%	0.453	15.7%	15.08%	28.9%	57.2%	13.8%	[1-0.00 2]
66	H	(3)	1340.25	0.071	16.4%	0.026	16.4%	44.0	4.9%	0.445	15.6%	15.03%	28.5%	59.5%	11.9%	[1-0.00 2]
67	H	(3)	1361.13	0.066	16.1%	0.025	16.1%	41.1	4.8%	0.445	15.4%	14.95%	28.6%	60.4%	11.0%	[1-0.26 2]
68	H	(3)	1380.84	0.057	16.1%	0.022	16.1%	36.8	4.6%	0.432	15.5%	14.90%	27.2%	63.1%	9.6%	[1-0.00 2]
69	H	(3)	1400.55	0.055	16.0%	0.021	16.0%	35.3	5.1%	0.432	15.2%	14.76%	26.6%	64.2%	9.2%	[1-0.00 2]
70	H	(3)	1420.27	0.064	15.5%	0.025	15.5%	39.6	5.4%	0.452	14.5%	14.37%	26.6%	62.8%	10.6%	[1-0.00 2]
71	H	(3)	1441.14	0.079	15.2%	0.031	15.2%	46.7	5.5%	0.468	14.1%	14.05%	27.2%	59.9%	12.9%	[1-0.00 2]
72	H	(3)	1460.86	0.092	14.9%	0.037	14.9%	53.4	5.6%	0.480	13.9%	13.83%	27.3%	57.6%	15.2%	[1-0.00 2]
73	H	(3)	1480.57	0.114	14.7%	0.047	14.7%	63.2	5.9%	0.502	13.5%	13.54%	27.9%	53.8%	18.3%	[1-0.00 2]
74	H	(3)	1501.44	0.135	14.6%	0.056	14.6%	72.1	6.2%	0.521	13.2%	13.28%	28.5%	50.7%	20.8%	[1-0.00 2]
75	H	(3)	1521.15	0.150	14.4%	0.063	14.4%	77.2	6.4%	0.540	12.9%	13.03%	29.4%	48.6%	22.0%	[1-0.00 2]
76	H	(3)	1540.86	0.167	14.4%	0.071	14.4%	83.2	6.8%	0.557	12.7%	12.80%	29.8%	46.6%	23.6%	[1-0.14 2]
77	H	(3)	1560.58	0.186	14.1%	0.081	14.1%	90.3	6.4%	0.573	12.6%	12.70%	30.9%	43.7%	25.4%	[1-0.47 0]
78	H	(3)	1581.44	0.204	13.9%	0.090	13.9%	95.9	6.2%	0.592	12.5%	12.53%	32.3%	41.0%	26.7%	[1-0.56 0]
79	H	(3)	1601.15	0.226	13.6%	0.101	13.6%	101.9	6.0%	0.617	12.2%	12.35%	33.6%	38.1%	28.3%	[1-0.82 0]
80	H	(3)	1620.88	0.243	13.4%	0.110	13.4%	107.7	5.5%	0.627	12.3%	12.24%	35.0%	35.2%	29.8%	[1-0.81 0]
81	H	(3)	1640.59	0.258	12.9%	0.118	12.9%	110.3	4.8%	0.650	12.0%	12.05%	36.3%	33.2%	30.5%	[1-0.97 0]
82	H	(3)	1661.47	0.260	13.0%	0.120	13.0%	110.1	4.9%	0.655	12.0%	11.96%	36.8%	33.1%	30.1%	[1-1.00 1]
83	H	(3)	1681.17	0.262	12.9%	0.122	12.9%	109.3	4.8%	0.665	11.9%	11.82%	37.6%	32.6%	29.8%	[1-1.00 1]
84	H	(3)	1700.91	0.257	12.8%	0.122	12.8%	106.2	5.0%	0.674	11.8%	11.67%	38.1%	32.9%	29.0%	[1-1.00 1]
85	H	(3)	1720.63	0.257	13.0%	0.123	13.0%	105.4	5.5%	0.677	11.8%	11.60%	38.2%	33.0%	28.7%	[1-1.00 1]
86	H	(3)	1741.52	0.256	13.0%	0.124	13.0%	103.5	5.9%	0.686	11.6%	11.44%	38.3%	33.5%	28.2%	[1-1.00 1]
87	H	(3)	1761.24	0.255	12.9%	0.125	12.9%	102.7	5.9%	0.689	11.5%	11.35%	38.6%	33.2%	28.2%	[1-1.00 1]
88	H	(3)	1780.97	0.257	12.9%	0.127	12.9%	103.4	5.9%	0.691	11.5%	11.27%	38.3%	33.3%	28.4%	[1-1.00 1]
89	H	(3)	1800.69	0.270	12.8%	0.135	12.8%	106.8	5.8%	0.702	11.4%	11.17%	38.5%	32.3%	29.2%	[1-1.00 1]
90	H	(3)	1821.57	0.261	13.0%	0.132	13.0%	106.1	5.9%	0.684	11.6%	11.10%	38.3%	32.6%	29.1%	[1-0.43 0]
91	H	(3)	1841.27	0.277	12.5%	0.142	12.5%	108.2	5.7%	0.711	11.1%	10.99%	39.1%	31.3%	29.6%	[1-1.00 1]
92	H	(3)	1860.99	0.282	12.4%	0.146	12.4%	109.2	5.6%	0.717	11.1%	10.92%	39.6%	30.7%	29.8%	[1-1.00 1]
93	H	(3)	1880.72	0.266	12.4%	0.139	12.4%	105.5	5.4%	0.701	11.2%	10.81%	39.0%	32.2%	28.8%	[1-0.43 0]
94	H	(3)	1901.59	0.255	12.1%	0.135	12.1%	100.3	5.2%	0.705	10.9%	10.66%	38.2%	34.5%	27.4%	[1-0.43 0]
95	H	(3)	1921.29	0.257	11.8%	0.137	11.8%	99.2	5.1%	0.720	10.6%	10.48%	38.4%	34.5%	27.1%	[1-0.43 0]
96	H	(3)	1941.00	0.251	11.7%	0.135	11.7%	97.0	5.0%	0.719	10.5%	10.39%	37.0%	36.5%	26.5%	[1-0.43 0]
97	H	(3)	1960.71	0.244	11.6%	0.133	11.6%	95.0	4.9%	0.713	10.5%	10.34%	36.2%	38.0%	25.8%	[1-0.43 0]
98	H	(3)	1981.60	0.243	11.6%	0.133	11.6%	94.4	5.0%	0.713	10.4%	10.26%	36.4%	37.9%	25.7%	[1-0.43 0]
99	H	(6)	2001.30	0.259	11.4%	0.144	11.4%	97.3	5.2%	0.738	10.2%	10.09%	37.1%	36.4%	26.5%	[1-0.57 2]
100	H	(6)	2021.00	0.264	11.2%	0.148	11.2%	98.8	4.7%	0.742	10.2%	10.02%	37.2%	36.1%	26.8%	[1-0.50 2]
101	H	(6)	2041.86	0.258	11.3%	0.146	11.3%	97.1	4.9%	0.739	10.2%	9.98%	37.5%	36.1%	26.4%	[1-0.42 2]
102	H	(6)	2061.59	0.266	11.1%	0.153	11.1%	97.9	4.8%	0.756	10.1%	9.91%	38.0%	35.2%	26.7%	[1-0.66 2]
103	H	(6)	2081.31	0.278	11.1%	0.161	11.1%	100.9	4.9%	0.766	10.0%	9.85%	38.5%	33.9%	27.6%	[1-0.65 2]
104	H	(6)	2101.02	0.282	10.9%	0.165	10.9%	101.6	4.3%	0.772	10.0%	9.79%	38.7%	33.5%	27.8%	[1-0.69 2]
105	H	(6)	2121.97	0.289	10.8%	0.170	10.8%	102.6	4.6%	0.783	9.8%	9.69%	38.9%	33.1%	28.0%	[1-0.72 2]
106	H	(6)	2141.72	0.297	10.7%	0.177	10.7%	104.0	4.4%	0.793	9.7%	9.59%	39.3%	32.5%	28.2%	[1-0.72 2]
107	H	(6)	2161.43	0.307	10.6%	0.184	10.6%	105.9	4.5%	0.805	9.6%	9.49%	38.9%	32.4%	28.7%	[1-0.81 2]
108	H	(6)	2181.13	0.301	10.6%	0.182	10.6%	104.7	4.4%	0.798	9.6%	9.43%	38.5%	33.3%	28.2%	[1-0.70 2]
109	H	(6)	2201.99	0.285	10.7%	0.174	10.7%	100.5	4.8%	0.788	9.6%	9.38%	37.5%	35.3%	27.2%	[1-0.65 2]
110	H	(6)	2221.71	0.264	10.9%	0.163	10.9%	94.7	5.2%	0.774	9.6%	9.33%	36.1%	38.0%	25.9%	[1-0.49 2]
111	H	(6)	2241.41	0.256	10.9%	0.159	10.9%	91.7	5.4%	0.774	9.5%	9.26%	35.2%	39.9%	25.0%	[1-0.54 2]
112	H	(6)	2262.28	0.245	11.0%	0.154	11.0%	87.6	5.9%	0.777	9.3%	9.16%	34.5%	41.4%	24.1%	[1-0.59 2]
113	H	(6)	2281.99	0.251	11.0%	0.159	11.0%	88.5	6.0%	0.789	9.2%	9.08%	34.6%	41.3%	24.1%	[1-0.73 2]
114	H	(6)	2301.69	0.262	10.6%	0.168	10.6%	90.8	5.5%	0.803	9.1%	8.99%	34.9%	40.4%	24.7%	[1-0.76 2]
115	H	(6)	2321.39	0.267	10.6%	0.172	10.6%	92.4	5.3%	0.802	9.2%	8.96%	35.6%	39.3%	25.1%	[1-0.68 2]
116	H	(6)	2342.27	0.269	10.7%	0.175	10.7%	93.0	5.6%	0.802	9.1%	8.91%	35.3%	39.2%	25.5%	[1-0.64 2]
117	H	(6)	2361.98	0.263	10.6%	0.173	10.6%	91.5	5.4%	0.800	9.1%	8.86%	35.2%	39.8%	25.0%	[1-0.63 2]
118	H	(6)	2381.69	0.246	10.6%	0.163	10.6%	86.7	5.5%	0.787	9.1%	8.83%	34.0%	41.9%	24.1%	[1-0.54 2]
119	H	(6)	2401.40	0.233	10.8%	0.156	10.8%	82.9	5.8%	0.782	9.0%	8.79%	33.0%	43.9%	23.1%	[1-0.58 2]
120	H	(6)	2422.28	0.226	11.0%	0.152	11.0%	80.5	6.3%	0.780	9.0%	8.76%	32.6%	44.9%	22.5%	[1-0.62 2]
121	H	(6)	2441.98	0.220	10.9%	0.149	10.9%	78.3	6.2%	0.780	8.9%	8.70%	32.1%	46.2%	21.7%	[1-0.53 2]
122	H	(6)	2461.70	0.214	11.0%	0.147	11.0%	76.6	6.5%	0.778	8.9%	8.66%	31.4%	47.3%	21.2%	[1-0.47 2]
123	H	(6)	2481.41	0.209	11.0%	0.144	11.0%	74.9	6.4%	0.776	8.9%	8.62%	31.2%	48.0%	20.8%	[1-0.47 2]
124	H	(6)	2502.28	0.205	11.0%	0.142	11.0%	73.6	6.6%	0.773	8.8%	8.60%	31.1%	48.4%	20.5%	[1-0.52 2]
125	H	(6)	2521.98	0.197	10.6%	0.138	10.6%	70.7	6.0%	0.772	8.8%	8.54%	30.5%	49.8%	19.7%	[1-0.46 2]
126	H	(6)	2541.70	0.187	10.6%	0.132	10.6%	67.9	6.0%	0.763	8.8%	8.49%	30.0%	50.9%	19.0%	[1-0.26 2]
127	H	(6)	2562.57	0.184	10.3%	0.131	10.3%	66.4	5.7%	0.772	8.6%	8.40%	29.8%	51.6%	18.6%	[1-0.24 2]
128	H	(6)	2582.29	0.186	10.4%	0.134	10.4%	66.3	5.9%	0.781	8.5%	8.34%	29.9%	51.6%	18.5%	[1-0.43 0]
129	H	(6)	2602.01	0.185	10.2%	0.133	10.2%	65.5	5.8%	0.784	8.4%	8.28%	29.7%	52.2%	18.1%	[1-0.43 2]
130	H	(6)	2621.74	0.188	10.1%	0.137	10.1%	66.6	5.7%	0.785	8.4%	8.25%	29.9%	51.7%	18.4%	[1-0.48 2]
131	H	(6)	2642.62	0.189	10.3%	0.139	10.3%	66.7	5.9%	0.789	8.4%	8.20%	29.9%	51.6%	18.5%	[1-0.47 2]
132	H	(6)	2662.33	0.186	10.2%	0.137	10.2%	65.4	5.8%	0.788	8.4%	8.16%	29.5%	52.3%	18.1%	[1-0.42 2]
133	H	(6)	2682.03	0.181	10.1%	0.135	10.1%	63.8	5.7%	0.789	8.3%	8.10%	28.9%	53.4%	17.7%	[1-0.35 2]
134	H	(6)	2701.74	0.172	10.2%	0.129	10.2%	61.0	5.9%	0.785	8.3%	8.07%	28.7%	54.4%	16.9%	[1-0.28 2]
135	H	(6)	2722.59	0.167	10.2%	0.126	10.2%	59.2	5.9%	0.784	8.3%	8.03%	27.6%	55.9%	16.5%	[1-0.28 2]
136	H	(6)	2742.30	0.163	9.9%	0.124	9.9%	58.4	5.5%	0.774	8.3%	7.99%	26.9%	56.9%	16.2%	[1-0.00 2]
137	H	(6)	2762.00	0.158	9.9%	0.121	9.9%	56.5	5.6%	0.776	8.2%	7.93%	26.2%	58.1%	15.7%	[1-0.00 2]
138	H	(6)	2781.74	0.152	9.7%	0.117	9.7%	54.3	5.3%	0.776	8.1%	7.91%	25.5%	59.3%	15.1%	[1-0.10 2]
139	H	(6)	2802.60	0.153	9.5%	0.119	9.5%	54.5	5.0%	0.780	8.1%	7.87%	24.9%	59.8%	15.3%	[1-0.26 2]
140	H	(6)	2822.32	0.158	9.6%	0.124	9.6%	56.0	5.3%	0.785	8.0%	7.83%	25.1%	59.3%	15.6%	[1-0.43 2]
141	H	(6)	2842.04	0.163	9.6%	0.129	9.6%	56.9	5.5%	0.797	7.9%	7.80%	25.8%	58.3%	15.9%	[1-0.65 2]
142	H	(6)	2861.77	0.172	9.8%	0.136	9.8%	59.5	5.7%	0.800	8.0%	7.75%	26.2%	57.1%	16.7%	[1-0.42 2]
143	H	(6)	2882.64	0.178	9.8%	0.142	9.8%	60.9	5.7%	0.810	7.9%	7.70%	26.9%	56.0%	17.1%	[1-0.46 2]
144	H	(6)	2902.37	0.179	9.7%	0.145	9.7%	61.5	5.6%	0.810	7.9%	7.66%	26.8%	55.9%	17.2%	[1-0.35 2]
145	H	(6)	2922.08	0.170	9.5%	0.138	9.5%	58.6	5.3%	0.804	7.9%	7.63%	26.5%	57.0%	16.5%	[1-0.23 2]
146	H	(6)	2941.80	0.160	9.5%	0.131	9.5%	55.5	5.3%	0.803	7.8%	7.58%	25.9%	58.4%	15.6%	[1-0.21 2]
147	H	(6)	2962.65	0.152	9.3%	0.125	9.3%	52.5	5.0%	0.804	7.8%	7.53%	25.6%	59.6%	14.8%	[1-0.27 2]
148	H	(6)	2982.36	0.151	9.3%	0.125	9.3%	52.3	5.0%	0.799	7.8%	7.51%	25.3%	60.0%	14.7%	[1-0.20 2]
149	H	(6)	3002.07	0.137	9.4%	0.114	9.4%	48.2	5.3%	0.789	7.8%	7.48%	24.8%	61.8%	13.4%	[1-0.03 2]
150	H	(6)	3022.92	0.132	9.3%	0.110	9.3%	46.3	5.1%	0.789	7.7%	7.45%	24.2%	63.0%	12.8%	[1-0.12 2]
151	H	(6)	3042.62	0.132	9.0%	0.112	9.0%	46.2	4.8%	0.794	7.7%	7.42%	24.2%	63.0%	12.8%	[1-0.25 2]
152	H	(6)	3062.33	0.131	9.1%	0.112	9.1%	45.9	5.0%	0.796	7.6%	7.39%	24.3%	63.0%	12.7%	[1-0.25 2]
153	H	(6)	3082.03	0.130	8.9%	0.111	8.9%	45.2	4.7%	0.797	7.6%	7.37%	24.0%	63.5%	12.5%	[1-0.31 2]
154	H	(6)	3102.91	0.137	8.9%	0.118	8.9%	47.5	4.6%	0.800	7.6%	7.33%	24.1%	62.7%	13.2%	[1-0.18 2]
155	H	(6)	3122.65	0.139	9.0%	0.121	9.0%	48.7	4.8%	0.795	7.6%	7.31%	24.1%	62.3%	13.7%	[1-0.00 2]
156	H	(6)	3142.38	0.138	9.0%	0.121	9.0%	48.6	4.8%	0.791	7.6%	7.29%	23.2%	63.3%	13.5%	[1-0.00 2]
157	H	(6)	3162.11	0.135	8.8%	0.118	8.8%	47.6	4.4%	0.787	7.6%	7.27%	22.4%	64.4%	13.1%	[1-0.00 2]
158	H	(6)	3183.00	0.129	8.8%	0.114	8.8%	45.7	4.6%	0.783	7.5%	7.25%	21.8%	65.6%	12.6%	[1-0.00 2]
159	H	(6)	3202.69	0.123	8.8%	0.109	8.8%	43.6	4.6%	0.783	7.5%	7.23%	21.7%	66.4%	11.9%	[1-0.08 2]
160	H	(6)	3222.41	0.117	8.8%	0.105	8.8%	41.8	4.7%	0.780	7.5%	7.20%	21.5%	67.1%	11.4%	[1-0.00 2]
161	H	(6)	3243.28	0.116	8.8%	0.105	8.8%	41.3	4.8%	0.782	7.4%	7.16%	21.8%	66.9%	11.3%	[1-0.00 2]
162	H	(6)	3262.99	0.122	9.1%	0.111	9.1%	43.0	5.4%	0.790	7.4%	7.14%	22.2%	65.9%	11.9%	[1-0.21 2]
163	H	(6)	3282.70	0.128	9.1%	0.117	9.1%	45.2	5.3%	0.788	7.4%	7.13%	22.7%	64.7%	12.6%	[1-0.14 2]
164	H	(6)	3302.41	0.145	8.8%	0.133	8.8%	50.1	4.9%	0.804	7.3%	7.10%	23.5%	62.5%	14.0%	[1-0.36 2]
165	H	(6)	3323.27	0.155	9.0%	0.144	9.0%	53.2	5.2%	0.812	7.3%	7.07%	24.4%	60.7%	14.9%	[1-0.36 2]
166	H	(6)	3342.99	0.171	8.9%	0.159	8.9%	57.9	5.1%	0.820	7.3%	7.05%	25.0%	58.8%	16.2%	[1-0.44 2]
167	H	(6)	3362.70	0.178	8.5%	0.166	8.5%	60.2	4.4%	0.821	7.3%	7.03%	25.4%	57.7%	16.9%	[1-0.31 2]
168	H	(6)	3382.39	0.182	8.6%	0.171	8.6%	61.2	4.5%	0.825	7.3%	7.01%	26.1%	56.6%	17.2%	[1-0.43 2]
169	H	(6)	3403.26	0.179	8.8%	0.169	8.8%	60.1	5.0%	0.825	7.2%	6.97%	26.0%	57.1%	17.0%	[1-0.34 2]
170	H	(6)	3422.96	0.184	8.4%	0.175	8.4%	61.5	4.3%	0.829	7.2%	6.94%	26.0%	56.7%	17.3%	[1-0.38 2]
171	H	(6)	3442.66	0.181	8.4%	0.173	8.4%	60.3	4.3%	0.832	7.2%	6.92%	26.3%	56.7%	17.0%	[1-0.42 2]
172	H	(6)	3463.53	0.185	8.6%	0.178	8.6%	61.2	4.8%	0.838	7.1%	6.87%	26.6%	56.2%	17.2%	[1-0.33 2]
173	H	(6)	3483.26	0.190	8.7%	0.184	8.7%	63.0	5.0%	0.836	7.1%	6.86%	26.3%	56.1%	17.6%	[1-0.33 2]
174	H	(6)	3502.99	0.194	8.5%	0.189	8.5%	64.1	4.6%	0.839	7.1%	6.84%	26.6%	55.4%	18.0%	[1-0.37 2]
