[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
18	H	(3)	379.99	0.753	19.4%	0.080	19.4%	161.6	6.4%	1.295	18.3%	18.51%	35.6%	20.2%	44.2%	[1-0.50 0]
19	H	(3)	399.69	0.882	18.1%	0.098	18.1%	174.3	5.9%	1.406	17.1%	17.49%	33.4%	18.7%	47.9%	[1-0.96 0]
20	H	(3)	419.40	0.968	18.2%	0.113	18.2%	182.2	5.7%	1.477	17.3%	16.61%	31.8%	18.0%	50.2%	[1-1.00 1]
21	H	(3)	440.26	1.088	18.5%	0.133	18.5%	191.4	5.6%	1.579	17.6%	15.58%	31.1%	16.0%	52.8%	[1-0.91 0]
22	H	(3)	459.95	1.026	17.9%	0.131	17.9%	177.6	5.0%	1.605	17.2%	14.93%	29.3%	21.3%	49.5%	[1-0.90 2]
23	H	(3)	479.64	0.834	18.4%	0.111	18.4%	146.7	5.6%	1.579	17.5%	14.27%	27.2%	31.3%	41.5%	[1-0.48 2]
24	H	(3)	500.49	0.660	18.1%	0.092	18.1%	114.8	6.0%	1.598	17.1%	13.49%	24.9%	41.9%	33.2%	[1-0.00 2]
25	H	(3)	520.19	0.481	17.4%	0.070	17.4%	83.0	6.6%	1.610	16.1%	12.96%	23.8%	51.0%	25.2%	[1-0.00 2]
26	H	(3)	539.89	0.320	16.6%	0.048	16.6%	54.9	8.1%	1.618	14.6%	12.47%	21.6%	60.1%	18.3%	[1-0.00 2]
27	H	(3)	559.58	0.310	16.1%	0.048	16.1%	51.2	7.8%	1.684	14.1%	12.06%	22.3%	60.5%	17.1%	[1-0.34 0]
28	H	(3)	580.44	0.342	15.2%	0.055	15.2%	55.5	7.5%	1.713	13.2%	11.69%	22.4%	58.7%	18.9%	[1-0.00 2]
29	H	(3)	600.15	0.399	14.5%	0.067	14.5%	63.5	7.0%	1.748	12.7%	11.41%	23.0%	55.5%	21.5%	[1-0.00 2]
30	H	(3)	619.86	0.461	14.5%	0.079	14.5%	70.9	7.3%	1.805	12.5%	11.09%	23.0%	53.1%	23.9%	[1-0.14 2]
31	H	(3)	640.72	0.505	14.7%	0.090	14.7%	76.0	7.2%	1.845	12.9%	10.78%	23.3%	51.4%	25.3%	[1-0.12 2]
32	H	(3)	660.44	0.533	15.3%	0.098	15.3%	78.9	7.7%	1.877	13.2%	10.54%	23.0%	51.3%	25.7%	[1-0.24 2]
33	H	(3)	680.14	0.547	15.9%	0.103	15.9%	79.4	8.3%	1.914	13.6%	10.28%	23.3%	50.7%	26.0%	[1-0.07 2]
34	H	(6)	702.16	0.550	16.7%	0.107	16.7%	77.9	9.3%	1.962	13.8%	10.04%	23.3%	50.7%	26.0%	[1-0.16 0]
35	H	(6)	723.03	0.541	17.2%	0.109	17.2%	76.1	9.8%	1.976	14.2%	9.81%	23.0%	51.0%	26.0%	[1-0.00 2]
36	H	(6)	764.77	0.544	17.8%	0.115	17.8%	73.6	11.1%	2.052	13.9%	9.39%	21.8%	52.5%	25.7%	[1-0.10 2]
37	H	(6)	804.17	0.562	17.4%	0.125	17.4%	73.4	10.9%	2.124	13.5%	9.02%	20.2%	53.6%	26.3%	[1-0.00 2]
38	H	(6)	842.40	0.630	16.8%	0.147	16.8%	79.6	10.2%	2.198	13.3%	8.72%	19.2%	52.0%	28.7%	[1-0.37 2]
39	H	(6)	883.00	0.686	16.2%	0.168	16.2%	84.2	9.6%	2.263	13.0%	8.45%	18.9%	50.3%	30.9%	[1-0.71 2]
40	H	(6)	920.11	0.767	15.7%	0.196	15.7%	90.6	9.9%	2.353	12.2%	8.20%	18.4%	48.6%	33.0%	[1-0.81 2]
41	H	(6)	940.99	0.781	14.8%	0.204	14.8%	91.3	9.3%	2.377	11.5%	8.08%	18.8%	47.8%	33.4%	[1-0.81 2]
42	H	(6)	980.40	0.835	14.0%	0.228	14.0%	95.8	9.0%	2.423	10.7%	7.83%	19.0%	46.1%	34.9%	[1-0.83 2]
43	H	(6)	1000.10	0.810	13.3%	0.225	13.3%	93.3	8.9%	2.410	9.9%	7.75%	18.5%	47.7%	33.8%	[1-0.73 2]
44	H	(6)	1020.95	0.798	12.9%	0.226	12.9%	92.0	9.0%	2.409	9.2%	7.64%	17.8%	49.6%	32.6%	[1-0.75 2]
45	H	(6)	1040.66	0.773	12.0%	0.224	12.0%	89.6	8.3%	2.399	8.7%	7.54%	17.0%	51.7%	31.4%	[1-0.79 2]
46	H	(6)	1060.36	0.784	11.5%	0.231	11.5%	91.0	8.1%	2.393	8.3%	7.42%	15.5%	53.2%	31.3%	[1-0.71 2]
47	H	(6)	1080.08	0.744	11.4%	0.223	11.4%	87.4	8.0%	2.364	8.1%	7.35%	14.8%	55.3%	30.0%	[1-0.66 2]
48	H	(6)	1100.96	0.728	11.0%	0.223	11.0%	85.5	7.6%	2.365	7.9%	7.26%	14.0%	56.9%	29.1%	[1-0.67 2]
49	H	(6)	1120.67	0.719	10.9%	0.224	10.9%	84.1	7.7%	2.377	7.7%	7.17%	13.2%	58.7%	28.2%	[1-0.73 2]
50	H	(6)	1140.36	0.703	10.2%	0.223	10.2%	81.6	6.9%	2.396	7.5%	7.05%	12.9%	59.7%	27.4%	[1-0.55 2]
51	H	(6)	1161.23	0.737	9.8%	0.238	9.8%	83.6	6.5%	2.448	7.3%	6.95%	13.3%	58.7%	28.0%	[1-0.44 2]
52	H	(6)	1180.93	0.743	9.3%	0.244	9.3%	84.3	5.8%	2.450	7.3%	6.87%	13.3%	58.6%	28.1%	[1-0.27 2]
53	H	(6)	1200.62	0.764	9.3%	0.255	9.3%	85.8	5.7%	2.473	7.3%	6.81%	13.9%	57.8%	28.3%	[1-0.30 2]
54	H	(6)	1220.32	0.731	9.2%	0.248	9.2%	82.8	5.6%	2.455	7.3%	6.75%	13.7%	58.8%	27.5%	[1-0.00 2]
55	H	(6)	1241.20	0.688	9.5%	0.237	9.5%	78.6	6.1%	2.430	7.3%	6.73%	13.3%	60.6%	26.2%	[1-0.00 2]
56	H	(6)	1260.91	0.632	9.5%	0.221	9.5%	74.0	6.0%	2.372	7.3%	6.72%	12.8%	62.5%	24.8%	[1-0.00 2]
57	H	(6)	1280.62	0.589	10.5%	0.209	10.5%	70.1	7.5%	2.335	7.3%	6.72%	12.4%	64.2%	23.5%	[1-0.00 2]
58	H	(6)	1301.49	0.534	11.3%	0.193	11.3%	65.0	8.7%	2.282	7.3%	6.72%	11.7%	66.2%	22.1%	[1-0.00 2]
59	H	(6)	1321.20	0.550	10.9%	0.202	10.9%	67.9	8.1%	2.253	7.3%	6.72%	12.1%	65.2%	22.7%	[1-0.00 2]
60	H	(6)	1340.90	0.567	10.7%	0.211	10.7%	70.9	7.9%	2.223	7.3%	6.72%	12.5%	64.1%	23.4%	[1-0.00 2]
61	H	(6)	1360.61	0.570	10.6%	0.215	10.6%	72.1	7.7%	2.195	7.3%	6.72%	12.7%	63.5%	23.8%	[1-0.00 2]
62	H	(6)	1381.47	0.568	10.7%	0.218	10.7%	72.9	7.8%	2.162	7.3%	6.72%	12.8%	63.2%	24.0%	[1-0.00 2]
63	H	(6)	1401.16	0.566	10.4%	0.220	10.4%	73.5	7.4%	2.136	7.3%	6.72%	12.8%	63.1%	24.1%	[1-0.00 2]
64	H	(6)	1420.88	0.525	11.0%	0.207	11.0%	69.4	8.4%	2.102	7.2%	6.72%	12.3%	64.5%	23.2%	[1-0.00 2]
65	H	(6)	1440.57	0.513	11.5%	0.205	11.5%	68.9	9.0%	2.071	7.2%	6.71%	12.1%	64.8%	23.1%	[1-0.00 2]
66	H	(6)	1461.49	0.493	12.1%	0.200	12.1%	67.2	9.7%	2.037	7.2%	6.71%	11.8%	65.3%	22.9%	[1-0.00 2]
67	H	(6)	1481.20	0.489	12.1%	0.201	12.1%	67.5	9.7%	2.012	7.2%	6.71%	11.8%	65.2%	23.0%	[1-0.00 2]
68	H	(6)	1500.89	0.490	12.5%	0.204	12.5%	68.4	10.2%	1.988	7.2%	6.71%	11.8%	64.8%	23.4%	[1-0.00 2]
69	H	(6)	1521.76	0.500	12.3%	0.211	12.3%	70.7	10.0%	1.964	7.2%	6.71%	12.1%	63.9%	24.0%	[1-0.00 2]
70	H	(6)	1541.47	0.486	12.2%	0.208	12.2%	69.5	9.9%	1.940	7.2%	6.71%	12.0%	64.2%	23.8%	[1-0.00 2]
71	H	(6)	1561.19	0.500	11.4%	0.217	11.4%	72.2	8.9%	1.924	7.2%	6.71%	12.5%	63.3%	24.2%	[1-0.00 2]
72	H	(6)	1580.89	0.494	11.5%	0.217	11.5%	72.2	9.0%	1.902	7.2%	6.71%	12.6%	63.2%	24.2%	[1-0.00 2]
73	H	(6)	1601.74	0.485	11.5%	0.216	11.5%	71.9	9.0%	1.873	7.2%	6.71%	12.9%	63.2%	24.0%	[1-0.00 2]
74	H	(6)	1621.44	0.471	11.8%	0.212	11.8%	70.8	9.3%	1.849	7.2%	6.71%	12.8%	63.3%	23.8%	[1-0.00 2]
75	H	(6)	1641.15	0.475	11.7%	0.217	11.7%	72.1	9.3%	1.831	7.2%	6.71%	13.2%	62.8%	24.0%	[1-0.00 2]
76	H	(6)	1660.86	0.455	12.8%	0.210	12.8%	70.2	10.6%	1.803	7.2%	6.71%	12.8%	63.8%	23.5%	[1-0.00 2]
77	H	(6)	1681.71	0.446	12.7%	0.208	12.7%	69.8	10.5%	1.776	7.2%	6.71%	12.6%	64.0%	23.4%	[1-0.00 2]
78	H	(6)	1701.43	0.437	12.3%	0.207	12.3%	69.0	9.9%	1.758	7.2%	6.71%	12.5%	64.3%	23.2%	[1-0.00 2]
79	H	(6)	1721.13	0.432	12.2%	0.206	12.2%	69.0	9.9%	1.739	7.2%	6.71%	12.6%	64.2%	23.2%	[1-0.00 2]
80	H	(6)	1741.98	0.427	12.9%	0.207	12.9%	69.0	10.7%	1.719	7.2%	6.71%	12.6%	64.3%	23.1%	[1-0.00 2]
81	H	(6)	1761.68	0.433	12.5%	0.212	12.5%	70.7	10.2%	1.702	7.2%	6.71%	12.9%	63.5%	23.6%	[1-0.00 2]
82	H	(6)	1781.38	0.432	12.7%	0.214	12.7%	71.3	10.5%	1.683	7.2%	6.71%	13.1%	63.2%	23.7%	[1-0.00 2]
83	H	(6)	1801.08	0.421	12.8%	0.211	12.8%	70.4	10.6%	1.664	7.2%	6.71%	12.7%	63.8%	23.5%	[1-0.00 2]
84	H	(6)	1821.95	0.425	12.6%	0.215	12.6%	71.8	10.4%	1.642	7.2%	6.71%	13.0%	63.4%	23.6%	[1-0.00 2]
85	H	(6)	1841.66	0.423	11.7%	0.217	11.7%	72.3	9.3%	1.625	7.2%	6.71%	12.9%	63.2%	23.9%	[1-0.00 2]
86	H	(6)	1861.36	0.404	12.0%	0.209	12.0%	69.9	9.6%	1.607	7.2%	6.71%	12.7%	63.9%	23.4%	[1-0.00 2]
87	H	(6)	1881.07	0.416	10.8%	0.218	10.8%	72.4	7.9%	1.598	7.3%	6.71%	13.1%	63.1%	23.7%	[1-0.00 2]
88	H	(6)	1901.96	0.424	11.0%	0.224	11.0%	74.3	8.3%	1.583	7.3%	6.71%	13.7%	62.1%	24.2%	[1-0.00 2]
89	H	(6)	1921.67	0.415	11.1%	0.222	11.1%	73.4	8.3%	1.571	7.3%	6.71%	13.4%	62.6%	24.1%	[1-0.00 2]
90	H	(6)	1941.37	0.433	10.8%	0.234	10.8%	75.9	7.6%	1.585	7.6%	6.65%	14.4%	61.1%	24.5%	[1-0.00 2]
91	H	(6)	1961.08	0.478	10.3%	0.260	10.3%	81.8	7.0%	1.622	7.6%	6.57%	15.4%	59.0%	25.5%	[1-0.00 2]
92	H	(6)	1982.02	0.490	10.3%	0.270	10.3%	83.2	7.1%	1.634	7.4%	6.51%	15.7%	58.3%	26.0%	[1-0.00 2]
93	H	(6)	2001.72	0.526	10.0%	0.292	10.0%	88.4	6.6%	1.653	7.6%	6.46%	16.5%	56.1%	27.4%	[1-0.00 2]
94	H	(6)	2021.40	0.526	9.9%	0.295	9.9%	87.4	6.4%	1.671	7.5%	6.39%	16.4%	56.4%	27.2%	[1-0.00 2]
95	H	(6)	2042.25	0.512	9.7%	0.290	9.7%	84.5	6.7%	1.682	7.0%	6.32%	15.2%	58.2%	26.6%	[1-0.00 2]
96	H	(6)	2061.96	0.472	9.8%	0.270	9.8%	78.0	7.0%	1.680	6.9%	6.26%	14.0%	60.6%	25.4%	[1-0.00 2]
97	H	(6)	2081.68	0.437	10.7%	0.253	10.7%	72.5	8.3%	1.677	6.8%	6.22%	13.3%	62.8%	23.9%	[1-0.00 2]
98	H	(6)	2101.38	0.399	11.3%	0.233	11.3%	66.2	9.2%	1.673	6.7%	6.18%	12.5%	65.4%	22.1%	[1-0.00 2]
99	H	(6)	2122.24	0.413	10.7%	0.243	10.7%	67.7	8.2%	1.693	6.9%	6.11%	13.3%	64.6%	22.2%	[1-0.00 2]
100	H	(6)	2141.94	0.434	10.6%	0.258	10.6%	69.8	7.8%	1.724	7.1%	6.05%	14.2%	63.3%	22.6%	[1-0.14 2]
101	H	(6)	2161.65	0.461	9.9%	0.277	9.9%	73.1	6.9%	1.751	7.0%	6.00%	14.6%	62.1%	23.3%	[1-0.33 2]
102	H	(6)	2181.34	0.486	9.3%	0.295	9.3%	76.2	6.1%	1.773	7.0%	5.95%	15.3%	60.6%	24.1%	[1-0.42 2]
103	H	(6)	2202.21	0.514	8.5%	0.315	8.5%	79.4	5.1%	1.799	6.8%	5.88%	15.6%	59.3%	25.1%	[1-0.31 2]
104	H	(6)	2221.94	0.538	8.6%	0.332	8.6%	82.1	5.5%	1.820	6.5%	5.83%	15.6%	58.5%	25.8%	[1-0.37 2]
105	H	(6)	2241.64	0.548	8.5%	0.341	8.5%	82.6	5.8%	1.842	6.2%	5.78%	15.3%	58.4%	26.3%	[1-0.53 2]
106	H	(6)	2261.36	0.563	8.7%	0.354	8.7%	84.7	6.1%	1.846	6.2%	5.74%	15.4%	57.7%	26.9%	[1-0.43 2]
107	H	(6)	2282.27	0.575	8.7%	0.365	8.7%	86.1	6.2%	1.855	6.1%	5.70%	15.2%	57.3%	27.4%	[1-0.37 2]
108	H	(6)	2301.98	0.606	8.6%	0.387	8.6%	89.2	6.1%	1.885	6.1%	5.65%	16.0%	55.9%	28.1%	[1-0.49 2]
109	H	(6)	2321.69	0.610	8.7%	0.393	8.7%	89.9	6.3%	1.885	6.1%	5.62%	15.8%	55.6%	28.6%	[1-0.33 2]
110	H	(6)	2341.40	0.631	8.7%	0.410	8.7%	92.1	6.1%	1.903	6.3%	5.58%	16.4%	54.6%	29.0%	[1-0.29 2]
111	H	(6)	2362.29	0.629	8.6%	0.413	8.6%	90.4	6.0%	1.931	6.2%	5.52%	16.1%	55.2%	28.7%	[1-0.39 2]
112	H	(6)	2381.99	0.637	8.6%	0.422	8.6%	90.6	6.1%	1.953	6.1%	5.47%	16.0%	55.2%	28.8%	[1-0.53 2]
113	H	(6)	2401.68	0.622	8.8%	0.415	8.8%	88.0	6.4%	1.962	6.0%	5.42%	14.9%	56.5%	28.5%	[1-0.52 2]
114	H	(6)	2422.55	0.641	8.6%	0.431	8.6%	89.5	6.2%	1.990	5.9%	5.36%	15.1%	56.3%	28.6%	[1-0.41 2]
115	H	(6)	2442.23	0.634	8.8%	0.430	8.8%	88.3	6.7%	1.994	5.7%	5.31%	14.4%	57.1%	28.4%	[1-0.38 2]
116	H	(6)	2461.94	0.649	8.7%	0.444	8.7%	89.8	6.5%	2.009	5.8%	5.26%	15.1%	56.3%	28.7%	[1-0.17 2]
117	H	(6)	2481.65	0.693	8.8%	0.478	8.8%	93.5	6.5%	2.059	6.0%	5.21%	15.5%	55.2%	29.3%	[1-0.26 2]
118	H	(6)	2502.53	0.707	9.2%	0.491	9.2%	95.1	6.8%	2.066	6.3%	5.18%	15.7%	54.6%	29.7%	[1-0.12 2]
119	H	(6)	2523.40	0.697	9.5%	0.488	9.5%	93.6	6.8%	2.069	6.6%	5.15%	15.5%	55.0%	29.5%	[1-0.08 2]
120	H	(6)	2541.96	0.675	9.8%	0.476	9.8%	90.2	7.2%	2.078	6.6%	5.12%	15.2%	56.2%	28.6%	[1-0.15 2]
121	H	(6)	2561.68	0.651	10.2%	0.463	10.2%	86.9	7.8%	2.081	6.6%	5.08%	14.3%	57.7%	27.9%	[1-0.14 2]
122	H	(6)	2582.55	0.615	9.9%	0.441	9.9%	82.2	7.6%	2.077	6.3%	5.04%	13.5%	59.2%	27.3%	[1-0.31 2]
123	H	(6)	2602.26	0.592	9.7%	0.428	9.7%	79.1	7.6%	2.078	5.9%	5.02%	12.8%	60.4%	26.7%	[1-0.32 2]
124	H	(6)	2621.98	0.578	10.1%	0.421	10.1%	77.5	8.5%	2.075	5.5%	4.99%	12.2%	61.3%	26.5%	[1-0.27 2]
125	H	(6)	2642.85	0.567	9.6%	0.416	9.6%	75.8	7.9%	2.080	5.4%	4.96%	11.7%	62.1%	26.2%	[1-0.27 2]
126	H	(6)	2662.56	0.560	9.6%	0.414	9.6%	74.5	8.0%	2.088	5.4%	4.94%	11.7%	62.5%	25.8%	[1-0.34 2]
127	H	(6)	2682.26	0.537	9.5%	0.400	9.5%	71.6	7.9%	2.084	5.4%	4.92%	11.4%	63.5%	25.1%	[1-0.20 2]
128	H	(6)	2701.97	0.506	9.1%	0.380	9.1%	67.6	7.4%	2.081	5.4%	4.90%	11.2%	65.0%	23.8%	[1-0.17 2]
129	H	(6)	2724.00	0.522	11.3%	0.395	11.3%	68.9	9.7%	2.105	5.7%	4.87%	11.9%	64.2%	23.9%	[1-0.16 2]
130	H	(6)	2743.70	0.501	10.9%	0.382	10.9%	66.4	9.3%	2.096	5.7%	4.84%	11.7%	65.2%	23.1%	[1-0.05 2]
131	H	(6)	2763.42	0.505	10.8%	0.387	10.8%	66.6	9.2%	2.104	5.7%	4.82%	11.9%	65.1%	23.0%	[1-0.00 2]
132	H	(6)	2784.29	0.541	11.4%	0.419	11.4%	70.5	9.8%	2.134	5.9%	4.80%	12.4%	63.7%	23.9%	[1-0.15 2]
133	H	(6)	2803.99	0.582	11.8%	0.453	11.8%	75.1	10.2%	2.151	5.9%	4.78%	12.8%	62.1%	25.1%	[1-0.14 2]
134	H	(6)	2823.69	0.561	9.8%	0.440	9.8%	72.5	8.0%	2.151	5.7%	4.74%	12.6%	62.7%	24.7%	[1-0.10 2]
135	H	(6)	2844.56	0.591	10.0%	0.467	10.0%	76.0	8.1%	2.160	5.8%	4.73%	13.1%	60.9%	26.0%	[1-0.00 2]
136	H	(6)	2863.11	0.615	9.8%	0.489	9.8%	78.3	8.0%	2.182	5.7%	4.69%	13.2%	60.1%	26.7%	[1-0.00 2]
137	H	(6)	2882.82	0.617	9.8%	0.494	9.8%	78.2	8.2%	2.191	5.4%	4.65%	13.1%	60.4%	26.5%	[1-0.00 2]
138	H	(6)	2903.68	0.622	9.6%	0.501	9.6%	78.5	7.9%	2.201	5.4%	4.63%	13.3%	60.2%	26.5%	[1-0.01 2]
139	H	(6)	2923.39	0.652	9.0%	0.529	9.0%	81.1	7.3%	2.232	5.3%	4.59%	13.5%	59.3%	27.1%	[1-0.22 2]
140	H	(6)	2943.12	0.700	9.1%	0.572	9.1%	85.7	7.5%	2.267	5.2%	4.56%	14.2%	57.6%	28.2%	[1-0.30 2]
141	H	(6)	2962.83	0.734	9.2%	0.604	9.2%	88.9	7.7%	2.293	5.1%	4.53%	15.1%	55.7%	29.2%	[1-0.31 2]
142	H	(6)	2982.54	0.767	9.3%	0.635	9.3%	92.2	7.7%	2.311	5.1%	4.50%	15.7%	54.5%	29.8%	[1-0.29 2]
143	H	(6)	3002.24	0.812	9.1%	0.678	9.1%	95.8	7.6%	2.356	5.0%	4.46%	16.3%	52.7%	31.0%	[1-0.36 2]
144	H	(6)	3023.13	0.857	9.1%	0.720	9.1%	100.2	7.7%	2.376	4.9%	4.43%	16.8%	51.4%	31.8%	[1-0.37 2]
145	H	(6)	3042.84	0.883	8.8%	0.747	8.8%	102.4	7.4%	2.396	4.8%	4.41%	16.9%	51.1%	32.0%	[1-0.46 2]
146	H	(6)	3062.54	0.909	8.8%	0.773	8.8%	104.7	7.4%	2.411	4.8%	4.38%	17.1%	50.9%	32.0%	[1-0.39 2]
147	H	(6)	3082.22	0.905	7.9%	0.775	7.9%	103.9	6.2%	2.419	4.8%	4.35%	17.3%	51.1%	31.6%	[1-0.28 2]
148	H	(6)	3103.30	0.908	7.9%	0.783	7.9%	103.6	6.3%	2.434	4.8%	4.32%	17.3%	51.5%	31.2%	[1-0.37 2]
149	H	(6)	3122.99	0.899	8.1%	0.780	8.1%	102.5	6.5%	2.437	4.7%	4.30%	17.3%	52.1%	30.7%	[1-0.27 2]
150	H	(6)	3142.68	0.871	8.1%	0.760	8.1%	99.4	6.5%	2.435	4.7%	4.28%	17.4%	52.7%	29.9%	[1-0.23 2]
151	H	(6)	3163.55	0.877	7.7%	0.771	7.7%	98.9	6.0%	2.464	4.7%	4.25%	17.7%	52.3%	30.0%	[1-0.40 2]
152	H	(6)	3183.24	0.885	8.2%	0.783	8.2%	98.9	6.7%	2.486	4.7%	4.22%	17.7%	52.2%	30.1%	[1-0.46 0]
153	H	(6)	3202.92	0.891	8.2%	0.793	8.2%	99.1	6.8%	2.497	4.7%	4.20%	17.9%	52.1%	30.1%	[1-0.46 0]
154	H	(6)	3222.62	0.896	8.0%	0.802	8.0%	99.0	6.4%	2.514	4.7%	4.18%	18.2%	51.7%	30.2%	[1-0.45 0]
155	H	(6)	3243.49	0.922	8.1%	0.831	8.1%	101.3	6.6%	2.528	4.7%	4.15%	18.4%	50.8%	30.8%	[1-0.46 2]
156	H	(6)	3263.22	0.933	8.2%	0.846	8.2%	102.0	6.8%	2.540	4.6%	4.14%	18.3%	50.9%	30.8%	[1-0.46 0]
157	H	(6)	3282.93	0.958	8.1%	0.874	8.1%	104.2	6.7%	2.555	4.6%	4.12%	18.5%	50.1%	31.4%	[1-0.45 0]
158	H	(6)	3302.63	0.971	7.9%	0.891	7.9%	104.8	6.4%	2.575	4.5%	4.10%	18.6%	49.9%	31.4%	[1-0.51 0]
159	H	(6)	3323.50	0.976	8.2%	0.901	8.2%	105.2	6.8%	2.575	4.5%	4.08%	18.5%	50.1%	31.4%	[1-0.53 0]
160	H	(6)	3343.18	1.002	7.7%	0.931	7.7%	107.3	6.2%	2.596	4.5%	4.06%	18.5%	49.7%	31.8%	[1-0.51 0]
161	H	(6)	3362.88	1.012	7.3%	0.945	7.3%	107.5	5.7%	2.614	4.6%	4.03%	18.9%	49.1%	32.0%	[1-0.56 0]
162	H	(6)	3383.73	1.031	6.9%	0.969	6.9%	108.7	5.1%	2.634	4.5%	4.01%	19.1%	48.6%	32.3%	[1-0.61 0]
163	H	(6)	3403.43	1.046	6.8%	0.988	6.8%	110.3	5.1%	2.632	4.5%	3.99%	19.1%	48.1%	32.8%	[1-0.59 0]
164	H	(6)	3423.14	1.069	6.9%	1.016	6.9%	112.0	5.2%	2.651	4.5%	3.98%	19.1%	47.4%	33.5%	[1-0.60 0]
165	H	(6)	3442.83	1.079	7.3%	1.032	7.3%	112.2	5.8%	2.670	4.5%	3.96%	19.4%	46.9%	33.7%	[1-0.64 0]
166	H	(6)	3463.70	1.086	7.5%	1.045	7.5%	112.8	6.0%	2.676	4.4%	3.94%	18.8%	47.4%	33.8%	[1-0.60 0]
167	H	(6)	3483.40	1.093	7.8%	1.058	7.8%	112.8	6.4%	2.692	4.4%	3.91%	18.8%	47.5%	33.7%	[1-0.56 0]
168	H	(6)	3503.10	1.108	7.7%	1.078	7.7%	113.3	6.4%	2.716	4.4%	3.89%	18.9%	47.3%	33.7%	[1-0.54 0]
169	H	(6)	3522.81	1.104	7.5%	1.080	7.5%	112.7	6.0%	2.721	4.4%	3.88%	19.1%	47.6%	33.3%	[1-0.53 0]
170	H	(6)	3543.67	1.112	7.1%	1.095	7.1%	112.9	5.6%	2.738	4.3%	3.86%	19.1%	48.0%	32.9%	[1-0.61 0]
171	H	(6)	3563.40	1.125	7.1%	1.113	7.1%	113.4	5.6%	2.754	4.3%	3.84%	19.3%	47.9%	32.9%	[1-0.60 0]
172	H	(6)	3583.10	1.111	6.9%	1.105	6.9%	111.8	5.4%	2.760	4.3%	3.82%	19.4%	48.3%	32.3%	[1-0.55 0]
173	H	(6)	3603.96	1.103	7.2%	1.104	7.2%	110.7	5.8%	2.767	4.3%	3.80%	19.7%	48.4%	31.9%	[1-0.62 0]
174	H	(6)	3623.67	1.103	7.0%	1.111	7.0%	110.4	5.5%	2.775	4.3%	3.78%	19.8%	48.4%	31.8%	[1-0.61 0]
