[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
16	L	(3)	639.86	0.010	100.0%	0.002	100.0%	91.9	100.0%	0.031	100.0%	90.24%	20.3%	55.7%	24.0%	[1-0.43 0]
17	L	(3)	660.71	0.010	100.0%	0.002	100.0%	91.8	100.0%	0.030	100.0%	90.24%	19.9%	56.1%	24.0%	[1-0.43 0]
18	L	(3)	680.41	0.010	100.0%	0.002	100.0%	93.7	100.0%	0.030	100.0%	90.24%	20.3%	55.4%	24.3%	[1-0.43 0]
19	L	(3)	700.09	0.010	100.0%	0.002	100.0%	93.9	100.0%	0.029	100.0%	90.24%	20.4%	55.1%	24.5%	[1-0.43 0]
20	L	(3)	719.77	0.009	100.0%	0.002	100.0%	93.3	100.0%	0.028	100.0%	90.24%	19.9%	55.8%	24.3%	[1-0.43 0]
21	L	(3)	740.63	0.009	100.0%	0.002	100.0%	92.8	100.0%	0.027	100.0%	90.24%	19.8%	56.0%	24.1%	[1-0.43 0]
22	L	(3)	760.32	0.007	100.0%	0.001	100.0%	92.4	100.0%	0.021	100.0%	90.24%	20.5%	55.5%	24.0%	[1-0.43 0]
23	L	(3)	780.01	0.007	100.0%	0.001	100.0%	89.4	100.0%	0.020	100.0%	90.24%	20.7%	56.1%	23.3%	[1-0.43 0]
24	L	(3)	800.86	0.006	100.0%	0.001	100.0%	88.2	100.0%	0.020	100.0%	90.24%	21.2%	56.1%	22.7%	[1-0.43 0]
25	L	(3)	820.59	0.006	100.0%	0.001	100.0%	87.0	100.0%	0.020	100.0%	90.24%	22.2%	55.6%	22.3%	[1-0.43 0]
26	L	(3)	840.30	0.006	100.0%	0.001	100.0%	86.4	100.0%	0.019	100.0%	90.24%	22.5%	55.4%	22.0%	[1-0.43 0]
27	L	(3)	859.99	0.006	100.0%	0.001	100.0%	85.4	100.0%	0.019	100.0%	90.24%	22.3%	56.0%	21.7%	[1-0.43 0]
28	L	(3)	880.86	0.006	100.0%	0.001	100.0%	85.3	100.0%	0.018	100.0%	90.24%	22.4%	56.0%	21.7%	[1-0.43 0]
29	L	(3)	900.57	0.005	100.0%	0.001	100.0%	85.1	100.0%	0.018	100.0%	90.24%	22.2%	56.1%	21.7%	[1-0.43 0]
30	L	(3)	920.26	0.005	100.0%	0.001	100.0%	84.0	100.0%	0.017	100.0%	90.24%	22.4%	56.3%	21.3%	[1-0.43 0]
31	L	(3)	939.97	0.005	100.0%	0.001	100.0%	83.2	100.0%	0.017	100.0%	90.24%	22.6%	56.3%	21.0%	[1-0.43 0]
32	L	(3)	960.82	0.005	100.0%	0.001	100.0%	83.0	100.0%	0.017	100.0%	90.24%	23.0%	56.0%	21.0%	[1-0.43 0]
33	L	(3)	980.52	0.005	100.0%	0.001	100.0%	82.8	100.0%	0.016	100.0%	90.24%	22.7%	56.4%	20.9%	[1-0.43 0]
34	L	(3)	1000.21	0.005	100.0%	0.001	100.0%	81.8	100.0%	0.016	100.0%	90.24%	23.4%	56.1%	20.5%	[1-0.43 0]
35	L	(3)	1021.08	0.005	100.0%	0.001	100.0%	82.0	100.0%	0.016	100.0%	90.24%	22.9%	56.4%	20.6%	[1-0.43 0]
36	L	(3)	1040.79	0.005	100.0%	0.001	100.0%	82.8	100.0%	0.015	100.0%	90.24%	22.9%	56.2%	20.9%	[1-0.43 0]
37	L	(3)	1060.48	0.005	100.0%	0.001	100.0%	83.6	100.0%	0.015	100.0%	90.24%	22.4%	56.4%	21.2%	[1-0.43 0]
38	L	(3)	1080.19	0.004	100.0%	0.001	100.0%	84.0	100.0%	0.015	100.0%	90.24%	22.9%	55.8%	21.3%	[1-0.43 0]
39	L	(3)	1101.06	0.004	100.0%	0.001	100.0%	84.3	100.0%	0.015	100.0%	90.24%	22.5%	56.1%	21.4%	[1-0.43 0]
40	L	(3)	1120.80	0.004	100.0%	0.001	100.0%	85.7	100.0%	0.014	100.0%	90.24%	22.6%	55.5%	21.9%	[1-0.43 0]
41	L	(3)	1140.51	0.004	100.0%	0.001	100.0%	85.3	100.0%	0.014	100.0%	90.24%	22.8%	55.5%	21.7%	[1-0.43 0]
42	L	(3)	1160.24	0.004	100.0%	0.001	100.0%	85.9	100.0%	0.014	100.0%	90.24%	22.9%	55.3%	21.9%	[1-0.43 0]
43	L	(3)	1181.11	0.004	100.0%	0.001	100.0%	86.3	100.0%	0.014	100.0%	90.24%	22.3%	55.7%	22.0%	[1-0.43 0]
44	L	(3)	1200.83	0.004	100.0%	0.001	100.0%	88.0	100.0%	0.013	100.0%	90.24%	21.6%	55.6%	22.8%	[1-0.43 0]
45	L	(3)	1220.54	0.004	100.0%	0.001	100.0%	88.0	100.0%	0.013	100.0%	90.24%	21.3%	55.9%	22.8%	[1-0.43 0]
46	L	(3)	1240.24	0.004	100.0%	0.001	100.0%	87.9	100.0%	0.013	100.0%	90.24%	21.7%	55.7%	22.7%	[1-0.43 0]
47	L	(3)	1261.12	0.004	100.0%	0.001	100.0%	87.1	100.0%	0.013	100.0%	90.24%	21.6%	55.9%	22.5%	[1-0.43 0]
48	L	(3)	1280.83	0.004	100.0%	0.001	100.0%	87.0	100.0%	0.012	100.0%	90.24%	21.8%	55.9%	22.4%	[1-0.43 0]
49	L	(3)	1300.52	0.004	100.0%	0.001	100.0%	86.9	100.0%	0.012	100.0%	90.24%	21.8%	55.9%	22.3%	[1-0.43 0]
50	L	(3)	1320.24	0.004	100.0%	0.001	100.0%	86.7	100.0%	0.012	100.0%	90.24%	21.8%	56.1%	22.1%	[1-0.43 0]
51	L	(3)	1341.12	0.004	100.0%	0.001	100.0%	87.0	100.0%	0.012	100.0%	90.24%	21.2%	56.5%	22.4%	[1-0.43 0]
52	L	(3)	1360.83	0.004	100.0%	0.001	100.0%	87.2	100.0%	0.012	100.0%	90.24%	21.1%	56.5%	22.4%	[1-0.43 0]
53	L	(3)	1380.53	0.004	100.0%	0.001	100.0%	86.0	100.0%	0.012	100.0%	90.24%	21.7%	56.3%	22.0%	[1-0.43 0]
54	L	(3)	1401.39	0.004	100.0%	0.001	100.0%	85.7	100.0%	0.011	100.0%	90.24%	21.7%	56.4%	21.9%	[1-0.43 0]
55	L	(3)	1421.10	0.004	100.0%	0.002	100.0%	85.8	100.0%	0.013	100.0%	85.36%	21.7%	56.4%	21.9%	[1-0.43 0]
56	L	(3)	1440.82	0.004	100.0%	0.002	100.0%	85.6	100.0%	0.013	100.0%	85.36%	21.5%	56.7%	21.8%	[1-0.43 0]
57	L	(3)	1460.54	0.004	100.0%	0.002	100.0%	85.6	100.0%	0.013	100.0%	85.36%	21.8%	56.6%	21.6%	[1-0.43 0]
58	L	(3)	1481.42	0.004	100.0%	0.002	100.0%	86.6	100.0%	0.013	100.0%	85.36%	21.1%	56.9%	22.0%	[1-0.43 0]
59	L	(3)	1501.14	0.004	100.0%	0.002	100.0%	86.1	100.0%	0.012	100.0%	85.36%	21.0%	57.1%	21.9%	[1-0.43 0]
60	L	(3)	1520.86	0.004	100.0%	0.002	100.0%	85.8	100.0%	0.012	100.0%	85.36%	21.0%	57.3%	21.7%	[1-0.43 0]
61	L	(3)	1540.57	0.004	100.0%	0.002	100.0%	87.1	100.0%	0.012	100.0%	85.36%	20.9%	56.8%	22.2%	[1-0.43 0]
62	L	(3)	1561.45	0.004	100.0%	0.002	100.0%	86.8	100.0%	0.012	100.0%	85.36%	20.6%	57.3%	22.2%	[1-0.43 0]
63	L	(3)	1581.17	0.004	100.0%	0.002	100.0%	86.3	100.0%	0.012	100.0%	85.36%	21.0%	57.1%	21.9%	[1-0.43 0]
64	L	(3)	1600.88	0.004	100.0%	0.002	100.0%	86.9	100.0%	0.012	100.0%	85.36%	21.0%	56.9%	22.1%	[1-0.43 0]
65	L	(3)	1620.59	0.004	100.0%	0.002	100.0%	86.2	100.0%	0.012	100.0%	85.36%	21.0%	57.1%	21.8%	[1-0.43 0]
66	L	(3)	1641.45	0.004	100.0%	0.002	100.0%	85.7	100.0%	0.011	100.0%	85.36%	21.4%	57.0%	21.6%	[1-0.43 0]
67	L	(3)	1661.16	0.003	100.0%	0.001	100.0%	86.0	100.0%	0.010	100.0%	85.36%	21.5%	56.7%	21.8%	[1-0.43 0]
68	L	(3)	1680.86	0.003	100.0%	0.001	100.0%	86.1	100.0%	0.009	100.0%	85.36%	21.1%	57.0%	21.9%	[1-0.43 0]
69	L	(3)	1701.73	0.003	100.0%	0.001	100.0%	81.9	100.0%	0.010	100.0%	83.19%	24.6%	55.0%	20.5%	[1-0.43 0]
70	L	(3)	1721.41	0.003	100.0%	0.001	100.0%	78.9	100.0%	0.010	100.0%	83.19%	27.8%	52.8%	19.4%	[1-0.43 0]
71	L	(3)	1741.13	0.003	100.0%	0.002	100.0%	77.2	100.0%	0.012	100.0%	78.31%	28.4%	52.7%	18.9%	[1-0.43 0]
72	L	(3)	1760.82	0.003	100.0%	0.002	100.0%	72.6	100.0%	0.012	100.0%	73.43%	29.9%	52.4%	17.7%	[1-0.43 0]
73	L	(3)	1781.70	0.003	100.0%	0.001	100.0%	68.1	100.0%	0.012	100.0%	73.43%	31.5%	52.0%	16.5%	[1-0.43 0]
74	L	(3)	1801.41	0.003	100.0%	0.001	100.0%	68.1	100.0%	0.012	100.0%	73.43%	29.5%	53.6%	16.9%	[1-0.43 0]
75	L	(3)	1821.14	0.003	100.0%	0.001	100.0%	66.9	100.0%	0.012	100.0%	73.43%	27.8%	55.3%	16.9%	[1-0.43 0]
76	L	(3)	1840.85	0.003	96.1%	0.001	96.1%	62.9	20.6%	0.012	93.9%	73.43%	28.8%	55.4%	15.8%	[1-0.43 0]
77	L	(3)	1861.73	0.003	96.1%	0.001	96.1%	62.6	20.6%	0.012	93.9%	73.43%	28.8%	55.4%	15.8%	[1-0.43 0]
78	L	(3)	1881.45	0.003	83.6%	0.002	83.6%	62.7	20.2%	0.013	81.1%	66.94%	28.7%	55.5%	15.9%	[1-0.43 0]
79	L	(3)	1901.15	0.003	82.7%	0.002	82.7%	64.0	20.1%	0.014	80.2%	64.78%	28.5%	55.4%	16.1%	[1-0.43 0]
80	L	(3)	1920.86	0.003	84.7%	0.002	84.7%	66.0	19.9%	0.014	82.3%	64.78%	28.2%	55.1%	16.7%	[1-0.43 0]
81	L	(3)	1941.72	0.004	81.1%	0.002	81.1%	66.6	19.8%	0.015	78.6%	60.91%	29.0%	54.3%	16.7%	[1-0.43 0]
82	L	(3)	1961.40	0.004	82.1%	0.002	82.1%	70.1	19.5%	0.016	79.7%	60.03%	35.6%	47.2%	17.2%	[1-0.43 0]
83	L	(3)	1981.09	0.004	82.4%	0.002	82.4%	72.3	19.4%	0.016	80.0%	60.03%	42.4%	40.2%	17.4%	[1-0.43 0]
84	L	(3)	2001.95	0.005	79.5%	0.003	79.5%	75.9	19.4%	0.018	77.0%	58.74%	50.8%	31.0%	18.2%	[1-0.43 0]
85	L	(3)	2021.64	0.007	74.9%	0.004	74.9%	90.0	18.8%	0.021	72.5%	56.57%	58.0%	20.7%	21.3%	[1-0.43 0]
86	L	(3)	2041.33	0.008	71.1%	0.005	71.1%	100.2	18.9%	0.023	68.6%	55.04%	61.3%	14.8%	23.9%	[1-0.43 0]
87	L	(3)	2061.02	0.009	71.6%	0.005	71.6%	106.3	18.7%	0.023	69.1%	55.04%	61.7%	12.9%	25.5%	[1-0.43 0]
88	L	(3)	2081.90	0.010	71.8%	0.006	71.8%	119.9	19.1%	0.023	69.2%	55.04%	60.6%	10.6%	28.8%	[1-0.43 0]
89	L	(3)	2101.62	0.011	72.6%	0.006	72.6%	127.4	19.4%	0.023	69.9%	55.04%	59.3%	10.4%	30.3%	[1-0.43 0]
90	L	(3)	2121.35	0.010	74.2%	0.006	74.2%	124.9	21.4%	0.023	71.1%	55.04%	59.3%	11.3%	29.4%	[1-0.43 0]
91	L	(3)	2141.06	0.011	73.1%	0.007	73.1%	127.7	21.5%	0.024	69.8%	55.04%	62.8%	7.4%	29.8%	[1-0.43 0]
92	L	(3)	2161.95	0.011	73.0%	0.007	73.0%	131.2	21.6%	0.024	69.7%	55.04%	61.6%	7.6%	30.8%	[1-0.43 0]
93	L	(3)	2181.67	0.011	72.8%	0.007	72.8%	131.8	22.3%	0.024	69.3%	55.04%	63.5%	5.8%	30.7%	[1-0.43 0]
94	L	(3)	2201.39	0.011	73.1%	0.007	73.1%	131.9	22.6%	0.024	69.5%	55.04%	62.8%	6.4%	30.8%	[1-0.43 0]
95	L	(3)	2221.08	0.011	73.3%	0.007	73.3%	129.7	21.4%	0.023	70.1%	55.04%	60.9%	8.7%	30.5%	[1-0.43 0]
96	L	(3)	2241.93	0.010	74.1%	0.006	74.1%	125.7	22.0%	0.022	70.7%	55.04%	60.4%	10.1%	29.5%	[1-0.43 0]
97	L	(3)	2261.61	0.010	74.3%	0.006	74.3%	126.6	22.7%	0.022	70.8%	55.04%	60.1%	10.2%	29.6%	[1-0.43 0]
98	L	(3)	2281.31	0.009	74.5%	0.006	74.5%	123.4	21.9%	0.021	71.1%	55.04%	58.7%	12.1%	29.2%	[1-0.43 0]
99	L	(3)	2302.18	0.009	74.7%	0.006	74.7%	118.4	21.5%	0.021	71.6%	55.04%	59.0%	13.0%	28.1%	[1-0.43 0]
100	L	(3)	2321.88	0.010	73.8%	0.006	73.8%	127.7	21.6%	0.022	70.6%	55.04%	61.0%	9.2%	29.8%	[1-0.43 0]
101	L	(3)	2341.58	0.010	73.5%	0.007	73.5%	132.6	21.2%	0.021	70.3%	55.04%	59.3%	9.7%	31.0%	[1-0.43 0]
102	L	(3)	2362.45	0.010	72.9%	0.007	72.9%	128.9	21.3%	0.022	69.8%	54.40%	60.5%	9.5%	30.0%	[1-0.43 0]
103	L	(3)	2382.14	0.010	73.5%	0.006	73.5%	124.3	21.5%	0.022	70.3%	54.40%	61.8%	9.3%	28.9%	[1-0.43 0]
104	L	(3)	2401.85	0.010	73.9%	0.006	73.9%	124.3	21.2%	0.021	70.8%	54.40%	61.2%	10.0%	28.8%	[1-0.43 0]
105	L	(3)	2422.74	0.008	75.3%	0.005	75.3%	107.6	20.8%	0.020	72.4%	53.89%	59.8%	14.8%	25.4%	[1-0.43 0]
106	L	(3)	2442.46	0.007	77.5%	0.004	77.5%	95.8	20.6%	0.019	74.7%	53.89%	59.5%	17.9%	22.6%	[1-0.43 0]
107	L	(3)	2462.17	0.006	78.4%	0.004	78.4%	90.0	19.8%	0.018	75.8%	53.89%	58.7%	20.0%	21.4%	[1-0.43 0]
108	L	(3)	2483.04	0.005	79.0%	0.004	79.0%	80.9	19.9%	0.018	76.5%	53.01%	56.2%	24.8%	19.1%	[1-0.43 0]
109	L	(3)	2502.74	0.004	81.3%	0.003	81.3%	71.1	20.1%	0.017	78.8%	53.01%	55.1%	28.3%	16.6%	[1-0.43 0]
110	L	(3)	2522.44	0.004	82.0%	0.003	82.0%	69.0	21.4%	0.017	79.1%	53.01%	55.0%	28.4%	16.6%	[1-0.43 0]
111	L	(3)	2542.13	0.005	80.4%	0.003	80.4%	75.5	21.0%	0.017	77.7%	52.13%	54.5%	27.4%	18.1%	[1-0.43 0]
112	L	(3)	2561.84	0.005	80.4%	0.003	80.4%	78.5	20.5%	0.017	77.8%	52.13%	53.9%	27.1%	19.0%	[1-0.43 0]
113	L	(3)	2582.69	0.005	79.4%	0.004	79.4%	86.1	20.1%	0.017	76.8%	52.13%	53.9%	25.2%	20.9%	[1-0.43 0]
114	L	(3)	2602.40	0.006	78.1%	0.004	78.1%	94.4	19.9%	0.018	75.6%	52.13%	54.3%	22.8%	23.0%	[1-0.43 0]
115	L	(3)	2622.11	0.006	77.6%	0.005	77.6%	99.7	18.9%	0.018	75.3%	52.13%	53.8%	22.4%	23.8%	[1-0.43 0]
116	L	(3)	2641.80	0.006	77.6%	0.005	77.6%	97.6	18.7%	0.018	75.3%	52.13%	54.0%	22.5%	23.5%	[1-0.43 0]
117	L	(3)	2662.66	0.006	77.6%	0.004	77.6%	96.4	18.5%	0.017	75.3%	52.13%	54.2%	22.6%	23.2%	[1-0.43 0]
118	L	(3)	2682.38	0.006	77.3%	0.005	77.3%	97.0	18.5%	0.017	75.1%	52.13%	54.4%	22.2%	23.4%	[1-0.43 0]
119	L	(3)	2702.09	0.006	77.4%	0.005	77.4%	97.1	18.6%	0.017	75.1%	52.13%	54.2%	22.4%	23.4%	[1-0.43 0]
120	L	(3)	2721.80	0.006	77.4%	0.005	77.4%	97.0	18.6%	0.017	75.1%	52.13%	54.1%	22.5%	23.4%	[1-0.43 0]
121	L	(3)	2742.65	0.006	77.5%	0.005	77.5%	98.6	18.8%	0.017	75.2%	52.13%	53.8%	22.5%	23.7%	[1-0.43 0]
122	L	(3)	2762.35	0.006	77.7%	0.005	77.7%	98.8	19.0%	0.017	75.3%	52.13%	53.6%	22.6%	23.7%	[1-0.43 0]
123	L	(3)	2783.21	0.006	78.0%	0.004	78.0%	96.0	19.0%	0.016	75.6%	52.13%	53.5%	23.4%	23.2%	[1-0.43 0]
124	L	(3)	2802.91	0.006	77.9%	0.005	77.9%	99.0	19.2%	0.016	75.5%	52.13%	53.4%	22.8%	23.8%	[1-0.43 0]
125	L	(3)	2822.62	0.006	77.8%	0.005	77.8%	99.0	19.2%	0.016	75.4%	52.13%	53.5%	22.7%	23.8%	[1-0.43 0]
126	L	(3)	2842.32	0.006	77.8%	0.004	77.8%	97.0	19.2%	0.016	75.3%	52.13%	53.8%	22.7%	23.5%	[1-0.43 0]
127	L	(3)	2862.03	0.006	77.7%	0.005	77.7%	98.9	19.1%	0.016	75.3%	52.13%	53.6%	22.6%	23.8%	[1-0.43 0]
128	L	(3)	2882.92	0.006	77.5%	0.005	77.5%	98.8	19.0%	0.016	75.1%	52.13%	54.0%	22.1%	23.9%	[1-0.43 0]
129	L	(3)	2902.63	0.006	77.5%	0.004	77.5%	96.3	18.7%	0.016	75.2%	52.13%	54.1%	22.6%	23.3%	[1-0.43 0]
130	L	(3)	2922.34	0.005	77.5%	0.004	77.5%	95.7	19.0%	0.016	75.2%	52.13%	54.3%	22.4%	23.3%	[1-0.43 0]
131	L	(3)	2942.04	0.006	77.5%	0.005	77.5%	97.6	18.9%	0.016	75.2%	52.13%	54.0%	22.4%	23.6%	[1-0.43 0]
132	L	(3)	2962.89	0.005	77.4%	0.004	77.4%	95.7	18.7%	0.016	75.1%	52.13%	54.3%	22.5%	23.2%	[1-0.43 0]
133	L	(3)	2982.58	0.005	77.5%	0.005	77.5%	97.4	18.7%	0.016	75.2%	52.13%	53.9%	22.6%	23.5%	[1-0.43 0]
134	L	(3)	3002.28	0.005	77.5%	0.005	77.5%	98.1	18.9%	0.015	75.1%	52.13%	53.9%	22.4%	23.6%	[1-0.43 0]
135	L	(3)	3023.14	0.006	76.4%	0.005	76.4%	97.7	18.5%	0.016	74.1%	51.63%	55.7%	20.9%	23.3%	[1-0.43 0]
136	L	(3)	3042.83	0.006	75.5%	0.005	75.5%	95.0	18.6%	0.016	73.2%	51.22%	59.6%	17.8%	22.7%	[1-0.43 0]
137	L	(3)	3063.70	0.006	74.5%	0.005	74.5%	90.3	19.0%	0.017	72.1%	50.07%	61.8%	16.8%	21.3%	[1-0.43 0]
138	L	(3)	3083.40	0.006	74.0%	0.005	74.0%	88.6	19.0%	0.018	71.5%	49.73%	66.4%	12.9%	20.7%	[1-0.43 0]
139	L	(3)	3104.27	0.006	74.0%	0.005	74.0%	85.1	19.1%	0.018	71.5%	48.67%	68.9%	11.5%	19.7%	[1-0.43 0]
140	L	(3)	3123.98	0.006	74.4%	0.005	74.4%	84.4	19.2%	0.019	71.9%	48.39%	71.1%	9.5%	19.4%	[1-0.43 0]
141	L	(3)	3143.68	0.006	75.6%	0.005	75.6%	85.3	19.9%	0.019	72.9%	48.14%	72.4%	8.4%	19.2%	[1-0.43 0]
142	L	(3)	3164.54	0.006	75.8%	0.005	75.8%	85.6	19.7%	0.020	73.2%	47.80%	74.6%	6.2%	19.2%	[1-0.43 0]
143	L	(3)	3183.09	0.008	56.0%	0.007	56.0%	79.6	19.0%	0.028	52.7%	42.92%	75.0%	7.4%	17.7%	[1-0.43 0]
144	L	(3)	3202.79	0.009	45.7%	0.008	45.7%	71.3	17.9%	0.035	42.1%	39.47%	74.8%	9.6%	15.6%	[1-0.43 0]
145	L	(3)	3222.50	0.008	46.0%	0.007	46.0%	63.0	16.4%	0.034	43.0%	39.47%	72.9%	13.7%	13.4%	[1-0.43 0]
146	L	(3)	3243.34	0.006	45.7%	0.006	45.7%	53.1	13.3%	0.032	43.7%	39.47%	69.8%	19.0%	11.2%	[1-0.43 0]
147	L	(3)	3263.03	0.005	45.0%	0.005	45.0%	48.1	10.9%	0.032	43.7%	38.97%	68.2%	21.9%	9.9%	[1-0.43 0]
148	L	(3)	3282.72	0.006	44.3%	0.006	44.3%	52.9	10.5%	0.032	43.0%	38.56%	67.1%	21.8%	11.1%	[1-0.43 0]
149	L	(3)	3302.41	0.007	43.9%	0.006	43.9%	55.6	10.7%	0.033	42.5%	38.27%	68.4%	19.9%	11.7%	[1-0.43 0]
150	L	(3)	3323.28	0.007	44.0%	0.007	44.0%	60.6	11.3%	0.033	42.5%	38.27%	69.9%	17.1%	13.0%	[1-0.43 0]
151	L	(3)	3342.99	0.008	44.2%	0.007	44.2%	62.6	11.6%	0.034	42.6%	38.27%	71.4%	15.1%	13.5%	[1-0.43 0]
152	L	(3)	3362.70	0.008	44.3%	0.007	44.3%	63.1	11.9%	0.034	42.7%	38.27%	72.0%	14.3%	13.7%	[1-0.43 0]
153	L	(3)	3382.41	0.007	42.4%	0.006	42.4%	55.1	11.7%	0.035	40.7%	37.39%	70.2%	18.1%	11.6%	[1-0.43 0]
154	L	(3)	3403.29	0.007	42.3%	0.007	42.3%	56.2	11.5%	0.034	40.7%	37.39%	68.4%	19.6%	11.9%	[1-0.43 0]
155	L	(3)	3422.99	0.006	42.5%	0.006	42.5%	50.7	10.9%	0.033	41.1%	37.39%	66.8%	22.7%	10.5%	[1-0.43 0]
156	L	(3)	3442.69	0.006	42.7%	0.005	42.7%	48.7	10.6%	0.032	41.3%	37.39%	65.3%	24.7%	10.0%	[1-0.43 0]
157	L	(3)	3463.55	0.005	42.7%	0.005	42.7%	47.6	10.5%	0.032	41.4%	37.39%	64.0%	26.3%	9.7%	[1-0.43 0]
158	L	(3)	3483.25	0.006	42.3%	0.006	42.3%	51.0	10.4%	0.032	41.0%	37.39%	63.8%	25.5%	10.7%	[1-0.43 0]
159	L	(3)	3502.94	0.006	42.5%	0.005	42.5%	48.2	10.6%	0.032	41.2%	37.39%	64.3%	25.7%	9.9%	[1-0.43 0]
160	L	(3)	3522.63	0.006	42.6%	0.006	42.6%	49.9	11.4%	0.032	41.1%	37.39%	64.7%	24.9%	10.3%	[1-0.43 0]
161	L	(3)	3543.49	0.006	42.5%	0.006	42.5%	51.7	11.4%	0.032	40.9%	37.39%	64.6%	24.5%	10.8%	[1-0.43 0]
162	L	(3)	3563.18	0.006	42.6%	0.006	42.6%	51.2	11.2%	0.031	41.1%	37.39%	64.4%	25.0%	10.6%	[1-0.43 0]
163	L	(3)	3582.88	0.005	43.1%	0.005	43.1%	48.6	12.3%	0.031	41.3%	37.39%	64.5%	25.5%	10.0%	[1-0.43 0]
164	L	(3)	3603.75	0.006	42.9%	0.006	42.9%	49.6	12.0%	0.031	41.2%	37.39%	64.2%	25.6%	10.2%	[1-0.43 0]
165	L	(3)	3623.47	0.005	42.7%	0.005	42.7%	49.1	11.1%	0.031	41.2%	37.39%	63.7%	26.2%	10.1%	[1-0.43 0]
166	L	(3)	3643.18	0.005	42.7%	0.005	42.7%	49.3	11.1%	0.030	41.2%	37.39%	63.5%	26.3%	10.2%	[1-0.43 0]
167	L	(3)	3662.89	0.005	42.5%	0.006	42.5%	49.7	10.8%	0.030	41.1%	37.39%	63.6%	26.1%	10.3%	[1-0.43 0]
168	L	(3)	3683.77	0.006	42.2%	0.006	42.2%	50.9	10.0%	0.030	41.0%	37.39%	63.5%	26.0%	10.6%	[1-0.43 0]
169	L	(3)	3703.47	0.005	42.4%	0.005	42.4%	48.7	9.9%	0.030	41.2%	37.39%	63.7%	26.3%	10.0%	[1-0.43 0]
170	L	(3)	3723.17	0.005	42.3%	0.005	42.3%	48.6	9.7%	0.030	41.2%	37.39%	63.8%	26.3%	10.0%	[1-0.43 0]
171	L	(3)	3742.85	0.005	42.3%	0.005	42.3%	48.4	9.4%	0.030	41.2%	37.39%	63.9%	26.2%	10.0%	[1-0.43 0]
172	L	(3)	3763.72	0.005	42.4%	0.005	42.4%	47.7	9.8%	0.030	41.2%	37.39%	64.0%	26.2%	9.8%	[1-0.43 0]
173	L	(3)	3783.40	0.005	42.2%	0.005	42.2%	49.0	10.0%	0.030	41.1%	37.39%	64.3%	25.5%	10.2%	[1-0.43 0]
174	L	(3)	3803.10	0.005	42.0%	0.006	42.0%	50.9	10.0%	0.030	40.8%	37.39%	64.3%	25.1%	10.7%	[1-0.43 0]
