[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
175	H	(10)	4104.17	0.703	28.1%	0.801	28.1%	33.0	27.7%	5.908	4.6%	2.58%	61.4%	30.6%	8.0%	[1-0.85 0]
176	H	(10)	4123.88	0.688	24.7%	0.788	24.7%	32.3	24.2%	5.912	4.5%	2.58%	61.6%	30.6%	7.8%	[1-0.86 0]
177	H	(10)	4163.33	0.706	24.6%	0.816	24.6%	33.2	24.1%	5.903	4.5%	2.57%	61.5%	30.4%	8.1%	[1-0.85 0]
178	H	(10)	4203.94	0.721	26.4%	0.842	26.4%	33.9	26.1%	5.908	4.6%	2.56%	61.5%	30.3%	8.3%	[1-0.85 0]
179	H	(10)	4243.39	0.763	26.4%	0.899	26.4%	35.9	26.0%	5.910	4.6%	2.54%	61.0%	30.2%	8.8%	[1-0.85 0]
180	H	(10)	4264.26	0.715	28.0%	0.847	28.0%	33.7	27.7%	5.897	4.4%	2.54%	61.5%	30.4%	8.1%	[1-0.85 0]
181	H	(10)	4302.55	0.773	36.5%	0.923	36.5%	36.4	36.2%	5.892	4.7%	2.53%	60.4%	30.8%	8.7%	[1-0.85 0]
182	H	(10)	4323.44	0.760	41.3%	0.913	41.3%	35.9	41.0%	5.885	4.5%	2.52%	60.5%	31.0%	8.5%	[1-0.83 0]
183	H	(10)	4364.03	0.793	38.2%	0.961	38.2%	37.3	37.9%	5.900	4.6%	2.51%	60.2%	31.0%	8.8%	[1-0.84 0]
184	H	(10)	4383.75	0.809	44.7%	0.985	44.7%	37.9	44.4%	5.926	4.6%	2.50%	60.2%	30.9%	8.8%	[1-0.85 0]
