[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
36	L	(3)	800.66	0.005	100.0%	0.001	100.0%	68.9	100.0%	0.021	100.0%	95.12%	52.6%	30.7%	16.7%	[1-0.43 0]
37	L	(3)	820.35	0.005	100.0%	0.001	100.0%	70.0	100.0%	0.020	100.0%	95.12%	52.4%	30.6%	17.0%	[1-0.43 0]
38	L	(3)	840.03	0.005	100.0%	0.001	100.0%	69.7	100.0%	0.020	100.0%	95.12%	52.9%	30.2%	16.8%	[1-0.43 0]
39	L	(3)	860.90	0.005	100.0%	0.001	100.0%	69.1	100.0%	0.020	100.0%	95.12%	53.2%	30.2%	16.6%	[1-0.43 0]
40	L	(3)	880.61	0.005	100.0%	0.001	100.0%	69.4	100.0%	0.019	100.0%	95.12%	53.0%	30.4%	16.7%	[1-0.43 0]
41	L	(3)	900.31	0.005	100.0%	0.001	100.0%	68.1	100.0%	0.022	100.0%	90.24%	53.0%	30.6%	16.4%	[1-0.43 0]
42	L	(3)	921.16	0.005	100.0%	0.001	100.0%	66.6	100.0%	0.021	100.0%	90.24%	52.9%	31.1%	16.1%	[1-0.43 0]
43	L	(3)	940.87	0.005	100.0%	0.001	100.0%	65.7	100.0%	0.020	100.0%	90.24%	52.2%	31.9%	15.8%	[1-0.43 0]
44	L	(3)	960.59	0.005	100.0%	0.001	100.0%	65.2	100.0%	0.020	100.0%	90.24%	51.9%	32.4%	15.8%	[1-0.43 0]
45	L	(3)	980.28	0.005	100.0%	0.001	100.0%	63.9	100.0%	0.020	100.0%	90.24%	52.4%	32.1%	15.5%	[1-0.43 0]
46	L	(3)	1001.14	0.004	100.0%	0.001	100.0%	63.7	100.0%	0.019	100.0%	90.24%	52.3%	32.3%	15.4%	[1-0.43 0]
47	L	(3)	1020.85	0.004	100.0%	0.001	100.0%	63.0	100.0%	0.019	100.0%	90.24%	53.0%	31.8%	15.2%	[1-0.43 0]
48	L	(3)	1040.54	0.004	100.0%	0.001	100.0%	63.2	100.0%	0.019	100.0%	90.24%	52.9%	31.8%	15.3%	[1-0.43 0]
49	L	(3)	1061.40	0.004	100.0%	0.001	100.0%	63.4	100.0%	0.018	100.0%	90.24%	53.0%	31.6%	15.4%	[1-0.43 0]
50	L	(3)	1081.10	0.004	100.0%	0.001	100.0%	63.8	100.0%	0.018	100.0%	90.24%	52.3%	32.2%	15.5%	[1-0.43 0]
51	L	(3)	1100.80	0.004	100.0%	0.001	100.0%	64.0	100.0%	0.018	100.0%	90.24%	52.4%	32.0%	15.6%	[1-0.43 0]
52	L	(3)	1120.52	0.004	100.0%	0.001	100.0%	65.3	100.0%	0.017	100.0%	90.24%	51.7%	32.4%	15.9%	[1-0.43 0]
53	L	(3)	1141.38	0.004	100.0%	0.001	100.0%	65.1	100.0%	0.018	100.0%	85.36%	52.0%	32.1%	15.9%	[1-0.43 0]
54	L	(3)	1161.09	0.004	100.0%	0.001	100.0%	64.7	100.0%	0.018	100.0%	85.36%	51.9%	32.2%	15.9%	[1-0.43 0]
55	L	(3)	1180.78	0.004	100.0%	0.001	100.0%	64.0	100.0%	0.018	100.0%	85.36%	52.2%	32.1%	15.7%	[1-0.43 0]
56	L	(3)	1200.47	0.004	100.0%	0.001	100.0%	63.7	100.0%	0.017	100.0%	85.36%	52.0%	32.5%	15.6%	[1-0.43 0]
57	L	(3)	1221.41	0.004	100.0%	0.001	100.0%	63.3	100.0%	0.017	100.0%	85.36%	52.0%	32.6%	15.5%	[1-0.43 0]
58	L	(3)	1241.11	0.004	100.0%	0.001	100.0%	62.0	100.0%	0.017	100.0%	85.36%	51.9%	33.1%	15.0%	[1-0.43 0]
59	L	(3)	1260.83	0.004	100.0%	0.001	100.0%	60.4	100.0%	0.017	100.0%	83.19%	52.4%	33.1%	14.5%	[1-0.43 0]
60	L	(3)	1280.55	0.004	100.0%	0.001	100.0%	58.4	100.0%	0.017	100.0%	83.19%	52.0%	34.0%	13.9%	[1-0.43 0]
61	L	(3)	1301.43	0.004	100.0%	0.001	100.0%	67.1	100.0%	0.016	100.0%	81.90%	43.5%	39.7%	16.8%	[1-0.43 0]
62	L	(3)	1321.13	0.004	100.0%	0.002	100.0%	73.6	100.0%	0.016	100.0%	81.90%	34.7%	46.1%	19.2%	[1-0.43 0]
63	L	(3)	1340.82	0.004	100.0%	0.002	100.0%	79.1	100.0%	0.016	100.0%	79.74%	25.6%	52.8%	21.7%	[1-0.43 0]
64	L	(3)	1361.68	0.005	100.0%	0.002	100.0%	84.8	100.0%	0.015	100.0%	79.74%	16.1%	58.8%	25.1%	[1-0.43 0]
65	L	(3)	1381.38	0.005	100.0%	0.002	100.0%	92.6	100.0%	0.014	100.0%	79.74%	6.9%	64.8%	28.3%	[1-0.43 0]
66	L	(3)	1401.08	0.005	100.0%	0.002	100.0%	86.8	100.0%	0.017	100.0%	74.86%	14.1%	59.9%	26.1%	[1-0.43 0]
67	L	(3)	1420.78	0.005	100.0%	0.002	100.0%	83.2	100.0%	0.017	100.0%	74.86%	21.4%	54.0%	24.5%	[1-0.43 0]
68	L	(3)	1441.65	0.005	100.0%	0.002	100.0%	81.2	100.0%	0.017	100.0%	74.86%	29.7%	47.2%	23.1%	[1-0.43 0]
69	L	(3)	1461.36	0.005	100.0%	0.002	100.0%	78.8	100.0%	0.018	100.0%	74.86%	38.2%	41.2%	20.6%	[1-0.43 0]
70	L	(3)	1481.05	0.005	100.0%	0.002	100.0%	74.5	100.0%	0.018	100.0%	74.86%	46.2%	35.3%	18.5%	[1-0.43 0]
71	L	(3)	1501.90	0.005	100.0%	0.002	100.0%	73.5	100.0%	0.018	100.0%	74.86%	46.3%	35.2%	18.4%	[1-0.43 0]
72	L	(3)	1521.61	0.005	100.0%	0.002	100.0%	73.5	100.0%	0.017	100.0%	74.86%	47.1%	34.6%	18.4%	[1-0.43 0]
73	L	(3)	1541.31	0.005	100.0%	0.002	100.0%	73.6	100.0%	0.017	100.0%	74.86%	47.2%	34.4%	18.4%	[1-0.43 0]
74	L	(3)	1561.03	0.005	100.0%	0.002	100.0%	74.9	100.0%	0.017	100.0%	74.86%	46.8%	34.5%	18.7%	[1-0.43 0]
75	L	(3)	1581.89	0.005	100.0%	0.002	100.0%	75.7	100.0%	0.017	100.0%	74.86%	47.6%	33.6%	18.8%	[1-0.43 0]
76	L	(3)	1601.62	0.005	100.0%	0.002	100.0%	75.1	100.0%	0.017	100.0%	74.86%	48.1%	33.3%	18.6%	[1-0.43 0]
77	L	(3)	1621.32	0.004	100.0%	0.002	100.0%	75.0	100.0%	0.017	100.0%	74.86%	48.0%	33.3%	18.6%	[1-0.43 0]
78	L	(3)	1641.05	0.004	100.0%	0.002	100.0%	75.0	100.0%	0.016	100.0%	74.86%	47.8%	33.5%	18.7%	[1-0.43 0]
79	L	(3)	1661.94	0.004	100.0%	0.002	100.0%	73.4	100.0%	0.016	100.0%	74.86%	48.0%	33.7%	18.3%	[1-0.43 0]
80	L	(3)	1681.64	0.004	100.0%	0.002	100.0%	74.0	100.0%	0.016	100.0%	74.86%	47.9%	33.6%	18.5%	[1-0.43 0]
81	L	(3)	1701.34	0.006	100.0%	0.003	100.0%	96.8	100.0%	0.016	100.0%	73.98%	39.4%	32.3%	28.4%	[1-0.43 0]
82	L	(3)	1721.04	0.007	100.0%	0.003	100.0%	120.8	100.0%	0.015	100.0%	73.98%	32.7%	31.2%	36.2%	[1-0.43 0]
83	L	(3)	1741.91	0.008	100.0%	0.004	100.0%	141.9	100.0%	0.015	100.0%	73.98%	24.1%	31.6%	44.3%	[1-0.43 0]
84	L	(3)	1761.61	0.008	100.0%	0.004	100.0%	166.8	100.0%	0.014	100.0%	73.98%	15.9%	31.2%	52.9%	[1-0.43 0]
85	L	(3)	1781.32	0.009	100.0%	0.004	100.0%	187.8	100.0%	0.013	100.0%	73.98%	7.4%	33.0%	59.7%	[1-0.43 0]
86	L	(3)	1802.17	0.009	100.0%	0.005	100.0%	186.2	100.0%	0.014	100.0%	73.98%	10.4%	34.1%	55.5%	[1-0.43 0]
87	L	(3)	1821.88	0.009	100.0%	0.005	100.0%	180.2	100.0%	0.014	100.0%	72.69%	11.4%	34.5%	54.0%	[1-0.43 0]
88	L	(3)	1841.57	0.009	100.0%	0.005	100.0%	177.2	100.0%	0.014	100.0%	72.69%	12.5%	33.7%	53.7%	[1-0.43 0]
89	L	(3)	1861.28	0.008	100.0%	0.004	100.0%	171.4	100.0%	0.014	100.0%	72.69%	14.7%	33.5%	51.8%	[1-0.43 0]
90	L	(3)	1882.15	0.008	82.6%	0.004	82.6%	171.2	26.0%	0.014	78.4%	72.69%	15.7%	30.9%	53.5%	[1-0.43 0]
91	L	(3)	1901.88	0.008	83.6%	0.004	83.6%	168.8	27.2%	0.013	79.0%	72.69%	14.7%	31.0%	54.3%	[1-0.43 0]
92	L	(3)	1921.60	0.008	84.4%	0.004	84.4%	170.8	27.3%	0.013	79.9%	72.69%	12.7%	31.7%	55.6%	[1-0.43 0]
93	L	(3)	1941.31	0.008	83.6%	0.004	83.6%	170.6	27.1%	0.013	79.0%	72.69%	14.5%	31.5%	54.1%	[1-0.43 0]
94	L	(3)	1962.18	0.008	83.1%	0.004	83.1%	169.5	26.1%	0.013	78.9%	72.69%	15.3%	32.3%	52.5%	[1-0.43 0]
95	L	(3)	1981.87	0.008	82.3%	0.004	82.3%	167.5	25.7%	0.013	78.2%	72.69%	16.5%	33.0%	50.5%	[1-0.43 0]
96	L	(3)	2001.56	0.008	75.9%	0.005	75.9%	168.6	25.4%	0.014	71.6%	70.53%	16.6%	32.7%	50.7%	[1-0.43 0]
97	L	(3)	2022.42	0.008	75.7%	0.005	75.7%	166.0	25.0%	0.014	71.4%	70.53%	18.0%	32.8%	49.2%	[1-0.43 0]
98	L	(3)	2042.11	0.008	75.9%	0.005	75.9%	165.4	24.6%	0.014	71.8%	70.53%	17.1%	33.6%	49.3%	[1-0.43 0]
99	L	(3)	2061.82	0.008	76.0%	0.005	76.0%	164.8	24.4%	0.013	72.0%	70.53%	17.2%	33.4%	49.4%	[1-0.43 0]
100	L	(3)	2081.51	0.008	76.2%	0.005	76.2%	163.5	24.0%	0.013	72.3%	70.53%	17.2%	33.9%	48.9%	[1-0.43 0]
101	L	(3)	2102.36	0.008	75.0%	0.005	75.0%	160.5	23.2%	0.013	71.3%	69.88%	18.7%	34.4%	47.0%	[1-0.43 0]
102	L	(3)	2122.06	0.008	75.2%	0.004	75.2%	158.1	22.2%	0.013	71.8%	69.88%	20.0%	35.0%	45.0%	[1-0.43 0]
103	L	(3)	2141.76	0.008	75.6%	0.004	75.6%	154.0	22.7%	0.014	72.1%	69.00%	17.3%	35.1%	47.7%	[1-0.43 0]
104	L	(3)	2162.62	0.007	77.9%	0.004	77.9%	150.9	24.0%	0.014	74.2%	69.00%	13.0%	35.3%	51.8%	[1-0.43 0]
105	L	(3)	2182.34	0.007	80.3%	0.004	80.3%	146.3	24.4%	0.013	76.5%	69.00%	9.7%	35.4%	54.8%	[1-0.43 0]
106	L	(3)	2202.05	0.007	82.9%	0.004	82.9%	143.9	25.7%	0.013	78.8%	69.00%	5.3%	35.3%	59.4%	[1-0.43 0]
107	L	(3)	2221.75	0.007	84.9%	0.004	84.9%	143.5	27.3%	0.013	80.4%	68.49%	0.7%	34.2%	65.1%	[1-0.43 0]
108	L	(3)	2242.63	0.007	84.9%	0.004	84.9%	143.1	27.3%	0.013	80.4%	68.49%	0.8%	34.3%	64.9%	[1-0.43 0]
109	L	(3)	2263.54	0.007	86.2%	0.004	86.2%	144.0	30.4%	0.013	80.6%	68.49%	0.8%	34.1%	65.1%	[1-0.43 0]
110	L	(3)	2282.08	0.007	85.3%	0.004	85.3%	145.5	32.8%	0.013	78.8%	68.49%	3.3%	34.1%	62.5%	[1-0.43 0]
111	L	(3)	2302.94	0.007	87.0%	0.004	87.0%	146.9	36.2%	0.013	79.1%	68.49%	3.3%	33.4%	63.3%	[1-0.43 0]
112	L	(3)	2323.80	0.007	88.2%	0.004	88.2%	146.2	39.2%	0.013	79.0%	68.49%	3.3%	34.2%	62.5%	[1-0.43 0]
113	L	(3)	2342.33	0.007	88.1%	0.004	88.1%	147.1	39.0%	0.013	79.0%	68.49%	3.3%	34.2%	62.5%	[1-0.43 0]
114	L	(3)	2363.19	0.007	86.5%	0.004	86.5%	148.6	38.4%	0.013	77.6%	68.49%	4.8%	34.8%	60.4%	[1-0.43 0]
115	L	(3)	2384.04	0.007	88.6%	0.004	88.6%	147.5	39.2%	0.012	79.5%	68.49%	2.3%	34.9%	62.9%	[1-0.43 0]
116	L	(3)	2403.73	0.007	87.2%	0.004	87.2%	147.6	35.8%	0.012	79.5%	68.49%	2.3%	34.8%	62.9%	[1-0.43 0]
117	L	(3)	2423.44	0.006	84.9%	0.004	84.9%	144.7	32.9%	0.012	78.3%	67.84%	2.2%	35.5%	62.2%	[1-0.43 0]
118	L	(3)	2444.30	0.007	77.3%	0.005	77.3%	140.1	32.5%	0.014	70.1%	65.68%	2.3%	37.3%	60.4%	[1-0.43 0]
119	L	(3)	2462.85	0.007	78.6%	0.005	78.6%	134.6	32.7%	0.014	71.5%	65.68%	0.6%	38.0%	61.4%	[1-0.43 0]
120	L	(3)	2482.56	0.006	77.3%	0.004	77.3%	131.1	28.8%	0.014	71.8%	65.68%	0.7%	39.0%	60.3%	[1-0.43 0]
121	L	(3)	2502.28	0.006	77.1%	0.004	77.1%	126.1	28.1%	0.014	71.8%	65.68%	0.8%	41.2%	57.9%	[1-0.43 0]
122	L	(3)	2523.14	0.006	75.2%	0.004	75.2%	113.6	27.6%	0.014	69.9%	60.79%	2.7%	46.1%	51.2%	[1-0.43 0]
123	L	(3)	2542.86	0.005	75.5%	0.004	75.5%	103.1	28.5%	0.014	69.9%	60.79%	3.8%	50.6%	45.5%	[1-0.43 0]
124	L	(3)	2562.56	0.005	74.0%	0.003	74.0%	93.3	24.3%	0.014	69.9%	60.79%	5.6%	54.2%	40.2%	[1-0.43 0]
125	L	(3)	2582.25	0.004	74.0%	0.003	74.0%	83.2	23.9%	0.014	70.0%	60.79%	6.9%	58.8%	34.3%	[1-0.43 0]
126	L	(3)	2603.11	0.004	74.1%	0.003	74.1%	73.7	23.7%	0.014	70.3%	60.79%	8.2%	62.5%	29.3%	[1-0.43 0]
127	L	(3)	2625.13	0.004	73.7%	0.003	73.7%	74.7	23.9%	0.014	69.7%	60.29%	7.3%	63.1%	29.6%	[1-0.43 0]
128	L	(3)	2644.85	0.004	73.9%	0.003	73.9%	72.4	23.2%	0.014	70.1%	60.29%	7.0%	64.4%	28.6%	[1-0.43 0]
129	L	(3)	2664.57	0.004	74.1%	0.003	74.1%	71.0	22.9%	0.014	70.5%	60.29%	6.5%	65.5%	28.0%	[1-0.43 0]
130	L	(3)	2684.27	0.003	74.2%	0.003	74.2%	67.0	22.9%	0.014	70.5%	59.88%	5.4%	68.4%	26.2%	[1-0.43 0]
131	L	(3)	2705.14	0.003	75.3%	0.002	75.3%	64.0	23.5%	0.014	71.5%	59.88%	4.2%	71.4%	24.4%	[1-0.43 0]
132	L	(3)	2724.85	0.003	75.7%	0.002	75.7%	63.3	23.2%	0.014	72.1%	59.88%	4.0%	71.8%	24.2%	[1-0.43 0]
133	L	(3)	2744.55	0.003	76.5%	0.002	76.5%	65.0	24.0%	0.014	72.7%	59.88%	3.4%	71.6%	25.0%	[1-0.43 0]
134	L	(3)	2764.26	0.003	77.5%	0.002	77.5%	66.3	24.9%	0.013	73.4%	59.88%	2.7%	71.8%	25.6%	[1-0.43 0]
135	L	(3)	2785.13	0.003	77.5%	0.003	77.5%	67.9	24.9%	0.013	73.4%	59.88%	2.7%	70.6%	26.7%	[1-0.43 0]
136	L	(3)	2804.84	0.003	77.5%	0.003	77.5%	69.2	24.4%	0.013	73.6%	59.88%	2.9%	69.5%	27.6%	[1-0.43 0]
137	L	(3)	2824.55	0.003	77.4%	0.002	77.4%	66.7	24.6%	0.013	73.4%	59.88%	2.8%	71.1%	26.1%	[1-0.43 0]
138	L	(3)	2845.42	0.003	77.4%	0.002	77.4%	65.7	24.3%	0.013	73.5%	59.88%	2.8%	71.6%	25.6%	[1-0.43 0]
139	L	(3)	2866.29	0.003	77.1%	0.002	77.1%	66.3	23.6%	0.013	73.4%	59.88%	2.9%	71.1%	26.0%	[1-0.43 0]
140	L	(3)	2883.69	0.003	77.1%	0.002	77.1%	64.4	23.8%	0.013	73.3%	59.55%	2.4%	72.9%	24.7%	[1-0.43 0]
141	L	(3)	2903.39	0.003	78.4%	0.002	78.4%	61.3	26.3%	0.013	73.8%	59.55%	2.0%	75.3%	22.8%	[1-0.43 0]
142	L	(3)	2923.10	0.003	79.9%	0.002	79.9%	59.7	28.9%	0.013	74.5%	59.55%	1.3%	77.0%	21.7%	[1-0.43 0]
143	L	(3)	2942.81	0.003	80.5%	0.002	80.5%	58.1	28.9%	0.013	75.1%	59.55%	0.8%	78.3%	20.9%	[1-0.43 0]
144	L	(3)	2963.69	0.002	81.3%	0.002	81.3%	53.8	29.3%	0.012	75.8%	59.55%	0.2%	81.6%	18.2%	[1-0.43 0]
145	L	(3)	2983.38	0.002	81.0%	0.002	81.0%	55.3	28.4%	0.012	75.9%	59.55%	0.2%	80.7%	19.1%	[1-0.43 0]
146	L	(3)	3005.41	0.002	80.3%	0.002	80.3%	55.6	26.1%	0.012	75.9%	59.55%	0.1%	80.6%	19.3%	[1-0.43 0]
147	L	(3)	3025.14	0.002	79.3%	0.002	79.3%	53.5	23.2%	0.012	75.8%	59.55%	0.1%	81.9%	18.0%	[1-0.43 0]
148	L	(3)	3043.69	0.003	68.6%	0.002	68.6%	49.8	22.8%	0.014	64.8%	54.66%	0.2%	84.8%	15.0%	[1-0.43 0]
149	L	(3)	3063.40	0.002	68.5%	0.002	68.5%	45.7	22.5%	0.014	64.7%	54.66%	0.2%	87.7%	12.1%	[1-0.43 0]
150	L	(3)	3086.58	0.002	67.1%	0.002	67.1%	36.2	23.1%	0.014	63.0%	54.38%	0.2%	92.2%	7.6%	[1-0.43 0]
151	L	(3)	3103.95	0.001	66.0%	0.001	66.0%	28.6	22.3%	0.014	62.1%	54.38%	0.2%	95.5%	4.3%	[1-0.43 0]
152	L	(3)	3124.82	0.001	65.2%	0.001	65.2%	24.1	22.2%	0.014	61.3%	54.38%	0.2%	97.0%	2.7%	[1-0.43 0]
153	L	(3)	3145.70	0.001	64.3%	0.001	64.3%	21.2	21.8%	0.014	60.5%	54.38%	0.2%	97.2%	2.6%	[1-0.43 0]
154	L	(3)	3163.11	0.001	63.4%	0.001	63.4%	17.5	21.6%	0.014	59.6%	54.38%	0.2%	98.0%	1.8%	[1-0.43 0]
155	L	(3)	3185.13	0.001	62.8%	0.001	62.8%	19.2	19.6%	0.014	59.6%	54.38%	0.2%	97.3%	2.4%	[1-0.43 0]
156	L	(3)	3204.84	0.001	62.8%	0.001	62.8%	23.6	20.2%	0.014	59.5%	53.97%	0.2%	95.8%	4.0%	[1-0.43 0]
157	L	(3)	3223.39	0.001	64.0%	0.001	64.0%	27.7	20.8%	0.014	60.5%	53.97%	0.2%	95.3%	4.5%	[1-0.43 0]
158	L	(3)	3245.43	0.002	65.1%	0.001	65.1%	31.1	21.6%	0.014	61.5%	53.97%	0.2%	94.5%	5.3%	[1-0.43 0]
159	L	(3)	3267.45	0.002	66.3%	0.002	66.3%	34.7	22.0%	0.014	62.5%	53.97%	0.2%	93.7%	6.1%	[1-0.43 0]
160	L	(3)	3283.67	0.002	67.8%	0.002	67.8%	37.0	23.1%	0.014	63.8%	53.97%	0.1%	94.0%	5.9%	[1-0.43 0]
161	L	(3)	3308.01	0.002	68.3%	0.002	68.3%	38.1	23.8%	0.014	64.0%	53.97%	0.2%	93.9%	5.9%	[1-0.43 0]
162	L	(3)	3325.40	0.002	68.2%	0.002	68.2%	37.9	23.8%	0.014	63.9%	53.97%	0.3%	94.0%	5.8%	[1-0.43 0]
163	L	(3)	3343.94	0.002	62.4%	0.002	62.4%	43.9	22.9%	0.015	58.1%	51.81%	0.2%	90.3%	9.5%	[1-0.43 0]
164	L	(3)	3365.97	0.003	63.1%	0.003	63.1%	49.6	22.6%	0.015	58.9%	51.81%	0.2%	86.9%	12.9%	[1-0.43 0]
165	L	(3)	3383.37	0.003	63.8%	0.003	63.8%	58.3	23.0%	0.015	59.6%	51.81%	0.2%	81.5%	18.3%	[1-0.43 0]
166	L	(3)	3406.57	0.003	64.3%	0.003	64.3%	63.4	22.0%	0.015	60.4%	51.81%	0.1%	78.0%	21.9%	[1-0.43 0]
167	L	(3)	3423.97	0.004	64.9%	0.004	64.9%	70.0	21.5%	0.015	61.2%	51.81%	0.0%	73.3%	26.7%	[1-0.43 0]
168	L	(3)	3445.99	0.004	65.0%	0.004	65.0%	69.6	21.7%	0.015	61.3%	51.81%	0.0%	73.7%	26.3%	[1-0.43 0]
169	L	(3)	3465.70	0.004	64.9%	0.004	64.9%	70.1	21.4%	0.015	61.2%	51.81%	0.0%	73.1%	26.9%	[1-0.43 0]
170	L	(3)	3484.24	0.004	64.0%	0.004	64.0%	70.8	20.8%	0.015	60.5%	51.47%	0.0%	71.9%	28.1%	[1-0.43 0]
171	L	(3)	3506.28	0.004	64.3%	0.004	64.3%	74.9	21.4%	0.015	60.7%	51.47%	0.0%	69.8%	30.1%	[1-0.43 0]
172	L	(3)	3523.68	0.004	65.2%	0.004	65.2%	77.5	23.0%	0.014	61.0%	51.47%	0.0%	68.3%	31.7%	[1-0.43 0]
173	L	(3)	3546.86	0.004	65.6%	0.004	65.6%	80.8	23.1%	0.014	61.4%	51.47%	0.0%	65.9%	34.1%	[1-0.43 0]
174	L	(3)	3564.24	0.004	66.0%	0.004	66.0%	83.6	23.3%	0.014	61.7%	51.47%	0.0%	63.9%	36.1%	[1-0.43 0]
