[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	1060.25	0.005	100.0%	0.002	100.0%	118.9	100.0%	0.013	100.0%	100.00%	36.6%	33.0%	30.4%	[1-0.43 0]
1	L	(3)	1079.97	0.005	100.0%	0.002	100.0%	119.6	100.0%	0.013	100.0%	100.00%	36.5%	32.7%	30.8%	[1-0.43 0]
2	L	(3)	1099.70	0.005	100.0%	0.002	100.0%	118.5	100.0%	0.012	100.0%	100.00%	36.4%	33.3%	30.4%	[1-0.43 0]
3	L	(3)	1120.57	0.005	100.0%	0.002	100.0%	118.0	100.0%	0.012	100.0%	100.00%	36.3%	33.5%	30.2%	[1-0.43 0]
4	L	(3)	1140.28	0.005	100.0%	0.002	100.0%	117.9	100.0%	0.012	100.0%	100.00%	36.2%	33.6%	30.2%	[1-0.43 0]
5	L	(3)	1159.99	0.005	100.0%	0.002	100.0%	117.4	100.0%	0.012	100.0%	100.00%	36.1%	33.9%	30.1%	[1-0.43 0]
6	L	(3)	1179.69	0.005	100.0%	0.002	100.0%	116.8	100.0%	0.011	100.0%	100.00%	35.9%	34.2%	29.8%	[1-0.43 0]
7	L	(3)	1200.57	0.005	100.0%	0.002	100.0%	117.0	100.0%	0.011	100.0%	100.00%	35.9%	34.1%	30.0%	[1-0.43 0]
8	L	(3)	1220.28	0.005	100.0%	0.002	100.0%	117.5	100.0%	0.011	100.0%	100.00%	36.4%	33.6%	30.1%	[1-0.43 0]
9	L	(3)	1239.98	0.005	100.0%	0.002	100.0%	117.2	100.0%	0.011	100.0%	100.00%	36.6%	33.4%	30.0%	[1-0.43 0]
10	L	(3)	1259.70	0.005	100.0%	0.002	100.0%	117.4	100.0%	0.011	100.0%	100.00%	36.5%	33.4%	30.1%	[1-0.43 0]
11	L	(3)	1280.56	0.004	100.0%	0.002	100.0%	117.0	100.0%	0.011	100.0%	100.00%	36.6%	33.4%	30.0%	[1-0.43 0]
12	L	(3)	1300.25	0.004	100.0%	0.002	100.0%	117.7	100.0%	0.010	100.0%	100.00%	36.7%	33.1%	30.2%	[1-0.43 0]
13	L	(3)	1319.97	0.004	100.0%	0.002	100.0%	117.5	100.0%	0.010	100.0%	100.00%	36.4%	33.5%	30.1%	[1-0.43 0]
14	L	(3)	1340.85	0.004	100.0%	0.002	100.0%	117.7	100.0%	0.010	100.0%	100.00%	36.3%	33.5%	30.2%	[1-0.43 0]
15	L	(3)	1360.58	0.004	100.0%	0.002	100.0%	117.7	100.0%	0.010	100.0%	100.00%	36.4%	33.3%	30.3%	[1-0.43 0]
