[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
175	H	(10)	3545.21	0.969	9.4%	0.954	9.4%	37.7	8.8%	7.133	3.2%	2.52%	54.5%	37.3%	8.3%	[1-0.74 0]
176	H	(10)	3564.97	0.964	9.0%	0.954	9.0%	37.4	8.4%	7.160	3.2%	2.51%	54.8%	36.9%	8.3%	[1-0.76 0]
177	H	(10)	3585.82	0.952	8.8%	0.948	8.8%	36.9	8.2%	7.164	3.2%	2.50%	55.1%	36.7%	8.2%	[1-0.76 0]
178	H	(10)	3605.58	1.000	8.3%	1.001	8.3%	38.7	7.6%	7.185	3.2%	2.50%	55.0%	36.3%	8.7%	[1-0.77 0]
179	H	(10)	3625.36	0.967	8.1%	0.974	8.1%	37.4	7.5%	7.187	3.2%	2.49%	55.4%	36.2%	8.4%	[1-0.76 2]
180	H	(10)	3645.19	0.948	8.4%	0.959	8.4%	36.6	7.8%	7.196	3.2%	2.48%	55.8%	35.9%	8.3%	[1-0.76 2]
181	H	(10)	3664.94	0.969	8.7%	0.987	8.7%	37.4	8.1%	7.197	3.2%	2.48%	55.6%	36.0%	8.4%	[1-0.76 2]
182	H	(10)	3685.85	0.969	9.1%	0.992	9.1%	37.3	8.5%	7.212	3.2%	2.47%	55.7%	35.9%	8.4%	[1-0.76 2]
183	H	(10)	3705.67	0.948	9.8%	0.975	9.8%	36.5	9.3%	7.212	3.2%	2.46%	56.0%	35.9%	8.1%	[1-0.75 2]
184	H	(10)	3725.42	0.955	9.6%	0.988	9.6%	36.8	9.1%	7.202	3.2%	2.46%	56.0%	35.9%	8.2%	[1-0.75 2]
185	H	(10)	3746.31	0.964	9.4%	1.003	9.4%	37.3	8.9%	7.189	3.2%	2.45%	55.8%	35.9%	8.3%	[1-0.75 2]
186	H	(10)	3766.13	0.930	9.7%	0.973	9.7%	35.9	9.2%	7.187	3.2%	2.45%	56.1%	35.9%	8.0%	[1-0.75 2]
187	H	(10)	3785.89	0.940	9.2%	0.988	9.2%	36.3	8.7%	7.194	3.2%	2.44%	55.9%	36.1%	8.0%	[1-0.72 2]
188	H	(10)	3806.75	0.927	8.9%	0.980	8.9%	35.9	8.3%	7.173	3.2%	2.43%	55.6%	36.4%	7.9%	[1-0.70 2]
189	H	(10)	3826.44	0.933	9.2%	0.992	9.2%	36.1	8.6%	7.174	3.2%	2.42%	55.4%	36.5%	8.1%	[1-0.69 2]
190	H	(10)	3846.18	0.958	9.2%	1.024	9.2%	37.1	8.7%	7.168	3.1%	2.41%	54.9%	36.8%	8.3%	[1-0.69 2]
191	H	(10)	3866.01	0.946	9.4%	1.016	9.4%	36.8	8.8%	7.147	3.1%	2.41%	54.6%	37.3%	8.2%	[1-0.70 2]
192	H	(10)	3885.75	0.948	9.7%	1.023	9.7%	36.9	9.2%	7.135	3.1%	2.40%	54.3%	37.4%	8.2%	[1-0.69 2]
193	H	(10)	3905.51	0.974	10.0%	1.057	10.0%	37.8	9.4%	7.157	3.1%	2.39%	54.2%	37.4%	8.5%	[1-0.70 2]
194	H	(10)	3926.50	0.964	9.5%	1.051	9.5%	37.5	9.0%	7.148	3.1%	2.38%	54.0%	37.6%	8.3%	[1-0.70 2]
195	H	(10)	3946.24	0.939	9.3%	1.029	9.3%	36.5	8.7%	7.156	3.1%	2.38%	54.2%	37.8%	8.0%	[1-0.70 2]
196	H	(10)	3965.95	0.971	9.0%	1.070	9.0%	37.5	8.4%	7.188	3.1%	2.37%	54.1%	37.6%	8.3%	[1-0.71 2]
197	H	(10)	3985.75	0.953	8.8%	1.055	8.8%	36.7	8.3%	7.211	3.1%	2.36%	54.4%	37.6%	8.1%	[1-0.72 2]
198	H	(10)	4006.68	0.960	8.7%	1.069	8.7%	37.0	8.2%	7.214	3.1%	2.35%	54.2%	37.6%	8.1%	[1-0.73 2]
199	H	(10)	4026.37	0.991	9.1%	1.109	9.1%	38.1	8.6%	7.231	3.1%	2.34%	54.4%	37.2%	8.4%	[1-0.71 2]
200	H	(10)	4046.17	0.969	9.6%	1.089	9.6%	37.1	9.1%	7.259	3.1%	2.34%	54.8%	37.0%	8.2%	[1-0.71 2]
201	H	(10)	4067.05	0.972	9.5%	1.098	9.5%	37.2	9.0%	7.264	3.1%	2.33%	54.7%	37.1%	8.2%	[1-0.71 2]
202	H	(10)	4086.88	0.980	9.8%	1.113	9.8%	37.5	9.3%	7.257	3.1%	2.32%	54.4%	37.3%	8.3%	[1-0.70 2]
203	H	(10)	4106.63	0.950	10.0%	1.083	10.0%	36.3	9.5%	7.260	3.1%	2.31%	54.5%	37.5%	8.0%	[1-0.68 2]
204	H	(10)	4126.38	0.938	9.8%	1.075	9.8%	35.9	9.3%	7.257	3.1%	2.31%	54.2%	38.0%	7.8%	[1-0.68 2]
205	H	(10)	4146.19	0.955	9.1%	1.100	9.1%	36.6	8.6%	7.250	3.1%	2.30%	53.7%	38.3%	8.0%	[1-0.69 2]
206	H	(10)	4167.11	0.933	8.9%	1.080	8.9%	35.8	8.4%	7.239	3.1%	2.29%	53.7%	38.5%	7.8%	[1-0.69 2]
207	H	(10)	4186.87	0.910	8.9%	1.059	8.9%	34.9	8.4%	7.249	3.0%	2.28%	53.8%	38.6%	7.6%	[1-0.68 2]
208	H	(10)	4206.67	0.929	9.1%	1.086	9.1%	35.5	8.6%	7.267	3.0%	2.28%	53.8%	38.4%	7.8%	[1-0.68 2]
209	H	(10)	4226.38	0.910	9.6%	1.068	9.6%	34.7	9.1%	7.275	3.0%	2.27%	54.0%	38.4%	7.6%	[1-0.67 2]
210	H	(10)	4247.28	0.907	10.1%	1.071	10.1%	34.6	9.6%	7.282	3.0%	2.26%	54.0%	38.4%	7.6%	[1-0.68 2]
211	H	(10)	4267.08	0.908	10.6%	1.076	10.6%	34.6	10.1%	7.301	3.0%	2.25%	54.1%	38.4%	7.5%	[1-0.66 2]
212	H	(10)	4286.79	0.909	10.1%	1.082	10.1%	34.5	9.7%	7.315	3.0%	2.25%	54.2%	38.4%	7.5%	[1-0.66 2]
213	H	(10)	4307.71	0.886	10.6%	1.060	10.6%	33.6	10.1%	7.320	3.0%	2.24%	54.3%	38.5%	7.2%	[1-0.66 2]
214	H	(10)	4327.45	0.875	10.8%	1.052	10.8%	33.3	10.4%	7.311	3.0%	2.24%	54.2%	38.7%	7.1%	[1-0.67 2]
215	H	(10)	4347.20	0.884	10.2%	1.068	10.2%	33.6	9.8%	7.318	3.0%	2.23%	54.0%	38.8%	7.2%	[1-0.67 2]
216	H	(10)	4367.01	0.873	10.1%	1.059	10.1%	33.1	9.7%	7.322	3.0%	2.22%	54.1%	38.8%	7.1%	[1-0.67 2]
217	H	(10)	4387.90	0.895	9.6%	1.091	9.6%	34.0	9.1%	7.318	3.0%	2.22%	53.5%	39.1%	7.3%	[1-0.67 2]
218	H	(10)	4407.65	0.887	8.6%	1.086	8.6%	33.7	8.1%	7.314	3.0%	2.21%	53.4%	39.3%	7.3%	[1-0.68 2]
219	H	(10)	4427.48	0.888	8.7%	1.092	8.7%	33.6	8.1%	7.334	3.0%	2.20%	53.5%	39.3%	7.2%	[1-0.68 2]
220	H	(10)	4447.22	0.874	9.4%	1.079	9.4%	33.0	8.9%	7.348	3.0%	2.20%	53.8%	39.1%	7.1%	[1-0.69 2]
221	H	(10)	4467.03	0.865	9.2%	1.073	9.2%	32.7	8.7%	7.351	3.0%	2.19%	53.8%	39.2%	7.0%	[1-0.69 2]
222	H	(10)	4487.89	0.836	10.0%	1.042	10.0%	31.5	9.5%	7.364	3.0%	2.19%	54.1%	39.2%	6.7%	[1-0.69 2]
223	H	(10)	4507.64	0.815	10.8%	1.021	10.8%	30.7	10.4%	7.377	3.0%	2.18%	54.5%	39.0%	6.5%	[1-0.69 2]
224	H	(10)	4527.39	0.842	10.7%	1.058	10.7%	31.7	10.2%	7.374	3.0%	2.18%	54.1%	39.1%	6.8%	[1-0.68 2]
225	H	(10)	4548.27	0.853	10.7%	1.077	10.7%	32.1	10.2%	7.379	3.0%	2.17%	53.9%	39.2%	6.9%	[1-0.70 2]
226	H	(10)	4568.03	0.850	10.6%	1.079	10.6%	32.0	10.2%	7.392	3.0%	2.17%	54.1%	39.1%	6.8%	[1-0.71 2]
227	H	(10)	4587.84	0.849	11.2%	1.082	11.2%	31.9	10.8%	7.399	3.0%	2.16%	54.3%	39.0%	6.7%	[1-0.69 2]
228	H	(10)	4610.02	0.885	10.7%	1.134	10.7%	33.3	10.3%	7.395	3.0%	2.15%	54.0%	39.0%	7.1%	[1-0.68 2]
229	H	(10)	4627.44	0.894	10.4%	1.149	10.4%	33.5	10.0%	7.413	2.9%	2.15%	54.1%	38.7%	7.1%	[1-0.68 2]
230	H	(10)	4648.42	0.924	10.2%	1.194	10.2%	34.6	9.8%	7.423	2.9%	2.14%	53.9%	38.7%	7.4%	[1-0.68 2]
231	H	(10)	4668.18	0.952	10.2%	1.234	10.2%	35.7	9.8%	7.400	2.9%	2.14%	53.3%	38.9%	7.8%	[1-0.69 2]
232	H	(10)	4687.91	0.976	10.2%	1.271	10.2%	36.6	9.8%	7.403	2.9%	2.13%	53.2%	38.8%	8.0%	[1-0.68 2]
233	H	(10)	4710.06	0.988	10.6%	1.292	10.6%	37.0	10.2%	7.407	2.9%	2.13%	53.3%	38.6%	8.1%	[1-0.67 2]
234	H	(10)	4727.55	0.980	10.0%	1.287	10.0%	36.7	9.6%	7.407	2.9%	2.12%	53.2%	38.8%	8.0%	[1-0.68 2]
235	H	(10)	4748.40	0.985	9.4%	1.299	9.4%	36.9	8.9%	7.406	2.9%	2.12%	53.0%	38.8%	8.1%	[1-0.67 2]
236	H	(10)	4768.10	0.966	9.3%	1.280	9.3%	36.2	8.8%	7.407	2.9%	2.11%	53.1%	39.0%	7.9%	[1-0.66 2]
237	H	(10)	4787.85	0.960	8.5%	1.277	8.5%	36.0	8.0%	7.406	2.9%	2.11%	52.9%	39.2%	7.9%	[1-0.65 2]
238	H	(10)	4807.71	0.957	8.0%	1.278	8.0%	35.9	7.4%	7.404	2.9%	2.10%	52.5%	39.6%	7.9%	[1-0.65 2]
239	H	(10)	4828.62	0.946	8.2%	1.269	8.2%	35.4	7.7%	7.414	2.9%	2.10%	52.4%	39.9%	7.7%	[1-0.67 2]
240	H	(10)	4848.37	0.966	8.2%	1.300	8.2%	36.2	7.7%	7.410	2.9%	2.09%	52.1%	40.0%	7.9%	[1-0.68 2]
241	H	(10)	4868.16	0.974	8.0%	1.317	8.0%	36.4	7.4%	7.424	2.9%	2.09%	52.1%	39.9%	8.0%	[1-0.68 2]
242	H	(10)	4887.92	0.978	8.1%	1.327	8.1%	36.5	7.5%	7.439	2.9%	2.08%	52.2%	39.8%	8.0%	[1-0.68 2]
243	H	(10)	4907.67	0.946	8.5%	1.289	8.5%	35.2	8.0%	7.457	2.9%	2.07%	52.8%	39.6%	7.6%	[1-0.68 2]
244	H	(10)	4928.67	0.950	9.0%	1.301	9.0%	35.4	8.6%	7.463	2.9%	2.07%	52.9%	39.5%	7.7%	[1-0.69 2]
245	H	(10)	4948.36	0.923	8.7%	1.269	8.7%	34.3	8.2%	7.483	2.9%	2.06%	53.3%	39.3%	7.4%	[1-0.69 2]
246	H	(10)	4968.04	0.935	8.7%	1.290	8.7%	34.7	8.2%	7.484	2.9%	2.06%	53.2%	39.3%	7.5%	[1-0.68 2]
247	H	(10)	4987.76	0.931	8.7%	1.290	8.7%	34.6	8.2%	7.473	2.9%	2.06%	53.1%	39.5%	7.4%	[1-0.67 2]
