[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
11	L	(3)	279.23	0.033	100.0%	0.003	100.0%	153.6	100.0%	0.060	100.0%	88.07%	25.8%	34.1%	40.0%	[1-0.43 0]
12	L	(3)	300.10	0.029	100.0%	0.002	100.0%	141.3	100.0%	0.057	100.0%	88.07%	29.0%	34.4%	36.6%	[1-0.43 0]
13	L	(3)	319.81	0.025	100.0%	0.002	100.0%	128.8	90.1%	0.055	100.0%	88.07%	32.6%	34.1%	33.3%	[1-0.43 0]
14	L	(3)	339.52	0.025	100.0%	0.002	100.0%	115.7	48.5%	0.060	100.0%	83.19%	35.9%	34.4%	29.7%	[1-0.43 0]
15	L	(3)	360.37	0.026	88.8%	0.003	88.8%	115.4	23.5%	0.063	85.6%	78.31%	35.7%	34.7%	29.6%	[1-0.43 0]
16	L	(3)	380.09	0.027	83.7%	0.003	83.7%	115.3	23.2%	0.064	80.4%	74.86%	32.6%	37.2%	30.3%	[1-0.43 0]
17	L	(3)	399.80	0.025	85.3%	0.003	85.3%	114.3	22.6%	0.060	82.3%	74.86%	29.0%	40.3%	30.7%	[1-0.43 0]
18	L	(3)	419.50	0.024	80.7%	0.003	80.7%	106.8	21.6%	0.063	77.7%	69.98%	30.3%	41.2%	28.6%	[1-0.43 0]
19	L	(3)	440.35	0.022	82.4%	0.003	82.4%	99.9	21.0%	0.061	79.7%	69.98%	31.5%	41.9%	26.6%	[1-0.43 0]
20	L	(3)	460.06	0.019	81.6%	0.002	81.6%	85.8	21.1%	0.060	78.8%	68.69%	28.7%	47.5%	23.8%	[1-0.43 0]
21	L	(3)	479.77	0.016	81.3%	0.002	81.3%	73.8	20.6%	0.059	78.6%	67.81%	27.4%	52.3%	20.3%	[1-0.43 0]
22	L	(3)	499.47	0.013	82.7%	0.002	82.7%	62.0	20.1%	0.057	80.3%	67.81%	26.1%	57.0%	16.9%	[1-0.43 0]
23	L	(3)	520.34	0.011	84.3%	0.002	84.3%	58.4	21.2%	0.053	81.6%	67.81%	20.6%	62.6%	16.8%	[1-0.43 0]
24	L	(3)	540.06	0.009	85.7%	0.001	85.7%	52.5	22.1%	0.050	82.8%	67.81%	15.3%	69.0%	15.6%	[1-0.43 0]
25	L	(3)	559.74	0.009	86.2%	0.001	86.2%	55.3	21.8%	0.048	83.4%	67.81%	13.7%	70.6%	15.8%	[1-0.43 0]
26	L	(3)	580.60	0.010	82.0%	0.002	82.0%	59.0	21.7%	0.048	79.1%	65.65%	14.5%	68.4%	17.0%	[1-0.43 0]
27	L	(3)	600.31	0.016	69.8%	0.003	69.8%	77.1	20.4%	0.057	66.7%	60.12%	18.5%	60.0%	21.6%	[1-0.43 0]
28	L	(3)	620.05	0.019	70.0%	0.003	70.0%	91.4	19.2%	0.057	67.3%	60.12%	22.0%	53.3%	24.7%	[1-0.43 0]
29	L	(3)	639.76	0.023	64.3%	0.004	64.3%	104.5	18.2%	0.062	61.7%	57.95%	26.0%	46.2%	27.8%	[1-0.43 0]
30	L	(3)	660.63	0.026	65.3%	0.005	65.3%	116.7	17.4%	0.061	63.0%	57.95%	30.7%	38.5%	30.8%	[1-0.43 0]
31	L	(3)	680.33	0.026	64.2%	0.005	64.2%	114.9	16.7%	0.062	61.9%	56.66%	31.6%	38.7%	29.7%	[1-0.43 0]
32	L	(3)	700.03	0.022	64.3%	0.004	64.3%	102.6	16.5%	0.060	62.1%	56.66%	31.3%	42.5%	26.2%	[1-0.43 0]
33	L	(3)	720.88	0.021	64.0%	0.004	64.0%	97.8	16.1%	0.059	61.9%	56.16%	31.0%	44.2%	24.8%	[1-0.43 0]
34	L	(3)	740.56	0.021	62.6%	0.004	62.6%	98.8	16.1%	0.059	60.5%	55.28%	30.5%	44.4%	25.1%	[1-0.43 0]
35	L	(3)	760.26	0.021	63.3%	0.004	63.3%	99.2	16.3%	0.057	61.1%	55.28%	30.1%	44.6%	25.3%	[1-0.43 0]
36	L	(3)	781.11	0.023	63.6%	0.005	63.6%	110.5	16.5%	0.057	61.4%	54.87%	32.5%	39.1%	28.4%	[1-0.43 0]
37	L	(3)	800.81	0.024	63.1%	0.005	63.1%	117.8	16.5%	0.056	60.9%	54.22%	29.5%	39.6%	30.9%	[1-0.43 0]
38	L	(3)	820.51	0.027	58.0%	0.006	58.0%	123.5	16.2%	0.061	55.7%	52.06%	28.1%	39.3%	32.6%	[1-0.43 0]
39	L	(3)	840.18	0.027	58.3%	0.006	58.3%	126.9	16.0%	0.059	56.1%	52.06%	26.8%	39.5%	33.7%	[1-0.43 0]
40	L	(3)	861.02	0.031	55.6%	0.008	55.6%	139.8	16.8%	0.062	53.0%	50.27%	21.4%	40.2%	38.4%	[1-0.43 0]
41	L	(3)	880.74	0.035	52.6%	0.009	52.6%	148.4	16.3%	0.065	50.0%	48.98%	18.4%	40.8%	40.9%	[1-0.43 0]
42	L	(3)	900.45	0.036	50.9%	0.009	50.9%	150.6	15.8%	0.067	48.3%	48.10%	18.3%	40.6%	41.1%	[1-0.43 0]
43	L	(3)	920.15	0.034	50.3%	0.009	50.3%	141.4	15.5%	0.067	47.9%	47.22%	16.8%	44.4%	38.7%	[1-0.43 0]
44	L	(3)	941.02	0.031	51.0%	0.008	51.0%	133.8	14.9%	0.065	48.7%	47.22%	15.0%	48.2%	36.8%	[1-0.43 0]
45	L	(3)	960.72	0.033	49.9%	0.009	49.9%	138.6	14.1%	0.066	47.9%	46.23%	15.0%	47.5%	37.6%	[1-0.43 0]
46	L	(3)	980.41	0.030	49.5%	0.008	49.5%	126.9	13.8%	0.065	47.5%	45.44%	14.5%	51.3%	34.2%	[1-0.43 0]
47	L	(3)	1001.29	0.028	50.3%	0.008	50.3%	121.6	13.5%	0.065	48.4%	45.03%	14.6%	52.5%	33.0%	[1-0.43 0]
48	L	(3)	1020.96	0.028	50.5%	0.008	50.5%	121.7	13.6%	0.065	48.6%	44.63%	14.9%	52.1%	33.0%	[1-0.43 0]
49	L	(3)	1040.65	0.028	51.8%	0.008	51.8%	120.3	13.8%	0.064	49.9%	44.63%	14.8%	52.8%	32.4%	[1-0.43 0]
50	L	(3)	1060.36	0.028	49.3%	0.008	49.3%	116.2	13.6%	0.067	47.4%	42.13%	14.7%	53.9%	31.4%	[1-0.43 0]
51	L	(3)	1081.21	0.030	51.0%	0.009	51.0%	125.3	14.1%	0.066	49.0%	42.13%	12.2%	53.2%	34.6%	[1-0.43 0]
52	L	(3)	1100.91	0.031	52.0%	0.009	52.0%	131.0	15.6%	0.065	49.6%	41.84%	10.0%	51.8%	38.1%	[1-0.43 0]
53	L	(3)	1120.60	0.034	51.8%	0.011	51.8%	143.5	16.9%	0.066	49.0%	41.19%	7.8%	49.2%	43.0%	[1-0.43 0]
54	L	(3)	1140.30	0.039	53.0%	0.012	53.0%	165.2	17.1%	0.066	50.1%	40.95%	6.0%	43.0%	50.9%	[1-0.43 0]
55	L	(3)	1161.19	0.037	53.6%	0.012	53.6%	161.3	17.5%	0.064	50.6%	40.95%	5.9%	43.5%	50.6%	[1-0.43 0]
56	L	(3)	1180.91	0.040	53.9%	0.013	53.9%	174.3	17.6%	0.064	50.9%	40.73%	6.4%	38.5%	55.0%	[1-0.43 0]
57	L	(3)	1200.63	0.043	54.4%	0.014	54.4%	190.7	16.8%	0.063	51.7%	40.73%	6.5%	35.2%	58.3%	[1-0.43 0]
58	L	(3)	1220.34	0.043	53.1%	0.015	53.1%	190.7	16.1%	0.063	50.6%	39.45%	7.3%	35.4%	57.3%	[1-0.43 0]
59	L	(3)	1241.22	0.041	52.6%	0.014	52.6%	182.0	16.5%	0.062	49.9%	39.45%	7.8%	38.4%	53.7%	[1-0.43 0]
60	L	(3)	1260.92	0.040	52.0%	0.014	52.0%	182.4	16.3%	0.062	49.4%	39.45%	9.1%	37.5%	53.3%	[1-0.43 0]
61	L	(3)	1280.62	0.043	46.7%	0.015	46.7%	175.6	15.5%	0.068	44.0%	38.06%	9.7%	39.9%	50.4%	[1-0.43 0]
62	L	(3)	1301.48	0.042	44.8%	0.015	44.8%	167.2	15.2%	0.069	42.2%	37.65%	10.5%	42.2%	47.3%	[1-0.43 0]
63	L	(3)	1321.18	0.042	44.0%	0.016	44.0%	167.9	14.7%	0.070	41.4%	37.22%	9.9%	42.7%	47.4%	[1-0.43 0]
64	L	(3)	1340.88	0.042	43.9%	0.015	43.9%	164.9	14.7%	0.070	41.4%	37.01%	9.7%	43.3%	47.0%	[1-0.43 0]
65	L	(3)	1360.59	0.040	44.4%	0.015	44.4%	159.9	14.6%	0.069	42.0%	37.01%	9.2%	44.5%	46.3%	[1-0.43 0]
66	L	(3)	1381.45	0.040	44.7%	0.015	44.7%	160.9	15.2%	0.069	42.0%	36.82%	8.9%	43.7%	47.4%	[1-0.43 0]
67	L	(3)	1401.16	0.040	44.0%	0.015	44.0%	159.1	15.0%	0.070	41.3%	35.77%	9.7%	42.6%	47.7%	[1-0.43 0]
68	L	(3)	1420.88	0.038	43.9%	0.015	43.9%	152.8	15.5%	0.069	41.1%	35.62%	10.1%	43.4%	46.5%	[1-0.43 0]
69	L	(3)	1440.58	0.037	42.8%	0.015	42.8%	148.1	14.7%	0.070	40.1%	35.28%	10.2%	45.1%	44.7%	[1-0.43 0]
70	L	(3)	1461.47	0.038	42.0%	0.015	42.0%	150.5	14.0%	0.070	39.5%	35.00%	10.5%	45.1%	44.4%	[1-0.43 0]
71	L	(3)	1481.18	0.038	40.8%	0.016	40.8%	146.6	13.5%	0.072	38.5%	34.54%	10.7%	46.8%	42.5%	[1-0.43 0]
72	L	(3)	1500.88	0.041	39.6%	0.017	39.6%	152.0	13.2%	0.075	37.4%	33.03%	11.3%	45.7%	43.0%	[1-0.43 0]
73	L	(3)	1520.59	0.046	37.6%	0.019	37.6%	158.8	12.5%	0.080	35.4%	32.38%	12.7%	43.4%	44.0%	[1-0.43 0]
74	L	(3)	1541.53	0.049	37.7%	0.021	37.7%	169.5	12.2%	0.081	35.6%	32.38%	14.6%	39.3%	46.0%	[1-0.43 0]
75	L	(3)	1561.25	0.050	36.0%	0.022	36.0%	165.4	11.7%	0.085	34.0%	31.73%	15.4%	40.3%	44.3%	[1-0.43 0]
76	L	(3)	1580.96	0.049	36.0%	0.021	36.0%	161.9	11.1%	0.084	34.3%	31.73%	16.5%	40.6%	42.8%	[1-0.43 0]
77	L	(3)	1600.68	0.048	35.5%	0.021	35.5%	159.0	10.5%	0.083	34.0%	31.58%	16.1%	41.9%	42.0%	[1-0.43 0]
78	L	(3)	1621.56	0.046	34.4%	0.021	34.4%	151.3	10.1%	0.084	32.9%	31.18%	16.0%	43.9%	40.0%	[1-0.43 0]
79	L	(3)	1641.27	0.042	34.4%	0.019	34.4%	141.6	9.5%	0.082	33.1%	31.18%	15.0%	47.4%	37.5%	[1-0.43 0]
80	L	(3)	1660.98	0.041	33.6%	0.019	33.6%	135.6	9.4%	0.084	32.2%	30.84%	15.1%	48.9%	35.9%	[1-0.43 0]
81	L	(3)	1680.67	0.039	32.6%	0.018	32.6%	127.1	9.4%	0.085	31.2%	30.39%	15.1%	51.1%	33.8%	[1-0.43 0]
82	L	(3)	1701.60	0.034	32.7%	0.016	32.7%	114.1	9.1%	0.084	31.4%	30.39%	15.4%	54.0%	30.6%	[1-0.43 0]
83	L	(3)	1721.32	0.034	31.9%	0.016	31.9%	111.3	8.9%	0.085	30.7%	29.93%	15.6%	54.5%	29.9%	[1-0.43 0]
84	L	(3)	1741.01	0.033	31.7%	0.016	31.7%	108.2	8.4%	0.085	30.6%	29.77%	15.8%	55.1%	29.1%	[1-0.43 0]
85	L	(3)	1761.87	0.034	31.6%	0.016	31.6%	110.0	8.4%	0.085	30.5%	29.64%	15.6%	54.8%	29.6%	[1-0.43 0]
86	L	(3)	1781.55	0.035	30.9%	0.018	30.9%	113.5	8.6%	0.087	29.6%	29.28%	15.7%	53.9%	30.5%	[1-0.43 0]
87	L	(3)	1801.25	0.036	30.6%	0.018	30.6%	115.0	8.5%	0.087	29.4%	29.04%	15.1%	54.0%	30.8%	[1-0.43 0]
88	L	(3)	1820.95	0.037	30.5%	0.019	30.5%	119.2	8.4%	0.087	29.3%	28.91%	14.6%	53.4%	32.1%	[1-0.43 0]
89	L	(3)	1841.80	0.040	30.5%	0.020	30.5%	126.6	8.9%	0.088	29.2%	28.80%	14.0%	52.2%	33.7%	[1-0.43 0]
90	L	(3)	1861.51	0.040	30.7%	0.021	30.7%	128.1	8.9%	0.087	29.4%	28.80%	13.3%	52.5%	34.2%	[1-0.43 0]
91	L	(3)	1881.24	0.041	30.8%	0.021	30.8%	130.7	8.7%	0.086	29.5%	28.80%	12.7%	52.4%	34.9%	[1-0.43 0]
92	L	(3)	1900.97	0.043	30.3%	0.023	30.3%	137.0	8.7%	0.087	29.1%	28.60%	12.7%	50.8%	36.5%	[1-0.43 0]
93	L	(3)	1921.84	0.045	30.6%	0.024	30.6%	142.7	9.2%	0.087	29.2%	28.60%	12.3%	49.9%	37.8%	[1-0.43 0]
94	L	(3)	1941.54	0.044	30.6%	0.024	30.6%	142.8	9.1%	0.086	29.2%	28.60%	12.2%	49.6%	38.2%	[1-0.43 0]
95	L	(3)	1961.25	0.048	30.5%	0.026	30.5%	155.5	9.2%	0.086	29.0%	28.50%	12.5%	46.1%	41.4%	[1-0.43 0]
96	L	(3)	1982.11	0.051	30.5%	0.028	30.5%	162.9	9.5%	0.086	29.0%	28.41%	11.9%	44.7%	43.5%	[1-0.43 0]
97	L	(3)	2001.81	0.054	30.9%	0.030	30.9%	173.2	10.3%	0.087	29.1%	28.33%	11.3%	42.5%	46.2%	[1-0.43 0]
98	L	(3)	2021.50	0.057	31.1%	0.032	31.1%	185.4	10.0%	0.086	29.5%	28.33%	10.8%	39.6%	49.6%	[1-0.43 0]
99	L	(3)	2041.18	0.063	31.6%	0.036	31.6%	203.3	10.3%	0.086	29.9%	28.24%	10.5%	34.6%	54.9%	[1-0.43 0]
100	L	(3)	2062.06	0.064	31.6%	0.037	31.6%	206.2	10.4%	0.086	29.9%	27.95%	9.9%	34.3%	55.7%	[1-0.43 0]
101	L	(3)	2081.76	0.067	31.3%	0.039	31.3%	212.8	10.3%	0.087	29.5%	27.75%	9.9%	32.6%	57.5%	[1-0.43 0]
102	L	(3)	2101.46	0.068	30.8%	0.040	30.8%	215.6	9.7%	0.088	29.2%	27.64%	9.9%	32.1%	58.0%	[1-0.43 0]
103	L	(3)	2121.19	0.065	30.4%	0.038	30.4%	205.2	9.6%	0.088	28.8%	27.39%	9.9%	35.0%	55.2%	[1-0.43 0]
104	L	(3)	2142.10	0.061	29.4%	0.037	29.4%	192.1	9.2%	0.089	28.0%	27.18%	10.1%	38.9%	51.0%	[1-0.43 0]
105	L	(3)	2161.79	0.061	29.2%	0.037	29.2%	191.5	8.9%	0.089	27.8%	27.09%	10.1%	39.3%	50.7%	[1-0.43 0]
106	L	(3)	2181.50	0.060	28.7%	0.037	28.7%	186.7	9.1%	0.090	27.2%	26.90%	10.3%	40.4%	49.3%	[1-0.43 0]
107	L	(3)	2202.37	0.055	28.0%	0.034	28.0%	169.3	9.1%	0.091	26.5%	26.33%	10.7%	44.4%	44.9%	[1-0.43 0]
108	L	(3)	2222.09	0.053	27.7%	0.033	27.7%	162.4	9.0%	0.091	26.1%	26.18%	11.5%	45.6%	42.9%	[1-0.43 0]
109	L	(3)	2241.78	0.051	27.3%	0.031	27.3%	152.7	9.1%	0.092	25.8%	25.74%	11.8%	47.8%	40.4%	[1-0.43 0]
110	L	(3)	2261.49	0.045	27.2%	0.029	27.2%	138.6	8.9%	0.091	25.7%	25.66%	12.2%	50.9%	36.8%	[1-0.43 0]
111	L	(3)	2282.35	0.042	26.6%	0.027	26.6%	128.0	8.0%	0.092	25.4%	25.37%	13.1%	52.5%	34.3%	[1-0.43 0]
112	L	(3)	2302.05	0.043	26.7%	0.027	26.7%	130.1	8.1%	0.091	25.4%	25.30%	13.4%	51.9%	34.7%	[1-0.43 0]
113	L	(3)	2321.76	0.043	26.5%	0.028	26.5%	131.1	8.2%	0.092	25.2%	25.17%	13.6%	51.4%	35.0%	[1-0.43 0]
114	L	(3)	2341.46	0.045	26.0%	0.029	26.0%	133.1	8.0%	0.094	24.7%	24.71%	13.9%	50.6%	35.6%	[1-0.43 0]
115	L	(3)	2362.33	0.044	26.2%	0.029	26.2%	132.8	8.2%	0.093	24.9%	24.71%	14.3%	50.2%	35.6%	[1-0.43 0]
116	L	(3)	2382.04	0.044	26.2%	0.029	26.2%	130.4	8.2%	0.093	24.9%	24.62%	13.5%	51.6%	34.9%	[1-0.43 0]
117	L	(3)	2401.73	0.043	26.2%	0.028	26.2%	128.9	7.8%	0.092	25.0%	24.62%	13.6%	51.9%	34.5%	[1-0.43 0]
118	L	(3)	2422.59	0.042	26.2%	0.028	26.2%	127.2	7.6%	0.092	25.1%	24.54%	13.1%	52.8%	34.0%	[1-0.43 0]
119	L	(3)	2442.29	0.043	26.1%	0.029	26.1%	128.4	7.6%	0.092	25.0%	24.47%	12.4%	53.4%	34.2%	[1-0.43 0]
120	L	(3)	2461.99	0.044	26.2%	0.030	26.2%	132.2	7.7%	0.091	25.0%	24.47%	12.1%	52.9%	35.1%	[1-0.43 0]
121	L	(3)	2481.70	0.045	25.8%	0.031	25.8%	136.0	7.7%	0.093	24.6%	24.21%	12.3%	51.7%	36.0%	[1-0.43 0]
122	L	(3)	2502.57	0.046	25.9%	0.032	25.9%	139.1	7.9%	0.092	24.7%	24.21%	12.1%	51.2%	36.7%	[1-0.43 0]
123	L	(3)	2522.27	0.046	25.9%	0.032	25.9%	139.4	8.0%	0.092	24.6%	24.14%	12.1%	50.9%	36.9%	[1-0.43 0]
124	L	(3)	2541.98	0.046	25.3%	0.032	25.3%	136.0	8.0%	0.093	24.0%	23.91%	12.2%	51.6%	36.2%	[1-0.43 0]
125	L	(3)	2561.69	0.045	25.4%	0.032	25.4%	133.7	7.9%	0.092	24.1%	23.91%	12.2%	52.2%	35.6%	[1-0.43 0]
126	L	(3)	2582.56	0.044	25.3%	0.032	25.3%	132.5	8.0%	0.092	24.0%	23.84%	12.2%	52.5%	35.4%	[1-0.43 0]
127	L	(3)	2602.26	0.043	25.1%	0.031	25.1%	130.4	7.9%	0.093	23.8%	23.67%	12.3%	52.8%	34.9%	[1-0.43 0]
128	L	(3)	2621.99	0.043	25.1%	0.031	25.1%	128.8	7.9%	0.092	23.9%	23.67%	12.7%	52.9%	34.4%	[1-0.43 0]
129	L	(3)	2641.71	0.042	25.1%	0.031	25.1%	128.8	7.6%	0.091	23.9%	23.67%	13.0%	52.7%	34.3%	[1-0.43 0]
130	L	(3)	2662.60	0.042	24.9%	0.031	24.9%	127.0	7.3%	0.091	23.8%	23.61%	13.2%	52.6%	34.1%	[1-0.43 0]
131	L	(3)	2682.30	0.041	24.9%	0.031	24.9%	127.2	7.2%	0.090	23.8%	23.61%	13.3%	52.6%	34.1%	[1-0.43 0]
132	L	(3)	2702.01	0.041	24.7%	0.031	24.7%	126.8	7.2%	0.090	23.7%	23.37%	13.5%	52.5%	34.0%	[1-0.43 0]
133	L	(3)	2722.87	0.042	24.6%	0.032	24.6%	128.4	7.2%	0.090	23.6%	23.29%	13.7%	51.8%	34.5%	[1-0.43 0]
134	L	(3)	2742.57	0.043	24.7%	0.033	24.7%	132.7	7.5%	0.090	23.5%	23.24%	13.8%	50.8%	35.5%	[1-0.43 0]
135	L	(3)	2762.27	0.043	24.6%	0.033	24.6%	133.3	7.6%	0.090	23.4%	23.17%	13.6%	50.9%	35.5%	[1-0.43 0]
136	L	(3)	2781.95	0.044	24.4%	0.034	24.4%	133.6	7.8%	0.092	23.1%	22.85%	13.9%	50.7%	35.4%	[1-0.43 0]
137	L	(3)	2802.81	0.044	24.0%	0.035	24.0%	131.8	7.8%	0.094	22.7%	22.52%	13.8%	51.2%	35.0%	[1-0.43 0]
138	L	(3)	2822.53	0.044	24.1%	0.035	24.1%	131.7	7.9%	0.094	22.8%	22.45%	13.7%	51.4%	34.9%	[1-0.43 0]
139	L	(3)	2842.24	0.043	24.0%	0.034	24.0%	128.8	7.6%	0.094	22.8%	22.39%	13.7%	52.2%	34.1%	[1-0.43 0]
140	L	(3)	2861.96	0.043	23.9%	0.035	23.9%	128.1	7.6%	0.094	22.7%	22.24%	14.1%	52.3%	33.6%	[1-0.43 0]
141	L	(3)	2882.84	0.043	23.9%	0.035	23.9%	128.4	7.4%	0.094	22.7%	22.19%	14.1%	52.2%	33.7%	[1-0.43 0]
142	L	(3)	2902.53	0.044	23.6%	0.035	23.6%	129.3	7.3%	0.094	22.5%	22.10%	14.2%	51.8%	33.9%	[1-0.43 0]
143	L	(3)	2922.24	0.044	23.5%	0.036	23.5%	129.3	7.1%	0.094	22.4%	22.03%	14.4%	51.8%	33.9%	[1-0.43 0]
144	L	(3)	2943.10	0.043	23.6%	0.035	23.6%	127.1	7.2%	0.093	22.5%	22.03%	14.3%	52.1%	33.6%	[1-0.43 0]
145	L	(3)	2962.79	0.043	23.6%	0.036	23.6%	129.3	7.5%	0.093	22.4%	21.97%	14.6%	51.1%	34.3%	[1-0.43 0]
146	L	(3)	2982.50	0.043	23.6%	0.035	23.6%	128.2	7.3%	0.093	22.4%	21.97%	14.7%	51.0%	34.2%	[1-0.43 0]
147	L	(3)	3002.21	0.043	23.7%	0.036	23.7%	130.1	7.5%	0.092	22.4%	21.97%	14.6%	50.7%	34.7%	[1-0.43 0]
148	L	(3)	3023.06	0.043	23.7%	0.036	23.7%	129.5	7.5%	0.091	22.5%	21.97%	14.6%	50.9%	34.5%	[1-0.43 0]
149	L	(3)	3042.77	0.043	23.4%	0.037	23.4%	131.3	7.4%	0.092	22.2%	21.84%	15.0%	50.1%	34.9%	[1-0.43 0]
150	L	(3)	3062.47	0.043	22.9%	0.036	22.9%	128.2	6.8%	0.092	21.9%	21.65%	15.0%	50.7%	34.3%	[1-0.43 0]
151	L	(3)	3082.18	0.043	22.7%	0.036	22.7%	126.9	6.8%	0.093	21.7%	21.52%	14.8%	51.5%	33.7%	[1-0.43 0]
152	L	(3)	3103.07	0.042	22.5%	0.036	22.5%	123.8	6.5%	0.094	21.6%	21.41%	14.7%	52.5%	32.8%	[1-0.43 0]
153	L	(3)	3122.79	0.041	22.6%	0.035	22.6%	121.4	6.3%	0.093	21.7%	21.41%	15.0%	52.8%	32.2%	[1-0.43 0]
154	L	(3)	3142.51	0.040	22.6%	0.035	22.6%	119.3	6.2%	0.093	21.7%	21.35%	14.6%	53.8%	31.6%	[1-0.43 0]
155	L	(3)	3162.23	0.040	22.3%	0.035	22.3%	118.5	6.4%	0.094	21.4%	21.22%	14.8%	53.9%	31.3%	[1-0.43 0]
156	L	(3)	3183.11	0.039	22.4%	0.035	22.4%	116.6	6.3%	0.093	21.5%	21.22%	14.8%	54.1%	31.1%	[1-0.43 0]
157	L	(3)	3202.81	0.039	22.3%	0.034	22.3%	116.3	6.1%	0.092	21.5%	21.22%	15.1%	53.7%	31.2%	[1-0.43 0]
158	L	(3)	3222.54	0.038	22.2%	0.034	22.2%	115.4	5.9%	0.092	21.4%	21.16%	15.0%	53.8%	31.2%	[1-0.43 0]
159	L	(3)	3243.40	0.038	22.2%	0.034	22.2%	115.4	6.0%	0.091	21.4%	21.16%	15.4%	53.3%	31.2%	[1-0.43 0]
160	L	(3)	3263.10	0.038	21.9%	0.035	21.9%	115.4	5.9%	0.092	21.1%	21.04%	15.4%	53.3%	31.3%	[1-0.43 0]
161	L	(3)	3282.79	0.038	21.7%	0.035	21.7%	114.2	6.0%	0.093	20.8%	20.81%	15.5%	53.7%	30.8%	[1-0.43 0]
162	L	(3)	3302.50	0.039	21.8%	0.036	21.8%	115.6	6.2%	0.093	20.9%	20.81%	16.0%	53.0%	31.0%	[1-0.43 0]
163	L	(3)	3323.35	0.039	22.0%	0.036	22.0%	116.0	6.9%	0.092	20.9%	20.81%	16.3%	52.9%	30.8%	[1-0.43 0]
164	L	(3)	3343.06	0.038	22.0%	0.035	22.0%	114.7	6.9%	0.092	20.9%	20.76%	16.2%	53.3%	30.5%	[1-0.43 0]
165	L	(3)	3362.77	0.037	22.0%	0.035	22.0%	112.3	6.9%	0.092	21.0%	20.76%	16.0%	54.3%	29.7%	[1-0.43 0]
166	L	(3)	3383.62	0.038	21.7%	0.036	21.7%	114.2	6.7%	0.093	20.6%	20.51%	16.2%	53.5%	30.3%	[1-0.43 0]
167	L	(3)	3403.31	0.037	21.5%	0.035	21.5%	111.3	6.7%	0.093	20.4%	20.31%	16.0%	54.4%	29.7%	[1-0.43 0]
168	L	(3)	3423.02	0.037	21.2%	0.035	21.2%	108.0	6.0%	0.094	20.3%	20.08%	15.9%	55.2%	28.9%	[1-0.43 0]
169	L	(3)	3442.72	0.035	21.3%	0.034	21.3%	104.7	5.9%	0.094	20.4%	20.08%	16.2%	55.9%	27.9%	[1-0.43 0]
170	L	(3)	3463.60	0.036	21.4%	0.035	21.4%	107.0	6.4%	0.094	20.4%	20.03%	17.1%	54.6%	28.3%	[1-0.43 0]
171	L	(3)	3483.32	0.035	21.4%	0.034	21.4%	104.4	6.5%	0.094	20.3%	19.94%	17.1%	55.4%	27.5%	[1-0.43 0]
172	L	(3)	3503.02	0.035	21.4%	0.034	21.4%	103.7	6.5%	0.094	20.4%	19.94%	16.8%	55.8%	27.4%	[1-0.43 0]
173	L	(3)	3523.91	0.035	21.5%	0.035	21.5%	105.2	6.5%	0.093	20.5%	19.94%	16.7%	55.6%	27.7%	[1-0.43 0]
174	L	(3)	3543.61	0.036	21.3%	0.036	21.3%	107.8	6.5%	0.094	20.3%	19.88%	16.7%	54.8%	28.5%	[1-0.43 0]
