[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
0	L	(3)	58.98	0.099	100.0%	0.002	100.0%	124.6	100.0%	0.221	100.0%	100.00%	34.5%	33.3%	32.2%	[1-0.43 0]
1	L	(3)	79.83	0.073	100.0%	0.002	100.0%	123.1	100.0%	0.164	100.0%	100.00%	35.5%	32.6%	31.9%	[1-0.43 0]
2	L	(3)	99.53	0.058	100.0%	0.002	100.0%	122.2	100.0%	0.132	100.0%	100.00%	36.1%	32.3%	31.6%	[1-0.43 0]
3	L	(3)	119.23	0.049	100.0%	0.002	100.0%	123.1	100.0%	0.110	100.0%	100.00%	35.8%	32.4%	31.7%	[1-0.43 0]
4	L	(3)	140.09	0.042	100.0%	0.002	100.0%	123.1	100.0%	0.094	100.0%	100.00%	35.7%	32.6%	31.7%	[1-0.43 0]
5	L	(3)	159.72	0.036	100.0%	0.002	100.0%	122.6	100.0%	0.082	100.0%	100.00%	36.3%	32.2%	31.5%	[1-0.43 0]
6	L	(3)	179.42	0.035	100.0%	0.002	100.0%	122.7	100.0%	0.079	100.0%	100.00%	36.2%	32.3%	31.5%	[1-0.43 0]
7	L	(3)	199.11	0.040	100.0%	0.002	100.0%	122.8	100.0%	0.090	100.0%	95.12%	36.0%	32.4%	31.6%	[1-0.43 0]
8	L	(3)	220.03	0.036	100.0%	0.002	100.0%	121.7	100.0%	0.081	100.0%	95.12%	36.3%	32.3%	31.4%	[1-0.43 0]
9	L	(3)	239.73	0.026	100.0%	0.002	100.0%	105.8	100.0%	0.070	100.0%	95.12%	36.8%	36.2%	27.0%	[1-0.43 0]
10	L	(3)	259.42	0.021	100.0%	0.001	100.0%	90.3	100.0%	0.064	100.0%	95.12%	36.3%	40.8%	22.9%	[1-0.43 0]
11	L	(3)	280.27	0.016	100.0%	0.001	100.0%	75.5	100.0%	0.058	100.0%	95.12%	35.8%	45.2%	19.0%	[1-0.43 0]
12	L	(3)	299.97	0.012	100.0%	0.001	100.0%	60.2	100.0%	0.054	100.0%	95.12%	35.7%	49.6%	14.7%	[1-0.43 0]
13	L	(3)	319.65	0.008	100.0%	0.001	100.0%	45.8	100.0%	0.050	100.0%	95.12%	34.9%	54.2%	10.8%	[1-0.43 0]
14	L	(3)	339.34	0.008	100.0%	0.001	100.0%	46.2	100.0%	0.047	100.0%	95.12%	34.2%	54.7%	11.1%	[1-0.43 0]
15	L	(3)	360.21	0.007	100.0%	0.001	100.0%	46.1	100.0%	0.044	100.0%	95.12%	34.2%	54.7%	11.0%	[1-0.43 0]
16	L	(3)	379.92	0.007	100.0%	0.001	100.0%	44.8	100.0%	0.042	100.0%	95.12%	34.9%	54.6%	10.5%	[1-0.43 0]
17	L	(3)	399.63	0.006	100.0%	0.001	100.0%	45.1	100.0%	0.040	100.0%	95.12%	34.4%	55.0%	10.6%	[1-0.43 0]
18	L	(3)	420.48	0.006	100.0%	0.001	100.0%	43.9	100.0%	0.038	100.0%	95.12%	35.0%	54.8%	10.2%	[1-0.43 0]
19	L	(3)	440.19	0.006	100.0%	0.001	100.0%	42.9	100.0%	0.036	100.0%	95.12%	35.4%	54.8%	9.8%	[1-0.43 0]
20	L	(3)	459.89	0.005	100.0%	0.001	100.0%	43.0	100.0%	0.035	100.0%	95.12%	35.4%	54.8%	9.8%	[1-0.43 0]
21	L	(3)	479.59	0.005	100.0%	0.001	100.0%	44.4	100.0%	0.033	100.0%	95.12%	34.6%	55.0%	10.4%	[1-0.43 0]
22	L	(3)	500.45	0.005	100.0%	0.001	100.0%	44.0	100.0%	0.032	100.0%	95.12%	35.3%	54.5%	10.3%	[1-0.43 0]
23	L	(3)	520.16	0.005	100.0%	0.001	100.0%	44.9	100.0%	0.031	100.0%	95.12%	35.1%	54.4%	10.6%	[1-0.43 0]
24	L	(3)	539.87	0.005	100.0%	0.001	100.0%	46.0	100.0%	0.030	100.0%	95.12%	34.6%	54.4%	11.0%	[1-0.43 0]
25	L	(3)	560.71	0.005	100.0%	0.001	100.0%	46.2	100.0%	0.028	100.0%	95.12%	34.5%	54.4%	11.1%	[1-0.43 0]
26	L	(3)	580.40	0.004	100.0%	0.001	100.0%	44.9	100.0%	0.028	100.0%	95.12%	35.0%	54.4%	10.5%	[1-0.43 0]
27	L	(3)	600.09	0.004	100.0%	0.001	100.0%	44.3	100.0%	0.027	100.0%	95.12%	34.6%	54.9%	10.4%	[1-0.43 0]
28	L	(3)	619.79	0.005	100.0%	0.001	100.0%	47.1	100.0%	0.029	100.0%	90.24%	33.5%	55.3%	11.2%	[1-0.43 0]
29	L	(3)	640.64	0.005	100.0%	0.001	100.0%	49.8	100.0%	0.028	100.0%	90.24%	33.2%	54.8%	12.0%	[1-0.43 0]
30	L	(3)	660.36	0.005	100.0%	0.001	100.0%	52.5	100.0%	0.027	100.0%	90.24%	32.8%	54.4%	12.7%	[1-0.43 0]
31	L	(3)	680.05	0.005	100.0%	0.001	100.0%	55.9	100.0%	0.026	100.0%	90.24%	31.6%	54.6%	13.8%	[1-0.43 0]
32	L	(3)	700.91	0.006	100.0%	0.001	100.0%	60.2	100.0%	0.025	100.0%	90.24%	30.4%	54.5%	15.2%	[1-0.43 0]
33	L	(3)	720.60	0.005	100.0%	0.001	100.0%	60.3	100.0%	0.025	100.0%	90.24%	30.4%	54.4%	15.2%	[1-0.43 0]
34	L	(3)	740.31	0.008	100.0%	0.002	100.0%	59.3	100.0%	0.035	100.0%	85.36%	29.7%	55.3%	15.0%	[1-0.43 0]
35	L	(3)	760.01	0.007	100.0%	0.002	100.0%	59.8	100.0%	0.034	100.0%	85.36%	29.5%	55.4%	15.2%	[1-0.43 0]
36	L	(3)	780.88	0.007	100.0%	0.002	100.0%	59.8	100.0%	0.033	100.0%	85.36%	29.4%	55.5%	15.1%	[1-0.43 0]
37	L	(3)	800.57	0.007	100.0%	0.002	100.0%	59.0	100.0%	0.032	100.0%	85.36%	29.7%	55.4%	14.9%	[1-0.43 0]
38	L	(3)	820.26	0.007	100.0%	0.001	100.0%	57.7	100.0%	0.032	100.0%	85.36%	29.7%	55.8%	14.4%	[1-0.43 0]
39	L	(3)	841.13	0.005	100.0%	0.001	100.0%	58.0	100.0%	0.025	100.0%	85.36%	30.0%	55.5%	14.4%	[1-0.43 0]
40	L	(3)	860.82	0.005	100.0%	0.001	100.0%	56.2	100.0%	0.025	100.0%	85.36%	29.7%	56.4%	13.9%	[1-0.43 0]
41	L	(3)	880.52	0.005	100.0%	0.001	100.0%	55.9	100.0%	0.024	100.0%	85.36%	30.2%	56.0%	13.8%	[1-0.43 0]
42	L	(3)	901.38	0.005	100.0%	0.001	100.0%	54.8	100.0%	0.024	100.0%	85.36%	30.3%	56.3%	13.4%	[1-0.43 0]
43	L	(3)	921.08	0.005	100.0%	0.001	100.0%	54.7	100.0%	0.023	100.0%	85.36%	30.6%	56.1%	13.2%	[1-0.43 0]
44	L	(3)	940.77	0.004	100.0%	0.001	100.0%	54.1	100.0%	0.019	100.0%	85.36%	31.3%	55.7%	13.0%	[1-0.43 0]
45	L	(3)	960.48	0.004	100.0%	0.001	100.0%	54.5	100.0%	0.019	100.0%	85.36%	31.4%	55.5%	13.1%	[1-0.43 0]
46	L	(3)	981.35	0.004	100.0%	0.001	100.0%	53.6	100.0%	0.019	100.0%	85.36%	31.4%	55.9%	12.7%	[1-0.43 0]
47	L	(3)	1001.07	0.003	100.0%	0.001	100.0%	53.2	100.0%	0.018	100.0%	85.36%	31.4%	56.1%	12.6%	[1-0.43 0]
48	L	(3)	1020.78	0.003	100.0%	0.001	100.0%	52.8	100.0%	0.018	100.0%	85.36%	31.3%	56.3%	12.4%	[1-0.43 0]
49	L	(3)	1040.49	0.003	100.0%	0.001	100.0%	53.0	100.0%	0.017	100.0%	85.36%	30.5%	57.0%	12.5%	[1-0.43 0]
50	L	(3)	1061.38	0.003	100.0%	0.001	100.0%	52.8	100.0%	0.017	100.0%	85.36%	30.3%	57.3%	12.4%	[1-0.43 0]
51	L	(3)	1081.10	0.003	100.0%	0.001	100.0%	52.3	100.0%	0.018	100.0%	83.19%	30.3%	57.4%	12.3%	[1-0.43 0]
52	L	(3)	1100.81	0.003	100.0%	0.001	100.0%	52.2	100.0%	0.017	100.0%	83.19%	30.6%	57.0%	12.4%	[1-0.43 0]
53	L	(3)	1120.52	0.003	100.0%	0.001	100.0%	51.3	100.0%	0.017	100.0%	83.19%	30.9%	57.0%	12.1%	[1-0.43 0]
54	L	(3)	1141.41	0.003	100.0%	0.001	100.0%	50.2	100.0%	0.017	100.0%	83.19%	31.3%	57.0%	11.8%	[1-0.43 0]
55	L	(3)	1161.10	0.004	100.0%	0.001	100.0%	54.1	100.0%	0.021	100.0%	78.31%	35.2%	52.0%	12.8%	[1-0.43 0]
56	L	(3)	1180.82	0.004	100.0%	0.001	100.0%	59.4	100.0%	0.021	100.0%	78.31%	38.7%	47.2%	14.1%	[1-0.43 0]
57	L	(3)	1201.68	0.005	100.0%	0.002	100.0%	64.5	100.0%	0.021	100.0%	78.31%	41.7%	42.8%	15.4%	[1-0.43 0]
58	L	(3)	1221.39	0.005	100.0%	0.002	100.0%	70.7	100.0%	0.021	100.0%	78.31%	45.3%	37.5%	17.2%	[1-0.43 0]
59	L	(3)	1241.10	0.006	100.0%	0.002	100.0%	76.2	100.0%	0.022	100.0%	78.31%	48.5%	32.8%	18.6%	[1-0.43 0]
